s,kg
Time,"Fuel Load"
 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 6.4344496E+000
 3.8729833E-001, 6.4344278E+000
 5.8094750E-001, 6.4344058E+000
 7.7459667E-001, 6.4343832E+000
 9.5397566E-001, 6.4343601E+000
 1.1177084E+000, 6.4343371E+000
 1.2644186E+000, 6.4343137E+000
 1.4475213E+000, 6.4342849E+000
 1.6607610E+000, 6.4342426E+000
 1.8178612E+000, 6.4341946E+000
 1.9940990E+000, 6.4341422E+000
 2.1832051E+000, 6.4340729E+000
 2.3615448E+000, 6.4339884E+000
 2.5398845E+000, 6.4338897E+000
 2.7182242E+000, 6.4337727E+000
 2.8965639E+000, 6.4336367E+000
 3.0610193E+000, 6.4334866E+000
 3.2447847E+000, 6.4333151E+000
 3.4285502E+000, 6.4331131E+000
 3.6123156E+000, 6.4328876E+000
 3.7960811E+000, 6.4326376E+000
 3.9798465E+000, 6.4323616E+000
 4.1636120E+000, 6.4320587E+000
 4.3211252E+000, 6.4317527E+000
 4.5048907E+000, 6.4314207E+000
 4.6886561E+000, 6.4310333E+000
 4.8724216E+000, 6.4306129E+000
 5.0561870E+000, 6.4301580E+000
 5.2399525E+000, 6.4296670E+000
 5.4124167E+000, 6.4291528E+000
 5.5998321E+000, 6.4285940E+000
 5.7685058E+000, 6.4280026E+000
 5.9589403E+000, 6.4273569E+000
 6.1209848E+000, 6.4266730E+000
 6.3061785E+000, 6.4259448E+000
 6.4913722E+000, 6.4251024E+000
 6.6765659E+000, 6.4241818E+000
 6.8617596E+000, 6.4231683E+000
 7.0238040E+000, 6.4221166E+000
 7.2036026E+000, 6.4209550E+000
 7.3876673E+000, 6.4195377E+000
 7.5717320E+000, 6.4178455E+000
 7.7557967E+000, 6.4157322E+000
 7.9398615E+000, 6.4129903E+000
 8.1064002E+000, 6.4096143E+000
 8.2871007E+000, 6.4054942E+000
 8.4653013E+000, 6.4004284E+000
 8.6468271E+000, 6.3945966E+000
 8.8276002E+000, 6.3880953E+000
 9.0070208E+000, 6.3810342E+000
 9.1838288E+000, 6.3733401E+000
 9.3648383E+000, 6.3649821E+000
 9.5417340E+000, 6.3560725E+000
 9.7212469E+000, 6.3461826E+000
 9.9057301E+000, 6.3350476E+000
 1.0083230E+001, 6.3226603E+000
 1.0260383E+001, 6.3095963E+000
 1.0443171E+001, 6.2957656E+000
 1.0620804E+001, 6.2817277E+000
 1.0803883E+001, 6.2674033E+000
 1.0983352E+001, 6.2524146E+000
 1.1166534E+001, 6.2364044E+000
 1.1342449E+001, 6.2198921E+000
 1.1522023E+001, 6.2034569E+000
 1.1701598E+001, 6.1861692E+000
 1.1885960E+001, 6.1688663E+000
 1.2060984E+001, 6.1520156E+000
 1.2242302E+001, 6.1351777E+000
 1.2423621E+001, 6.1173425E+000
 1.2602930E+001, 6.0988031E+000
 1.2780069E+001, 6.0818643E+000
 1.2964718E+001, 6.0655479E+000
 1.3144465E+001, 6.0496546E+000
 1.3324211E+001, 6.0342665E+000
 1.3503958E+001, 6.0185180E+000
 1.3684995E+001, 6.0028506E+000
 1.3866263E+001, 5.9876090E+000
 1.4041058E+001, 5.9734146E+000
 1.4225308E+001, 5.9601274E+000
 1.4400514E+001, 5.9477689E+000
 1.4586715E+001, 5.9365160E+000
 1.4766710E+001, 5.9255679E+000
 1.4940631E+001, 5.9153278E+000
 1.5120473E+001, 5.9049001E+000
 1.5306975E+001, 5.8939830E+000
 1.5480986E+001, 5.8836469E+000
 1.5667643E+001, 5.8735361E+000
 1.5842725E+001, 5.8633428E+000
 1.6025765E+001, 5.8530740E+000
 1.6200847E+001, 5.8422229E+000
 1.6383887E+001, 5.8310971E+000
 1.6566926E+001, 5.8196805E+000
 1.6740389E+001, 5.8086541E+000
 1.6925797E+001, 5.7973616E+000
 1.7105309E+001, 5.7859007E+000
 1.7282140E+001, 5.7745098E+000
 1.7464143E+001, 5.7628281E+000
 1.7642259E+001, 5.7510931E+000
 1.7820375E+001, 5.7392864E+000
 1.8005236E+001, 5.7271566E+000
 1.8181810E+001, 5.7149168E+000
 1.8364473E+001, 5.7022062E+000
 1.8543482E+001, 5.6886101E+000
 1.8724319E+001, 5.6748938E+000
 1.8905155E+001, 5.6612048E+000
 1.9083821E+001, 5.6483511E+000
 1.9264842E+001, 5.6357352E+000
 1.9444907E+001, 5.6228313E+000
 1.9625876E+001, 5.6106403E+000
 1.9801791E+001, 5.5991448E+000
 1.9984742E+001, 5.5876357E+000
 2.0161387E+001, 5.5757228E+000
 2.0340204E+001, 5.5638628E+000
 2.0521085E+001, 5.5521313E+000
 2.0700396E+001, 5.5405701E+000
 2.0886546E+001, 5.5286641E+000
 2.1064001E+001, 5.5162235E+000
 2.1242338E+001, 5.5036414E+000
 2.1422586E+001, 5.4904886E+000
 2.1604744E+001, 5.4764044E+000
 2.1786903E+001, 5.4619002E+000
 2.1965049E+001, 5.4476164E+000
 2.2140651E+001, 5.4331913E+000
 2.2320726E+001, 5.4185628E+000
 2.2500474E+001, 5.4036613E+000
 2.2684336E+001, 5.3887714E+000
 2.2860808E+001, 5.3741046E+000
 2.3043365E+001, 5.3598289E+000
 2.3224097E+001, 5.3457656E+000
 2.3402012E+001, 5.3319806E+000
 2.3581707E+001, 5.3186295E+000
 2.3760230E+001, 5.3052152E+000
