s,kg
Time,"Fuel Load"
 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 1.2766736E+001
 3.8729833E-001, 1.2766691E+001
 5.8094750E-001, 1.2766646E+001
 7.7459667E-001, 1.2766600E+001
 9.5176681E-001, 1.2766554E+001
 1.1142277E+000, 1.2766510E+001
 1.2637493E+000, 1.2766467E+001
 1.4506153E+000, 1.2766419E+001
 1.6249854E+000, 1.2766364E+001
 1.8226902E+000, 1.2766301E+001
 2.0006102E+000, 1.2766231E+001
 2.1879932E+000, 1.2766154E+001
 2.3682039E+000, 1.2766068E+001
 2.5484146E+000, 1.2765972E+001
 2.7286253E+000, 1.2765865E+001
 2.9088360E+000, 1.2765743E+001
 3.0890467E+000, 1.2765607E+001
 3.2692574E+000, 1.2765455E+001
 3.4494681E+000, 1.2765284E+001
 3.6296788E+000, 1.2765094E+001
 3.8098895E+000, 1.2764883E+001
 3.9600651E+000, 1.2764669E+001
 4.1402758E+000, 1.2764435E+001
 4.3204865E+000, 1.2764154E+001
 4.5006972E+000, 1.2763845E+001
 4.7012780E+000, 1.2763484E+001
 4.8728840E+000, 1.2763099E+001
 5.0646002E+000, 1.2762690E+001
 5.2268215E+000, 1.2762255E+001
 5.4214872E+000, 1.2761775E+001
 5.5837085E+000, 1.2761254E+001
 5.7783742E+000, 1.2760687E+001
 5.9405955E+000, 1.2760071E+001
 6.1352612E+000, 1.2759398E+001
 6.3299268E+000, 1.2758594E+001
 6.4921482E+000, 1.2757785E+001
 6.6868138E+000, 1.2756893E+001
 6.8490352E+000, 1.2755908E+001
 7.0369556E+000, 1.2754825E+001
 7.2113855E+000, 1.2753560E+001
 7.3954440E+000, 1.2752117E+001
 7.5762621E+000, 1.2750398E+001
 7.7570802E+000, 1.2748316E+001
 7.9378982E+000, 1.2745665E+001
 8.1187163E+000, 1.2742254E+001
 8.2995343E+000, 1.2737879E+001
 8.4803524E+000, 1.2732401E+001
 8.6413669E+000, 1.2726175E+001
 8.8382556E+000, 1.2718599E+001
 9.0157200E+000, 1.2709558E+001
 9.1822228E+000, 1.2700499E+001
 9.3649025E+000, 1.2690486E+001
 9.5448432E+000, 1.2678862E+001
 9.7227726E+000, 1.2666150E+001
 9.9007019E+000, 1.2652322E+001
 1.0083176E+001, 1.2637120E+001
 1.0265746E+001, 1.2620537E+001
 1.0444698E+001, 1.2603298E+001
 1.0621695E+001, 1.2585672E+001
 1.0800624E+001, 1.2567377E+001
 1.0980233E+001, 1.2548257E+001
 1.1166143E+001, 1.2527910E+001
 1.1340724E+001, 1.2507208E+001
 1.1523581E+001, 1.2485680E+001
 1.1702467E+001, 1.2462764E+001
 1.1881352E+001, 1.2438350E+001
 1.2060499E+001, 1.2411611E+001
 1.2245720E+001, 1.2382725E+001
 1.2424262E+001, 1.2352964E+001
 1.2602804E+001, 1.2322670E+001
 1.2781346E+001, 1.2292296E+001
 1.2961439E+001, 1.2261863E+001
 1.3145068E+001, 1.2230423E+001
 1.3322979E+001, 1.2199869E+001
 1.3504957E+001, 1.2169350E+001
 1.3683362E+001, 1.2137585E+001
 1.3860367E+001, 1.2108243E+001
 1.4044062E+001, 1.2080348E+001
 1.4224838E+001, 1.2052795E+001
 1.4400296E+001, 1.2025649E+001
 1.4581604E+001, 1.1999344E+001
 1.4762911E+001, 1.1971991E+001
 1.4944218E+001, 1.1945110E+001
 1.5123244E+001, 1.1918777E+001
 1.5304862E+001, 1.1892776E+001
 1.5481021E+001, 1.1868616E+001
 1.5661583E+001, 1.1845749E+001
 1.5841584E+001, 1.1822967E+001
 1.6021017E+001, 1.1800021E+001
 1.6201959E+001, 1.1777673E+001
 1.6383200E+001, 1.1755436E+001
 1.6561594E+001, 1.1733504E+001
 1.6743301E+001, 1.1712274E+001
 1.6921400E+001, 1.1691948E+001
 1.7102393E+001, 1.1673035E+001
 1.7280977E+001, 1.1655166E+001
 1.7461115E+001, 1.1636795E+001
 1.7641940E+001, 1.1616988E+001
 1.7824271E+001, 1.1596575E+001
 1.8003149E+001, 1.1576579E+001
 1.8185112E+001, 1.1556614E+001
 1.8361523E+001, 1.1538110E+001
 1.8543845E+001, 1.1519291E+001
 1.8721802E+001, 1.1498806E+001
 1.8901576E+001, 1.1478578E+001
 1.9081081E+001, 1.1458023E+001
 1.9265786E+001, 1.1437118E+001
 1.9440967E+001, 1.1416435E+001
 1.9621988E+001, 1.1395701E+001
 1.9803009E+001, 1.1374483E+001
 1.9984030E+001, 1.1352228E+001
 2.0161426E+001, 1.1329844E+001
 2.0340252E+001, 1.1308009E+001
 2.0520993E+001, 1.1286975E+001
 2.0701268E+001, 1.1266055E+001
 2.0881846E+001, 1.1244841E+001
 2.1062058E+001, 1.1223596E+001
 2.1243568E+001, 1.1203005E+001
 2.1421628E+001, 1.1182492E+001
 2.1600535E+001, 1.1161631E+001
 2.1780303E+001, 1.1141236E+001
 2.1963050E+001, 1.1121719E+001
 2.2142073E+001, 1.1102320E+001
 2.2323452E+001, 1.1082291E+001
 2.2505016E+001, 1.1062659E+001
 2.2682455E+001, 1.1042500E+001
 2.2862194E+001, 1.1022025E+001
 2.3041678E+001, 1.1000093E+001
 2.3223208E+001, 1.0980169E+001
 2.3400233E+001, 1.0961010E+001
 2.3583208E+001, 1.0941682E+001
 2.3760281E+001, 1.0923052E+001
