s,kg
Time,"Fuel Load"
 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 1.6514663E+001
 3.8729833E-001, 1.6514604E+001
 5.8094750E-001, 1.6514546E+001
 7.7459667E-001, 1.6514487E+001
 9.4782093E-001, 1.6514429E+001
 1.1050129E+000, 1.6514375E+001
 1.2990826E+000, 1.6514315E+001
 1.4446350E+000, 1.6514255E+001
 1.6523089E+000, 1.6514186E+001
 1.8036723E+000, 1.6514111E+001
 1.9980896E+000, 1.6514030E+001
 2.1776507E+000, 1.6513933E+001
 2.3631972E+000, 1.6513826E+001
 2.5277949E+000, 1.6513712E+001
 2.7253121E+000, 1.6513579E+001
 2.8899098E+000, 1.6513429E+001
 3.0874270E+000, 1.6513262E+001
 3.2520247E+000, 1.6513077E+001
 3.4495419E+000, 1.6512872E+001
 3.6141396E+000, 1.6512645E+001
 3.7919051E+000, 1.6512411E+001
 3.9729625E+000, 1.6512140E+001
 4.1540200E+000, 1.6511839E+001
 4.3350774E+000, 1.6511509E+001
 4.5161349E+000, 1.6511147E+001
 4.6971924E+000, 1.6510753E+001
 4.8782498E+000, 1.6510324E+001
 5.0593073E+000, 1.6509857E+001
 5.2403647E+000, 1.6509350E+001
 5.4214222E+000, 1.6508799E+001
 5.6024796E+000, 1.6508198E+001
 5.7835371E+000, 1.6507541E+001
 5.9645945E+000, 1.6506821E+001
 6.1380211E+000, 1.6506044E+001
 6.3000015E+000, 1.6505231E+001
 6.4943779E+000, 1.6504273E+001
 6.6887543E+000, 1.6503081E+001
 6.8507346E+000, 1.6501812E+001
 7.0451110E+000, 1.6500288E+001
 7.2185880E+000, 1.6498324E+001
 7.3920650E+000, 1.6496005E+001
 7.5655421E+000, 1.6493096E+001
 7.7679319E+000, 1.6489133E+001
 7.9292959E+000, 1.6484470E+001
 8.1104879E+000, 1.6479287E+001
 8.2951422E+000, 1.6472726E+001
 8.4725263E+000, 1.6465095E+001
 8.6499103E+000, 1.6456562E+001
 8.8262768E+000, 1.6446919E+001
 9.0128754E+000, 1.6436040E+001
 9.1831449E+000, 1.6424395E+001
 9.3637301E+000, 1.6411674E+001
 9.5488806E+000, 1.6396845E+001
 9.7269249E+000, 1.6380267E+001
 9.9058033E+000, 1.6361808E+001
 1.0086899E+001, 1.6340533E+001
 1.0267678E+001, 1.6316198E+001
 1.0445459E+001, 1.6288867E+001
 1.0626593E+001, 1.6258157E+001
 1.0804804E+001, 1.6224633E+001
 1.0985757E+001, 1.6189330E+001
 1.1165618E+001, 1.6151420E+001
 1.1345625E+001, 1.6112480E+001
 1.1523428E+001, 1.6072333E+001
 1.1701996E+001, 1.6030322E+001
 1.1882844E+001, 1.5986711E+001
 1.2062759E+001, 1.5938871E+001
 1.2240833E+001, 1.5886269E+001
 1.2420588E+001, 1.5832362E+001
 1.2600961E+001, 1.5775606E+001
 1.2783200E+001, 1.5716411E+001
 1.2960828E+001, 1.5655546E+001
 1.3143100E+001, 1.5593102E+001
 1.3320816E+001, 1.5528404E+001
 1.3501316E+001, 1.5460808E+001
 1.3681349E+001, 1.5391657E+001
 1.3861558E+001, 1.5320736E+001
 1.4041986E+001, 1.5248481E+001
 1.4220680E+001, 1.5173449E+001
 1.4404204E+001, 1.5099814E+001
 1.4582898E+001, 1.5028113E+001
 1.4764533E+001, 1.4958379E+001
 1.4941920E+001, 1.4887799E+001
 1.5125102E+001, 1.4819978E+001
 1.5303261E+001, 1.4754379E+001
 1.5484359E+001, 1.4693075E+001
 1.5662340E+001, 1.4635323E+001
 1.5843099E+001, 1.4580393E+001
 1.6021928E+001, 1.4527168E+001
 1.6201305E+001, 1.4476318E+001
 1.6380683E+001, 1.4426966E+001
 1.6560067E+001, 1.4376948E+001
 1.6743703E+001, 1.4323195E+001
 1.6921206E+001, 1.4270012E+001
 1.7105048E+001, 1.4213521E+001
 1.7281915E+001, 1.4166276E+001
 1.7463853E+001, 1.4120800E+001
 1.7643225E+001, 1.4073259E+001
 1.7822150E+001, 1.4022989E+001
 1.8002497E+001, 1.3968518E+001
 1.8184378E+001, 1.3915550E+001
 1.8362436E+001, 1.3864553E+001
 1.8544121E+001, 1.3813695E+001
 1.8722851E+001, 1.3762843E+001
 1.8902851E+001, 1.3712163E+001
 1.9081077E+001, 1.3660672E+001
 1.9264520E+001, 1.3609507E+001
 1.9442847E+001, 1.3557026E+001
 1.9621173E+001, 1.3504948E+001
 1.9802791E+001, 1.3452849E+001
 1.9984406E+001, 1.3405798E+001
 2.0163749E+001, 1.3358561E+001
 2.0344035E+001, 1.3312928E+001
 2.0520636E+001, 1.3262779E+001
 2.0702761E+001, 1.3214637E+001
 2.0882925E+001, 1.3166186E+001
 2.1063818E+001, 1.3117472E+001
 2.1242063E+001, 1.3070652E+001
 2.1420542E+001, 1.3025130E+001
 2.1601485E+001, 1.2978692E+001
 2.1781875E+001, 1.2932564E+001
 2.1962281E+001, 1.2886991E+001
 2.2140236E+001, 1.2840934E+001
 2.2320013E+001, 1.2792239E+001
 2.2500759E+001, 1.2743370E+001
 2.2681689E+001, 1.2694545E+001
 2.2861817E+001, 1.2643840E+001
 2.3042660E+001, 1.2591466E+001
 2.3224594E+001, 1.2542377E+001
 2.3403887E+001, 1.2492550E+001
 2.3580329E+001, 1.2444353E+001
 2.3760875E+001, 1.2395741E+001
