s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_FUEL VAPOR,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 3.6000000E+001,-1.2525759E-001, 1.5719610E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5874742E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 3.6074970E+001,-4.5267870E-002,-6.1564792E-002,-4.4790990E-002, 0.0000000E+000, 0.0000000E+000,-4.0693162E+000, 2.2214048E+001, 3.1854030E+001,-7.4230574E-009, 1.3726971E-005, 8.4169396E-009, 3.3588271E-004
 3.8729835E-001, 3.6193653E+001,-1.1223584E-001,-2.4441321E-001,-2.3553059E-001, 0.0000000E+000, 0.0000000E+000,-1.0592050E+001, 2.6670020E+001, 2.5009424E+001,-1.1057251E-008, 1.3773363E-005, 1.2537720E-008, 3.3671829E-004
 5.8094752E-001, 3.6225346E+001,-2.3218226E-001,-4.7602714E-001,-4.2170283E-001, 0.0000000E+000, 0.0000000E+000,-1.3797245E+001, 2.2790179E+001, 2.1298189E+001,-1.1126638E-008, 1.3917640E-005, 1.2616397E-008, 3.3910320E-004
 7.7459669E-001, 3.6236214E+001,-3.5568062E-001,-6.1372811E-001,-5.2553688E-001, 0.0000000E+000, 0.0000000E+000,-1.7239999E+001, 1.9417288E+001, 1.7501269E+001,-1.1584776E-008, 1.4236365E-005, 1.3135876E-008, 3.4368246E-004
 9.0369612E-001, 3.6243198E+001,-4.7137710E-001,-5.8896047E-001,-5.4378748E-001, 0.0000000E+000, 0.0000000E+000,-2.0927646E+001, 1.5717029E+001, 1.3711427E+001,-1.2499033E-008, 1.4766579E-005, 1.4172544E-008, 3.5029666E-004
 1.1256350E+000, 3.6260226E+001,-5.5315891E-001,-3.8775823E-001,-4.9165870E-001, 0.0000000E+000, 0.0000000E+000,-2.3669375E+001, 1.2026478E+001, 1.1158275E+001,-1.5135492E-008, 1.6061327E-005, 1.7162002E-008, 3.6369278E-004
 1.2774510E+000, 3.6286846E+001,-6.4847687E-001,-5.9742691E-002,-3.9509737E-001, 0.0000000E+000, 0.0000000E+000,-2.4446013E+001, 1.0499568E+001, 1.0737517E+001,-2.1612709E-008, 1.8691083E-005, 2.4506461E-008, 3.8632844E-004
 1.4701136E+000, 3.6332631E+001,-6.8986039E-001, 1.6976728E-001,-3.5173021E-001, 0.0000000E+000, 0.0000000E+000,-2.3507247E+001, 1.1290805E+001, 1.1953561E+001,-3.4756569E-008, 2.2897625E-005, 3.9410169E-008, 4.1646385E-004
