s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_FUEL VAPOR,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 3.6000000E+001,-1.1760672E-001,-3.4963344E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5882393E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 3.6066477E+001,-4.3729283E-002,-2.8505429E-002,-4.4633176E-002, 0.0000000E+000, 0.0000000E+000,-4.4526381E+000, 2.2171012E+001, 3.1496971E+001,-6.4555648E-009, 1.2172284E-005, 7.3199082E-009, 2.6887825E-004
 3.8729835E-001, 3.6171771E+001,-1.1051632E-001,-1.1265173E-001,-2.3306117E-001, 0.0000000E+000, 0.0000000E+000,-1.1432434E+001, 2.5982535E+001, 2.4283108E+001,-9.6204053E-009, 1.2222020E-005, 1.0908493E-008, 2.6968882E-004
 5.8094752E-001, 3.6200063E+001,-2.3176748E-001,-2.1841153E-001,-4.1263871E-001, 0.0000000E+000, 0.0000000E+000,-1.4663544E+001, 2.2006334E+001, 2.0673701E+001,-9.7073483E-009, 1.2373337E-005, 1.1007077E-008, 2.7193871E-004
 7.7459669E-001, 3.6210146E+001,-3.5530885E-001,-2.7768296E-001,-5.0924168E-001, 0.0000000E+000, 0.0000000E+000,-1.7847165E+001, 1.8718925E+001, 1.7220748E+001,-1.0186409E-008, 1.2709089E-005, 1.1550280E-008, 2.7624937E-004
 9.5109868E-001, 3.6221733E+001,-4.7321682E-001,-2.5507008E-001,-5.2765782E-001, 0.0000000E+000, 0.0000000E+000,-2.1475518E+001, 1.4872676E+001, 1.3490271E+001,-1.1417305E-008, 1.3410631E-005, 1.2945982E-008, 2.8387715E-004
 1.1190270E+000, 3.6234015E+001,-5.7542670E-001,-1.5948525E-001,-4.7870816E-001, 0.0000000E+000, 0.0000000E+000,-2.3755394E+001, 1.1846927E+001, 1.1265001E+001,-1.4234052E-008, 1.4768880E-005, 1.6139867E-008, 2.9617269E-004
 1.2869555E+000, 3.6258869E+001,-6.4613077E-001,-2.1666517E-002,-4.0053138E-001, 0.0000000E+000, 0.0000000E+000,-2.4184218E+001, 1.0798072E+001, 1.1006321E+001,-2.1083150E-008, 1.7375153E-005, 2.3905999E-008, 3.1535230E-004
 1.4784458E+000, 3.6315910E+001,-7.0753146E-001, 8.7247560E-002,-3.6148440E-001, 0.0000000E+000, 0.0000000E+000,-2.3296667E+001, 1.1523986E+001, 1.2037475E+001,-3.5996449E-008, 2.1987976E-005, 4.0816058E-008, 3.4402106E-004
 1.6441351E+000, 3.6395581E+001,-7.2271319E-001, 6.5350748E-002,-3.6812604E-001, 0.0000000E+000, 0.0000000E+000,-2.2683504E+001, 1.2473772E+001, 1.2686589E+001,-5.6792743E-008, 2.7861573E-005, 6.4396792E-008, 3.7692332E-004
 1.8296257E+000, 3.6497649E+001,-7.3056892E-001,-3.7668124E-002,-3.8868528E-001, 0.0000000E+000, 0.0000000E+000,-2.2359216E+001, 1.2871664E+001, 1.2981511E+001,-8.3374913E-008, 3.5029947E-005, 9.4538081E-008, 4.1378975E-004
 2.0097113E+000, 3.6629948E+001,-7.3677357E-001,-8.0759506E-002,-4.0021050E-001, 0.0000000E+000, 0.0000000E+000,-2.1981209E+001, 1.3381872E+001, 1.3430995E+001,-1.2164533E-007, 4.4674043E-005, 1.3793257E-007, 4.5923371E-004
 2.1668291E+000, 3.6797221E+001,-7.5385479E-001,-2.2084726E-002,-3.9958047E-001, 0.0000000E+000, 0.0000000E+000,-2.1810530E+001, 1.3766521E+001, 1.3811171E+001,-1.7189644E-007, 5.6366248E-005, 1.9491186E-007, 5.0980965E-004
 2.3553703E+000, 3.7005206E+001,-7.8551479E-001, 4.8248894E-002,-3.9405613E-001, 0.0000000E+000, 0.0000000E+000,-2.2133235E+001, 1.3711034E+001, 1.3740649E+001,-2.3903277E-007, 7.1072788E-005, 2.7103716E-007, 5.6888040E-004
 2.5439117E+000, 3.7283899E+001,-8.6185743E-001, 4.4278995E-002,-3.8755230E-001, 0.0000000E+000, 0.0000000E+000,-2.2659154E+001, 1.3433477E+001, 1.3419614E+001,-3.2967252E-007, 8.9905681E-005, 3.7381278E-007, 6.4034502E-004
 2.7010295E+000, 3.7578557E+001,-9.2388329E-001, 2.6324965E-002,-3.8307740E-001, 0.0000000E+000, 0.0000000E+000,-2.3491991E+001, 1.2952686E+001, 1.2805930E+001,-4.2399285E-007, 1.0888650E-004, 4.8076177E-007, 7.0966103E-004
 2.9084251E+000, 3.7907219E+001,-9.9227911E-001, 6.7892883E-002,-3.8209007E-001, 0.0000000E+000, 0.0000000E+000,-2.4368255E+001, 1.2271317E+001, 1.2232488E+001,-5.2957018E-007, 1.3009386E-004, 6.0047497E-007, 7.8466958E-004
 3.0950811E+000, 3.8294811E+001,-1.1184674E+000, 1.2742890E-001,-3.8430038E-001, 0.0000000E+000, 0.0000000E+000,-2.4554357E+001, 1.2230398E+001, 1.2365115E+001,-6.5087669E-007, 1.5464524E-004, 7.3802336E-007, 8.6852901E-004
 3.2471709E+000, 3.8669413E+001,-1.1980262E+000, 1.5082808E-001,-3.8738431E-001, 0.0000000E+000, 0.0000000E+000,-2.4488274E+001, 1.2591047E+001, 1.2746557E+001,-7.6642881E-007, 1.7771176E-004, 8.6904689E-007, 9.4413733E-004
 3.4372835E+000, 3.9075597E+001,-1.2872600E+000, 1.5358183E-001,-3.9097799E-001, 0.0000000E+000, 0.0000000E+000,-2.4585155E+001, 1.2835223E+001, 1.2965785E+001,-8.9631522E-007, 2.0315342E-004, 1.0163240E-006, 1.0240726E-003
 3.6273961E+000, 3.9563849E+001,-1.3993591E+000, 1.5923072E-001,-3.9438832E-001, 0.0000000E+000, 0.0000000E+000,-2.4733565E+001, 1.3135266E+001, 1.3195766E+001,-1.0556136E-006, 2.3389972E-004, 1.1969509E-006, 1.1168146E-003
 3.8175087E+000, 4.0097777E+001,-1.5095837E+000, 1.8803348E-001,-3.9600057E-001, 0.0000000E+000, 0.0000000E+000,-2.4998561E+001, 1.3344199E+001, 1.3381665E+001,-1.2318456E-006, 2.6743153E-004, 1.3967789E-006, 1.2140524E-003
 3.9695988E+000, 4.0618515E+001,-1.6019969E+000, 2.3766566E-001,-3.9576147E-001, 0.0000000E+000, 0.0000000E+000,-2.5264537E+001, 1.3493910E+001, 1.3593886E+001,-1.4031020E-006, 2.9996679E-004, 1.5909650E-006, 1.3052880E-003
 4.1597114E+000, 4.1181764E+001,-1.6586631E+000, 2.8695919E-001,-3.9464971E-001, 0.0000000E+000, 0.0000000E+000,-2.5530441E+001, 1.3713705E+001, 1.3884970E+001,-1.5892019E-006, 3.3515999E-004, 1.8019820E-006, 1.4003237E-003
 4.3498240E+000, 4.1855462E+001,-1.7747391E+000, 3.1792739E-001,-3.9429318E-001, 0.0000000E+000, 0.0000000E+000,-2.5733579E+001, 1.4087896E+001, 1.4270778E+001,-1.8152308E-006, 3.7739389E-004, 2.0582742E-006, 1.5095695E-003
