s,kg
Time,"Fuel Load"
 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 1.5325689E+001
 3.8729833E-001, 1.5325612E+001
 5.8094750E-001, 1.5325536E+001
 7.7459667E-001, 1.5325458E+001
 9.0369611E-001, 1.5325393E+001
 1.1295195E+000, 1.5325318E+001
 1.2988870E+000, 1.5325232E+001
 1.4597623E+000, 1.5325154E+001
 1.6416658E+000, 1.5325066E+001
 1.8029631E+000, 1.5324971E+001
 1.9874162E+000, 1.5324866E+001
 2.1902837E+000, 1.5324737E+001
 2.3593400E+000, 1.5324600E+001
 2.5283963E+000, 1.5324460E+001
 2.7312638E+000, 1.5324290E+001
 2.9003201E+000, 1.5324101E+001
 3.0693764E+000, 1.5323911E+001
 3.2519572E+000, 1.5323697E+001
 3.4416383E+000, 1.5323449E+001
 3.6052848E+000, 1.5323193E+001
 3.8098429E+000, 1.5322900E+001
 3.9734894E+000, 1.5322583E+001
 4.1780475E+000, 1.5322240E+001
 4.3416940E+000, 1.5321872E+001
 4.5053405E+000, 1.5321523E+001
 4.7098986E+000, 1.5321104E+001
 4.8735451E+000, 1.5320660E+001
 5.0738261E+000, 1.5320193E+001
 5.2203643E+000, 1.5319720E+001
 5.4035370E+000, 1.5319250E+001
 5.5867098E+000, 1.5318701E+001
 5.7698825E+000, 1.5318122E+001
 5.9407190E+000, 1.5317530E+001
 6.1358538E+000, 1.5316888E+001
 6.3309885E+000, 1.5316172E+001
 6.4936008E+000, 1.5315484E+001
 6.6887356E+000, 1.5314761E+001
 6.8513479E+000, 1.5314007E+001
 7.0464827E+000, 1.5313217E+001
 7.2090950E+000, 1.5312392E+001
 7.3841848E+000, 1.5311571E+001
 7.5884562E+000, 1.5310612E+001
 7.7406240E+000, 1.5309656E+001
 7.9435144E+000, 1.5308664E+001
 8.1210435E+000, 1.5307546E+001
 8.2985727E+000, 1.5306444E+001
 8.4761018E+000, 1.5305278E+001
 8.6536309E+000, 1.5304039E+001
 8.8311600E+000, 1.5302715E+001
 9.0086891E+000, 1.5301294E+001
 9.1956931E+000, 1.5299704E+001
 9.3774017E+000, 1.5297947E+001
 9.5591102E+000, 1.5296015E+001
 9.7408188E+000, 1.5293802E+001
 9.9225273E+000, 1.5291178E+001
 1.0081522E+001, 1.5288197E+001
 1.0263231E+001, 1.5284564E+001
 1.0444939E+001, 1.5279947E+001
 1.0623995E+001, 1.5274556E+001
 1.0804539E+001, 1.5268299E+001
 1.0985083E+001, 1.5261205E+001
 1.1173132E+001, 1.5253230E+001
 1.1352899E+001, 1.5244626E+001
 1.1524191E+001, 1.5235692E+001
 1.1701107E+001, 1.5226083E+001
 1.1884247E+001, 1.5215349E+001
 1.2060715E+001, 1.5203664E+001
 1.2244860E+001, 1.5190893E+001
 1.2425710E+001, 1.5176619E+001
 1.2606559E+001, 1.5160639E+001
 1.2788065E+001, 1.5142574E+001
 1.2966820E+001, 1.5122749E+001
 1.3145575E+001, 1.5101188E+001
 1.3325799E+001, 1.5077886E+001
 1.3500836E+001, 1.5053304E+001
 1.3685866E+001, 1.5027305E+001
 1.3862109E+001, 1.5000185E+001
 1.4044879E+001, 1.4972020E+001
 1.4220432E+001, 1.4941825E+001
 1.4404319E+001, 1.4909665E+001
 1.4584119E+001, 1.4874842E+001
 1.4764275E+001, 1.4838773E+001
 1.4945194E+001, 1.4800794E+001
 1.5121148E+001, 1.4761639E+001
 1.5304490E+001, 1.4720536E+001
 1.5480836E+001, 1.4677928E+001
 1.5662602E+001, 1.4634056E+001
 1.5840699E+001, 1.4586515E+001
 1.6021534E+001, 1.4537776E+001
 1.6202827E+001, 1.4488603E+001
 1.6384463E+001, 1.4437284E+001
 1.6563306E+001, 1.4383282E+001
 1.6744894E+001, 1.4327894E+001
 1.6924570E+001, 1.4272786E+001
 1.7104495E+001, 1.4215353E+001
 1.7282489E+001, 1.4158233E+001
 1.7461410E+001, 1.4099744E+001
 1.7642268E+001, 1.4039108E+001
 1.7820090E+001, 1.3977563E+001
 1.8000647E+001, 1.3918917E+001
 1.8180907E+001, 1.3856690E+001
 1.8362440E+001, 1.3796296E+001
 1.8543267E+001, 1.3734222E+001
 1.8724050E+001, 1.3676620E+001
 1.8904219E+001, 1.3620805E+001
 1.9084617E+001, 1.3561786E+001
 1.9261552E+001, 1.3504334E+001
 1.9442052E+001, 1.3448222E+001
 1.9622814E+001, 1.3392826E+001
 1.9802595E+001, 1.3337810E+001
 1.9982140E+001, 1.3288436E+001
 2.0163980E+001, 1.3241340E+001
 2.0340770E+001, 1.3193979E+001
 2.0525136E+001, 1.3148770E+001
 2.0701904E+001, 1.3101634E+001
 2.0881480E+001, 1.3059715E+001
 2.1064343E+001, 1.3021736E+001
 2.1244114E+001, 1.2982570E+001
 2.1423385E+001, 1.2946705E+001
 2.1601078E+001, 1.2912571E+001
 2.1782625E+001, 1.2877423E+001
 2.1960930E+001, 1.2841344E+001
 2.2144382E+001, 1.2807088E+001
 2.2325247E+001, 1.2772312E+001
 2.2501900E+001, 1.2737513E+001
 2.2683672E+001, 1.2702691E+001
 2.2864929E+001, 1.2664681E+001
 2.3040522E+001, 1.2627485E+001
 2.3224023E+001, 1.2590544E+001
 2.3402441E+001, 1.2552800E+001
 2.3580115E+001, 1.2515308E+001
 2.3764201E+001, 1.2477498E+001
