s,kg
Time,"Fuel Load"
 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 4.1078732E+000
 3.8729833E-001, 4.1078633E+000
 5.8094750E-001, 4.1078531E+000
 7.7459667E-001, 4.1078425E+000
 9.4836841E-001, 4.1078312E+000
 1.1001093E+000, 4.1078198E+000
 1.2785325E+000, 4.1078064E+000
 1.4407278E+000, 4.1077901E+000
 1.6297855E+000, 4.1077699E+000
 1.8031030E+000, 4.1077443E+000
 1.9984919E+000, 4.1077118E+000
 2.1722544E+000, 4.1076713E+000
 2.3416917E+000, 4.1076254E+000
 2.5393685E+000, 4.1075660E+000
 2.7088057E+000, 4.1074949E+000
 2.9064825E+000, 4.1074103E+000
 3.0759198E+000, 4.1073114E+000
 3.2536756E+000, 4.1072020E+000
 3.4314314E+000, 4.1070745E+000
 3.6091873E+000, 4.1069288E+000
 3.7869431E+000, 4.1067633E+000
 3.9646990E+000, 4.1065761E+000
 4.1424548E+000, 4.1063655E+000
 4.3202106E+000, 4.1061296E+000
 4.5233602E+000, 4.1058464E+000
 4.7011160E+000, 4.1055303E+000
 4.8788718E+000, 4.1052017E+000
 5.0538947E+000, 4.1048409E+000
 5.2238498E+000, 4.1044512E+000
 5.4232639E+000, 4.1039908E+000
 5.5977512E+000, 4.1034739E+000
 5.7722385E+000, 4.1029389E+000
 5.9467257E+000, 4.1023472E+000
 6.1355325E+000, 4.1016586E+000
 6.3137319E+000, 4.1008774E+000
 6.4919313E+000, 4.1000199E+000
 6.6714400E+000, 4.0990253E+000
 6.8483279E+000, 4.0978700E+000
 7.0252159E+000, 4.0964879E+000
 7.2021038E+000, 4.0947521E+000
 7.3986460E+000, 4.0923483E+000
 7.5755340E+000, 4.0892581E+000
 7.7524219E+000, 4.0856209E+000
 7.9293099E+000, 4.0812961E+000
 8.1145391E+000, 4.0759287E+000
 8.2898671E+000, 4.0694099E+000
 8.4655116E+000, 4.0617188E+000
 8.6428068E+000, 4.0526782E+000
 8.8221063E+000, 4.0419741E+000
 9.0052544E+000, 4.0294081E+000
 9.1868626E+000, 4.0157840E+000
 9.3614283E+000, 4.0025193E+000
 9.5429601E+000, 3.9895028E+000
 9.7244920E+000, 3.9759875E+000
 9.9060238E+000, 3.9617029E+000
 1.0080832E+001, 3.9468456E+000
 1.0262284E+001, 3.9318025E+000
 1.0440116E+001, 3.9172568E+000
 1.0621230E+001, 3.9048162E+000
 1.0804676E+001, 3.8939039E+000
 1.0981797E+001, 3.8850839E+000
 1.1163465E+001, 3.8778680E+000
 1.1344005E+001, 3.8713064E+000
 1.1524003E+001, 3.8657762E+000
 1.1706048E+001, 3.8604790E+000
 1.1886636E+001, 3.8558952E+000
 1.2062855E+001, 3.8525816E+000
 1.2248766E+001, 3.8496665E+000
 1.2426130E+001, 3.8473028E+000
 1.2608437E+001, 3.8453162E+000
 1.2784348E+001, 3.8438088E+000
 1.2963777E+001, 3.8427948E+000
 1.3144378E+001, 3.8420646E+000
 1.3324980E+001, 3.8412974E+000
 1.3505581E+001, 3.8407487E+000
 1.3686183E+001, 3.8400306E+000
 1.3866784E+001, 3.8393227E+000
 1.4047386E+001, 3.8386808E+000
 1.4226697E+001, 3.8380874E+000
 1.4411169E+001, 3.8374608E+000
 1.4582869E+001, 3.8368520E+000
 1.4770179E+001, 3.8362442E+000
 1.4941879E+001, 3.8355345E+000
 1.5129189E+001, 3.8346684E+000
 1.5300889E+001, 3.8336735E+000
 1.5488199E+001, 3.8324960E+000
 1.5675508E+001, 3.8312516E+000
 1.5847209E+001, 3.8300878E+000
 1.6029648E+001, 3.8288831E+000
 1.6211461E+001, 3.8276111E+000
 1.6388131E+001, 3.8263290E+000
 1.6570416E+001, 3.8250882E+000
 1.6741118E+001, 3.8238293E+000
 1.6925208E+001, 3.8224134E+000
 1.7109299E+001, 3.8207479E+000
 1.7281116E+001, 3.8190612E+000
 1.7465207E+001, 3.8173588E+000
 1.7649297E+001, 3.8155842E+000
 1.7821115E+001, 3.8138436E+000
 1.8005206E+001, 3.8120184E+000
 1.8189296E+001, 3.8099874E+000
 1.8361114E+001, 3.8079377E+000
 1.8542573E+001, 3.8058977E+000
 1.8728840E+001, 3.8038162E+000
 1.8904151E+001, 3.8018080E+000
 1.9090418E+001, 3.7999469E+000
 1.9265728E+001, 3.7982471E+000
 1.9441039E+001, 3.7967614E+000
 1.9627306E+001, 3.7953233E+000
 1.9802616E+001, 3.7938968E+000
 1.9983405E+001, 3.7924449E+000
 2.0160578E+001, 3.7909419E+000
 2.0346188E+001, 3.7894239E+000
 2.0531798E+001, 3.7878573E+000
 2.0704150E+001, 3.7863416E+000
 2.0889760E+001, 3.7849239E+000
 2.1062112E+001, 3.7835763E+000
 2.1249899E+001, 3.7822377E+000
 2.1431555E+001, 3.7809842E+000
 2.1600236E+001, 3.7798443E+000
 2.1785785E+001, 3.7787434E+000
 2.1971334E+001, 3.7775654E+000
 2.2142610E+001, 3.7764204E+000
 2.2328159E+001, 3.7752985E+000
 2.2513708E+001, 3.7741413E+000
 2.2687838E+001, 3.7729400E+000
 2.2860542E+001, 3.7718008E+000
 2.3048945E+001, 3.7707544E+000
 2.3221649E+001, 3.7697817E+000
 2.3410052E+001, 3.7687603E+000
 2.3582755E+001, 3.7677356E+000
 2.3771159E+001, 3.7667324E+000
