s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_FUEL VAPOR,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 3.6000000E+001,-1.2763002E-001,-7.5311551E-008, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5872370E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 3.6037493E+001,-4.5453455E-002,-6.2385610E-002,-4.4904109E-002, 0.0000000E+000, 0.0000000E+000,-3.9515212E+000, 2.2280582E+001, 3.1933228E+001,-3.7718377E-009, 6.8661916E-006, 4.2768536E-009, 1.1820785E-004
 3.8729835E-001, 3.6096992E+001,-1.1066644E-001,-2.4578886E-001,-2.3620586E-001, 0.0000000E+000, 0.0000000E+000,-1.0671773E+001, 2.6584355E+001, 2.4832557E+001,-5.6424876E-009, 6.9233329E-006, 6.3979672E-009, 1.1893469E-004
 5.8094752E-001, 3.6113673E+001,-2.3599877E-001,-4.7811088E-001,-4.2309711E-001, 0.0000000E+000, 0.0000000E+000,-1.3836279E+001, 2.2587136E+001, 2.1140187E+001,-5.7943341E-009, 7.1034777E-006, 6.5701445E-009, 1.2100311E-004
 7.7459669E-001, 3.6121370E+001,-3.6782704E-001,-6.1529253E-001,-5.2579454E-001, 0.0000000E+000, 0.0000000E+000,-1.7009297E+001, 1.9411724E+001, 1.7603159E+001,-6.4155303E-009, 7.5168668E-006, 7.2745135E-009, 1.2506055E-004
 9.5374542E-001, 3.6132354E+001,-4.9667264E-001,-5.6360853E-001,-5.3761427E-001, 0.0000000E+000, 0.0000000E+000,-2.0987270E+001, 1.5266603E+001, 1.3547189E+001,-8.0884024E-009, 8.4366370E-006, 9.1713684E-009, 1.3258763E-004
 1.1256440E+000, 3.6150132E+001,-6.1948970E-001,-3.2874244E-001,-4.7677253E-001, 0.0000000E+000, 0.0000000E+000,-2.3439851E+001, 1.1959646E+001, 1.1285277E+001,-1.2388043E-008, 1.0406369E-005, 1.4046693E-008, 1.4566813E-004
 1.2841635E+000, 3.6188546E+001,-7.1079152E-001,-3.1376918E-002,-3.9236108E-001, 0.0000000E+000, 0.0000000E+000,-2.3392943E+001, 1.1201233E+001, 1.1661074E+001,-2.3342880E-008, 1.4252621E-005, 2.6468287E-008, 1.6609388E-004
 1.4866034E+000, 3.6265878E+001,-7.6889116E-001, 1.8767475E-001,-3.4833441E-001, 0.0000000E+000, 0.0000000E+000,-2.1429483E+001, 1.2883360E+001, 1.3906845E+001,-4.8727821E-008, 2.1153096E-005, 5.5252048E-008, 1.9679591E-004
 1.6553311E+000, 3.6388589E+001,-7.8897661E-001, 1.0311866E-001,-3.6344297E-001, 0.0000000E+000, 0.0000000E+000,-1.9891029E+001, 1.4962696E+001, 1.5448259E+001,-8.2370159E-008, 2.9755184E-005, 9.3398800E-008, 2.3205746E-004
 1.8103045E+000, 3.6519454E+001,-8.0070019E-001,-1.3807015E-001,-3.9093518E-001, 0.0000000E+000, 0.0000000E+000,-1.9604634E+001, 1.5529394E+001, 1.5585114E+001,-1.1747317E-007, 3.8626819E-005, 1.3320180E-007, 2.6595195E-004
