s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_FUEL VAPOR,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 3.6000000E+001,-1.2344263E-001,-6.0617329E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5876557E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 3.6060974E+001,-4.4059138E-002,-4.9319873E-003,-4.4670324E-002, 0.0000000E+000, 0.0000000E+000,-3.9143746E+000, 2.2482393E+001, 3.2052938E+001,-5.8328783E-009, 1.1164963E-005, 6.6138494E-009, 2.5217772E-004
 3.8729835E-001, 3.6157518E+001,-1.0469459E-001,-1.9573433E-002,-2.3489416E-001, 0.0000000E+000, 0.0000000E+000,-1.0350153E+001, 2.7084899E+001, 2.5448203E+001,-8.6945213E-009, 1.1205763E-005, 9.8586414E-009, 2.5285660E-004
 5.8094752E-001, 3.6183372E+001,-2.1867548E-001,-3.8094881E-002,-4.1979421E-001, 0.0000000E+000, 0.0000000E+000,-1.3404646E+001, 2.3295149E+001, 2.2102161E+001,-8.7524193E-009, 1.1333476E-005, 9.9242914E-009, 2.5479482E-004
 7.7459669E-001, 3.6192442E+001,-3.3704355E-001,-4.8924929E-002,-5.1876836E-001, 0.0000000E+000, 0.0000000E+000,-1.6829871E+001, 1.9973269E+001, 1.8457834E+001,-9.1494176E-009, 1.1621178E-005, 1.0374444E-008, 2.5856086E-004
 9.5188671E-001, 3.6202716E+001,-4.5221428E-001,-4.4359383E-002,-5.2585636E-001, 0.0000000E+000, 0.0000000E+000,-2.1039136E+001, 1.5519739E+001, 1.4141150E+001,-1.0251466E-008, 1.2257442E-005, 1.1624047E-008, 2.6554189E-004
 1.1152316E+000, 3.6215217E+001,-5.6020240E-001,-2.4772623E-002,-4.6816722E-001, 0.0000000E+000, 0.0000000E+000,-2.3154336E+001, 1.2346798E+001, 1.2007739E+001,-1.2927209E-008, 1.3524096E-005, 1.4658049E-008, 2.7706234E-004
 1.2670456E+000, 3.6237163E+001,-6.2707761E-001, 1.4054582E-003,-3.9392366E-001, 0.0000000E+000, 0.0000000E+000,-2.3919982E+001, 1.1389671E+001, 1.1297585E+001,-1.8121880E-008, 1.5567521E-005, 2.0548240E-008, 2.9285082E-004
 1.4694641E+000, 3.6277322E+001,-6.7563624E-001, 2.3904084E-002,-3.4874193E-001, 0.0000000E+000, 0.0000000E+000,-2.3538223E+001, 1.1346276E+001, 1.1738625E+001,-2.9166373E-008, 1.9105998E-005, 3.3071494E-008, 3.1629681E-004
