s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_FUEL VAPOR,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 3.6000000E+001,-1.2921872E-001,-9.2646940E-008, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5870781E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 3.6054722E+001,-4.5626263E-002,-7.6627983E-002,-4.4850325E-002, 0.0000000E+000, 0.0000000E+000,-4.0382195E+000, 2.2200380E+001, 3.1849398E+001,-5.5186758E-009, 1.0020220E-005, 6.2575780E-009, 1.7146748E-004
 3.8729835E-001, 3.6141466E+001,-1.1788061E-001,-3.0192517E-001,-2.3600833E-001, 0.0000000E+000, 0.0000000E+000,-1.0903212E+001, 2.6384388E+001, 2.4582440E+001,-8.2260816E-009, 1.0079813E-005, 9.3274816E-009, 1.7221943E-004
 5.8094752E-001, 3.6165231E+001,-2.5174180E-001,-5.8762027E-001,-4.2414390E-001, 0.0000000E+000, 0.0000000E+000,-1.4269471E+001, 2.2234871E+001, 2.0632254E+001,-8.3626610E-009, 1.0268416E-005, 9.4823478E-009, 1.7437600E-004
 7.7459669E-001, 3.6174894E+001,-3.9165888E-001,-7.5582491E-001,-5.3226298E-001, 0.0000000E+000, 0.0000000E+000,-1.7613581E+001, 1.8847871E+001, 1.6881566E+001,-9.0116669E-009, 1.0697007E-005, 1.0218250E-008, 1.7858151E-004
 9.0369612E-001, 3.6183108E+001,-5.2433002E-001,-7.2418787E-001,-5.5516476E-001, 0.0000000E+000, 0.0000000E+000,-2.1323986E+001, 1.5239704E+001, 1.3055440E+001,-1.0289845E-008, 1.1419811E-005, 1.1667565E-008, 1.8467829E-004
 1.1298459E+000, 3.6203545E+001,-6.2040948E-001,-4.8133509E-001,-5.0299817E-001, 0.0000000E+000, 0.0000000E+000,-2.3967968E+001, 1.1503567E+001, 1.0630835E+001,-1.4203558E-008, 1.3256782E-005, 1.6105289E-008, 1.9734617E-004
 1.2918794E+000, 3.6242200E+001,-7.3373632E-001,-7.4940378E-002,-3.9357147E-001, 0.0000000E+000, 0.0000000E+000,-2.3701241E+001, 1.0657318E+001, 1.1338711E+001,-2.4712158E-008, 1.7204734E-005, 2.8020899E-008, 2.1970570E-004
 1.4877143E+000, 3.6318252E+001,-7.8606272E-001, 2.0266298E-001,-3.4409114E-001, 0.0000000E+000, 0.0000000E+000,-2.2252194E+001, 1.2350466E+001, 1.3138567E+001,-4.6887921E-008, 2.3732987E-005, 5.3165801E-008, 2.4988549E-004
