s,kg
Time,"Fuel Load"
 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 1.4827911E+001
 3.8729833E-001, 1.4827847E+001
 5.8094750E-001, 1.4827784E+001
 7.7459667E-001, 1.4827719E+001
 9.4820733E-001, 1.4827656E+001
 1.1117987E+000, 1.4827597E+001
 1.2642218E+000, 1.4827539E+001
 1.4600070E+000, 1.4827471E+001
 1.6384852E+000, 1.4827391E+001
 1.8224268E+000, 1.4827304E+001
 1.9904319E+000, 1.4827212E+001
 2.1920381E+000, 1.4827105E+001
 2.3600432E+000, 1.4826983E+001
 2.5280484E+000, 1.4826858E+001
 2.7296546E+000, 1.4826703E+001
 2.8976597E+000, 1.4826528E+001
 3.0656649E+000, 1.4826351E+001
 3.2672710E+000, 1.4826136E+001
 3.4352762E+000, 1.4825898E+001
 3.6200818E+000, 1.4825651E+001
 3.8048875E+000, 1.4825364E+001
 3.9896932E+000, 1.4825048E+001
 4.1744988E+000, 1.4824703E+001
 4.3223433E+000, 1.4824367E+001
 4.5071490E+000, 1.4824005E+001
 4.7104899E+000, 1.4823546E+001
 4.8722631E+000, 1.4823082E+001
 5.0469782E+000, 1.4822629E+001
 5.2249287E+000, 1.4822122E+001
 5.4028793E+000, 1.4821577E+001
 5.5808298E+000, 1.4820997E+001
 5.7764711E+000, 1.4820342E+001
 5.9685325E+000, 1.4819619E+001
 6.1215279E+000, 1.4818930E+001
 6.3209044E+000, 1.4818176E+001
 6.4917986E+000, 1.4817332E+001
 6.6626927E+000, 1.4816496E+001
 6.8620693E+000, 1.4815519E+001
 7.0329634E+000, 1.4814463E+001
 7.2038576E+000, 1.4813402E+001
 7.4032341E+000, 1.4812139E+001
 7.5711165E+000, 1.4810744E+001
 7.7494108E+000, 1.4809241E+001
 7.9277052E+000, 1.4807454E+001
 8.1059995E+000, 1.4805302E+001
 8.2847737E+000, 1.4802612E+001
 8.4818782E+000, 1.4799073E+001
 8.6519866E+000, 1.4794861E+001
 8.8349032E+000, 1.4790151E+001
 9.0119648E+000, 1.4784736E+001
 9.1858061E+000, 1.4778786E+001
 9.3741341E+000, 1.4771874E+001
 9.5418689E+000, 1.4764249E+001
 9.7233113E+000, 1.4755768E+001
 9.9045602E+000, 1.4745667E+001
 1.0084856E+001, 1.4734257E+001
 1.0262797E+001, 1.4721575E+001
 1.0440738E+001, 1.4707452E+001
 1.0622399E+001, 1.4691402E+001
 1.0802715E+001, 1.4673263E+001
 1.0983031E+001, 1.4653164E+001
 1.1163560E+001, 1.4631458E+001
 1.1340285E+001, 1.4607886E+001
 1.1520951E+001, 1.4582525E+001
 1.1701369E+001, 1.4554247E+001
 1.1886162E+001, 1.4523151E+001
 1.2062665E+001, 1.4490473E+001
 1.2242528E+001, 1.4456872E+001
 1.2424902E+001, 1.4421884E+001
 1.2603283E+001, 1.4384784E+001
 1.2783964E+001, 1.4345987E+001
 1.2961928E+001, 1.4304272E+001
 1.3144494E+001, 1.4260681E+001
 1.3323839E+001, 1.4215742E+001
 1.3502166E+001, 1.4167980E+001
 1.3683094E+001, 1.4116680E+001
 1.3863203E+001, 1.4061494E+001
 1.4044348E+001, 1.4004815E+001
 1.4220392E+001, 1.3944642E+001
 1.4404129E+001, 1.3883265E+001
 1.4583339E+001, 1.3819481E+001
 1.4763870E+001, 1.3754335E+001
 1.4944070E+001, 1.3688600E+001
 1.5122721E+001, 1.3618204E+001
 1.5304161E+001, 1.3548859E+001
 1.5484337E+001, 1.3483137E+001
 1.5663433E+001, 1.3413189E+001
 1.5843099E+001, 1.3346372E+001
 1.6022676E+001, 1.3281382E+001
 1.6202973E+001, 1.3210764E+001
 1.6381756E+001, 1.3143926E+001
 1.6561019E+001, 1.3082132E+001
 1.6740969E+001, 1.3020676E+001
 1.6922784E+001, 1.2962952E+001
 1.7102783E+001, 1.2908331E+001
 1.7282616E+001, 1.2857228E+001
 1.7464251E+001, 1.2811995E+001
 1.7644344E+001, 1.2769256E+001
 1.7820435E+001, 1.2728262E+001
 1.8001416E+001, 1.2687257E+001
 1.8183418E+001, 1.2650055E+001
 1.8362806E+001, 1.2614799E+001
 1.8543250E+001, 1.2578140E+001
 1.8723133E+001, 1.2543316E+001
 1.8900571E+001, 1.2511175E+001
 1.9081773E+001, 1.2480688E+001
 1.9264095E+001, 1.2450681E+001
 1.9444899E+001, 1.2420788E+001
 1.9625703E+001, 1.2393147E+001
 1.9800172E+001, 1.2366811E+001
 1.9983631E+001, 1.2339949E+001
 2.0163103E+001, 1.2313287E+001
 2.0341402E+001, 1.2287007E+001
 2.0525514E+001, 1.2258710E+001
 2.0704047E+001, 1.2229118E+001
 2.0881493E+001, 1.2199985E+001
 2.1061138E+001, 1.2170676E+001
 2.1244602E+001, 1.2139343E+001
 2.1422669E+001, 1.2106493E+001
 2.1603265E+001, 1.2074993E+001
 2.1783993E+001, 1.2043154E+001
 2.1964721E+001, 1.2010901E+001
 2.2140923E+001, 1.1977295E+001
 2.2323893E+001, 1.1941142E+001
 2.2501808E+001, 1.1906852E+001
 2.2680834E+001, 1.1873533E+001
 2.2864109E+001, 1.1840440E+001
 2.3042148E+001, 1.1808334E+001
 2.3220186E+001, 1.1778168E+001
 2.3402466E+001, 1.1747188E+001
 2.3583241E+001, 1.1716967E+001
 2.3761914E+001, 1.1686084E+001
