s,kg
Time,"Fuel Load"
 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 5.0354576E+000
 3.8729833E-001, 5.0354387E+000
 5.8094750E-001, 5.0354195E+000
 7.7459667E-001, 5.0353998E+000
 9.5356938E-001, 5.0353793E+000
 1.1174551E+000, 5.0353586E+000
 1.2658433E+000, 5.0353370E+000
 1.4482401E+000, 5.0353096E+000
 1.6254856E+000, 5.0352731E+000
 1.8142611E+000, 5.0352266E+000
 1.9872327E+000, 5.0351710E+000
 2.1665493E+000, 5.0351044E+000
 2.3458660E+000, 5.0350225E+000
 2.5251826E+000, 5.0349228E+000
 2.7044993E+000, 5.0348032E+000
 2.8838159E+000, 5.0346625E+000
 3.0785452E+000, 5.0344911E+000
 3.2624194E+000, 5.0342923E+000
 3.4200258E+000, 5.0340910E+000
 3.6039000E+000, 5.0338657E+000
 3.7877741E+000, 5.0335957E+000
 3.9716483E+000, 5.0332953E+000
 4.1555224E+000, 5.0329631E+000
 4.3393966E+000, 5.0325978E+000
 4.5232708E+000, 5.0321979E+000
 4.6972783E+000, 5.0317720E+000
 4.8696199E+000, 5.0313259E+000
 5.0465572E+000, 5.0308411E+000
 5.2234945E+000, 5.0303110E+000
 5.4201666E+000, 5.0297061E+000
 5.6002125E+000, 5.0290452E+000
 5.7802585E+000, 5.0283659E+000
 5.9603044E+000, 5.0276309E+000
 6.1403504E+000, 5.0268343E+000
 6.3203963E+000, 5.0259693E+000
 6.4949942E+000, 5.0250397E+000
 6.6730298E+000, 5.0240209E+000
 6.8530434E+000, 5.0228786E+000
 7.0271226E+000, 5.0216078E+000
 7.2012018E+000, 5.0201572E+000
 7.3970409E+000, 5.0182896E+000
 7.5711200E+000, 5.0159371E+000
 7.7537175E+000, 5.0130145E+000
 7.9228192E+000, 5.0093510E+000
 8.1126936E+000, 5.0046803E+000
 8.2905299E+000, 4.9988903E+000
 8.4688355E+000, 4.9924413E+000
 8.6415347E+000, 4.9856042E+000
 8.8226979E+000, 4.9782591E+000
 9.0038610E+000, 4.9699703E+000
 9.1838367E+000, 4.9605417E+000
 9.3613780E+000, 4.9499919E+000
 9.5477964E+000, 4.9381839E+000
 9.7242296E+000, 4.9254959E+000
 9.9041413E+000, 4.9114454E+000
 1.0083477E+001, 4.8953693E+000
 1.0262812E+001, 4.8781973E+000
 1.0440474E+001, 4.8610920E+000
 1.0623480E+001, 4.8439749E+000
 1.0803933E+001, 4.8264747E+000
 1.0982582E+001, 4.8092798E+000
 1.1160690E+001, 4.7921954E+000
 1.1345294E+001, 4.7755263E+000
 1.1523943E+001, 4.7593579E+000
 1.1702591E+001, 4.7432968E+000
 1.1880289E+001, 4.7275251E+000
 1.2060438E+001, 4.7116604E+000
 1.2240588E+001, 4.6965710E+000
 1.2421005E+001, 4.6819178E+000
 1.2601685E+001, 4.6672343E+000
 1.2785242E+001, 4.6523915E+000
 1.2963735E+001, 4.6377219E+000
 1.3141461E+001, 4.6237341E+000
 1.3325593E+001, 4.6091054E+000
 1.3500519E+001, 4.5942047E+000
 1.3682810E+001, 4.5793395E+000
 1.3864330E+001, 4.5646184E+000
 1.4043760E+001, 4.5503444E+000
 1.4220797E+001, 4.5368476E+000
 1.4405012E+001, 4.5238928E+000
 1.4585214E+001, 4.5113990E+000
 1.4762310E+001, 4.5002143E+000
 1.4943026E+001, 4.4896286E+000
 1.5124967E+001, 4.4790557E+000
 1.5304213E+001, 4.4685855E+000
 1.5482111E+001, 4.4583678E+000
 1.5660009E+001, 4.4484773E+000
 1.5845320E+001, 4.4386752E+000
 1.6023218E+001, 4.4288878E+000
 1.6206305E+001, 4.4187636E+000
 1.6385871E+001, 4.4079170E+000
 1.6560311E+001, 4.3964712E+000
 1.6744200E+001, 4.3836618E+000
 1.6923516E+001, 4.3696745E+000
 1.7102448E+001, 4.3548294E+000
 1.7285046E+001, 4.3395430E+000
 1.7462121E+001, 4.3242619E+000
 1.7642444E+001, 4.3096292E+000
 1.7822110E+001, 4.2953003E+000
 1.8005810E+001, 4.2806245E+000
 1.8183718E+001, 4.2658621E+000
 1.8361626E+001, 4.2518879E+000
 1.8546061E+001, 4.2383868E+000
 1.8724166E+001, 4.2246442E+000
 1.8903146E+001, 4.2109936E+000
 1.9086243E+001, 4.1967448E+000
 1.9263276E+001, 4.1820929E+000
 1.9441064E+001, 4.1671663E+000
 1.9624910E+001, 4.1516061E+000
 1.9806218E+001, 4.1353137E+000
 1.9985117E+001, 4.1185397E+000
 2.0164016E+001, 4.1018725E+000
 2.0341384E+001, 4.0855973E+000
 2.0524965E+001, 4.0688655E+000
 2.0702624E+001, 4.0517477E+000
 2.0885580E+001, 4.0351061E+000
 2.1064497E+001, 4.0194436E+000
 2.1242539E+001, 4.0049146E+000
 2.1424475E+001, 3.9905638E+000
 2.1605021E+001, 3.9763213E+000
 2.1781139E+001, 3.9621290E+000
 2.1963905E+001, 3.9472550E+000
 2.2140144E+001, 3.9321272E+000
 2.2320952E+001, 3.9178448E+000
 2.2501773E+001, 3.9044740E+000
 2.2683105E+001, 3.8910761E+000
 2.2864438E+001, 3.8774067E+000
 2.3040191E+001, 3.8638667E+000
 2.3220714E+001, 3.8508064E+000
 2.3401827E+001, 3.8377456E+000
 2.3585323E+001, 3.8244022E+000
 2.3764887E+001, 3.8110433E+000
