s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_FUEL VAPOR,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 3.6000000E+001,-1.2524028E-001,-4.5591639E-008, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5874760E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 3.6034292E+001,-4.4666736E-002,-3.7700412E-002,-4.4843282E-002, 0.0000000E+000, 0.0000000E+000,-3.9218943E+000, 2.2373551E+001, 3.1985188E+001,-3.3961022E-009, 6.2803412E-006, 3.8508105E-009, 9.2636922E-005
 3.8729835E-001, 3.6088729E+001,-1.0895162E-001,-1.4830954E-001,-2.3588178E-001, 0.0000000E+000, 0.0000000E+000,-1.0592967E+001, 2.6744713E+001, 2.5002619E+001,-5.0846127E-009, 6.3363490E-006, 5.7653976E-009, 9.3246415E-005
 5.8094752E-001, 3.6104084E+001,-2.3507682E-001,-2.8846429E-001,-4.2248395E-001, 0.0000000E+000, 0.0000000E+000,-1.3728024E+001, 2.2761751E+001, 2.1430035E+001,-5.2391715E-009, 6.5152952E-006, 5.9406506E-009, 9.4993951E-005
 7.7459669E-001, 3.6111453E+001,-3.6893886E-001,-3.7129629E-001,-5.2486059E-001, 0.0000000E+000, 0.0000000E+000,-1.6872545E+001, 1.9600011E+001, 1.7973813E+001,-5.8685363E-009, 6.9357687E-006, 6.6542818E-009, 9.8477830E-005
 9.5366287E-001, 3.6122437E+001,-5.0167171E-001,-3.4019561E-001,-5.3653424E-001, 0.0000000E+000, 0.0000000E+000,-2.0804887E+001, 1.5476926E+001, 1.3939149E+001,-7.6173871E-009, 7.8926439E-006, 8.6372882E-009, 1.0503812E-004
 1.1254376E+000, 3.6141096E+001,-6.2980252E-001,-1.9834065E-001,-4.7552749E-001, 0.0000000E+000, 0.0000000E+000,-2.3230408E+001, 1.2189450E+001, 1.1607017E+001,-1.2231176E-008, 9.9764727E-006, 1.3868823E-008, 1.1655773E-004
 1.2839057E+000, 3.6181749E+001,-7.2680587E-001,-1.8142612E-002,-3.9115779E-001, 0.0000000E+000, 0.0000000E+000,-2.3171284E+001, 1.1436398E+001, 1.1874359E+001,-2.4184831E-008, 1.4092911E-005, 2.7422967E-008, 1.3467498E-004
 1.4863255E+000, 3.6264761E+001,-7.8938060E-001, 1.1590133E-001,-3.4743278E-001, 0.0000000E+000, 0.0000000E+000,-2.1190428E+001, 1.3144673E+001, 1.4053421E+001,-5.2002837E-008, 2.1505447E-005, 5.8965560E-008, 1.6197334E-004
 1.6544933E+000, 3.6395930E+001,-8.1052010E-001, 6.7502441E-002,-3.6284692E-001, 0.0000000E+000, 0.0000000E+000,-1.9683081E+001, 1.5220201E+001, 1.5606984E+001,-8.8586864E-008, 3.0696855E-005, 1.0044787E-007, 1.9319926E-004
 1.8090609E+000, 3.6535547E+001,-8.2204093E-001,-7.5329725E-002,-3.9034974E-001, 0.0000000E+000, 0.0000000E+000,-1.9424144E+001, 1.5755605E+001, 1.5823682E+001,-1.2656618E-007, 4.0152008E-005, 1.4351228E-007, 2.2316004E-004
 2.0078280E+000, 3.6732069E+001,-8.4051952E-001,-1.3188490E-001,-4.0765767E-001, 0.0000000E+000, 0.0000000E+000,-1.9543276E+001, 1.5863968E+001, 1.5808730E+001,-1.8505383E-007, 5.3937180E-005, 2.0983091E-007, 2.6299503E-004
 2.1690865E+000, 3.6986253E+001,-8.7380831E-001,-3.4018836E-002,-4.1015997E-001, 0.0000000E+000, 0.0000000E+000,-1.9863064E+001, 1.5765227E+001, 1.5805202E+001,-2.7014635E-007, 7.2481022E-005, 3.0631658E-007, 3.1167822E-004
 2.3625968E+000, 3.7313384E+001,-9.4804258E-001, 4.7515878E-002,-4.0332345E-001, 0.0000000E+000, 0.0000000E+000,-2.0067042E+001, 1.5790366E+001, 1.5942492E+001,-3.8763497E-007, 9.6009404E-005, 4.3953589E-007, 3.6808031E-004
 2.5238552E+000, 3.7718381E+001,-1.0255945E+000, 1.3033893E-002,-3.9451359E-001, 0.0000000E+000, 0.0000000E+000,-2.0158948E+001, 1.6046777E+001, 1.6152359E+001,-5.3464296E-007, 1.2378061E-004, 6.0622695E-007, 4.3033701E-004
 2.7173655E+000, 3.8195086E+001,-1.1317106E+000,-1.1992787E-002,-3.8574855E-001, 0.0000000E+000, 0.0000000E+000,-2.0280945E+001, 1.6330343E+001, 1.6384690E+001,-7.0379695E-007, 1.5473991E-004, 7.9802917E-007, 4.9629345E-004
 2.9108758E+000, 3.8774992E+001,-1.2426385E+000, 5.0280432E-002,-3.7752589E-001, 0.0000000E+000, 0.0000000E+000,-2.0470099E+001, 1.6650601E+001, 1.6735009E+001,-9.0307855E-007, 1.9116572E-004, 1.0239928E-006, 5.7088821E-004
 3.0721343E+000, 3.9355317E+001,-1.4184655E+000, 9.5324683E-002,-3.7348360E-001, 0.0000000E+000, 0.0000000E+000,-2.0686242E+001, 1.6828774E+001, 1.6972450E+001,-1.1027359E-006, 2.2769296E-004, 1.2503825E-006, 6.4253692E-004
 3.2656446E+000, 3.9991875E+001,-1.5286868E+000, 8.7757228E-002,-3.7448678E-001, 0.0000000E+000, 0.0000000E+000,-2.0704753E+001, 1.7294610E+001, 1.7471705E+001,-1.3269825E-006, 2.6826525E-004, 1.5046537E-006, 7.1811276E-004
 3.4269030E+000, 4.0693379E+001,-1.6384786E+000, 8.9408108E-002,-3.7861283E-001, 0.0000000E+000, 0.0000000E+000,-2.0548187E+001, 1.8047846E+001, 1.8217509E+001,-1.5806422E-006, 3.1329170E-004, 1.7922762E-006, 7.9752267E-004
 3.6204133E+000, 4.1479636E+001,-1.7395969E+000, 1.5192306E-001,-3.8259007E-001, 0.0000000E+000, 0.0000000E+000,-2.0434523E+001, 1.8842954E+001, 1.9074849E+001,-1.8720561E-006, 3.6355469E-004, 2.1227080E-006, 8.8103990E-004
 3.8069894E+000, 4.2436851E+001,-1.9187749E+000, 2.1309662E-001,-3.8600737E-001, 0.0000000E+000, 0.0000000E+000,-2.0434351E+001, 1.9640589E+001, 1.9910814E+001,-2.2246182E-006, 4.2313208E-004, 2.5224750E-006, 9.7480821E-004
 3.9796977E+000, 4.3431172E+001,-2.0510139E+000, 2.1741911E-001,-3.8836618E-001, 0.0000000E+000, 0.0000000E+000,-2.0600005E+001, 2.0405377E+001, 2.0609206E+001,-2.5929398E-006, 4.8526841E-004, 2.9401116E-006, 1.0678931E-003
 4.1524057E+000, 4.4450960E+001,-2.1940443E+000, 2.3228746E-001,-3.8959386E-001, 0.0000000E+000, 0.0000000E+000,-2.0917574E+001, 2.1011850E+001, 2.1182035E+001,-2.9831544E-006, 5.5139709E-004, 3.3825726E-006, 1.1620575E-003
 4.3308711E+000, 4.5596199E+001,-2.3414563E+000, 2.8782321E-001,-3.9021881E-001, 0.0000000E+000, 0.0000000E+000,-2.1261159E+001, 2.1649048E+001, 2.1891188E+001,-3.4379108E-006, 6.2756143E-004, 3.8982168E-006, 1.2640983E-003
 4.5208497E+000, 4.6977102E+001,-2.5853065E+000, 3.3946323E-001,-3.9109112E-001, 0.0000000E+000, 0.0000000E+000,-2.1663982E+001, 2.2394041E+001, 2.2676185E+001,-3.9974148E-006, 7.1857677E-004, 4.5326335E-006, 1.3775784E-003
 4.6999521E+000, 4.8651998E+001,-2.8331668E+000, 3.7948988E-001,-3.9261933E-001, 0.0000000E+000, 0.0000000E+000,-2.2204683E+001, 2.3323781E+001, 2.3601019E+001,-4.6496520E-006, 8.2299275E-004, 5.2721995E-006, 1.4986453E-003
 4.8681774E+000, 5.0375219E+001,-3.0447120E+000, 4.2258790E-001,-3.9352844E-001, 0.0000000E+000, 0.0000000E+000,-2.2963355E+001, 2.4191044E+001, 2.4396211E+001,-5.3480489E-006, 9.3430206E-004, 6.0641056E-006, 1.6197597E-003
 5.0442567E+000, 5.2382831E+001,-3.2250454E+000, 4.8876180E-001,-3.9245270E-001, 0.0000000E+000, 0.0000000E+000,-2.3879643E+001, 2.5144597E+001, 2.5374451E+001,-6.1385625E-006, 1.0614445E-003, 6.9604621E-006, 1.7500498E-003
 5.2243743E+000, 5.4581892E+001,-3.4315903E+000, 5.6474146E-001,-3.9109409E-001, 0.0000000E+000, 0.0000000E+000,-2.4897694E+001, 2.6150054E+001, 2.6426255E+001,-7.0915334E-006, 1.2134156E-003, 8.0410274E-006, 1.8961008E-003
 5.4143615E+000, 5.7341552E+001,-3.8656807E+000, 6.4516086E-001,-3.9225696E-001, 0.0000000E+000, 0.0000000E+000,-2.5946119E+001, 2.7423672E+001, 2.7782657E+001,-8.2464071E-006, 1.3983386E-003, 9.3505286E-006, 2.0607068E-003
 5.5936804E+000, 6.0775867E+001,-4.3662888E+000, 7.2419348E-001,-3.9541705E-001, 0.0000000E+000, 0.0000000E+000,-2.7311527E+001, 2.9020436E+001, 2.9426827E+001,-9.6420072E-006, 1.6238378E-003, 1.0932987E-005, 2.2437521E-003
 5.7823601E+000, 6.4891202E+001,-4.8117533E+000, 7.8965377E-001,-3.9915942E-001, 0.0000000E+000, 0.0000000E+000,-2.9253758E+001, 3.0828138E+001, 3.1216186E+001,-1.1413059E-005, 1.9090400E-003, 1.2941167E-005, 2.4534900E-003
 5.9474549E+000, 6.9765469E+001,-5.4695828E+000, 2.0632648E-001,-4.0228464E-001, 0.0000000E+000, 0.0000000E+000,-3.1494723E+001, 3.2125960E+001, 3.2605205E+001,-1.3559146E-005, 2.2551360E-003, 1.5374597E-005, 2.6844068E-003
 6.1361351E+000, 7.6100275E+001,-6.4752457E+000,-3.0065675E+000,-4.0460604E-001, 0.0000000E+000, 0.0000000E+000,-3.4551988E+001, 3.1340513E+001, 3.1661868E+001,-1.6265232E-005, 2.7089573E-003, 1.8443003E-005, 2.9563561E-003
 6.3012300E+000, 8.4481742E+001,-7.9476047E+000,-8.2469473E+000,-4.0607733E-001, 0.0000000E+000, 0.0000000E+000,-3.8502863E+001, 2.8816828E+001, 2.9378249E+001,-1.9728059E-005, 3.3331043E-003, 2.2369473E-005, 3.2851124E-003
 6.4899096E+000, 9.6568919E+001,-1.0110544E+001,-9.7734993E+000,-4.1017754E-001, 0.0000000E+000, 0.0000000E+000,-4.4148089E+001, 3.1044178E+001, 3.2126609E+001,-2.4430490E-005, 4.2931412E-003, 2.7701518E-005, 3.7044891E-003
 6.6785893E+000, 1.1138471E+002,-1.2051543E+001,-9.3834967E+000,-4.3334358E-001, 0.0000000E+000, 0.0000000E+000,-5.1498888E+001, 3.6289392E+001, 3.8017438E+001,-3.2335774E-005, 6.0163090E-003, 3.6665250E-005, 4.2814870E-003
 6.8481498E+000, 1.3373979E+002,-1.6765774E+001,-7.7160303E+000,-4.4838692E-001, 0.0000000E+000, 0.0000000E+000,-6.0027181E+001, 4.7408512E+001, 4.8782417E+001,-4.3732796E-005, 8.4717056E-003, 4.9588233E-005, 4.8756852E-003
 7.0317354E+000, 1.6113714E+002,-2.1786026E+001,-5.9278007E+000,-4.5937733E-001, 0.0000000E+000, 0.0000000E+000,-7.0041073E+001, 5.9820145E+001, 6.2922865E+001,-6.0699706E-005, 1.1860605E-002, 6.8826863E-005, 5.4339736E-003
 7.2143283E+000, 2.0466358E+002,-3.2435931E+001,-5.2830639E+000,-4.8166425E-001, 0.0000000E+000, 0.0000000E+000,-8.4123430E+001, 8.0164831E+001, 8.2339496E+001,-8.3686099E-005, 1.6169713E-002, 9.4890933E-005, 5.9080241E-003
 7.3969216E+000, 2.5152164E+002,-4.0954843E+001,-1.0903132E+001,-5.2632851E-001, 0.0000000E+000, 0.0000000E+000,-9.9548814E+001, 9.6409659E+001, 9.9588521E+001,-1.1189914E-004, 2.1540805E-002, 1.2688145E-004, 6.4407739E-003
 7.5651588E+000, 3.0527655E+002,-4.9662397E+001,-1.5391774E+001,-5.5016928E-001, 0.0000000E+000, 0.0000000E+000,-1.1354247E+002, 1.2116526E+002, 1.2612974E+002,-1.4674393E-004, 2.7612042E-002, 1.6639166E-004, 6.9489331E-003
 7.7403378E+000, 3.6203014E+002,-5.7884380E+001,-2.2243618E+001,-5.7465050E-001, 0.0000000E+000, 0.0000000E+000,-1.2740451E+002, 1.5115191E+002, 1.5392297E+002,-1.8875620E-004, 3.3674609E-002, 2.1402900E-004, 7.3185611E-003
 7.9297752E+000, 4.4094676E+002,-6.8974379E+001,-2.7103924E+001,-6.0252168E-001, 0.0000000E+000, 0.0000000E+000,-1.4242189E+002, 1.9437504E+002, 2.0184405E+002,-2.4677258E-004, 3.9525755E-002, 2.7981326E-004, 7.7483122E-003
 8.1052837E+000, 5.3797468E+002,-8.6198963E+001,-3.2105782E+001,-6.3739443E-001, 0.0000000E+000, 0.0000000E+000,-1.6050722E+002, 2.5365877E+002, 2.5852531E+002,-3.2217380E-004, 4.4381879E-002, 3.6531004E-004, 8.6092871E-003
 8.2890902E+000, 6.2878449E+002,-9.8187404E+001,-3.1828472E+001,-6.9078928E-001, 0.0000000E+000, 0.0000000E+000,-1.7486687E+002, 3.1652962E+002, 3.2321095E+002,-4.3071972E-004, 4.9055929E-002, 4.8838931E-004, 1.0014748E-002
 8.4609432E+000, 7.4910826E+002,-1.2199401E+002,-5.7362247E+001,-7.7429506E-001, 0.0000000E+000, 0.0000000E+000,-1.8867066E+002, 3.7583759E+002, 3.8030704E+002,-6.3266397E-004, 5.3797324E-002, 7.1737212E-004, 1.1481181E-002
 8.6454620E+000, 8.4282618E+002,-1.2819975E+002,-1.4271292E+002,-9.3240627E-001, 0.0000000E+000, 0.0000000E+000,-2.0738294E+002, 3.5930577E+002, 3.6359816E+002,-1.1449418E-003, 5.9030899E-002, 1.2982395E-003, 1.3122156E-002
 8.8225603E+000, 9.1951623E+002,-1.3251507E+002,-1.6069161E+002,-1.1634615E+000, 0.0000000E+000, 0.0000000E+000,-2.1991290E+002, 3.9693614E+002, 4.0523319E+002,-2.0101014E-003, 6.6027114E-002, 2.2792363E-003, 1.4882776E-002
 9.0022106E+000, 1.0144111E+003,-1.5196020E+002,-1.6681928E+002,-1.1990867E+000, 0.0000000E+000, 0.0000000E+000,-2.2288056E+002, 4.6387657E+002, 4.7155197E+002,-2.9796858E-003, 7.4723511E-002, 3.3786396E-003, 1.6184221E-002
 9.1801558E+000, 1.1366594E+003,-1.7203151E+002,-3.0391955E+002,-1.3076210E+000, 0.0000000E+000, 0.0000000E+000,-2.3058593E+002, 4.2048941E+002, 4.2881483E+002,-3.6598869E-003, 8.7398893E-002, 4.1499136E-003, 1.6931738E-002
 9.3623247E+000, 1.2573029E+003,-1.9629035E+002,-4.2434637E+002,-1.5379629E+000, 0.0000000E+000, 0.0000000E+000,-2.2901191E+002, 3.9319321E+002, 4.0611630E+002,-5.1973425E-003, 9.6973534E-002, 5.8932210E-003, 1.7569664E-002
 9.5432739E+000, 1.3926001E+003,-2.2368234E+002,-4.0690529E+002,-1.6741908E+000, 0.0000000E+000, 0.0000000E+000,-2.2043655E+002, 5.2106139E+002, 5.3990170E+002,-8.6361960E-003, 9.8930326E-002, 9.7925068E-003, 1.8090497E-002
 9.7252436E+000, 1.5343933E+003,-2.4526583E+002,-4.8180250E+002,-1.8741471E+000, 0.0000000E+000, 0.0000000E+000,-2.3239412E+002, 5.5044156E+002, 5.7305674E+002,-1.1229679E-002, 1.0301881E-001, 1.2733235E-002, 1.8585485E-002
 9.9023991E+000, 1.7239111E+003,-2.8111878E+002,-5.2935989E+002,-1.9286513E+000, 0.0000000E+000, 0.0000000E+000,-2.3395434E+002, 6.4830779E+002, 6.7754943E+002,-1.5096507E-002, 1.1135626E-001, 1.7117797E-002, 1.9238597E-002
 1.0081824E+001, 1.8886696E+003,-3.1007968E+002,-6.3662056E+002,-1.9946973E+000, 0.0000000E+000, 0.0000000E+000,-2.3436973E+002, 6.6784894E+002, 7.0560491E+002,-1.9674032E-002, 1.2316211E-001, 2.2308212E-002, 1.9679185E-002
 1.0261879E+001, 1.9823225E+003,-3.1751960E+002,-5.6387872E+002,-1.9668970E+000, 0.0000000E+000, 0.0000000E+000,-2.1621834E+002, 8.3213428E+002, 8.8273890E+002,-2.7952563E-002, 1.3055488E-001, 3.1695166E-002, 1.9589771E-002
 1.0443592E+001, 2.0630020E+003,-3.1941756E+002,-6.4551525E+002,-1.7047247E+000, 0.0000000E+000, 0.0000000E+000,-2.0175045E+002, 8.3776939E+002, 8.9461402E+002,-3.3154214E-002, 1.3076573E-001, 3.7593271E-002, 1.8895901E-002
 1.0623261E+001, 2.2059083E+003,-3.5565415E+002,-8.5204595E+002,-1.8919204E+000, 0.0000000E+000, 0.0000000E+000,-1.9940246E+002, 7.3227776E+002, 7.9691383E+002,-4.0815253E-002, 1.3399715E-001, 4.6280057E-002, 1.8101905E-002
 1.0801787E+001, 2.4864060E+003,-4.2543844E+002,-1.4340156E+003,-3.1569406E+000, 0.0000000E+000, 0.0000000E+000,-2.1090419E+002, 3.3533753E+002, 4.1289081E+002,-4.3370163E-002, 1.4693153E-001, 4.9177047E-002, 1.7728316E-002
 1.0984156E+001, 2.6830369E+003,-4.4228961E+002,-1.6483756E+003,-5.9713623E+000, 0.0000000E+000, 0.0000000E+000,-2.2852619E+002, 2.9031236E+002, 3.5787410E+002,-4.2109079E-002, 1.5816637E-001, 4.7747114E-002, 1.7492641E-002
 1.1164519E+001, 2.5999116E+003,-3.9580704E+002,-1.4787756E+003,-1.1728846E+001, 0.0000000E+000, 0.0000000E+000,-2.4014213E+002, 4.1279906E+002, 4.7345802E+002,-3.5823757E-002, 1.6586710E-001, 4.0620244E-002, 1.7379894E-002
 1.1344895E+001, 2.6948186E+003,-4.3929128E+002,-1.2324427E+003,-1.0135287E+001, 0.0000000E+000, 0.0000000E+000,-2.3390009E+002, 7.0907292E+002, 7.7904923E+002,-3.8161970E-002, 1.6882435E-001, 4.3271522E-002, 1.7060076E-002
 1.1523412E+001, 2.9066196E+003,-4.9041925E+002,-1.3631228E+003,-6.3428370E+000, 0.0000000E+000, 0.0000000E+000,-2.3382910E+002, 7.4262202E+002, 8.1290566E+002,-4.4036773E-002, 1.6610008E-001, 4.9932910E-002, 1.6383358E-002
 1.1700778E+001, 2.8699920E+003,-4.6022034E+002,-1.6695684E+003,-5.4824512E+000, 0.0000000E+000, 0.0000000E+000,-2.1247453E+002, 4.3794931E+002, 5.2224634E+002,-4.9431862E-002, 1.6152144E-001, 5.6050354E-002, 1.5530156E-002
 1.1883212E+001, 3.0764232E+003,-5.1891127E+002,-1.4293059E+003,-4.7867667E+000, 0.0000000E+000, 0.0000000E+000,-1.7497284E+002, 8.2780535E+002, 9.4844644E+002,-7.2273020E-002, 1.5576660E-001, 8.1949743E-002, 1.5043891E-002
 1.2060578E+001, 3.0901993E+003,-4.9796700E+002,-1.7152543E+003,-5.0878790E+000, 0.0000000E+000, 0.0000000E+000,-1.4055888E+002, 5.6914309E+002, 7.3133121E+002,-9.5565116E-002, 1.6172215E-001, 1.0836045E-001, 1.4859486E-002
 1.2242974E+001, 3.0903787E+003,-4.9225438E+002,-1.6845317E+003,-4.1509642E+000, 0.0000000E+000, 0.0000000E+000,-1.0974195E+002, 6.3366168E+002, 7.9969978E+002,-1.0540711E-001, 1.6168109E-001, 1.1952019E-001, 1.4918869E-002
 1.2422822E+001, 3.0745737E+003,-4.9342852E+002,-1.8165115E+003,-3.4232942E+000, 0.0000000E+000, 0.0000000E+000,-1.0298130E+002, 4.8809118E+002, 6.5822907E+002,-1.0050695E-001, 1.5082539E-001, 1.1396395E-001, 1.4764928E-002
 1.2601954E+001, 2.8902971E+003,-4.3643689E+002,-1.7327290E+003,-4.2963972E+000, 0.0000000E+000, 0.0000000E+000,-1.0122184E+002, 4.5649791E+002, 6.1561294E+002,-1.0145520E-001, 1.4680602E-001, 1.1503916E-001, 1.4540321E-002
 1.2784594E+001, 2.7349815E+003,-4.1311364E+002,-1.9845926E+003,-5.0674601E+000, 0.0000000E+000, 0.0000000E+000,-7.9097612E+001, 8.8490459E+001, 2.5311022E+002,-1.0422995E-001, 1.3886712E-001, 1.1818542E-001, 1.3756782E-002
 1.2961342E+001, 2.7101948E+003,-4.3190558E+002,-2.4896286E+003,-8.4102728E+000, 0.0000000E+000, 0.0000000E+000,-1.0750334E+002,-4.7031595E+002,-3.2725298E+002,-8.6778478E-002, 1.2989357E-001, 9.8397354E-002, 1.2946628E-002
 1.3141460E+001, 2.8530843E+003,-4.7004759E+002,-1.8302654E+003,-9.1795889E+000, 0.0000000E+000, 0.0000000E+000,-8.7447250E+001, 2.9268321E+002, 4.5614446E+002,-9.8802661E-002, 1.2598211E-001, 1.1203147E-001, 1.2631928E-002
 1.3320592E+001, 2.5372445E+003,-3.4090849E+002,-2.1353216E+003,-8.1936874E+000, 0.0000000E+000, 0.0000000E+000,-4.4672465E+001,-1.6795562E+002, 8.1483119E+000,-1.1753293E-001, 1.2180599E-001, 1.3326956E-001, 1.2388965E-002
 1.3505241E+001, 2.4176063E+003,-3.5986613E+002,-2.0402240E+003,-6.8886024E+000, 0.0000000E+000, 0.0000000E+000,-5.9741230E+001,-2.2813292E+002,-4.9113652E+001,-1.1021142E-001, 1.2012368E-001, 1.2496776E-001, 1.2299909E-002
 1.3685143E+001, 2.2478545E+003,-3.2378361E+002,-1.4985513E+003,-5.8393401E+000, 0.0000000E+000, 0.0000000E+000,-5.5578099E+001, 1.8878549E+002, 3.6410213E+002,-1.0435265E-001, 1.1672269E-001, 1.1832455E-001, 1.2413883E-002
 1.3861534E+001, 2.0452834E+003,-2.6509966E+002,-1.2558343E+003,-3.4768575E+000, 0.0000000E+000, 0.0000000E+000,-4.0152268E+001, 3.3445377E+002, 4.8072031E+002,-9.7312144E-002, 1.0676843E-001, 1.1034138E-001, 1.2258599E-002
 1.4041769E+001, 2.0301059E+003,-2.9761271E+002,-2.1220522E+003,-2.5087858E+000, 0.0000000E+000, 0.0000000E+000,-6.4073932E+001,-5.7403245E+002,-4.5614176E+002,-7.4101503E-002, 1.0218070E-001, 8.4023043E-002, 1.2006288E-002
 1.4222065E+001, 2.0329491E+003,-3.0180394E+002,-1.8462108E+003,-2.4375699E+000, 0.0000000E+000, 0.0000000E+000,-7.1782103E+001,-3.1467459E+002,-1.8928525E+002,-7.3373607E-002, 1.0095550E-001, 8.3197688E-002, 1.1881006E-002
 1.4405141E+001, 1.9873280E+003,-2.8321060E+002,-1.4692062E+003,-2.0952316E+000, 0.0000000E+000, 0.0000000E+000,-5.5580699E+001, 4.4341113E+001, 1.7723534E+002,-7.6849328E-002, 9.7301647E-002, 8.7138778E-002, 1.1540681E-002
 1.4583310E+001, 1.8933271E+003,-2.5340325E+002,-1.4167349E+003,-1.8961910E+000, 0.0000000E+000, 0.0000000E+000,-7.6808693E+001, 4.4494304E+001, 1.4448397E+002,-6.4875599E-002, 9.6868480E-002, 7.3561872E-002, 1.1424696E-002
 1.4762864E+001, 1.8831767E+003,-2.6321977E+002,-1.3969051E+003,-1.7676884E+000, 0.0000000E+000, 0.0000000E+000,-1.0388816E+002, 2.9653999E+001, 1.1739603E+002,-5.3491011E-002, 9.2009160E-002, 6.0652987E-002, 1.1705710E-002
 1.4944166E+001, 1.8081767E+003,-2.5181454E+002,-1.4703726E+003,-1.7222313E+000, 0.0000000E+000, 0.0000000E+000,-9.9234632E+001,-1.0094451E+002,-1.4967349E+001,-5.5247158E-002, 8.7764494E-002, 6.2644267E-002, 1.2073747E-002
 1.5125385E+001, 1.7148229E+003,-2.2688025E+002,-1.1897954E+003,-1.8015923E+000, 0.0000000E+000, 0.0000000E+000,-8.0860611E+001, 1.1083756E+002, 2.1548504E+002,-5.8938874E-002, 8.5475593E-002, 6.6830271E-002, 1.1993266E-002
 1.5301830E+001, 1.6803678E+003,-2.3014450E+002,-1.1471863E+003,-1.9595209E+000, 0.0000000E+000, 0.0000000E+000,-6.6843434E+001, 1.3541691E+002, 2.3423408E+002,-6.3521634E-002, 8.6279947E-002, 7.2026622E-002, 1.1860187E-002
 1.5484067E+001, 1.6185078E+003,-2.2101299E+002,-1.4142534E+003,-2.0103156E+000, 0.0000000E+000, 0.0000000E+000,-6.6388324E+001,-1.7351000E+002,-8.5157249E+001,-5.6052437E-002, 8.5546590E-002, 6.3557366E-002, 1.1532815E-002
 1.5664546E+001, 1.6192982E+003,-2.3052808E+002,-1.4738882E+003,-2.3834759E+000, 0.0000000E+000, 0.0000000E+000,-8.0513892E+001,-2.4869002E+002,-1.6801554E+002,-4.9406306E-002, 8.3036125E-002, 5.6021377E-002, 1.1231706E-002
 1.5845024E+001, 1.6315456E+003,-2.3560425E+002,-1.4519294E+003,-3.9532003E+000, 0.0000000E+000, 0.0000000E+000,-7.6608461E+001,-2.2802479E+002,-1.3654976E+002,-5.4548906E-002, 8.0000048E-002, 6.1852525E-002, 1.1133547E-002
 1.6025503E+001, 1.5617613E+003,-2.1664976E+002,-1.2934101E+003,-3.8714026E+000, 0.0000000E+000, 0.0000000E+000,-6.2130469E+001,-1.1734837E+002,-1.4300495E+001,-6.3092677E-002, 7.9067851E-002, 7.1540232E-002, 1.0921993E-002
 1.6204823E+001, 1.5452791E+003,-2.1324288E+002,-1.1141058E+003,-3.0180171E+000, 0.0000000E+000, 0.0000000E+000,-5.0498484E+001, 5.0225469E+001, 1.6441392E+002,-6.9825985E-002, 7.9296744E-002, 7.9175071E-002, 1.0951453E-002
