s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_FUEL VAPOR,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 3.6000000E+001,-1.4086105E-001, 1.2739773E-008, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5859139E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 3.6019615E+001,-4.7718852E-002,-3.6168079E-002,-4.4745436E-002, 0.0000000E+000, 0.0000000E+000,-3.5953683E+000, 2.2525506E+001, 3.2295615E+001,-1.9419070E-009, 3.5928965E-006, 2.2019112E-009, 6.2498846E-005
 3.8729835E-001, 3.6050823E+001,-1.1268779E-001,-1.4680050E-001,-2.3515232E-001, 0.0000000E+000, 0.0000000E+000,-1.0199567E+001, 2.7174069E+001, 2.5356616E+001,-2.9218988E-009, 3.6427801E-006, 3.3131154E-009, 6.3140508E-005
 5.8094752E-001, 3.6060069E+001,-2.4001169E-001,-2.8058614E-001,-4.1957510E-001, 0.0000000E+000, 0.0000000E+000,-1.3590167E+001, 2.2967488E+001, 2.1529729E+001,-3.0788168E-009, 3.8096682E-006, 3.4910433E-009, 6.5059312E-005
 7.7459669E-001, 3.6065709E+001,-3.7808297E-001,-3.4977464E-001,-5.1783639E-001, 0.0000000E+000, 0.0000000E+000,-1.6783676E+001, 1.9627387E+001, 1.8036339E+001,-3.6810823E-009, 4.2218536E-006, 4.1739469E-009, 6.9049394E-005
 9.5444441E-001, 3.6075535E+001,-5.1358138E-001,-3.1144972E-001,-5.2073873E-001, 0.0000000E+000, 0.0000000E+000,-2.0032787E+001, 1.5857956E+001, 1.4696978E+001,-5.4415923E-009, 5.1984992E-006, 6.1701736E-009, 7.6796617E-005
 1.1188617E+000, 3.6094290E+001,-6.3822335E-001,-1.7521720E-001,-4.4990019E-001, 0.0000000E+000, 0.0000000E+000,-2.1030389E+001, 1.3947710E+001, 1.3800561E+001,-9.9116539E-009, 7.2328515E-006, 1.1238737E-008, 8.9975925E-005
 1.2662195E+000, 3.6130304E+001,-7.1757658E-001,-1.0522560E-002,-3.6105065E-001, 0.0000000E+000, 0.0000000E+000,-2.0703979E+001, 1.3848767E+001, 1.4337174E+001,-1.9704442E-008, 1.0849931E-005, 2.2342694E-008, 1.0925835E-004
 1.4424618E+000, 3.6200921E+001,-7.6160873E-001, 9.0884023E-002,-3.1891919E-001, 0.0000000E+000, 0.0000000E+000,-1.8587855E+001, 1.5679080E+001, 1.6623422E+001,-4.1211703E-008, 1.7030576E-005, 4.6729588E-008, 1.3698672E-004
 1.6571451E+000, 3.6323628E+001,-7.7406566E-001, 8.9375222E-003,-3.4738104E-001, 0.0000000E+000, 0.0000000E+000,-1.6528937E+001, 1.8262369E+001, 1.8682182E+001,-7.5703548E-008, 2.5974253E-005, 8.5839588E-008, 1.7304146E-004
 1.8064146E+000, 3.6470165E+001,-8.0986340E-001,-1.1376526E-001,-3.8649753E-001, 0.0000000E+000, 0.0000000E+000,-1.6511060E+001, 1.8809153E+001, 1.8648978E+001,-1.1521793E-007, 3.6003928E-005, 1.3064460E-007, 2.1028235E-004
 2.0019176E+000, 3.6648477E+001,-8.3703857E-001,-1.0819054E-001,-4.0710155E-001, 0.0000000E+000, 0.0000000E+000,-1.7559397E+001, 1.7918966E+001, 1.7736750E+001,-1.6878530E-007, 4.8745514E-005, 1.9138416E-007, 2.5342284E-004
 2.1810637E+000, 3.6900303E+001,-8.8051117E-001,-1.2638272E-003,-4.1822319E-001, 0.0000000E+000, 0.0000000E+000,-1.8276433E+001, 1.7266547E+001, 1.7323872E+001,-2.5074773E-007, 6.7041703E-005, 2.8432064E-007, 3.1025062E-004
 2.3602097E+000, 3.7212644E+001,-9.6434106E-001, 2.3238272E-002,-4.2362732E-001, 0.0000000E+000, 0.0000000E+000,-1.8218599E+001, 1.7457923E+001, 1.7629315E+001,-3.5790332E-007, 8.9282681E-005, 4.0582343E-007, 3.7383554E-004
 2.5393558E+000, 3.7599918E+001,-1.0591306E+000,-1.6264727E-002,-4.2549005E-001, 0.0000000E+000, 0.0000000E+000,-1.7753057E+001, 1.8191822E+001, 1.8345975E+001,-4.9170416E-007, 1.1520176E-004, 5.5753902E-007, 4.4335583E-004
 2.7185018E+000, 3.8044399E+001,-1.1544392E+000, 2.0174729E-002,-4.2546864E-001, 0.0000000E+000, 0.0000000E+000,-1.7328431E+001, 1.8998294E+001, 1.9156235E+001,-6.4161174E-007, 1.4316247E-004, 7.2751791E-007, 5.1493861E-004
