s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_FUEL VAPOR,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 3.6000000E+001,-1.3937355E-001, 1.0247942E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5860627E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 3.6032374E+001,-4.7942495E-002,-1.2296305E-001,-4.4923699E-002, 0.0000000E+000, 0.0000000E+000,-3.9101526E+000, 2.2109955E+001, 3.1906392E+001,-3.3716082E-009, 5.9287257E-006, 3.8230369E-009, 1.2235906E-004
 3.8729835E-001, 3.6083808E+001,-1.2492043E-001,-4.8700440E-001,-2.3622553E-001, 0.0000000E+000, 0.0000000E+000,-1.0877405E+001, 2.6237280E+001, 2.4358253E+001,-5.0519804E-009, 5.9922404E-006, 5.7283962E-009, 1.2333107E-004
 5.8094752E-001, 3.6098560E+001,-2.6346327E-001,-9.4595811E-001,-4.2233996E-001, 0.0000000E+000, 0.0000000E+000,-1.4507853E+001, 2.1866244E+001, 1.9958946E+001,-5.2255530E-009, 6.1933624E-006, 5.9252086E-009, 1.2612601E-004
 7.7459669E-001, 3.6106145E+001,-4.0759899E-001,-1.1894076E+000,-5.2496288E-001, 0.0000000E+000, 0.0000000E+000,-1.7860405E+001, 1.8286303E+001, 1.6123770E+001,-5.9257281E-009, 6.6538244E-006, 6.7191310E-009, 1.3163111E-004
 9.5326364E-001, 3.6117561E+001,-5.4049378E-001,-1.0613611E+000,-5.3598100E-001, 0.0000000E+000, 0.0000000E+000,-2.0875382E+001, 1.4758224E+001, 1.3104343E+001,-7.7137946E-009, 7.6478790E-006, 8.7466039E-009, 1.4162112E-004
 1.1170911E+000, 3.6136384E+001,-6.5214549E-001,-5.9966559E-001,-4.7073190E-001, 0.0000000E+000, 0.0000000E+000,-2.1957343E+001, 1.2869816E+001, 1.2456498E+001,-1.1841792E-008, 9.6089017E-006, 1.3427304E-008, 1.5790354E-004
 1.2662215E+000, 3.6171140E+001,-7.1399780E-001,-4.0143342E-002,-3.8105517E-001, 0.0000000E+000, 0.0000000E+000,-2.1428725E+001, 1.2915650E+001, 1.3607219E+001,-2.1246659E-008, 1.3181524E-005, 2.4091400E-008, 1.8208056E-004
 1.4480124E+000, 3.6241982E+001,-7.4300948E-001, 3.3370576E-001,-3.3478904E-001, 0.0000000E+000, 0.0000000E+000,-1.9404066E+001, 1.4768210E+001, 1.6093822E+001,-4.2812570E-008, 1.9498788E-005, 4.8544798E-008, 2.1767753E-004
 1.6241199E+000, 3.6354330E+001,-7.5081014E-001, 9.6156271E-002,-3.5363190E-001, 0.0000000E+000, 0.0000000E+000,-1.7899408E+001, 1.6826690E+001, 1.7446636E+001,-7.4414812E-008, 2.7778922E-005, 8.4378301E-008, 2.5964371E-004
 1.8141930E+000, 3.6503806E+001,-7.7672905E-001,-3.8930928E-001,-3.9292263E-001, 0.0000000E+000, 0.0000000E+000,-1.8071839E+001, 1.7063163E+001, 1.6873007E+001,-1.1317550E-007, 3.7881429E-005, 1.2832870E-007, 3.0697752E-004
 1.9853598E+000, 3.6685457E+001,-8.0688020E-001,-4.8419512E-001,-4.1579563E-001, 0.0000000E+000, 0.0000000E+000,-1.9105313E+001, 1.6241557E+001, 1.5873273E+001,-1.6551810E-007, 5.0916383E-005, 1.8767952E-007, 3.6319227E-004
 2.1692729E+000, 3.6924165E+001,-8.4976065E-001,-1.6246423E-001,-4.1909534E-001, 0.0000000E+000, 0.0000000E+000,-1.9664669E+001, 1.5717061E+001, 1.5828176E+001,-2.4074923E-007, 6.8265417E-005, 2.7298343E-007, 4.3172521E-004
 2.3488886E+000, 3.7239055E+001,-9.2623389E-001,-5.5316388E-002,-4.1308948E-001, 0.0000000E+000, 0.0000000E+000,-1.9592122E+001, 1.5981019E+001, 1.6252293E+001,-3.4583823E-007, 9.0623243E-005, 3.9214293E-007, 5.1312766E-004
 2.5285046E+000, 3.7624119E+001,-1.0029210E+000,-2.4268203E-001,-4.0600899E-001, 0.0000000E+000, 0.0000000E+000,-1.9350158E+001, 1.6538924E+001, 1.6622349E+001,-4.7563541E-007, 1.1640556E-004, 5.3931881E-007, 6.0084252E-004
 2.7081203E+000, 3.8064291E+001,-1.0853284E+000,-1.8840991E-001,-4.0272333E-001, 0.0000000E+000, 0.0000000E+000,-1.9003599E+001, 1.7218403E+001, 1.7384231E+001,-6.2375181E-007, 1.4441161E-004, 7.0726670E-007, 6.9168641E-004
 2.8877361E+000, 3.8539879E+001,-1.1438986E+000,-7.3130281E-002,-4.0464254E-001, 0.0000000E+000, 0.0000000E+000,-1.8539885E+001, 1.8096342E+001, 1.8378322E+001,-7.7903480E-007, 1.7341281E-004, 8.8334071E-007, 7.8280305E-004
 3.0852144E+000, 3.9075824E+001,-1.2586112E+000,-1.2258538E-001,-4.0986721E-001, 0.0000000E+000, 0.0000000E+000,-1.8110651E+001, 1.8978910E+001, 1.9174110E+001,-9.4935148E-007, 2.0553856E-004, 1.0764613E-006, 8.8013700E-004
 3.2467198E+000, 3.9610432E+001,-1.3677651E+000,-1.4700600E-001,-4.1443718E-001, 0.0000000E+000, 0.0000000E+000,-1.7840918E+001, 1.9665250E+001, 1.9840306E+001,-1.1247186E-006, 2.3873267E-004, 1.2753085E-006, 9.7592436E-004
 3.4351428E+000, 4.0174105E+001,-1.4555290E+000,-1.1398320E-001,-4.1731965E-001, 0.0000000E+000, 0.0000000E+000,-1.7735712E+001, 2.0306262E+001, 2.0451561E+001,-1.3159113E-006, 2.7473873E-004, 1.4921003E-006, 1.0735970E-003
 3.6235659E+000, 4.0851754E+001,-1.5248814E+000,-8.0507805E-002,-4.1868753E-001, 0.0000000E+000, 0.0000000E+000,-1.7838098E+001, 2.0848806E+001, 2.0989580E+001,-1.5531754E-006, 3.1842431E-004, 1.7611319E-006, 1.1848374E-003
 3.7850714E+000, 4.1554243E+001,-1.6311110E+000,-1.9463538E-002,-4.1865684E-001, 0.0000000E+000, 0.0000000E+000,-1.8028755E+001, 2.1281048E+001, 2.1456257E+001,-1.8023496E-006, 3.6299839E-004, 2.0436683E-006, 1.2923652E-003
 3.9734943E+000, 4.2316910E+001,-1.7500944E+000, 4.0955432E-002,-4.1799593E-001, 0.0000000E+000, 0.0000000E+000,-1.8265878E+001, 2.1745172E+001, 2.1923897E+001,-2.0732466E-006, 4.1098441E-004, 2.3508361E-006, 1.4027029E-003
