s,kg
Time,"Fuel Load"
 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 8.3604850E+000
 3.8729833E-001, 8.3604545E+000
 5.8094750E-001, 8.3604237E+000
 7.7459667E-001, 8.3603923E+000
 9.0369611E-001, 8.3603653E+000
 1.1321488E+000, 8.3603331E+000
 1.2896267E+000, 8.3602953E+000
 1.4401739E+000, 8.3602608E+000
 1.6574672E+000, 8.3602119E+000
 1.8040944E+000, 8.3601552E+000
 2.0037414E+000, 8.3600916E+000
 2.1667316E+000, 8.3600136E+000
 2.3623197E+000, 8.3599212E+000
 2.5253099E+000, 8.3598119E+000
 2.7208981E+000, 8.3596829E+000
 2.9001313E+000, 8.3595254E+000
 3.0760934E+000, 8.3593547E+000
 3.2520556E+000, 8.3591634E+000
 3.4426813E+000, 8.3589400E+000
 3.6039799E+000, 8.3586985E+000
 3.7975383E+000, 8.3584257E+000
 3.9910967E+000, 8.3580938E+000
 4.1523954E+000, 8.3577561E+000
 4.3459537E+000, 8.3573832E+000
 4.5072524E+000, 8.3569756E+000
 4.7008108E+000, 8.3565282E+000
 4.8621094E+000, 8.3560399E+000
 5.0556678E+000, 8.3555042E+000
 5.2328811E+000, 8.3548876E+000
 5.4019219E+000, 8.3542586E+000
 5.5991361E+000, 8.3535320E+000
 5.7681768E+000, 8.3527343E+000
 5.9653910E+000, 8.3518487E+000
 6.1227324E+000, 8.3508909E+000
 6.3247212E+000, 8.3497942E+000
 6.4924583E+000, 8.3485059E+000
 6.6704387E+000, 8.3470904E+000
 6.8436614E+000, 8.3453589E+000
 7.0224795E+000, 8.3431536E+000
 7.2012976E+000, 8.3403214E+000
 7.3801157E+000, 8.3368203E+000
 7.5686648E+000, 8.3323438E+000
 7.7518116E+000, 8.3267226E+000
 7.9201129E+000, 8.3204508E+000
 8.1130894E+000, 8.3132185E+000
 8.2901142E+000, 8.3050844E+000
 8.4686020E+000, 8.2964521E+000
 8.6431071E+000, 8.2872035E+000
 8.8229693E+000, 8.2770967E+000
 9.0044891E+000, 8.2655991E+000
 9.1848469E+000, 8.2526495E+000
 9.3638868E+000, 8.2382705E+000
 9.5429267E+000, 8.2226021E+000
 9.7219666E+000, 8.2059876E+000
 9.9041155E+000, 8.1884184E+000
 1.0082235E+001, 8.1700868E+000
 1.0266213E+001, 8.1499749E+000
 1.0444776E+001, 8.1282732E+000
 1.0623339E+001, 8.1056571E+000
 1.0801209E+001, 8.0827911E+000
 1.0983097E+001, 8.0586944E+000
 1.1164792E+001, 8.0335867E+000
 1.1345631E+001, 8.0095921E+000
 1.1524232E+001, 7.9846574E+000
 1.1704288E+001, 7.9576537E+000
 1.1884343E+001, 7.9298031E+000
 1.2064399E+001, 7.9018218E+000
 1.2242641E+001, 7.8735444E+000
 1.2423132E+001, 7.8449156E+000
 1.2603623E+001, 7.8156357E+000
 1.2781608E+001, 7.7880665E+000
 1.2960469E+001, 7.7596546E+000
 1.3144255E+001, 7.7292858E+000
 1.3320617E+001, 7.7014378E+000
 1.3500110E+001, 7.6760298E+000
 1.3680359E+001, 7.6507570E+000
 1.3863637E+001, 7.6258792E+000
 1.4042697E+001, 7.6010963E+000
 1.4224247E+001, 7.5760726E+000
 1.4405265E+001, 7.5536182E+000
 1.4582562E+001, 7.5321824E+000
 1.4761203E+001, 7.5122290E+000
 1.4943579E+001, 7.4923240E+000
 1.5123430E+001, 7.4729106E+000
 1.5301126E+001, 7.4542971E+000
 1.5481415E+001, 7.4360666E+000
 1.5664360E+001, 7.4169027E+000
 1.5843625E+001, 7.3973977E+000
 1.6022890E+001, 7.3791496E+000
 1.6202155E+001, 7.3610522E+000
 1.6385490E+001, 7.3420141E+000
 1.6562546E+001, 7.3236032E+000
 1.6743170E+001, 7.3057787E+000
 1.6922890E+001, 7.2880020E+000
 1.7102609E+001, 7.2704226E+000
 1.7282675E+001, 7.2525108E+000
 1.7460663E+001, 7.2354377E+000
 1.7643271E+001, 7.2195006E+000
 1.7822685E+001, 7.2042047E+000
 1.8002678E+001, 7.1891645E+000
 1.8182672E+001, 7.1735033E+000
 1.8363286E+001, 7.1575360E+000
 1.8540797E+001, 7.1421142E+000
 1.8725135E+001, 7.1269782E+000
 1.8902646E+001, 7.1126321E+000
 1.9080157E+001, 7.0987384E+000
 1.9264495E+001, 7.0845439E+000
 1.9442006E+001, 7.0702327E+000
 1.9621536E+001, 7.0559311E+000
 1.9802680E+001, 7.0412190E+000
 1.9985051E+001, 7.0258747E+000
 2.0165396E+001, 7.0104418E+000
 2.0345365E+001, 6.9947358E+000
 2.0522754E+001, 6.9785194E+000
 2.0701259E+001, 6.9620414E+000
 2.0881633E+001, 6.9451867E+000
 2.1062007E+001, 6.9275140E+000
 2.1241798E+001, 6.9089610E+000
 2.1420752E+001, 6.8900320E+000
 2.1603571E+001, 6.8712699E+000
 2.1780678E+001, 6.8524325E+000
 2.1963498E+001, 6.8337458E+000
 2.2140604E+001, 6.8150322E+000
 2.2323424E+001, 6.7960259E+000
 2.2500595E+001, 6.7773437E+000
 2.2681008E+001, 6.7587649E+000
 2.2865285E+001, 6.7404667E+000
 2.3042030E+001, 6.7229409E+000
 2.3224299E+001, 6.7054286E+000
 2.3404911E+001, 6.6878347E+000
 2.3581104E+001, 6.6698290E+000
 2.3764066E+001, 6.6520043E+000
