s,kg
Time,"Fuel Load"
 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 9.9445213E+000
 3.8729833E-001, 9.9444861E+000
 5.8094750E-001, 9.9444507E+000
 7.7459667E-001, 9.9444147E+000
 9.0369611E-001, 9.9443839E+000
 1.1298458E+000, 9.9443474E+000
 1.2918794E+000, 9.9443048E+000
 1.4877142E+000, 9.9442594E+000
 1.6614935E+000, 9.9442051E+000
 1.8133564E+000, 9.9441497E+000
 2.0117932E+000, 9.9440808E+000
 2.1771571E+000, 9.9439982E+000
 2.3425211E+000, 9.9439097E+000
 2.5409578E+000, 9.9437949E+000
 2.7201375E+000, 9.9436540E+000
 2.8954657E+000, 9.9435019E+000
 3.0795604E+000, 9.9433276E+000
 3.2402780E+000, 9.9431400E+000
 3.4331391E+000, 9.9429236E+000
 3.6260002E+000, 9.9426597E+000
 3.7867177E+000, 9.9423902E+000
 3.9795788E+000, 9.9420912E+000
 4.1402964E+000, 9.9417624E+000
 4.3331575E+000, 9.9413997E+000
 4.5260186E+000, 9.9409640E+000
 4.6867362E+000, 9.9405246E+000
 4.8726068E+000, 9.9400502E+000
 5.0444965E+000, 9.9395127E+000
 5.2307104E+000, 9.9389304E+000
 5.4197891E+000, 9.9382563E+000
 5.6088678E+000, 9.9375039E+000
 5.7664334E+000, 9.9367397E+000
 5.9555121E+000, 9.9358853E+000
 6.1445908E+000, 9.9348289E+000
 6.3021564E+000, 9.9337096E+000
 6.4844469E+000, 9.9323924E+000
 6.6721935E+000, 9.9305904E+000
 6.8478245E+000, 9.9283718E+000
 7.0234554E+000, 9.9256682E+000
 7.2241765E+000, 9.9220695E+000
 7.3866247E+000, 9.9177993E+000
 7.5783500E+000, 9.9127334E+000
 7.7551054E+000, 9.9065682E+000
 7.9242358E+000, 9.8998712E+000
 8.1021194E+000, 9.8919084E+000
 8.2812990E+000, 9.8821532E+000
 8.4689946E+000, 9.8705169E+000
 8.6410751E+000, 9.8578536E+000
 8.8218993E+000, 9.8445441E+000
 9.0027235E+000, 9.8301058E+000
 9.1835477E+000, 9.8146077E+000
 9.3611632E+000, 9.7982777E+000
 9.5405793E+000, 9.7808437E+000
 9.7274711E+000, 9.7616071E+000
 9.9068872E+000, 9.7407207E+000
 1.0086096E+001, 9.7190132E+000
 1.0262988E+001, 9.6964624E+000
 1.0443914E+001, 9.6723732E+000
 1.0621723E+001, 9.6475312E+000
 1.0805089E+001, 9.6211748E+000
 1.0981787E+001, 9.5932381E+000
 1.1164521E+001, 9.5647537E+000
 1.1340842E+001, 9.5346136E+000
 1.1520220E+001, 9.5020342E+000
 1.1705203E+001, 9.4656732E+000
 1.1881436E+001, 9.4290637E+000
 1.2062910E+001, 9.3927729E+000
 1.2240798E+001, 9.3554387E+000
 1.2424365E+001, 9.3185869E+000
 1.2602686E+001, 9.2815553E+000
 1.2782710E+001, 9.2451094E+000
 1.2963897E+001, 9.2095532E+000
 1.3144615E+001, 9.1744269E+000
 1.3324410E+001, 9.1390246E+000
 1.3501755E+001, 9.1056276E+000
 1.3685130E+001, 9.0693873E+000
 1.3860763E+001, 9.0363041E+000
 1.4044083E+001, 9.0029600E+000
 1.4220105E+001, 8.9693815E+000
 1.4402853E+001, 8.9372188E+000
 1.4585600E+001, 8.9063851E+000
 1.4764171E+001, 8.8778582E+000
 1.4942611E+001, 8.8505974E+000
 1.5120536E+001, 8.8235791E+000
 1.5301023E+001, 8.7972283E+000
 1.5483572E+001, 8.7701088E+000
 1.5661326E+001, 8.7423702E+000
 1.5844185E+001, 8.7138667E+000
 1.6021502E+001, 8.6856681E+000
 1.6204360E+001, 8.6574079E+000
 1.6383124E+001, 8.6290988E+000
 1.6565145E+001, 8.6002830E+000
 1.6742590E+001, 8.5706626E+000
 1.6925391E+001, 8.5406752E+000
 1.7104409E+001, 8.5107994E+000
 1.7280834E+001, 8.4813956E+000
 1.7463182E+001, 8.4517686E+000
 1.7643817E+001, 8.4207663E+000
 1.7822332E+001, 8.3891620E+000
 1.8003724E+001, 8.3581538E+000
 1.8181532E+001, 8.3292026E+000
 1.8365223E+001, 8.3005288E+000
 1.8542232E+001, 8.2698700E+000
 1.8725429E+001, 8.2391776E+000
 1.8901403E+001, 8.2098089E+000
 1.9083243E+001, 8.1801531E+000
 1.9261846E+001, 8.1493047E+000
 1.9441309E+001, 8.1184220E+000
 1.9623986E+001, 8.0876395E+000
 1.9802204E+001, 8.0556561E+000
 1.9982043E+001, 8.0226798E+000
 2.0162102E+001, 7.9896352E+000
 2.0345018E+001, 7.9553962E+000
 2.0521629E+001, 7.9217865E+000
 2.0700276E+001, 7.8876634E+000
 2.0881366E+001, 7.8532427E+000
 2.1060049E+001, 7.8182550E+000
 2.1240513E+001, 7.7820404E+000
 2.1424078E+001, 7.7458870E+000
 2.1600498E+001, 7.7080511E+000
 2.1780879E+001, 7.6700704E+000
 2.1960778E+001, 7.6332418E+000
 2.2141078E+001, 7.5957954E+000
 2.2324107E+001, 7.5574860E+000
 2.2501555E+001, 7.5200467E+000
 2.2683470E+001, 7.4816937E+000
 2.2862191E+001, 7.4437431E+000
 2.3044638E+001, 7.4028825E+000
 2.3223208E+001, 7.3612196E+000
 2.3401778E+001, 7.3204549E+000
 2.3580108E+001, 7.2790117E+000
 2.3762349E+001, 7.2375570E+000
