s,kg
Time,"Fuel Load"
 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 9.9790857E+000
 3.8729833E-001, 9.9790571E+000
 5.8094750E-001, 9.9790283E+000
 7.7459667E-001, 9.9789990E+000
 9.5354474E-001, 9.9789696E+000
 1.1251423E+000, 9.9789404E+000
 1.2790824E+000, 9.9789105E+000
 1.4788745E+000, 9.9788741E+000
 1.6550775E+000, 9.9788282E+000
 1.8096675E+000, 9.9787807E+000
 2.0138893E+000, 9.9787203E+000
 2.1737648E+000, 9.9786480E+000
 2.3573681E+000, 9.9785659E+000
 2.5409715E+000, 9.9784615E+000
 2.7245748E+000, 9.9783374E+000
 2.9081781E+000, 9.9781923E+000
 3.0611809E+000, 9.9780406E+000
 3.2447842E+000, 9.9778693E+000
 3.4283875E+000, 9.9776593E+000
 3.6119909E+000, 9.9774228E+000
 3.7955942E+000, 9.9771576E+000
 3.9791975E+000, 9.9768618E+000
 4.1628008E+000, 9.9765328E+000
 4.3464042E+000, 9.9761679E+000
 4.5300075E+000, 9.9757645E+000
 4.6830103E+000, 9.9753588E+000
 4.8666136E+000, 9.9749138E+000
 5.0502169E+000, 9.9743817E+000
 5.2460605E+000, 9.9737786E+000
 5.4143635E+000, 9.9731401E+000
 5.5826666E+000, 9.9724901E+000
 5.7846302E+000, 9.9717009E+000
 5.9481007E+000, 9.9708357E+000
 6.1210691E+000, 9.9699360E+000
 6.3228656E+000, 9.9688138E+000
 6.4958340E+000, 9.9675207E+000
 6.6688024E+000, 9.9661128E+000
 6.8417708E+000, 9.9644135E+000
 7.0340663E+000, 9.9621722E+000
 7.2136938E+000, 9.9593467E+000
 7.3933213E+000, 9.9560134E+000
 7.5673719E+000, 9.9519120E+000
 7.7591669E+000, 9.9465746E+000
 7.9287201E+000, 9.9403511E+000
 8.1040215E+000, 9.9335388E+000
 8.2875319E+000, 9.9255886E+000
 8.4657027E+000, 9.9167745E+000
 8.6484841E+000, 9.9075420E+000
 8.8234334E+000, 9.8976961E+000
 9.0071715E+000, 9.8868179E+000
 9.1855623E+000, 9.8744378E+000
 9.3666184E+000, 9.8606303E+000
 9.5457373E+000, 9.8453059E+000
 9.7231075E+000, 9.8284265E+000
 9.9024828E+000, 9.8099334E+000
 1.0086955E+001, 9.7898147E+000
 1.0262029E+001, 9.7688772E+000
 1.0442899E+001, 9.7461436E+000
 1.0621161E+001, 9.7209545E+000
 1.0805788E+001, 9.6943875E+000
 1.0984050E+001, 9.6669569E+000
 1.1161035E+001, 9.6394302E+000
 1.1343201E+001, 9.6111420E+000
 1.1523964E+001, 9.5811087E+000
 1.1704054E+001, 9.5497188E+000
 1.1885269E+001, 9.5179176E+000
 1.2061981E+001, 9.4857159E+000
 1.2241798E+001, 9.4525649E+000
 1.2421145E+001, 9.4179695E+000
 1.2600308E+001, 9.3840231E+000
 1.2781284E+001, 9.3503921E+000
 1.2961413E+001, 9.3161229E+000
 1.3143514E+001, 9.2808410E+000
 1.3323175E+001, 9.2461266E+000
 1.3501292E+001, 9.2120413E+000
 1.3684499E+001, 9.1795033E+000
 1.3862616E+001, 9.1481631E+000
 1.4043228E+001, 9.1160376E+000
 1.4221243E+001, 9.0847635E+000
 1.4402758E+001, 9.0527920E+000
 1.4584274E+001, 9.0193895E+000
 1.4760579E+001, 8.9862211E+000
 1.4943179E+001, 8.9545276E+000
 1.5122170E+001, 8.9244424E+000
 1.5302499E+001, 8.8963790E+000
 1.5482944E+001, 8.8683670E+000
 1.5663390E+001, 8.8394754E+000
 1.5840859E+001, 8.8131843E+000
 1.6025372E+001, 8.7876339E+000
 1.6202827E+001, 8.7615903E+000
 1.6383610E+001, 8.7367139E+000
 1.6563523E+001, 8.7128307E+000
 1.6743167E+001, 8.6889153E+000
 1.6922810E+001, 8.6655359E+000
 1.7102454E+001, 8.6422970E+000
 1.7282098E+001, 8.6193738E+000
 1.7461742E+001, 8.5959323E+000
 1.7641385E+001, 8.5729293E+000
 1.7825040E+001, 8.5488435E+000
 1.8000126E+001, 8.5247022E+000
 1.8186300E+001, 8.4995917E+000
 1.8364750E+001, 8.4738337E+000
 1.8541806E+001, 8.4484946E+000
 1.8725033E+001, 8.4224625E+000
 1.8902030E+001, 8.3959815E+000
 1.9084737E+001, 8.3696183E+000
 1.9261735E+001, 8.3446823E+000
 1.9442856E+001, 8.3205030E+000
 1.9621993E+001, 8.2960842E+000
 1.9800118E+001, 8.2704403E+000
 1.9983278E+001, 8.2437007E+000
 2.0161205E+001, 8.2162490E+000
 2.0341748E+001, 8.1897073E+000
 2.0520198E+001, 8.1637109E+000
 2.0700501E+001, 8.1374557E+000
 2.0881166E+001, 8.1102111E+000
 2.1063117E+001, 8.0829711E+000
 2.1242203E+001, 8.0554256E+000
 2.1421445E+001, 8.0276604E+000
 2.1601796E+001, 7.9986843E+000
 2.1782860E+001, 7.9683438E+000
 2.1960948E+001, 7.9392917E+000
 2.2144891E+001, 7.9111606E+000
 2.2320616E+001, 7.8826508E+000
 2.2501510E+001, 7.8535197E+000
 2.2680140E+001, 7.8236460E+000
 2.2865216E+001, 7.7953428E+000
 2.3041512E+001, 7.7690135E+000
 2.3221414E+001, 7.7424274E+000
 2.3402977E+001, 7.7165268E+000
 2.3580119E+001, 7.6918831E+000
 2.3763119E+001, 7.6671384E+000
