s,kg
Time,"Fuel Load"
 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 1.0027606E+001
 3.8729833E-001, 1.0027570E+001
 5.8094750E-001, 1.0027534E+001
 7.7459667E-001, 1.0027497E+001
 9.0369611E-001, 1.0027466E+001
 1.1297914E+000, 1.0027429E+001
 1.2918024E+000, 1.0027386E+001
 1.4876560E+000, 1.0027340E+001
 1.6614295E+000, 1.0027286E+001
 1.8133039E+000, 1.0027230E+001
 2.0117586E+000, 1.0027162E+001
 2.1771376E+000, 1.0027079E+001
 2.3425165E+000, 1.0026991E+001
 2.5409712E+000, 1.0026877E+001
 2.7202624E+000, 1.0026737E+001
 2.8957209E+000, 1.0026586E+001
 3.0799523E+000, 1.0026414E+001
 3.2407893E+000, 1.0026228E+001
 3.4337936E+000, 1.0026014E+001
 3.6267980E+000, 1.0025754E+001
 3.7876350E+000, 1.0025489E+001
 3.9806393E+000, 1.0025195E+001
 4.1414763E+000, 1.0024873E+001
 4.3344806E+000, 1.0024519E+001
 4.5274850E+000, 1.0024095E+001
 4.6883219E+000, 1.0023669E+001
 4.8744999E+000, 1.0023211E+001
 5.0470251E+000, 1.0022694E+001
 5.2339273E+000, 1.0022137E+001
 5.4237050E+000, 1.0021497E+001
 5.5818531E+000, 1.0020852E+001
 5.7716307E+000, 1.0020146E+001
 5.9614084E+000, 1.0019298E+001
 6.1511861E+000, 1.0018353E+001
 6.3093342E+000, 1.0017383E+001
 6.4952210E+000, 1.0016288E+001
 6.6616539E+000, 1.0014970E+001
 6.8558256E+000, 1.0013317E+001
 7.0434072E+000, 1.0011122E+001
 7.2145136E+000, 1.0008535E+001
 7.3856199E+000, 1.0005485E+001
 7.5811700E+000, 1.0001481E+001
 7.7536832E+000, 9.9966360E+000
 7.9273116E+000, 9.9913583E+000
 8.1149040E+000, 9.9849247E+000
 8.2866564E+000, 9.9772646E+000
 8.4714861E+000, 9.9683058E+000
 8.6453533E+000, 9.9578483E+000
 8.8244871E+000, 9.9461696E+000
 9.0031137E+000, 9.9332986E+000
 9.1852212E+000, 9.9196645E+000
 9.3657655E+000, 9.9049777E+000
 9.5463098E+000, 9.8894367E+000
 9.7268541E+000, 9.8727741E+000
 9.9071302E+000, 9.8550397E+000
 1.0084478E+001, 9.8362793E+000
 1.0264197E+001, 9.8162338E+000
 1.0444460E+001, 9.7945945E+000
 1.0622399E+001, 9.7713714E+000
 1.0804597E+001, 9.7473730E+000
 1.0980870E+001, 9.7230502E+000
 1.1164691E+001, 9.6970758E+000
 1.1343768E+001, 9.6702306E+000
 1.1521671E+001, 9.6428024E+000
 1.1701990E+001, 9.6128387E+000
 1.1880325E+001, 9.5814658E+000
 1.2062609E+001, 9.5486834E+000
 1.2242824E+001, 9.5144367E+000
 1.2421922E+001, 9.4794968E+000
 1.2602457E+001, 9.4444901E+000
 1.2780052E+001, 9.4087797E+000
 1.2961789E+001, 9.3726089E+000
 1.3141625E+001, 9.3368737E+000
 1.3320283E+001, 9.3017355E+000
 1.3500297E+001, 9.2686208E+000
 1.3683645E+001, 9.2364607E+000
 1.3861754E+001, 9.2039292E+000
 1.4045101E+001, 9.1694926E+000
 1.4223210E+001, 9.1338489E+000
 1.4401319E+001, 9.1007833E+000
 1.4584666E+001, 9.0675313E+000
 1.4762775E+001, 9.0341763E+000
 1.4940884E+001, 9.0022781E+000
 1.5123120E+001, 8.9717483E+000
 1.5304142E+001, 8.9417411E+000
 1.5484228E+001, 8.9127232E+000
 1.5660642E+001, 8.8867495E+000
 1.5843239E+001, 8.8607341E+000
 1.6021778E+001, 8.8342175E+000
 1.6202287E+001, 8.8088972E+000
 1.6382864E+001, 8.7838566E+000
 1.6560704E+001, 8.7585650E+000
 1.6741281E+001, 8.7332621E+000
 1.6921256E+001, 8.7079429E+000
 1.7100027E+001, 8.6827469E+000
 1.7281163E+001, 8.6560752E+000
 1.7463940E+001, 8.6275056E+000
 1.7640821E+001, 8.5974247E+000
 1.7823599E+001, 8.5676673E+000
 1.8000480E+001, 8.5380714E+000
 1.8183257E+001, 8.5083991E+000
 1.8361007E+001, 8.4777966E+000
 1.8544039E+001, 8.4480101E+000
 1.8725199E+001, 8.4196038E+000
 1.8901030E+001, 8.3930871E+000
 1.9082617E+001, 8.3658630E+000
 1.9262909E+001, 8.3379830E+000
 1.9443568E+001, 8.3093796E+000
 1.9624215E+001, 8.2802829E+000
 1.9803108E+001, 8.2524295E+000
 1.9982918E+001, 8.2226109E+000
 2.0164529E+001, 8.1915111E+000
 2.0341649E+001, 8.1614562E+000
 2.0524495E+001, 8.1294954E+000
 2.0704735E+001, 8.0956736E+000
 2.0885039E+001, 8.0613645E+000
 2.1065344E+001, 8.0274027E+000
 2.1240013E+001, 7.9927718E+000
 2.1424924E+001, 7.9575708E+000
 2.1603420E+001, 7.9228229E+000
 2.1784995E+001, 7.8857158E+000
 2.1965101E+001, 7.8487790E+000
 2.2145208E+001, 7.8125696E+000
 2.2322831E+001, 7.7749951E+000
 2.2503481E+001, 7.7375430E+000
 2.2683806E+001, 7.6999599E+000
 2.2861119E+001, 7.6618327E+000
 2.3042939E+001, 7.6225332E+000
 2.3224760E+001, 7.5857323E+000
 2.3403484E+001, 7.5483588E+000
 2.3582533E+001, 7.5112589E+000
 2.3761582E+001, 7.4740214E+000
