s,kg
Time,"Fuel Load"
 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 6.4083285E+000
 3.8729833E-001, 6.4083045E+000
 5.8094750E-001, 6.4082802E+000
 7.7459667E-001, 6.4082551E+000
 9.4860791E-001, 6.4082297E+000
 1.1038948E+000, 6.4082051E+000
 1.2871962E+000, 6.4081773E+000
 1.4490251E+000, 6.4081459E+000
 1.6386193E+000, 6.4081099E+000
 1.8159333E+000, 6.4080668E+000
 2.0103787E+000, 6.4080153E+000
 2.1651011E+000, 6.4079589E+000
 2.3663500E+000, 6.4078909E+000
 2.5388491E+000, 6.4078080E+000
 2.7113482E+000, 6.4077189E+000
 2.8838473E+000, 6.4076169E+000
 3.0850963E+000, 6.4074901E+000
 3.2458247E+000, 6.4073495E+000
 3.4264750E+000, 6.4071991E+000
 3.6071252E+000, 6.4070205E+000
 3.7877755E+000, 6.4068198E+000
 3.9684257E+000, 6.4065954E+000
 4.1490760E+000, 6.4063454E+000
 4.3297262E+000, 6.4060682E+000
 4.5103765E+000, 6.4057618E+000
 4.6910267E+000, 6.4054244E+000
 4.8716770E+000, 6.4050543E+000
 5.0523273E+000, 6.4046496E+000
 5.2329775E+000, 6.4042077E+000
 5.4136278E+000, 6.4037257E+000
 5.5942780E+000, 6.4032004E+000
 5.7749283E+000, 6.4026280E+000
 5.9494763E+000, 6.4020137E+000
 6.1315249E+000, 6.4013377E+000
 6.3135736E+000, 6.4005867E+000
 6.4956222E+000, 6.3997608E+000
 6.6776708E+000, 6.3988478E+000
 6.8597194E+000, 6.3978311E+000
 7.0417680E+000, 6.3966871E+000
 7.2010606E+000, 6.3954709E+000
 7.3831092E+000, 6.3940653E+000
 7.5651578E+000, 6.3922909E+000
 7.7576989E+000, 6.3900453E+000
 7.9201258E+000, 6.3874612E+000
 8.1028560E+000, 6.3844291E+000
 8.2855863E+000, 6.3805110E+000
 8.4667827E+000, 6.3756304E+000
 8.6455529E+000, 6.3698162E+000
 8.8206435E+000, 6.3629774E+000
 9.0086300E+000, 6.3546747E+000
 9.1849383E+000, 6.3450634E+000
 9.3607721E+000, 6.3347023E+000
 9.5408317E+000, 6.3234049E+000
 9.7213140E+000, 6.3110875E+000
 9.9084787E+000, 6.2973722E+000
 1.0084254E+001, 6.2825984E+000
 1.0266400E+001, 6.2667414E+000
 1.0440957E+001, 6.2502952E+000
 1.0623385E+001, 6.2337197E+000
 1.0801802E+001, 6.2172855E+000
 1.0986010E+001, 6.2017185E+000
 1.1166147E+001, 6.1864129E+000
 1.1343546E+001, 6.1715139E+000
 1.1524507E+001, 6.1574493E+000
 1.1705469E+001, 6.1443334E+000
 1.1882911E+001, 6.1316602E+000
 1.2064380E+001, 6.1187700E+000
 1.2246462E+001, 6.1053985E+000
 1.2421801E+001, 6.0916703E+000
 1.2603883E+001, 6.0774523E+000
 1.2786640E+001, 6.0628251E+000
 1.2964676E+001, 6.0486470E+000
 1.3141151E+001, 6.0353928E+000
 1.3324186E+001, 6.0224683E+000
 1.3507220E+001, 6.0094804E+000
 1.3681446E+001, 5.9967509E+000
 1.3865916E+001, 5.9840538E+000
 1.4043798E+001, 5.9717183E+000
 1.4223196E+001, 5.9601393E+000
 1.4403667E+001, 5.9488139E+000
 1.4580981E+001, 5.9382873E+000
 1.4763267E+001, 5.9277787E+000
 1.4943730E+001, 5.9174186E+000
 1.5124193E+001, 5.9069166E+000
 1.5305833E+001, 5.8967624E+000
 1.5483181E+001, 5.8874587E+000
 1.5661583E+001, 5.8782365E+000
 1.5840275E+001, 5.8692379E+000
 1.6026714E+001, 5.8603222E+000
 1.6201331E+001, 5.8516534E+000
 1.6383661E+001, 5.8428279E+000
 1.6560423E+001, 5.8335658E+000
 1.6744870E+001, 5.8238479E+000
 1.6927011E+001, 5.8137611E+000
 1.7104541E+001, 5.8033753E+000
 1.7283845E+001, 5.7929046E+000
 1.7463833E+001, 5.7824352E+000
 1.7643822E+001, 5.7718257E+000
 1.7823810E+001, 5.7610358E+000
 1.8003799E+001, 5.7502943E+000
 1.8183787E+001, 5.7394098E+000
 1.8366220E+001, 5.7283184E+000
 1.8541153E+001, 5.7176304E+000
 1.8722814E+001, 5.7068739E+000
 1.8904476E+001, 5.6957193E+000
 1.9086137E+001, 5.6843909E+000
 1.9261070E+001, 5.6736587E+000
 1.9442731E+001, 5.6634299E+000
 1.9624393E+001, 5.6534911E+000
 1.9806862E+001, 5.6436494E+000
 1.9986771E+001, 5.6336655E+000
 2.0166040E+001, 5.6239771E+000
 2.0344779E+001, 5.6142501E+000
 2.0526679E+001, 5.6038529E+000
 2.0703229E+001, 5.5936560E+000
 2.0887135E+001, 5.5831898E+000
 2.1063685E+001, 5.5723931E+000
 2.1240235E+001, 5.5618452E+000
 2.1424141E+001, 5.5515470E+000
 2.1606576E+001, 5.5415171E+000
 2.1780893E+001, 5.5319646E+000
 2.1962473E+001, 5.5226597E+000
 2.2144054E+001, 5.5132519E+000
 2.2325634E+001, 5.5036715E+000
 2.2507214E+001, 5.4937803E+000
 2.2685889E+001, 5.4836687E+000
 2.2861658E+001, 5.4738114E+000
 2.3043045E+001, 5.4639963E+000
 2.3223412E+001, 5.4541722E+000
 2.3403122E+001, 5.4444823E+000
 2.3584898E+001, 5.4347146E+000
 2.3766673E+001, 5.4247958E+000
