s,kg
Time,"Fuel Load"
 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 4.1076661E+000
 3.8729833E-001, 4.1076544E+000
 5.8094750E-001, 4.1076425E+000
 7.7459667E-001, 4.1076300E+000
 9.4826322E-001, 4.1076169E+000
 1.1002755E+000, 4.1076036E+000
 1.2788111E+000, 4.1075882E+000
 1.4410679E+000, 4.1075696E+000
 1.6303623E+000, 4.1075467E+000
 1.8039314E+000, 4.1075179E+000
 1.9996342E+000, 4.1074815E+000
 2.1742765E+000, 4.1074364E+000
 2.3447067E+000, 4.1073855E+000
 2.5435419E+000, 4.1073198E+000
 2.7139721E+000, 4.1072415E+000
 2.8844022E+000, 4.1071563E+000
 3.0832374E+000, 4.1070485E+000
 3.2479698E+000, 4.1069255E+000
 3.4268626E+000, 4.1067911E+000
 3.6057554E+000, 4.1066325E+000
 3.7846483E+000, 4.1064521E+000
 3.9635411E+000, 4.1062478E+000
 4.1424339E+000, 4.1060178E+000
 4.3213268E+000, 4.1057598E+000
 4.5002196E+000, 4.1054717E+000
 4.7046685E+000, 4.1051264E+000
 4.8835614E+000, 4.1047413E+000
 5.0624542E+000, 4.1043410E+000
 5.2413470E+000, 4.1038977E+000
 5.4202399E+000, 4.1034067E+000
 5.5991327E+000, 4.1028618E+000
 5.7633892E+000, 4.1022784E+000
 5.9444201E+000, 4.1016261E+000
 6.1254510E+000, 4.1008614E+000
 6.3041556E+000, 4.1000001E+000
 6.4868784E+000, 4.0990021E+000
 6.6696012E+000, 4.0978274E+000
 6.8523240E+000, 4.0964126E+000
 7.0226261E+000, 4.0947061E+000
 7.2122432E+000, 4.0924765E+000
 7.3927441E+000, 4.0895679E+000
 7.5777602E+000, 4.0859683E+000
 7.7561162E+000, 4.0815960E+000
 7.9344722E+000, 4.0763451E+000
 8.1039658E+000, 4.0700651E+000
 8.2815840E+000, 4.0625312E+000
 8.4659083E+000, 4.0530021E+000
 8.6430053E+000, 4.0417099E+000
 8.8288804E+000, 4.0290446E+000
 9.0059055E+000, 4.0153018E+000
 9.1827555E+000, 4.0018053E+000
 9.3616789E+000, 3.9886037E+000
 9.5457431E+000, 3.9746855E+000
 9.7226566E+000, 3.9605316E+000
 9.9010516E+000, 3.9466236E+000
 1.0081736E+001, 3.9321332E+000
 1.0260031E+001, 3.9181373E+000
 1.0444411E+001, 3.9053554E+000
 1.0620045E+001, 3.8947302E+000
 1.0802415E+001, 3.8856303E+000
 1.0980634E+001, 3.8777915E+000
 1.1165708E+001, 3.8715481E+000
 1.1343927E+001, 3.8658334E+000
 1.1522146E+001, 3.8607401E+000
 1.1702353E+001, 3.8563800E+000
 1.1884822E+001, 3.8528494E+000
 1.2067290E+001, 3.8499039E+000
 1.2243953E+001, 3.8475055E+000
 1.2426422E+001, 3.8455129E+000
 1.2605059E+001, 3.8442564E+000
 1.2786105E+001, 3.8435553E+000
 1.2973112E+001, 3.8429042E+000
 1.3146761E+001, 3.8423966E+000
 1.3320410E+001, 3.8417675E+000
 1.3507417E+001, 3.8410495E+000
 1.3681066E+001, 3.8404386E+000
 1.3868073E+001, 3.8398194E+000
 1.4041722E+001, 3.8391677E+000
 1.4234206E+001, 3.8385445E+000
 1.4411996E+001, 3.8378469E+000
 1.4589786E+001, 3.8370878E+000
 1.4767576E+001, 3.8363501E+000
 1.4945366E+001, 3.8355465E+000
 1.5123156E+001, 3.8346710E+000
 1.5300196E+001, 3.8339317E+000
 1.5485881E+001, 3.8331639E+000
 1.5672995E+001, 3.8323191E+000
 1.5845825E+001, 3.8314856E+000
 1.6034367E+001, 3.8306493E+000
 1.6207197E+001, 3.8298296E+000
 1.6391908E+001, 3.8290593E+000
 1.6573066E+001, 3.8283200E+000
 1.6740288E+001, 3.8276366E+000
 1.6921446E+001, 3.8269593E+000
 1.7102603E+001, 3.8262283E+000
 1.7283761E+001, 3.8255212E+000
 1.7464919E+001, 3.8247855E+000
 1.7646077E+001, 3.8240109E+000
 1.7827234E+001, 3.8231836E+000
 1.8006998E+001, 3.8223021E+000
 1.8190943E+001, 3.8213440E+000
 1.8374888E+001, 3.8203057E+000
 1.8543504E+001, 3.8192852E+000
 1.8727449E+001, 3.8182787E+000
 1.8911393E+001, 3.8172289E+000
 1.9080009E+001, 3.8162221E+000
 1.9263954E+001, 3.8152355E+000
 1.9447899E+001, 3.8142032E+000
 1.9631844E+001, 3.8131092E+000
 1.9800460E+001, 3.8119940E+000
 1.9984404E+001, 3.8108316E+000
 2.0168349E+001, 3.8095850E+000
 2.0352294E+001, 3.8083544E+000
 2.0533115E+001, 3.8072006E+000
 2.0712398E+001, 3.8061420E+000
 2.0891681E+001, 3.8050984E+000
 2.1070964E+001, 3.8040083E+000
 2.1250247E+001, 3.8029106E+000
 2.1429530E+001, 3.8018517E+000
 2.1608813E+001, 3.8008096E+000
 2.1788096E+001, 3.7997991E+000
 2.1967379E+001, 3.7988732E+000
 2.2143904E+001, 3.7980235E+000
 2.2325945E+001, 3.7972259E+000
 2.2507986E+001, 3.7964303E+000
 2.2690028E+001, 3.7956674E+000
 2.2869035E+001, 3.7949084E+000
 2.3052593E+001, 3.7941604E+000
 2.3221133E+001, 3.7934588E+000
 2.3404691E+001, 3.7928138E+000
 2.3588250E+001, 3.7922251E+000
 2.3771808E+001, 3.7917069E+000
