s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_FUEL VAPOR,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 3.6000000E+001,-1.3341846E-001, 3.2579081E-008, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5866582E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 3.6052958E+001,-4.6303319E-002,-3.9475295E-002,-4.4747744E-002, 0.0000000E+000, 0.0000000E+000,-4.3087941E+000, 2.2190184E+001, 3.1613637E+001,-5.1699727E-009, 9.6974759E-006, 5.8621866E-009, 2.2251498E-004
 3.8729835E-001, 3.6136872E+001,-1.1364225E-001,-1.5898512E-001,-2.3548302E-001, 0.0000000E+000, 0.0000000E+000,-1.1104126E+001, 2.6206680E+001, 2.4524636E+001,-7.7132273E-009, 9.7469597E-006, 8.7459606E-009, 2.2335508E-004
 5.8094752E-001, 3.6159643E+001,-2.3550198E-001,-3.0168886E-001,-4.2148870E-001, 0.0000000E+000, 0.0000000E+000,-1.4372358E+001, 2.2278443E+001, 2.0828605E+001,-7.8178763E-009, 9.8963175E-006, 8.8646213E-009, 2.2566836E-004
 7.7459669E-001, 3.6168290E+001,-3.6235039E-001,-3.7460273E-001,-5.2616457E-001, 0.0000000E+000, 0.0000000E+000,-1.7829279E+001, 1.8786318E+001, 1.7075893E+001,-8.2949552E-009, 1.0231176E-005, 9.4055769E-009, 2.3014373E-004
 9.5417970E-001, 3.6178580E+001,-4.8486149E-001,-3.3561693E-001,-5.3952404E-001, 0.0000000E+000, 0.0000000E+000,-2.1628763E+001, 1.4632549E+001, 1.3189815E+001,-9.5581458E-009, 1.0963543E-005, 1.0837898E-008, 2.3837449E-004
 1.1267296E+000, 3.6192381E+001,-5.9574143E-001,-1.9644066E-001,-4.6615349E-001, 0.0000000E+000, 0.0000000E+000,-2.3982291E+001, 1.1522086E+001, 1.0951755E+001,-1.2718826E-008, 1.2514836E-005, 1.4421765E-008, 2.5254481E-004
 1.2870100E+000, 3.6223065E+001,-6.7458570E-001,-1.3727801E-002,-3.7032825E-001, 0.0000000E+000, 0.0000000E+000,-2.3920370E+001, 1.0712689E+001, 1.1244053E+001,-2.0698453E-008, 1.5493699E-005, 2.3469794E-008, 2.7448806E-004
 1.4411554E+000, 3.6273255E+001,-7.1944943E-001, 1.1758095E-001,-3.3801291E-001, 0.0000000E+000, 0.0000000E+000,-2.2965139E+001, 1.1774498E+001, 1.2368234E+001,-3.5445230E-008, 1.9799290E-005, 4.0191035E-008, 3.0150451E-004
 1.6290503E+000, 3.6351429E+001,-7.5052702E-001, 1.0273131E-001,-3.5491609E-001, 0.0000000E+000, 0.0000000E+000,-2.2238587E+001, 1.2760203E+001, 1.3110130E+001,-5.6604862E-008, 2.5428882E-005, 6.4183756E-008, 3.3372390E-004
 1.8303682E+000, 3.6463417E+001,-7.7381434E-001,-3.9393471E-002,-3.8405773E-001, 0.0000000E+000, 0.0000000E+000,-2.1731302E+001, 1.3360299E+001, 1.3534849E+001,-8.6006052E-008, 3.3101219E-005, 9.7521507E-008, 3.7475183E-004
 2.0005519E+000, 3.6601509E+001,-7.8984192E-001,-1.1354108E-001,-4.0031818E-001, 0.0000000E+000, 0.0000000E+000,-2.0856414E+001, 1.4235763E+001, 1.4441393E+001,-1.2363610E-007, 4.2516307E-005, 1.4018988E-007, 4.2130350E-004
 2.1707356E+000, 3.6750226E+001,-7.8089344E-001,-5.8821430E-002,-4.0368411E-001, 0.0000000E+000, 0.0000000E+000,-1.9845424E+001, 1.5449580E+001, 1.5661403E+001,-1.6865317E-007, 5.3315946E-005, 1.9123435E-007, 4.7062324E-004
 2.3409195E+000, 3.6938967E+001,-8.1643408E-001, 2.0118836E-002,-3.9851437E-001, 0.0000000E+000, 0.0000000E+000,-1.9494859E+001, 1.6109663E+001, 1.6249278E+001,-2.2656182E-007, 6.6288376E-005, 2.5689646E-007, 5.2584981E-004
 2.5451400E+000, 3.7188392E+001,-8.7608402E-001, 2.8321218E-002,-3.8896633E-001, 0.0000000E+000, 0.0000000E+000,-1.9610578E+001, 1.6265767E+001, 1.6341085E+001,-3.0509660E-007, 8.2615225E-005, 3.4594635E-007, 5.9130148E-004
 2.7153237E+000, 3.7468195E+001,-9.4608640E-001,-1.0580652E-003,-3.8394940E-001, 0.0000000E+000, 0.0000000E+000,-2.0240041E+001, 1.5943088E+001, 1.5897060E+001,-3.9304092E-007, 1.0046556E-004, 4.4566565E-007, 6.5985753E-004
 2.8855076E+000, 3.7744958E+001,-1.0084598E+000, 1.9717469E-002,-3.8550785E-001, 0.0000000E+000, 0.0000000E+000,-2.1097878E+001, 1.5342647E+001, 1.5272831E+001,-4.7841217E-007, 1.1792832E-004, 5.4246736E-007, 7.2466302E-004
 3.0897281E+000, 3.8077389E+001,-1.0761242E+000, 8.5997699E-002,-3.9222782E-001, 0.0000000E+000, 0.0000000E+000,-2.1899294E+001, 1.4710012E+001, 1.4795740E+001,-5.8016286E-007, 1.3894914E-004, 6.5784157E-007, 7.9989472E-004
 3.2558172E+000, 3.8445596E+001,-1.1616342E+000, 1.2757478E-001,-4.0284242E-001, 0.0000000E+000, 0.0000000E+000,-2.2078216E+001, 1.4726712E+001, 1.4930478E+001,-6.9234270E-007, 1.6185422E-004, 7.8504130E-007, 8.7868412E-004
 3.4354684E+000, 3.8832215E+001,-1.2347771E+000, 1.2112117E-001,-4.1173304E-001, 0.0000000E+000, 0.0000000E+000,-2.1935652E+001, 1.5175896E+001, 1.5371173E+001,-8.0865667E-007, 1.8523518E-004, 9.1692869E-007, 9.5593604E-004
 3.6057377E+000, 3.9238038E+001,-1.2778366E+000, 1.1376937E-001,-4.1616067E-001, 0.0000000E+000, 0.0000000E+000,-2.1835281E+001, 1.5698718E+001, 1.5822530E+001,-9.3757604E-007, 2.1048282E-004, 1.0631092E-006, 1.0364890E-003
 3.8008418E+000, 3.9693081E+001,-1.3452647E+000, 1.5423901E-001,-4.1654995E-001, 0.0000000E+000, 0.0000000E+000,-2.1997220E+001, 1.5968056E+001, 1.6088286E+001,-1.0856735E-006, 2.3878568E-004, 1.2310357E-006, 1.1237031E-003
 3.9602277E+000, 4.0172153E+001,-1.4211721E+000, 1.9723059E-001,-4.1488882E-001, 0.0000000E+000, 0.0000000E+000,-2.2345861E+001, 1.6054993E+001, 1.6187461E+001,-1.2420488E-006, 2.6863575E-004, 1.4083482E-006, 1.2124763E-003
 4.1488342E+000, 4.0663211E+001,-1.4881363E+000, 2.1835164E-001,-4.1315048E-001, 0.0000000E+000, 0.0000000E+000,-2.2724371E+001, 1.6137760E+001, 1.6255904E+001,-1.4101594E-006, 3.0053848E-004, 1.5989674E-006, 1.3034636E-003
 4.3241587E+000, 4.1212021E+001,-1.5875875E+000, 2.4365021E-001,-4.1185891E-001, 0.0000000E+000, 0.0000000E+000,-2.3030354E+001, 1.6261846E+001, 1.6425871E+001,-1.6009531E-006, 3.3629305E-004, 1.8153067E-006, 1.4010222E-003
 4.5287042E+000, 4.1873083E+001,-1.6993229E+000, 2.8620656E-001,-4.0956383E-001, 0.0000000E+000, 0.0000000E+000,-2.3222749E+001, 1.6653088E+001, 1.6827654E+001,-1.8192971E-006, 3.7657302E-004, 2.0628850E-006, 1.5053086E-003
 4.6855302E+000, 4.2592146E+001,-1.8129285E+000, 3.1568046E-001,-4.0606959E-001, 0.0000000E+000, 0.0000000E+000,-2.3477098E+001, 1.7070275E+001, 1.7211730E+001,-2.0448893E-006, 4.1771626E-004, 2.3186820E-006, 1.6068672E-003
 4.8684936E+000, 4.3235878E+001,-1.8592987E+000, 3.3723127E-001,-4.0307632E-001, 0.0000000E+000, 0.0000000E+000,-2.3814528E+001, 1.7379736E+001, 1.7496207E+001,-2.2707675E-006, 4.5863496E-004, 2.5748033E-006, 1.7038272E-003
 5.0514574E+000, 4.3989898E+001,-1.9863556E+000, 3.7784797E-001,-4.0118223E-001, 0.0000000E+000, 0.0000000E+000,-2.4182800E+001, 1.7697323E+001, 1.7797408E+001,-2.5328945E-006, 5.0597222E-004, 2.8720268E-006, 1.8120308E-003
 5.2344208E+000, 4.4811067E+001,-2.0692628E+000, 4.3115551E-001,-4.0212923E-001, 0.0000000E+000, 0.0000000E+000,-2.4543831E+001, 1.8074292E+001, 1.8227000E+001,-2.8160734E-006, 5.5702066E-004, 3.1931209E-006, 1.9240125E-003
 5.4173846E+000, 4.5697574E+001,-2.1845843E+000, 4.6510238E-001,-4.0624331E-001, 0.0000000E+000, 0.0000000E+000,-2.4829162E+001, 1.8572797E+001, 1.8742687E+001,-3.1227005E-006, 6.1207595E-004, 3.5408027E-006, 2.0391540E-003
 5.6003480E+000, 4.6648753E+001,-2.3243981E+000, 5.0669811E-001,-4.1148359E-001, 0.0000000E+000, 0.0000000E+000,-2.5055020E+001, 1.9159841E+001, 1.9364549E+001,-3.4550982E-006, 6.7106382E-004, 3.9177055E-006, 2.1559622E-003
