s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_FUEL VAPOR,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 3.6000000E+001,-1.2338800E-001, 9.1809934E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5876612E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 3.6057736E+001,-4.4535600E-002,-3.6003068E-002,-4.4749012E-002, 0.0000000E+000, 0.0000000E+000,-4.2762241E+000, 2.2195320E+001, 3.1656224E+001,-5.6352844E-009, 1.0572626E-005, 6.3897995E-009, 2.2141018E-004
 3.8729835E-001, 3.6149210E+001,-1.1201982E-001,-1.4202813E-001,-2.3524261E-001, 0.0000000E+000, 0.0000000E+000,-1.0680552E+001, 2.6514679E+001, 2.4979368E+001,-8.4087386E-009, 1.0622488E-005, 9.5345948E-009, 2.2218201E-004
 5.8094752E-001, 3.6173927E+001,-2.3256541E-001,-2.7576190E-001,-4.2146497E-001, 0.0000000E+000, 0.0000000E+000,-1.3564302E+001, 2.2974088E+001, 2.1679833E+001,-8.4988689E-009, 1.0767876E-005, 9.6367928E-009, 2.2423954E-004
 7.7459669E-001, 3.6182985E+001,-3.5462514E-001,-3.5500377E-001,-5.2662481E-001, 0.0000000E+000, 0.0000000E+000,-1.6958856E+001, 1.9693747E+001, 1.7987875E+001,-8.9498797E-009, 1.1079828E-005, 1.0148190E-008, 2.2807664E-004
 9.5384365E-001, 3.6193121E+001,-4.7109819E-001,-3.2927269E-001,-5.4572649E-001, 0.0000000E+000, 0.0000000E+000,-2.0974905E+001, 1.5392026E+001, 1.3872118E+001,-1.0096631E-008, 1.1723612E-005, 1.1448481E-008, 2.3484974E-004
 1.1258895E+000, 3.6204756E+001,-5.7653238E-001,-2.0871094E-001,-4.9070000E-001, 0.0000000E+000, 0.0000000E+000,-2.3326185E+001, 1.2219716E+001, 1.1602628E+001,-1.2636764E-008, 1.2938432E-005, 1.4328716E-008, 2.4569890E-004
 1.2829994E+000, 3.6228591E+001,-6.5193467E-001,-4.3376450E-002,-4.0865439E-001, 0.0000000E+000, 0.0000000E+000,-2.3675922E+001, 1.1187215E+001, 1.1448704E+001,-1.8109255E-008, 1.5071872E-005, 2.0533926E-008, 2.6158705E-004
 1.4825217E+000, 3.6271646E+001,-7.0103599E-001, 9.7869607E-002,-3.6502896E-001, 0.0000000E+000, 0.0000000E+000,-2.3075793E+001, 1.1847727E+001, 1.2227658E+001,-3.0070993E-008, 1.8840371E-005, 3.4097235E-008, 2.8523393E-004
 1.6557930E+000, 3.6343181E+001,-7.2753215E-001, 8.0535660E-002,-3.7305669E-001, 0.0000000E+000, 0.0000000E+000,-2.2547959E+001, 1.2498099E+001, 1.2775169E+001,-4.8340508E-008, 2.4129935E-005, 5.4812878E-008, 3.1488552E-004
 1.8095964E+000, 3.6425204E+001,-7.4708656E-001,-3.8318002E-002,-3.9697137E-001, 0.0000000E+000, 0.0000000E+000,-2.2256325E+001, 1.2854255E+001, 1.2986503E+001,-6.9406518E-008, 2.9908679E-005, 7.8699441E-008, 3.4469348E-004
 1.9884809E+000, 3.6527933E+001,-7.6432507E-001,-1.1550630E-001,-4.1641436E-001, 0.0000000E+000, 0.0000000E+000,-2.1597523E+001, 1.3491376E+001, 1.3634164E+001,-9.7578847E-008, 3.7177976E-005, 1.1064380E-007, 3.7953411E-004
 2.1924462E+000, 3.6677587E+001,-7.6645127E-001,-5.8056693E-002,-4.2412597E-001, 0.0000000E+000, 0.0000000E+000,-2.0919585E+001, 1.4400311E+001, 1.4509368E+001,-1.4080705E-007, 4.7735835E-005, 1.5965988E-007, 4.2630165E-004
 2.3624175E+000, 3.6865163E+001,-7.9223535E-001, 2.8631608E-002,-4.1854120E-001, 0.0000000E+000, 0.0000000E+000,-2.0792451E+001, 1.4769309E+001, 1.4890567E+001,-1.9755706E-007, 6.0722013E-005, 2.2400821E-007, 4.7929553E-004
 2.5323884E+000, 3.7077060E+001,-8.5283212E-001, 2.2529737E-002,-4.0740602E-001, 0.0000000E+000, 0.0000000E+000,-2.0914988E+001, 1.4870452E+001, 1.4924364E+001,-2.6416449E-007, 7.4952875E-005, 2.9953380E-007, 5.3340829E-004
 2.7023597E+000, 3.7321922E+001,-9.2294935E-001,-1.5676548E-002,-3.9652717E-001, 0.0000000E+000, 0.0000000E+000,-2.1502013E+001, 1.4590203E+001, 1.4484757E+001,-3.4298757E-007, 9.1049341E-005, 3.8891059E-007, 5.9142424E-004
 2.9165232E+000, 3.7624218E+001,-9.9078927E-001, 9.5107021E-003,-3.8855447E-001, 0.0000000E+000, 0.0000000E+000,-2.2232115E+001, 1.4060253E+001, 1.4022270E+001,-4.4396467E-007, 1.1096247E-004, 5.0340763E-007, 6.6007895E-004
