s,kg
Time,"Fuel Load"
 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 1.4969627E+001
 3.8729833E-001, 1.4969560E+001
 5.8094750E-001, 1.4969494E+001
 7.7459667E-001, 1.4969427E+001
 9.4818276E-001, 1.4969361E+001
 1.1117373E+000, 1.4969300E+001
 1.2641463E+000, 1.4969239E+001
 1.4599278E+000, 1.4969169E+001
 1.6384464E+000, 1.4969086E+001
 1.8224318E+000, 1.4968997E+001
 1.9904992E+000, 1.4968902E+001
 2.1921801E+000, 1.4968792E+001
 2.3602474E+000, 1.4968668E+001
 2.5283148E+000, 1.4968541E+001
 2.7299957E+000, 1.4968383E+001
 2.8980630E+000, 1.4968206E+001
 3.0661304E+000, 1.4968027E+001
 3.2678113E+000, 1.4967809E+001
 3.4358786E+000, 1.4967569E+001
 3.6207528E+000, 1.4967320E+001
 3.8056269E+000, 1.4967031E+001
 3.9905010E+000, 1.4966715E+001
 4.1753751E+000, 1.4966369E+001
 4.3232744E+000, 1.4966033E+001
 4.5081485E+000, 1.4965671E+001
 4.7119064E+000, 1.4965214E+001
 4.8741667E+000, 1.4964752E+001
 5.0494078E+000, 1.4964303E+001
 5.2278942E+000, 1.4963800E+001
 5.4063805E+000, 1.4963261E+001
 5.5848669E+000, 1.4962690E+001
 5.7835835E+000, 1.4962044E+001
 5.9427361E+000, 1.4961394E+001
 6.1272725E+000, 1.4960732E+001
 6.3275225E+000, 1.4959939E+001
 6.4991655E+000, 1.4959125E+001
 6.6708084E+000, 1.4958323E+001
 6.8424513E+000, 1.4957469E+001
 7.0427014E+000, 1.4956478E+001
 7.2143444E+000, 1.4955413E+001
 7.3859873E+000, 1.4954352E+001
 7.5862374E+000, 1.4953100E+001
 7.7606612E+000, 1.4951695E+001
 7.9350849E+000, 1.4950244E+001
 8.1095087E+000, 1.4948595E+001
 8.2839325E+000, 1.4946683E+001
 8.4832739E+000, 1.4944206E+001
 8.6551350E+000, 1.4941163E+001
 8.8339744E+000, 1.4937607E+001
 9.0171352E+000, 1.4933233E+001
 9.1846412E+000, 1.4928387E+001
 9.3632015E+000, 1.4923007E+001
 9.5514897E+000, 1.4916625E+001
 9.7228982E+000, 1.4909600E+001
 9.9034005E+000, 1.4901946E+001
 1.0090447E+001, 1.4892862E+001
 1.0264609E+001, 1.4882627E+001
 1.0445675E+001, 1.4871307E+001
 1.0620060E+001, 1.4858632E+001
 1.0805253E+001, 1.4844413E+001
 1.0983703E+001, 1.4828211E+001
 1.1165410E+001, 1.4810135E+001
 1.1343575E+001, 1.4790450E+001
 1.1520540E+001, 1.4769365E+001
 1.1704879E+001, 1.4746197E+001
 1.1881845E+001, 1.4721228E+001
 1.2066252E+001, 1.4693733E+001
 1.2243422E+001, 1.4663014E+001
 1.2423650E+001, 1.4630455E+001
 1.2600495E+001, 1.4597584E+001
 1.2785849E+001, 1.4562583E+001
 1.2965752E+001, 1.4525308E+001
 1.3145149E+001, 1.4487392E+001
 1.3321520E+001, 1.4448717E+001
 1.3501744E+001, 1.4407976E+001
 1.3682411E+001, 1.4364706E+001
 1.3862205E+001, 1.4318613E+001
 1.4042816E+001, 1.4267373E+001
 1.4223093E+001, 1.4213941E+001
 1.4400461E+001, 1.4159722E+001
 1.4580092E+001, 1.4103221E+001
 1.4763507E+001, 1.4042189E+001
 1.4944488E+001, 1.3979662E+001
 1.5121914E+001, 1.3915817E+001
 1.5302641E+001, 1.3852488E+001
 1.5481559E+001, 1.3788734E+001
 1.5662672E+001, 1.3719909E+001
 1.5844171E+001, 1.3654110E+001
 1.6020148E+001, 1.3588029E+001
 1.6201062E+001, 1.3523949E+001
 1.6380802E+001, 1.3457079E+001
 1.6562102E+001, 1.3396005E+001
 1.6740780E+001, 1.3330497E+001
 1.6922754E+001, 1.3268722E+001
 1.7104429E+001, 1.3208398E+001
 1.7281679E+001, 1.3150444E+001
 1.7461565E+001, 1.3094584E+001
 1.7644776E+001, 1.3041250E+001
 1.7820823E+001, 1.2992377E+001
 1.8000082E+001, 1.2947774E+001
 1.8184657E+001, 1.2905489E+001
 1.8362946E+001, 1.2864205E+001
 1.8543479E+001, 1.2827783E+001
 1.8724287E+001, 1.2792702E+001
 1.8900587E+001, 1.2758916E+001
 1.9081827E+001, 1.2724585E+001
 1.9265647E+001, 1.2692938E+001
 1.9440967E+001, 1.2665429E+001
 1.9622131E+001, 1.2637711E+001
 1.9801876E+001, 1.2610207E+001
 1.9982607E+001, 1.2583175E+001
 2.0160845E+001, 1.2558913E+001
 2.0341911E+001, 1.2533844E+001
 2.0524127E+001, 1.2508243E+001
 2.0702478E+001, 1.2483335E+001
 2.0884200E+001, 1.2458445E+001
 2.1060959E+001, 1.2433848E+001
 2.1245286E+001, 1.2408756E+001
 2.1424162E+001, 1.2382656E+001
 2.1604800E+001, 1.2356265E+001
 2.1785438E+001, 1.2329597E+001
 2.1963142E+001, 1.2302299E+001
 2.2140741E+001, 1.2273920E+001
 2.2322519E+001, 1.2244150E+001
 2.2500727E+001, 1.2214990E+001
 2.2682844E+001, 1.2185935E+001
 2.2861209E+001, 1.2155044E+001
 2.3040066E+001, 1.2122270E+001
 2.3220297E+001, 1.2088625E+001
 2.3404584E+001, 1.2054265E+001
 2.3583141E+001, 1.2020638E+001
 2.3761699E+001, 1.1988198E+001
