s,kg
Time,"Fuel Load"
 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 1.6351610E+001
 3.8729833E-001, 1.6351557E+001
 5.8094750E-001, 1.6351504E+001
 7.7459667E-001, 1.6351451E+001
 9.5372158E-001, 1.6351398E+001
 1.1255844E+000, 1.6351346E+001
 1.2974471E+000, 1.6351294E+001
 1.4594381E+000, 1.6351237E+001
 1.6414994E+000, 1.6351172E+001
 1.8325992E+000, 1.6351094E+001
 2.0117449E+000, 1.6351009E+001
 2.1661143E+000, 1.6350922E+001
 2.3606197E+000, 1.6350821E+001
 2.5304260E+000, 1.6350702E+001
 2.7002323E+000, 1.6350577E+001
 2.9039999E+000, 1.6350422E+001
 3.0738062E+000, 1.6350251E+001
 3.2470086E+000, 1.6350077E+001
 3.4337955E+000, 1.6349877E+001
 3.6205825E+000, 1.6349648E+001
 3.8073694E+000, 1.6349396E+001
 3.9941564E+000, 1.6349121E+001
 4.1435859E+000, 1.6348853E+001
 4.3303729E+000, 1.6348564E+001
 4.5171598E+000, 1.6348217E+001
 4.7039467E+000, 1.6347841E+001
 4.8907337E+000, 1.6347432E+001
 5.0401632E+000, 1.6347037E+001
 5.2269502E+000, 1.6346612E+001
 5.4137371E+000, 1.6346104E+001
 5.6005241E+000, 1.6345556E+001
 5.7873110E+000, 1.6344965E+001
 5.9740979E+000, 1.6344327E+001
 6.1235275E+000, 1.6343710E+001
 6.3103144E+000, 1.6343047E+001
 6.5083086E+000, 1.6342234E+001
 6.6726811E+000, 1.6341403E+001
 6.8781467E+000, 1.6340474E+001
 7.0425192E+000, 1.6339459E+001
 7.2068918E+000, 1.6338467E+001
 7.3914246E+000, 1.6337291E+001
 7.5853071E+000, 1.6335853E+001
 7.7468758E+000, 1.6334323E+001
 7.9407583E+000, 1.6332520E+001
 8.1152525E+000, 1.6330273E+001
 8.2929781E+000, 1.6327522E+001
 8.4628408E+000, 1.6323990E+001
 8.6525229E+000, 1.6319212E+001
 8.8372393E+000, 1.6312713E+001
 9.0237758E+000, 1.6304293E+001
 9.2015726E+000, 1.6294241E+001
 9.3677165E+000, 1.6283124E+001
 9.5590473E+000, 1.6269936E+001
 9.7200247E+000, 1.6255675E+001
 9.9053352E+000, 1.6240456E+001
 1.0080100E+001, 1.6223401E+001
 1.0264372E+001, 1.6204923E+001
 1.0440025E+001, 1.6184711E+001
 1.0624125E+001, 1.6162478E+001
 1.0805656E+001, 1.6137728E+001
 1.0987227E+001, 1.6110855E+001
 1.1167439E+001, 1.6081874E+001
 1.1340460E+001, 1.6051391E+001
 1.1523075E+001, 1.6018487E+001
 1.1700866E+001, 1.5982780E+001
 1.1881236E+001, 1.5944292E+001
 1.2062643E+001, 1.5901532E+001
 1.2242415E+001, 1.5855117E+001
 1.2420074E+001, 1.5807563E+001
 1.2602207E+001, 1.5756578E+001
 1.2781080E+001, 1.5704395E+001
 1.2963157E+001, 1.5651224E+001
 1.3144453E+001, 1.5596111E+001
 1.3324905E+001, 1.5537818E+001
 1.3504865E+001, 1.5477937E+001
 1.3680280E+001, 1.5414793E+001
 1.3864050E+001, 1.5345701E+001
 1.4043182E+001, 1.5273645E+001
 1.4224568E+001, 1.5200221E+001
 1.4401851E+001, 1.5124952E+001
 1.4581590E+001, 1.5045085E+001
 1.4763770E+001, 1.4957458E+001
 1.4942477E+001, 1.4865524E+001
 1.5123191E+001, 1.4774682E+001
 1.5301993E+001, 1.4685716E+001
 1.5483194E+001, 1.4592688E+001
 1.5664196E+001, 1.4502023E+001
 1.5841119E+001, 1.4418279E+001
 1.6023336E+001, 1.4335388E+001
 1.6202701E+001, 1.4248610E+001
 1.6384138E+001, 1.4164919E+001
 1.6562301E+001, 1.4085957E+001
 1.6741106E+001, 1.4009465E+001
 1.6923792E+001, 1.3933973E+001
 1.7101404E+001, 1.3863426E+001
 1.7280974E+001, 1.3793751E+001
 1.7462278E+001, 1.3724041E+001
 1.7642292E+001, 1.3653711E+001
 1.7823531E+001, 1.3584134E+001
 1.8003735E+001, 1.3514466E+001
 1.8180555E+001, 1.3446375E+001
 1.8364487E+001, 1.3376858E+001
 1.8542181E+001, 1.3306722E+001
 1.8723705E+001, 1.3235047E+001
 1.8900261E+001, 1.3162106E+001
 1.9080863E+001, 1.3090282E+001
 1.9263922E+001, 1.3017422E+001
 1.9441089E+001, 1.2941599E+001
 1.9624166E+001, 1.2863413E+001
 1.9802335E+001, 1.2787236E+001
 1.9982566E+001, 1.2713293E+001
 2.0163355E+001, 1.2638195E+001
 2.0343615E+001, 1.2565555E+001
 2.0523536E+001, 1.2491610E+001
 2.0704439E+001, 1.2410451E+001
 2.0882040E+001, 1.2330217E+001
 2.1062800E+001, 1.2247357E+001
 2.1240672E+001, 1.2162989E+001
 2.1424044E+001, 1.2080651E+001
 2.1601141E+001, 1.1999233E+001
 2.1785405E+001, 1.1915488E+001
 2.1964255E+001, 1.1828306E+001
 2.2140398E+001, 1.1740410E+001
 2.2322617E+001, 1.1651231E+001
 2.2505339E+001, 1.1560285E+001
 2.2682057E+001, 1.1469975E+001
 2.2860199E+001, 1.1381673E+001
 2.3043907E+001, 1.1289628E+001
 2.3220124E+001, 1.1198732E+001
 2.3401798E+001, 1.1108230E+001
 2.3585203E+001, 1.1014425E+001
 2.3763481E+001, 1.0919836E+001
