s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_FUEL VAPOR,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 3.6000000E+001,-1.1911015E-001,-6.0250876E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5880890E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.9364917E-001, 3.6071712E+001,-4.4277063E-002,-4.9285376E-002,-4.4698225E-002, 0.0000000E+000, 0.0000000E+000,-4.4687203E+000, 2.2095140E+001, 3.1464731E+001,-7.0617648E-009, 1.3130822E-005, 8.0072731E-009, 2.6687151E-004
 3.8729835E-001, 3.6185301E+001,-1.1324276E-001,-1.9477696E-001,-2.3339692E-001, 0.0000000E+000, 0.0000000E+000,-1.1443831E+001, 2.5893665E+001, 2.4200053E+001,-1.0524666E-008, 1.3185539E-005, 1.1933827E-008, 2.6769106E-004
 5.8094752E-001, 3.6215847E+001,-2.3820653E-001,-3.7866055E-001,-4.1314232E-001, 0.0000000E+000, 0.0000000E+000,-1.4664632E+001, 2.1949729E+001, 2.0521206E+001,-1.0625684E-008, 1.3352301E-005, 1.2048370E-008, 2.6996717E-004
 7.7459669E-001, 3.6226808E+001,-3.6558122E-001,-4.8957610E-001,-5.0980444E-001, 0.0000000E+000, 0.0000000E+000,-1.7845274E+001, 1.8687088E+001, 1.7016571E+001,-1.1165875E-008, 1.3724011E-005, 1.2660887E-008, 2.7434024E-004
 9.5114851E-001, 3.6239499E+001,-4.8719124E-001,-4.5842712E-001,-5.2835607E-001, 0.0000000E+000, 0.0000000E+000,-2.1456093E+001, 1.4851885E+001, 1.3309432E+001,-1.2558751E-008, 1.4503793E-005, 1.4240257E-008, 2.8209633E-004
 1.1191516E+000, 3.6253192E+001,-5.9233376E-001,-2.9546498E-001,-4.7965870E-001, 0.0000000E+000, 0.0000000E+000,-2.3709086E+001, 1.1849240E+001, 1.1176649E+001,-1.5792241E-008, 1.6028025E-005, 1.7906684E-008, 2.9466070E-004
 1.2871548E+000, 3.6281088E+001,-6.6501673E-001,-5.4131714E-002,-4.0164052E-001, 0.0000000E+000, 0.0000000E+000,-2.4122224E+001, 1.0820885E+001, 1.1038075E+001,-2.3553736E-008, 1.8922684E-005, 2.6707374E-008, 3.1412159E-004
 1.4787706E+000, 3.6344363E+001,-7.2786747E-001, 1.4334898E-001,-3.6253220E-001, 0.0000000E+000, 0.0000000E+000,-2.3238374E+001, 1.1548164E+001, 1.2158938E+001,-4.0445912E-008, 2.4047045E-005, 4.5861264E-008, 3.4320203E-004
 1.6445118E+000, 3.6432769E+001,-7.4319288E-001, 1.0935847E-001,-3.6896801E-001, 0.0000000E+000, 0.0000000E+000,-2.2630837E+001, 1.2502258E+001, 1.2799130E+001,-6.3866838E-008, 3.0545662E-005, 7.2418046E-008, 3.7648196E-004
 1.8300323E+000, 3.6545592E+001,-7.5091876E-001,-7.9788995E-002,-3.8946561E-001, 0.0000000E+000, 0.0000000E+000,-2.2310854E+001, 1.2906154E+001, 1.3014565E+001,-9.3630110E-008, 3.8445378E-005, 1.0616636E-007, 4.1366085E-004
 2.0101390E+000, 3.6691309E+001,-7.5697754E-001,-1.6998538E-001,-4.0104342E-001, 0.0000000E+000, 0.0000000E+000,-2.1936949E+001, 1.3423310E+001, 1.3426353E+001,-1.3630643E-007, 4.9043691E-005, 1.5455667E-007, 4.5938627E-004
 2.1672311E+000, 3.6875080E+001,-7.7718252E-001,-7.7642998E-002,-4.0045460E-001, 0.0000000E+000, 0.0000000E+000,-2.1776713E+001, 1.3810830E+001, 1.3843088E+001,-1.9217732E-007, 6.1864890E-005, 2.1790817E-007, 5.1017560E-004
 2.3557413E+000, 3.7103024E+001,-8.1966781E-001, 3.7708225E-002,-3.9497552E-001, 0.0000000E+000, 0.0000000E+000,-2.2108492E+001, 1.3757720E+001, 1.3817597E+001,-2.6663299E-007, 7.7962273E-005, 3.0233281E-007, 5.6939392E-004
 2.5442517E+000, 3.7407867E+001,-8.9439568E-001, 1.7927025E-002,-3.8851163E-001, 0.0000000E+000, 0.0000000E+000,-2.2648593E+001, 1.3491855E+001, 1.3494294E+001,-3.6685923E-007, 9.8542237E-005, 4.1597846E-007, 6.4091922E-004
 2.7013438E+000, 3.7729939E+001,-9.5838753E-001,-3.1282522E-002,-3.8410848E-001, 0.0000000E+000, 0.0000000E+000,-2.3508126E+001, 1.3012756E+001, 1.2848034E+001,-4.7113792E-007, 1.1929850E-004, 5.3421914E-007, 7.1028957E-004
 2.9087052E+000, 3.8089585E+001,-1.0463143E+000, 2.3593094E-002,-3.8313047E-001, 0.0000000E+000, 0.0000000E+000,-2.4392621E+001, 1.2337831E+001, 1.2291112E+001,-5.8804913E-007, 1.4251952E-004, 6.6678374E-007, 7.8537867E-004
 3.0953305E+000, 3.8514083E+001,-1.1590790E+000, 1.1220469E-001,-3.8536859E-001, 0.0000000E+000, 0.0000000E+000,-2.4589600E+001, 1.2329137E+001, 1.2492240E+001,-7.2249586E-007, 1.6943211E-004, 8.1923171E-007, 8.6932357E-004
 3.2473955E+000, 3.8924977E+001,-1.2428378E+000, 1.3795829E-001,-3.8845357E-001, 0.0000000E+000, 0.0000000E+000,-2.4549869E+001, 1.2701944E+001, 1.2881775E+001,-8.5095599E-007, 1.9479840E-004, 9.6489152E-007, 9.4514582E-004
 3.4374766E+000, 3.9371783E+001,-1.3620028E+000, 1.2411858E-001,-3.9202630E-001, 0.0000000E+000, 0.0000000E+000,-2.4653715E+001, 1.2946617E+001, 1.3088158E+001,-9.9581918E-007, 2.2283544E-004, 1.1291506E-006, 1.0253677E-003
 3.6275580E+000, 3.9909714E+001,-1.4830683E+000, 1.1062449E-001,-3.9538118E-001, 0.0000000E+000, 0.0000000E+000,-2.4822141E+001, 1.3263665E+001, 1.3319749E+001,-1.1734649E-006, 2.5672974E-004, 1.3305815E-006, 1.1183374E-003
 3.8176394E+000, 4.0499013E+001,-1.5945622E+000, 1.3795188E-001,-3.9702262E-001, 0.0000000E+000, 0.0000000E+000,-2.5124224E+001, 1.3481125E+001, 1.3521156E+001,-1.3707932E-006, 2.9384966E-004, 1.5543303E-006, 1.2160116E-003
 3.9697044E+000, 4.1076022E+001,-1.6621377E+000, 2.0453382E-001,-3.9683721E-001, 0.0000000E+000, 0.0000000E+000,-2.5433686E+001, 1.3684828E+001, 1.3787895E+001,-1.5634766E-006, 3.3003564E-004, 1.7728124E-006, 1.3079095E-003
 4.1597857E+000, 4.1702878E+001,-1.7697082E+000, 2.6775420E-001,-3.9574812E-001, 0.0000000E+000, 0.0000000E+000,-2.5719444E+001, 1.3890345E+001, 1.4085732E+001,-1.7742851E-006, 3.6935170E-004, 2.0118462E-006, 1.4038626E-003
 4.3498669E+000, 4.2455623E+001,-1.8752970E+000, 2.9461618E-001,-3.9540853E-001, 0.0000000E+000, 0.0000000E+000,-2.5970587E+001, 1.4294167E+001, 1.4508947E+001,-2.0312991E-006, 4.1667254E-004, 2.3032722E-006, 1.5142400E-003
 4.5019321E+000, 4.3188823E+001,-1.9913612E+000, 2.8874312E-001,-3.9596618E-001, 0.0000000E+000, 0.0000000E+000,-2.6243641E+001, 1.4696251E+001, 1.4846598E+001,-2.2853193E-006, 4.6297116E-004, 2.5913034E-006, 1.6169570E-003
 4.6920133E+000, 4.3991757E+001,-2.1157795E+000, 3.0016029E-001,-3.9656540E-001, 0.0000000E+000, 0.0000000E+000,-2.6486812E+001, 1.5118851E+001, 1.5292761E+001,-2.5690016E-006, 5.1365315E-004, 2.9129683E-006, 1.7236158E-003
 4.8820944E+000, 4.4961681E+001,-2.2526370E+000, 3.5911532E-001,-3.9793221E-001, 0.0000000E+000, 0.0000000E+000,-2.6852828E+001, 1.5637720E+001, 1.5817398E+001,-2.9126350E-006, 5.7424566E-004, 3.3026112E-006, 1.8452430E-003
 5.0721760E+000, 4.6011127E+001,-2.4163757E+000, 4.2162079E-001,-3.9829904E-001, 0.0000000E+000, 0.0000000E+000,-2.7203365E+001, 1.6174188E+001, 1.6414708E+001,-3.2816509E-006, 6.3898227E-004, 3.7210351E-006, 1.9695917E-003
 5.2242408E+000, 4.7012391E+001,-2.5253819E+000, 4.6636181E-001,-3.9783962E-001, 0.0000000E+000, 0.0000000E+000,-2.7535920E+001, 1.6773232E+001, 1.7019612E+001,-3.6335478E-006, 7.0083532E-004, 4.1200479E-006, 2.0836983E-003
 5.4294963E+000, 4.8230522E+001,-2.6053071E+000, 5.0213964E-001,-3.9756529E-001, 0.0000000E+000, 0.0000000E+000,-2.8039078E+001, 1.7483444E+001, 1.7690711E+001,-4.0252298E-006, 7.7141470E-004, 4.5641727E-006, 2.2079656E-003
 5.6005430E+000, 4.9462166E+001,-2.7153934E+000, 5.5181560E-001,-3.9686896E-001, 0.0000000E+000, 0.0000000E+000,-2.8634364E+001, 1.8041635E+001, 1.8267355E+001,-4.4857718E-006, 8.5307934E-004, 5.0863773E-006, 2.3438518E-003
 5.7715893E+000, 5.0745631E+001,-2.9001569E+000, 6.2545641E-001,-3.9601930E-001, 0.0000000E+000, 0.0000000E+000,-2.9237408E+001, 1.8575429E+001, 1.8837502E+001,-4.9640841E-006, 9.3677272E-004, 5.6287313E-006, 2.4738118E-003
