s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
Time,PT-RW-Ba-U,PT-RW-Ba-L,PT-RW-Fr-U,PT-RW-Fr-L,PT-RW-Ce,TC-RW-Ba-U,TC-RW-Ba-L,TC-RW-Fr-U,TC-RW-Fr-L,TC-RW-Ce,PT-LW-Ba-U,PT-LW-Fr-U,PT-C-Ba-L,PT-C-Ba-R,PT-C-Fr-L,PT-C-Fr-R,PT-C-Ce,PT-F-Ba-R,PT-F-Fr-R,PT-BW-U,PT-BW-M,PT-BW-L,PT-FW-Le-U,PT-FW-Le-L,TC-Door-1490,TC-Door-1350,TC-Door-1200,TC-Door-1050,TC-Door-0900,TC-Door-0600,TC-Door-0300,TC-Door-0010,TC-Front-0010,TC-Front-0300,TC-Front-0600,TC-Front-0900,TC-Front-1200,TC-Front-1500,TC-Front-1790,TC-Back-0010,TC-Back-0300,TC-Back-0600,TC-Back-0900,TC-Back-1200,TC-Back-1500,TC-Back-1790,O2-Door-100,O2-Door-200,O2-Door-800,CO2-Door-100,CO2-Door-200,CO2-Door-800,CO-Door-100,CO-Door-200,CO-Door-800
 0.000E+00, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.076E-01, 2.076E-01, 2.076E-01, 3.864E-04, 3.864E-04, 3.864E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.503E+01, 2.055E+01, 2.054E+01, 2.046E+01, 2.052E+01, 2.137E+01, 2.017E+01, 2.019E+01, 2.012E+01, 2.013E+01, 2.042E+01, 2.057E+01, 2.045E+01, 2.020E+01, 2.014E+01, 2.015E+01, 2.014E+01, 2.041E+01, 2.038E+01, 2.038E+01, 2.042E+01, 2.056E+01, 2.036E+01, 2.016E+01, 2.013E+01, 2.031E+01, 2.035E+01, 2.039E+01, 2.044E+01, 2.047E+01, 2.044E+01, 2.037E+01, 2.021E+01, 2.082E+01, 2.158E+01, 2.268E+01, 2.243E+01, 2.159E+01, 2.102E+01, 2.070E+01, 2.081E+01, 2.167E+01, 2.270E+01, 2.226E+01, 2.163E+01, 2.108E+01, 2.074E+01, 2.076E-01, 2.076E-01, 2.076E-01, 3.864E-04, 3.864E-04, 3.864E-04, 0.000E+00, 0.000E+00, 0.000E+00
 3.004E+01, 3.722E+01, 3.056E+01, 4.442E+01, 3.188E+01, 5.054E+01, 2.588E+01, 2.356E+01, 2.656E+01, 2.323E+01, 2.927E+01, 3.777E+01, 4.830E+01, 2.626E+01, 2.528E+01, 3.184E+01, 2.976E+01, 7.316E+01, 2.987E+01, 3.179E+01, 3.568E+01, 3.313E+01, 2.924E+01, 2.689E+01, 2.338E+01, 5.303E+01, 9.752E+01, 5.051E+01, 3.690E+01, 3.361E+01, 2.706E+01, 2.556E+01, 2.415E+01, 3.097E+01, 3.736E+01, 4.749E+01, 5.787E+01, 6.658E+01, 1.417E+02, 4.801E+02, 3.066E+01, 3.668E+01, 4.362E+01, 4.747E+01, 4.889E+01, 5.748E+01, 3.409E+02, 1.939E-01, 1.904E-01, 2.045E-01, 7.894E-03, 9.781E-03, 2.039E-03, 0.000E+00, 0.000E+00, 0.000E+00
 4.500E+01, 9.661E+01, 4.793E+01, 1.326E+02, 5.477E+01, 1.001E+02, 4.616E+01, 2.979E+01, 5.495E+01, 3.032E+01, 4.687E+01, 1.095E+02, 1.386E+02, 6.128E+01, 5.349E+01, 7.932E+01, 7.556E+01, 1.542E+02, 5.152E+01, 6.026E+01, 9.823E+01, 6.318E+01, 4.681E+01, 5.911E+01, 3.082E+01, 3.686E+02, 4.673E+02, 3.531E+02, 3.012E+02, 2.014E+02, 5.497E+01, 3.416E+01, 3.120E+01, 4.135E+01, 5.086E+01, 6.732E+01, 1.748E+02, 3.335E+02, 4.134E+02, 8.562E+02, 4.315E+01, 5.021E+01, 6.693E+01, 1.471E+02, 2.254E+02, 3.708E+02, 7.717E+02, 1.446E-01, 1.273E-01, 1.946E-01, 3.489E-02, 4.439E-02, 7.516E-03, 0.000E+00, 0.000E+00, 0.000E+00
 6.002E+01, 1.934E+02, 6.916E+01, 2.316E+02, 8.044E+01, 1.569E+02, 8.106E+01, 3.781E+01, 9.382E+01, 3.945E+01, 6.946E+01, 2.064E+02, 2.615E+02, 1.022E+02, 9.561E+01, 1.337E+02, 1.277E+02, 2.099E+02, 7.946E+01, 9.259E+01, 1.898E+02, 1.158E+02, 6.790E+01, 9.983E+01, 4.027E+01, 5.767E+02, 7.171E+02, 6.036E+02, 4.357E+02, 3.602E+02, 7.600E+01, 4.450E+01, 4.008E+01, 5.249E+01, 6.287E+01, 1.500E+02, 3.219E+02, 5.111E+02, 8.329E+02, 9.313E+02, 5.330E+01, 6.347E+01, 1.764E+02, 4.214E+02, 5.237E+02, 6.281E+02, 8.643E+02, 8.917E-02, 8.260E-02, 2.002E-01, 6.528E-02, 6.887E-02, 4.403E-03, 0.000E+00, 0.000E+00, 0.000E+00
 7.503E+01, 2.779E+02, 9.051E+01, 3.104E+02, 9.744E+01, 1.969E+02, 1.161E+02, 4.632E+01, 1.318E+02, 4.698E+01, 8.789E+01, 2.769E+02, 3.342E+02, 1.443E+02, 1.364E+02, 1.817E+02, 1.735E+02, 2.592E+02, 1.060E+02, 1.157E+02, 2.865E+02, 1.951E+02, 8.832E+01, 1.423E+02, 4.802E+01, 9.044E+02, 8.471E+02, 6.424E+02, 5.689E+02, 3.807E+02, 5.236E+01, 4.093E+01, 3.750E+01, 4.824E+01, 5.674E+01, 1.494E+02, 3.648E+02, 5.200E+02, 8.214E+02, 1.069E+03, 6.053E+01, 6.964E+01, 2.219E+02, 5.239E+02, 6.040E+02, 6.281E+02, 9.499E+02, 1.113E-02, 1.090E-02, 2.046E-01, 1.074E-01, 1.078E-01, 1.994E-03, 0.000E+00, 0.000E+00, 0.000E+00
 9.001E+01, 3.592E+02, 1.057E+02, 3.862E+02, 1.126E+02, 2.389E+02, 1.554E+02, 5.372E+01, 1.726E+02, 5.423E+01, 1.083E+02, 3.412E+02, 3.925E+02, 1.807E+02, 1.789E+02, 2.247E+02, 2.186E+02, 3.013E+02, 1.275E+02, 1.367E+02, 3.521E+02, 2.298E+02, 1.037E+02, 1.842E+02, 5.509E+01, 9.128E+02, 9.344E+02, 7.902E+02, 5.978E+02, 3.481E+02, 5.983E+01, 4.141E+01, 3.878E+01, 4.558E+01, 5.584E+01, 2.030E+02, 4.430E+02, 7.442E+02, 9.686E+02, 1.015E+03, 6.356E+01, 7.018E+01, 1.354E+02, 4.068E+02, 6.286E+02, 8.167E+02, 9.571E+02, 5.607E-04, 5.874E-03, 1.987E-01, 1.107E-01, 1.093E-01, 5.219E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.050E+02, 4.349E+02, 1.231E+02, 4.553E+02, 1.297E+02, 2.794E+02, 1.988E+02, 6.215E+01, 2.156E+02, 6.237E+01, 1.297E+02, 4.078E+02, 4.575E+02, 2.178E+02, 2.236E+02, 2.704E+02, 2.638E+02, 3.444E+02, 1.519E+02, 1.599E+02, 3.967E+02, 2.719E+02, 1.209E+02, 2.248E+02, 6.349E+01, 8.935E+02, 9.302E+02, 7.561E+02, 4.951E+02, 3.295E+02, 7.742E+01, 4.487E+01, 4.137E+01, 4.920E+01, 6.834E+01, 1.562E+02, 4.402E+02, 7.276E+02, 8.916E+02, 1.016E+03, 7.325E+01, 8.260E+01, 1.266E+02, 5.580E+02, 7.154E+02, 7.875E+02, 8.795E+02, 6.306E-03, 1.294E-02, 2.006E-01, 1.097E-01, 1.065E-01, 4.196E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.200E+02, 4.732E+02, 1.398E+02, 5.119E+02, 1.465E+02, 3.171E+02, 2.350E+02, 7.092E+01, 2.590E+02, 7.083E+01, 1.521E+02, 4.615E+02, 4.968E+02, 2.550E+02, 2.651E+02, 3.099E+02, 3.045E+02, 3.846E+02, 1.739E+02, 1.819E+02, 4.378E+02, 3.154E+02, 1.369E+02, 2.637E+02, 7.237E+01, 8.386E+02, 8.913E+02, 7.988E+02, 7.711E+02, 5.017E+02, 5.844E+01, 4.391E+01, 4.157E+01, 5.167E+01, 6.154E+01, 1.274E+02, 5.443E+02, 7.246E+02, 9.407E+02, 1.003E+03, 7.630E+01, 8.473E+01, 1.243E+02, 4.861E+02, 6.956E+02, 7.482E+02, 8.911E+02, 7.096E-04, 2.500E-03, 2.056E-01, 1.124E-01, 1.119E-01, 1.464E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.350E+02, 4.976E+02, 1.548E+02, 5.488E+02, 1.629E+02, 3.471E+02, 2.659E+02, 7.949E+01, 2.977E+02, 7.961E+01, 1.731E+02, 4.962E+02, 5.261E+02, 2.912E+02, 2.973E+02, 3.474E+02, 3.439E+02, 4.185E+02, 1.929E+02, 2.022E+02, 4.755E+02, 3.460E+02, 1.510E+02, 2.993E+02, 8.121E+01, 8.561E+02, 8.441E+02, 7.754E+02, 7.926E+02, 4.889E+02, 5.807E+01, 4.545E+01, 4.355E+01, 5.258E+01, 6.144E+01, 1.441E+02, 5.171E+02, 6.765E+02, 8.274E+02, 9.915E+02, 7.735E+01, 8.250E+01, 1.195E+02, 6.267E+02, 6.585E+02, 7.384E+02, 8.484E+02, 2.192E-03, 4.668E-03, 2.063E-01, 1.116E-01, 1.104E-01, 1.070E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+02, 5.173E+02, 1.699E+02, 5.750E+02, 1.786E+02, 3.814E+02, 2.941E+02, 8.842E+01, 3.330E+02, 8.848E+01, 1.966E+02, 5.231E+02, 5.452E+02, 3.249E+02, 3.277E+02, 3.785E+02, 3.804E+02, 4.515E+02, 2.117E+02, 2.219E+02, 5.011E+02, 3.723E+02, 1.658E+02, 3.302E+02, 9.008E+01, 7.838E+02, 8.280E+02, 7.969E+02, 7.670E+02, 5.363E+02, 5.957E+01, 4.681E+01, 4.542E+01, 5.539E+01, 6.296E+01, 1.415E+02, 5.203E+02, 6.414E+02, 8.474E+02, 9.690E+02, 7.996E+01, 8.516E+01, 1.235E+02, 5.930E+02, 6.642E+02, 7.154E+02, 8.459E+02, 1.068E-03, 1.057E-03, 2.061E-01, 1.116E-01, 1.119E-01, 1.176E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.650E+02, 5.322E+02, 1.841E+02, 5.950E+02, 1.940E+02, 4.074E+02, 3.200E+02, 9.740E+01, 3.644E+02, 9.754E+01, 2.191E+02, 5.295E+02, 5.556E+02, 3.504E+02, 3.521E+02, 4.044E+02, 4.124E+02, 4.774E+02, 2.293E+02, 2.406E+02, 5.147E+02, 3.949E+02, 1.796E+02, 3.547E+02, 9.910E+01, 8.356E+02, 8.568E+02, 7.393E+02, 7.377E+02, 5.799E+02, 6.330E+01, 5.005E+01, 4.834E+01, 5.884E+01, 6.636E+01, 1.362E+02, 5.029E+02, 6.757E+02, 8.410E+02, 9.939E+02, 8.165E+01, 8.855E+01, 1.164E+02, 6.125E+02, 7.308E+02, 6.897E+02, 7.938E+02, 4.779E-04, 1.221E-02, 2.058E-01, 1.123E-01, 1.071E-01, 1.337E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.800E+02, 5.377E+02, 1.972E+02, 6.075E+02, 2.093E+02, 4.281E+02, 3.404E+02, 1.063E+02, 3.912E+02, 1.070E+02, 2.404E+02, 5.408E+02, 5.733E+02, 3.739E+02, 3.690E+02, 4.297E+02, 4.394E+02, 4.966E+02, 2.445E+02, 2.579E+02, 5.166E+02, 4.089E+02, 1.920E+02, 3.803E+02, 1.089E+02, 8.445E+02, 8.569E+02, 8.308E+02, 7.597E+02, 5.918E+02, 6.799E+01, 5.196E+01, 5.097E+01, 6.467E+01, 9.046E+01, 1.550E+02, 5.894E+02, 6.662E+02, 8.574E+02, 9.652E+02, 8.751E+01, 8.973E+01, 1.271E+02, 5.916E+02, 6.849E+02, 7.434E+02, 8.082E+02, 3.676E-04, 3.143E-03, 2.057E-01, 1.121E-01, 1.109E-01, 1.407E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.950E+02, 5.425E+02, 2.081E+02, 6.098E+02, 2.223E+02, 4.431E+02, 3.573E+02, 1.145E+02, 4.115E+02, 1.160E+02, 2.588E+02, 5.621E+02, 5.850E+02, 4.004E+02, 3.819E+02, 4.492E+02, 4.599E+02, 5.142E+02, 2.568E+02, 2.714E+02, 5.318E+02, 4.192E+02, 2.019E+02, 3.980E+02, 1.182E+02, 8.565E+02, 8.122E+02, 7.542E+02, 7.886E+02, 4.978E+02, 6.527E+01, 5.050E+01, 4.939E+01, 6.329E+01, 7.038E+01, 1.497E+02, 5.366E+02, 6.414E+02, 8.404E+02, 9.979E+02, 8.901E+01, 8.873E+01, 1.470E+02, 5.425E+02, 5.934E+02, 6.749E+02, 8.519E+02, 2.472E-04, 2.667E-03, 2.063E-01, 1.123E-01, 1.114E-01, 1.088E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.100E+02, 5.461E+02, 2.204E+02, 6.196E+02, 2.357E+02, 4.650E+02, 3.734E+02, 1.234E+02, 4.301E+02, 1.251E+02, 2.789E+02, 5.690E+02, 5.892E+02, 4.181E+02, 3.924E+02, 4.648E+02, 4.800E+02, 5.242E+02, 2.704E+02, 2.859E+02, 5.410E+02, 4.315E+02, 2.139E+02, 4.136E+02, 1.273E+02, 8.297E+02, 8.522E+02, 7.738E+02, 7.470E+02, 6.510E+02, 6.971E+01, 5.268E+01, 5.265E+01, 6.876E+01, 9.112E+01, 1.637E+02, 5.214E+02, 7.180E+02, 8.899E+02, 9.420E+02, 9.272E+01, 9.549E+01, 1.282E+02, 5.571E+02, 6.307E+02, 6.980E+02, 7.507E+02, 1.563E-04, 1.356E-03, 2.047E-01, 1.110E-01, 1.118E-01, 1.953E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.250E+02, 5.590E+02, 2.344E+02, 6.357E+02, 2.516E+02, 4.874E+02, 3.904E+02, 1.331E+02, 4.499E+02, 1.354E+02, 3.000E+02, 5.706E+02, 6.012E+02, 4.274E+02, 4.082E+02, 4.808E+02, 4.966E+02, 5.364E+02, 2.862E+02, 3.032E+02, 5.445E+02, 4.470E+02, 2.275E+02, 4.303E+02, 1.374E+02, 8.531E+02, 8.775E+02, 8.201E+02, 7.670E+02, 6.942E+02, 8.072E+01, 5.761E+01, 5.742E+01, 7.401E+01, 1.114E+02, 1.808E+02, 5.599E+02, 7.348E+02, 8.856E+02, 9.626E+02, 1.039E+02, 1.056E+02, 1.410E+02, 6.452E+02, 6.185E+02, 7.143E+02, 7.752E+02, 2.555E-04, 1.040E-03, 2.028E-01, 1.117E-01, 1.123E-01, 2.996E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.400E+02, 5.652E+02, 2.459E+02, 6.407E+02, 2.656E+02, 4.981E+02, 4.031E+02, 1.421E+02, 4.639E+02, 1.455E+02, 3.174E+02, 5.790E+02, 6.210E+02, 4.387E+02, 4.222E+02, 4.956E+02, 5.096E+02, 5.438E+02, 2.983E+02, 3.173E+02, 5.491E+02, 4.594E+02, 2.381E+02, 4.477E+02, 1.478E+02, 9.046E+02, 8.804E+02, 7.569E+02, 7.415E+02, 4.463E+02, 7.312E+01, 5.609E+01, 5.617E+01, 7.482E+01, 1.160E+02, 1.851E+02, 5.903E+02, 7.388E+02, 8.914E+02, 9.512E+02, 1.071E+02, 1.112E+02, 1.581E+02, 5.707E+02, 6.601E+02, 6.671E+02, 7.688E+02, 1.769E-04, 1.815E-03, 2.037E-01, 1.122E-01, 1.123E-01, 2.482E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.550E+02, 5.672E+02, 2.552E+02, 6.479E+02, 2.773E+02, 5.026E+02, 4.121E+02, 1.505E+02, 4.769E+02, 1.550E+02, 3.309E+02, 5.819E+02, 6.243E+02, 4.483E+02, 4.305E+02, 5.054E+02, 5.205E+02, 5.472E+02, 3.076E+02, 3.286E+02, 5.504E+02, 4.645E+02, 2.469E+02, 4.584E+02, 1.571E+02, 8.505E+02, 8.840E+02, 7.785E+02, 7.391E+02, 6.903E+02, 8.023E+01, 5.663E+01, 5.793E+01, 7.550E+01, 9.868E+01, 2.056E+02, 5.726E+02, 7.135E+02, 8.528E+02, 9.418E+02, 1.175E+02, 1.139E+02, 1.534E+02, 6.388E+02, 5.979E+02, 7.161E+02, 7.911E+02, 2.035E-04, 3.736E-03, 1.989E-01, 1.117E-01, 1.110E-01, 5.137E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.700E+02, 5.704E+02, 2.654E+02, 6.509E+02, 2.895E+02, 5.138E+02, 4.203E+02, 1.592E+02, 4.860E+02, 1.647E+02, 3.462E+02, 5.896E+02, 6.368E+02, 4.555E+02, 4.368E+02, 5.162E+02, 5.284E+02, 5.500E+02, 3.183E+02, 3.401E+02, 5.544E+02, 4.717E+02, 2.567E+02, 4.686E+02, 1.668E+02, 8.130E+02, 8.512E+02, 7.535E+02, 7.616E+02, 6.995E+02, 7.989E+01, 5.784E+01, 6.001E+01, 7.831E+01, 1.053E+02, 2.084E+02, 5.680E+02, 7.395E+02, 8.939E+02, 9.376E+02, 1.268E+02, 1.171E+02, 1.618E+02, 6.468E+02, 6.402E+02, 6.932E+02, 7.487E+02, 1.487E-04, 6.271E-03, 1.886E-01, 1.103E-01, 1.082E-01, 1.072E-02, 0.000E+00, 0.000E+00, 0.000E+00
 2.850E+02, 5.766E+02, 2.754E+02, 6.632E+02, 3.020E+02, 5.242E+02, 4.285E+02, 1.679E+02, 4.969E+02, 1.747E+02, 3.605E+02, 5.922E+02, 6.462E+02, 4.615E+02, 4.422E+02, 5.260E+02, 5.374E+02, 5.520E+02, 3.286E+02, 3.525E+02, 5.569E+02, 4.800E+02, 2.660E+02, 4.788E+02, 1.769E+02, 8.831E+02, 8.791E+02, 8.097E+02, 7.784E+02, 6.107E+02, 8.816E+01, 6.167E+01, 6.389E+01, 8.241E+01, 1.171E+02, 2.177E+02, 5.721E+02, 8.360E+02, 9.742E+02, 9.419E+02, 1.289E+02, 1.271E+02, 1.569E+02, 6.671E+02, 6.357E+02, 6.598E+02, 7.373E+02, 2.575E-03, 2.608E-03, 2.019E-01, 1.103E-01, 1.116E-01, 3.478E-03, 0.000E+00, 0.000E+00, 0.000E+00
