s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
Time,"PT-RW-Ba-U","PT-RW-Ba-L","PT-RW-Fr-U","PT-RW-Fr-L","PT-RW-Ce","TC-RW-Ba-U","TC-RW-Ba-L","TC-RW-Fr-U","TC-RW-Fr-L","TC-RW-Ce","PT-LW-Ba-U","PT-LW-Fr-U","PT-C-Ba-L","PT-C-Ba-R","PT-C-Fr-L","PT-C-Fr-R","PT-C-Ce","PT-F-Ba-R","PT-F-Fr-R","PT-BW-U","PT-BW-M","PT-BW-L","PT-FW-Le-U","PT-FW-Le-L","TC-Door-1490","TC-Door-1350","TC-Door-1200","TC-Door-1050","TC-Door-0900","TC-Door-0600","TC-Door-0300","TC-Door-0010","TC-Front-0010","TC-Front-0300","TC-Front-0600","TC-Front-0900","TC-Front-1200","TC-Front-1500","TC-Front-1790","TC-Back-0010","TC-Back-0300","TC-Back-0600","TC-Back-0900","TC-Back-1200","TC-Back-1500","TC-Back-1790","O2-Door-100","O2-Door-200","O2-Door-800","CO2-Door-100","CO2-Door-200","CO2-Door-800","CO-Door-100","CO-Door-200","CO-Door-800"
 0.000E+00, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.076E-01, 2.076E-01, 2.076E-01, 3.864E-04, 3.864E-04, 3.864E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+01, 2.029E+01, 2.028E+01, 2.028E+01, 2.028E+01, 2.077E+01, 2.009E+01, 2.010E+01, 2.007E+01, 2.007E+01, 2.026E+01, 2.029E+01, 2.028E+01, 2.011E+01, 2.010E+01, 2.010E+01, 2.010E+01, 2.019E+01, 2.018E+01, 2.020E+01, 2.028E+01, 2.027E+01, 2.018E+01, 2.009E+01, 2.006E+01, 2.015E+01, 2.017E+01, 2.020E+01, 2.022E+01, 2.023E+01, 2.024E+01, 2.020E+01, 2.011E+01, 2.043E+01, 2.087E+01, 2.152E+01, 2.135E+01, 2.093E+01, 2.061E+01, 2.040E+01, 2.039E+01, 2.086E+01, 2.156E+01, 2.136E+01, 2.098E+01, 2.064E+01, 2.040E+01, 2.076E-01, 2.076E-01, 2.076E-01, 3.864E-04, 3.864E-04, 3.864E-04, 0.000E+00, 0.000E+00, 0.000E+00
 3.003E+01, 2.394E+01, 2.320E+01, 2.412E+01, 2.318E+01, 2.833E+01, 2.129E+01, 2.113E+01, 2.108E+01, 2.082E+01, 2.287E+01, 2.384E+01, 2.387E+01, 2.156E+01, 2.146E+01, 2.167E+01, 2.150E+01, 2.845E+01, 2.235E+01, 2.246E+01, 2.286E+01, 2.274E+01, 2.213E+01, 2.097E+01, 2.075E+01, 2.119E+01, 2.390E+01, 2.259E+01, 2.133E+01, 2.140E+01, 2.140E+01, 2.111E+01, 2.066E+01, 2.296E+01, 2.585E+01, 2.970E+01, 2.960E+01, 2.717E+01, 2.475E+01, 1.355E+02, 2.280E+01, 2.564E+01, 2.910E+01, 2.861E+01, 2.667E+01, 2.465E+01, 1.175E+02, 2.074E-01, 2.069E-01, 2.076E-01, 4.875E-04, 7.489E-04, 3.864E-04, 0.000E+00, 0.000E+00, 0.000E+00
 4.505E+01, 2.922E+01, 2.645E+01, 2.999E+01, 2.608E+01, 3.663E+01, 2.316E+01, 2.243E+01, 2.276E+01, 2.168E+01, 2.596E+01, 2.831E+01, 2.865E+01, 2.388E+01, 2.372E+01, 2.393E+01, 2.382E+01, 3.686E+01, 2.491E+01, 2.474E+01, 2.651E+01, 2.547E+01, 2.433E+01, 2.230E+01, 2.151E+01, 4.211E+01, 4.478E+01, 3.852E+01, 3.028E+01, 2.255E+01, 2.168E+01, 2.128E+01, 2.080E+01, 2.364E+01, 2.719E+01, 3.114E+01, 3.023E+01, 3.045E+01, 3.832E+01, 1.506E+02, 2.375E+01, 2.738E+01, 3.147E+01, 3.031E+01, 3.182E+01, 4.240E+01, 1.649E+02, 2.014E-01, 2.013E-01, 2.075E-01, 3.744E-03, 3.797E-03, 4.459E-04, 0.000E+00, 0.000E+00, 0.000E+00
 6.000E+01, 3.715E+01, 3.096E+01, 3.748E+01, 3.033E+01, 4.866E+01, 2.610E+01, 2.426E+01, 2.516E+01, 2.297E+01, 3.058E+01, 3.524E+01, 3.555E+01, 2.694E+01, 2.685E+01, 2.687E+01, 2.711E+01, 5.014E+01, 2.874E+01, 2.832E+01, 3.200E+01, 2.971E+01, 2.770E+01, 2.430E+01, 2.264E+01, 8.398E+01, 7.784E+01, 6.635E+01, 4.885E+01, 2.878E+01, 2.282E+01, 2.227E+01, 2.149E+01, 2.567E+01, 3.021E+01, 3.474E+01, 3.415E+01, 6.470E+01, 8.053E+01, 2.406E+02, 2.608E+01, 3.150E+01, 3.676E+01, 4.535E+01, 6.512E+01, 8.914E+01, 2.202E+02, 1.946E-01, 1.980E-01, 2.075E-01, 7.471E-03, 5.636E-03, 4.056E-04, 0.000E+00, 0.000E+00, 0.000E+00
 7.503E+01, 4.831E+01, 3.625E+01, 4.864E+01, 3.543E+01, 6.262E+01, 3.051E+01, 2.648E+01, 2.887E+01, 2.463E+01, 3.620E+01, 4.565E+01, 4.706E+01, 3.111E+01, 3.143E+01, 3.142E+01, 3.191E+01, 8.414E+01, 3.358E+01, 3.303E+01, 4.037E+01, 3.537E+01, 3.176E+01, 2.754E+01, 2.427E+01, 1.385E+02, 1.163E+02, 9.410E+01, 6.234E+01, 3.352E+01, 2.428E+01, 2.343E+01, 2.240E+01, 2.829E+01, 3.329E+01, 3.931E+01, 4.427E+01, 9.253E+01, 1.230E+02, 3.042E+02, 2.779E+01, 3.389E+01, 4.216E+01, 5.254E+01, 1.005E+02, 1.253E+02, 2.919E+02, 1.896E-01, 1.923E-01, 2.075E-01, 1.021E-02, 8.743E-03, 3.946E-04, 0.000E+00, 0.000E+00, 0.000E+00
 9.000E+01, 6.210E+01, 4.186E+01, 6.414E+01, 4.092E+01, 7.700E+01, 3.600E+01, 2.893E+01, 3.425E+01, 2.656E+01, 4.243E+01, 6.125E+01, 6.345E+01, 3.760E+01, 3.719E+01, 3.912E+01, 3.788E+01, 1.263E+02, 3.918E+01, 3.862E+01, 5.181E+01, 4.287E+01, 3.638E+01, 3.259E+01, 2.629E+01, 2.169E+02, 1.939E+02, 1.581E+02, 9.259E+01, 6.497E+01, 2.641E+01, 2.499E+01, 2.381E+01, 3.033E+01, 3.517E+01, 4.235E+01, 7.515E+01, 1.430E+02, 1.758E+02, 4.201E+02, 2.918E+01, 3.514E+01, 4.373E+01, 9.447E+01, 1.476E+02, 1.755E+02, 3.838E+02, 1.791E-01, 1.819E-01, 2.075E-01, 1.597E-02, 1.446E-02, 4.074E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.050E+02, 8.231E+01, 4.815E+01, 8.512E+01, 4.700E+01, 9.585E+01, 4.383E+01, 3.173E+01, 4.177E+01, 2.881E+01, 5.022E+01, 8.031E+01, 8.246E+01, 4.608E+01, 4.531E+01, 4.953E+01, 4.751E+01, 1.756E+02, 4.631E+01, 4.564E+01, 6.838E+01, 5.288E+01, 4.203E+01, 3.982E+01, 2.857E+01, 2.718E+02, 2.423E+02, 2.017E+02, 1.325E+02, 5.253E+01, 2.856E+01, 2.651E+01, 2.509E+01, 3.151E+01, 3.639E+01, 4.550E+01, 1.045E+02, 1.998E+02, 2.436E+02, 4.607E+02, 3.102E+01, 3.748E+01, 4.906E+01, 1.205E+02, 2.001E+02, 2.333E+02, 4.920E+02, 1.661E-01, 1.661E-01, 2.072E-01, 2.309E-02, 2.309E-02, 6.009E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.200E+02, 1.085E+02, 5.488E+01, 1.072E+02, 5.303E+01, 1.141E+02, 5.448E+01, 3.482E+01, 5.045E+01, 3.119E+01, 5.828E+01, 1.006E+02, 1.012E+02, 5.551E+01, 5.713E+01, 5.907E+01, 5.882E+01, 2.285E+02, 5.437E+01, 5.289E+01, 8.820E+01, 6.511E+01, 4.824E+01, 4.751E+01, 3.100E+01, 3.323E+02, 2.786E+02, 2.176E+02, 1.705E+02, 7.858E+01, 2.919E+01, 2.653E+01, 2.492E+01, 3.130E+01, 3.606E+01, 4.889E+01, 1.246E+02, 2.113E+02, 3.329E+02, 5.304E+02, 3.342E+01, 4.113E+01, 5.281E+01, 1.210E+02, 2.633E+02, 2.981E+02, 5.158E+02, 1.591E-01, 1.621E-01, 2.068E-01, 2.695E-02, 2.532E-02, 7.791E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.350E+02, 1.347E+02, 6.158E+01, 1.337E+02, 5.970E+01, 1.314E+02, 6.622E+01, 3.802E+01, 6.111E+01, 3.392E+01, 6.660E+01, 1.258E+02, 1.275E+02, 6.838E+01, 6.958E+01, 7.514E+01, 7.278E+01, 2.867E+02, 6.274E+01, 6.124E+01, 1.116E+02, 7.643E+01, 5.449E+01, 5.824E+01, 3.397E+01, 3.582E+02, 3.285E+02, 2.889E+02, 2.231E+02, 9.830E+01, 2.942E+01, 2.692E+01, 2.560E+01, 3.081E+01, 3.487E+01, 4.974E+01, 1.630E+02, 2.751E+02, 3.453E+02, 6.301E+02, 3.623E+01, 4.428E+01, 5.360E+01, 1.566E+02, 2.817E+02, 3.214E+02, 5.980E+02, 1.491E-01, 1.456E-01, 2.073E-01, 3.241E-02, 3.432E-02, 5.103E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+02, 1.620E+02, 6.884E+01, 1.658E+02, 6.689E+01, 1.483E+02, 7.909E+01, 4.155E+01, 7.447E+01, 3.697E+01, 7.530E+01, 1.544E+02, 1.552E+02, 8.312E+01, 8.564E+01, 9.070E+01, 8.995E+01, 3.406E+02, 7.213E+01, 7.055E+01, 1.375E+02, 8.941E+01, 6.160E+01, 7.092E+01, 3.716E+01, 3.983E+02, 3.659E+02, 3.319E+02, 2.502E+02, 9.902E+01, 3.088E+01, 2.827E+01, 2.697E+01, 3.127E+01, 3.430E+01, 5.247E+01, 1.946E+02, 3.008E+02, 3.990E+02, 6.654E+02, 3.932E+01, 4.784E+01, 6.051E+01, 1.961E+02, 3.153E+02, 3.506E+02, 6.458E+02, 1.384E-01, 1.345E-01, 2.074E-01, 3.832E-02, 4.041E-02, 4.668E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.650E+02, 1.938E+02, 7.675E+01, 1.969E+02, 7.508E+01, 1.657E+02, 9.365E+01, 4.545E+01, 8.882E+01, 4.049E+01, 8.507E+01, 1.833E+02, 1.872E+02, 1.003E+02, 1.041E+02, 1.109E+02, 1.086E+02, 3.830E+02, 8.245E+01, 8.123E+01, 1.656E+02, 1.047E+02, 6.949E+01, 8.519E+01, 4.085E+01, 4.208E+02, 3.894E+02, 3.698E+02, 2.939E+02, 1.118E+02, 3.345E+01, 2.990E+01, 2.819E+01, 3.362E+01, 3.686E+01, 5.836E+01, 2.032E+02, 3.377E+02, 3.977E+02, 7.051E+02, 4.406E+01, 5.172E+01, 6.378E+01, 1.859E+02, 3.272E+02, 3.910E+02, 6.377E+02, 1.372E-01, 1.309E-01, 2.075E-01, 3.895E-02, 4.238E-02, 4.055E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.800E+02, 2.242E+02, 8.566E+01, 2.281E+02, 8.459E+01, 1.888E+02, 1.101E+02, 4.988E+01, 1.042E+02, 4.459E+01, 9.679E+01, 2.105E+02, 2.196E+02, 1.170E+02, 1.221E+02, 1.329E+02, 1.282E+02, 4.142E+02, 9.386E+01, 9.327E+01, 1.918E+02, 1.214E+02, 7.845E+01, 1.021E+02, 4.525E+01, 4.639E+02, 4.103E+02, 3.333E+02, 2.629E+02, 1.757E+02, 3.580E+01, 3.172E+01, 2.939E+01, 3.604E+01, 3.978E+01, 7.319E+01, 2.218E+02, 3.427E+02, 4.299E+02, 7.207E+02, 4.714E+01, 5.353E+01, 6.914E+01, 2.172E+02, 3.507E+02, 4.082E+02, 6.883E+02, 1.262E-01, 1.319E-01, 2.075E-01, 4.497E-02, 4.184E-02, 4.214E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.950E+02, 2.512E+02, 9.351E+01, 2.497E+02, 9.201E+01, 2.041E+02, 1.258E+02, 5.410E+01, 1.175E+02, 4.834E+01, 1.058E+02, 2.363E+02, 2.493E+02, 1.343E+02, 1.409E+02, 1.537E+02, 1.447E+02, 4.409E+02, 1.037E+02, 1.024E+02, 2.183E+02, 1.383E+02, 8.580E+01, 1.189E+02, 4.950E+01, 4.538E+02, 4.079E+02, 3.789E+02, 2.769E+02, 1.351E+02, 3.459E+01, 3.085E+01, 2.943E+01, 3.571E+01, 3.912E+01, 6.011E+01, 2.100E+02, 3.472E+02, 3.913E+02, 6.983E+02, 4.864E+01, 5.266E+01, 6.908E+01, 2.513E+02, 3.654E+02, 4.099E+02, 6.756E+02, 1.314E-01, 1.349E-01, 2.075E-01, 4.215E-02, 4.019E-02, 4.285E-04, 0.000E+00, 0.000E+00, 0.000E+00
 2.100E+02, 2.744E+02, 1.016E+02, 2.724E+02, 1.000E+02, 2.213E+02, 1.410E+02, 5.861E+01, 1.316E+02, 5.234E+01, 1.162E+02, 2.612E+02, 2.776E+02, 1.506E+02, 1.580E+02, 1.752E+02, 1.617E+02, 4.565E+02, 1.138E+02, 1.122E+02, 2.421E+02, 1.527E+02, 9.378E+01, 1.358E+02, 5.385E+01, 4.508E+02, 3.976E+02, 3.798E+02, 3.436E+02, 1.690E+02, 3.576E+01, 3.170E+01, 3.055E+01, 3.791E+01, 4.042E+01, 7.310E+01, 2.294E+02, 3.550E+02, 4.195E+02, 7.633E+02, 4.835E+01, 5.361E+01, 6.896E+01, 2.355E+02, 3.912E+02, 4.140E+02, 6.171E+02, 1.249E-01, 1.226E-01, 2.075E-01, 4.570E-02, 4.697E-02, 4.241E-04, 0.000E+00, 0.000E+00, 0.000E+00
 2.250E+02, 2.923E+02, 1.087E+02, 2.947E+02, 1.080E+02, 2.360E+02, 1.548E+02, 6.297E+01, 1.463E+02, 5.649E+01, 1.267E+02, 2.856E+02, 3.064E+02, 1.697E+02, 1.744E+02, 1.979E+02, 1.801E+02, 4.731E+02, 1.229E+02, 1.219E+02, 2.638E+02, 1.690E+02, 1.007E+02, 1.530E+02, 5.838E+01, 4.765E+02, 4.276E+02, 4.050E+02, 3.356E+02, 1.516E+02, 3.638E+01, 3.198E+01, 3.113E+01, 3.807E+01, 4.055E+01, 7.464E+01, 2.323E+02, 3.674E+02, 4.523E+02, 7.504E+02, 4.847E+01, 5.479E+01, 6.856E+01, 2.437E+02, 3.759E+02, 4.107E+02, 6.880E+02, 1.190E-01, 1.207E-01, 2.074E-01, 4.890E-02, 4.800E-02, 4.481E-04, 0.000E+00, 0.000E+00, 0.000E+00
 2.400E+02, 3.096E+02, 1.145E+02, 3.204E+02, 1.151E+02, 2.475E+02, 1.685E+02, 6.694E+01, 1.633E+02, 6.054E+01, 1.358E+02, 3.052E+02, 3.290E+02, 1.875E+02, 1.904E+02, 2.191E+02, 2.043E+02, 4.924E+02, 1.312E+02, 1.314E+02, 2.863E+02, 1.801E+02, 1.069E+02, 1.720E+02, 6.256E+01, 5.132E+02, 4.335E+02, 4.090E+02, 3.509E+02, 1.192E+02, 3.756E+01, 3.276E+01, 3.164E+01, 3.898E+01, 4.140E+01, 6.760E+01, 2.431E+02, 3.602E+02, 4.610E+02, 8.962E+02, 5.222E+01, 5.596E+01, 6.725E+01, 2.290E+02, 3.874E+02, 4.180E+02, 6.979E+02, 1.008E-01, 1.052E-01, 2.075E-01, 5.887E-02, 5.647E-02, 4.201E-04, 0.000E+00, 0.000E+00, 0.000E+00
 2.550E+02, 3.361E+02, 1.211E+02, 3.471E+02, 1.227E+02, 2.638E+02, 1.860E+02, 7.121E+01, 1.812E+02, 6.483E+01, 1.453E+02, 3.235E+02, 3.448E+02, 2.046E+02, 2.098E+02, 2.358E+02, 2.283E+02, 5.085E+02, 1.409E+02, 1.417E+02, 3.031E+02, 1.914E+02, 1.141E+02, 1.881E+02, 6.687E+01, 4.994E+02, 4.334E+02, 3.961E+02, 3.352E+02, 1.858E+02, 3.905E+01, 3.358E+01, 3.271E+01, 4.066E+01, 4.367E+01, 7.603E+01, 2.371E+02, 3.828E+02, 4.954E+02, 8.368E+02, 5.373E+01, 5.806E+01, 6.642E+01, 2.333E+02, 3.954E+02, 4.289E+02, 6.722E+02, 1.075E-01, 1.107E-01, 2.075E-01, 5.521E-02, 5.349E-02, 4.367E-04, 0.000E+00, 0.000E+00, 0.000E+00
 2.700E+02, 3.514E+02, 1.280E+02, 3.670E+02, 1.310E+02, 2.777E+02, 2.003E+02, 7.565E+01, 1.975E+02, 6.949E+01, 1.552E+02, 3.490E+02, 3.808E+02, 2.233E+02, 2.255E+02, 2.612E+02, 2.509E+02, 5.145E+02, 1.496E+02, 1.522E+02, 3.215E+02, 2.028E+02, 1.210E+02, 2.076E+02, 7.191E+01, 5.176E+02, 4.316E+02, 4.331E+02, 3.634E+02, 1.094E+02, 4.146E+01, 3.529E+01, 3.417E+01, 4.312E+01, 5.025E+01, 8.911E+01, 2.438E+02, 4.294E+02, 5.435E+02, 8.882E+02, 5.838E+01, 5.870E+01, 7.009E+01, 2.537E+02, 4.128E+02, 4.508E+02, 7.204E+02, 1.098E-01, 1.198E-01, 2.075E-01, 5.397E-02, 4.847E-02, 4.409E-04, 0.000E+00, 0.000E+00, 0.000E+00
 2.850E+02, 3.725E+02, 1.349E+02, 3.930E+02, 1.393E+02, 2.912E+02, 2.164E+02, 8.015E+01, 2.164E+02, 7.432E+01, 1.656E+02, 3.648E+02, 4.000E+02, 2.404E+02, 2.477E+02, 2.843E+02, 2.790E+02, 5.204E+02, 1.592E+02, 1.635E+02, 3.412E+02, 2.157E+02, 1.286E+02, 2.302E+02, 7.669E+01, 5.910E+02, 4.731E+02, 4.770E+02, 3.370E+02, 1.145E+02, 4.352E+01, 3.623E+01, 3.570E+01, 4.407E+01, 5.853E+01, 9.310E+01, 2.649E+02, 4.081E+02, 5.229E+02, 8.611E+02, 5.988E+01, 6.220E+01, 7.412E+01, 2.779E+02, 4.407E+02, 4.677E+02, 8.395E+02, 9.658E-02, 1.008E-01, 2.075E-01, 6.121E-02, 5.888E-02, 4.137E-04, 0.000E+00, 0.000E+00, 0.000E+00
