s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol
 1.005E+03, 8.479E+02, 7.241E+02, 9.991E+02, 8.016E+02, 8.433E+02, 8.511E+02, 7.368E+02, 1.012E+03, 8.110E+02, 8.584E+02, 1.818E+02, 5.854E+01, 2.899E+01, 1.517E+02, 4.994E+01, 2.674E+01, 8.502E+02, 7.255E+02, 1.001E+03, 7.999E+02, 8.320E+02, 8.712E+02, 8.583E+02, 9.901E+02, 9.919E+02, 8.946E+02, 7.467E+02, 7.474E+02, 8.125E+02, 8.143E+02, 8.465E+02, 7.890E+02, 7.231E+02, 1.024E+03, 1.022E+03, 8.175E+02, 8.185E+02, 1.003E+03, 1.045E+03, 1.066E+03, 9.142E+02, 7.484E+02, 5.012E+02, 3.723E+02, 3.767E+02, 1.948E-03, 8.033E-04, 5.336E-02, 2.061E-01
 1.020E+03, 8.431E+02, 7.251E+02, 9.909E+02, 7.983E+02, 8.380E+02, 8.499E+02, 7.373E+02, 9.985E+02, 8.029E+02, 8.570E+02, 1.849E+02, 5.987E+01, 2.943E+01, 1.545E+02, 5.105E+01, 2.708E+01, 8.511E+02, 7.257E+02, 9.920E+02, 7.973E+02, 8.329E+02, 8.618E+02, 8.498E+02, 9.843E+02, 9.861E+02, 8.914E+02, 7.463E+02, 7.490E+02, 8.100E+02, 8.098E+02, 8.493E+02, 7.879E+02, 7.237E+02, 1.025E+03, 1.011E+03, 8.153E+02, 8.120E+02, 9.766E+02, 1.032E+03, 1.007E+03, 8.396E+02, 7.217E+02, 4.854E+02, 3.667E+02, 3.693E+02, 1.970E-03, 1.599E-02, 3.446E-02, 2.058E-01
 1.035E+03, 8.423E+02, 7.281E+02, 9.905E+02, 7.975E+02, 8.350E+02, 8.509E+02, 7.396E+02, 9.981E+02, 8.043E+02, 8.524E+02, 1.879E+02, 6.120E+01, 2.988E+01, 1.572E+02, 5.217E+01, 2.744E+01, 8.616E+02, 7.248E+02, 1.007E+03, 7.984E+02, 8.331E+02, 8.744E+02, 8.552E+02, 1.004E+03, 9.862E+02, 9.000E+02, 7.502E+02, 7.515E+02, 8.125E+02, 8.103E+02, 8.527E+02, 7.842E+02, 7.255E+02, 1.023E+03, 1.015E+03, 8.144E+02, 8.136E+02, 9.900E+02, 1.040E+03, 1.042E+03, 8.913E+02, 8.058E+02, 5.015E+02, 3.683E+02, 3.709E+02, 1.942E-03, 1.518E-02, 2.850E-02, 2.069E-01
 1.050E+03, 8.414E+02, 7.283E+02, 9.853E+02, 7.966E+02, 8.324E+02, 8.479E+02, 7.392E+02, 9.983E+02, 8.045E+02, 8.564E+02, 1.909E+02, 6.255E+01, 3.033E+01, 1.599E+02, 5.331E+01, 2.781E+01, 8.641E+02, 7.235E+02, 9.921E+02, 7.950E+02, 8.283E+02, 8.671E+02, 8.534E+02, 9.900E+02, 9.906E+02, 8.952E+02, 7.493E+02, 7.517E+02, 8.072E+02, 8.091E+02, 8.496E+02, 7.824E+02, 7.258E+02, 1.014E+03, 1.017E+03, 8.112E+02, 8.141E+02, 1.005E+03, 1.063E+03, 1.023E+03, 8.559E+02, 7.331E+02, 4.938E+02, 3.653E+02, 3.690E+02, 1.568E-03, 3.950E-03, 3.846E-02, 2.055E-01
 1.065E+03, 8.383E+02, 7.308E+02, 9.882E+02, 7.972E+02, 8.351E+02, 8.530E+02, 7.449E+02, 1.001E+03, 8.055E+02, 8.555E+02, 1.939E+02, 6.390E+01, 3.080E+01, 1.626E+02, 5.446E+01, 2.818E+01, 8.639E+02, 7.277E+02, 9.950E+02, 7.967E+02, 8.375E+02, 8.728E+02, 8.487E+02, 9.993E+02, 9.898E+02, 9.092E+02, 7.536E+02, 7.518E+02, 8.094E+02, 8.097E+02, 8.514E+02, 7.880E+02, 7.289E+02, 1.029E+03, 1.021E+03, 8.194E+02, 8.150E+02, 1.006E+03, 1.071E+03, 1.006E+03, 8.270E+02, 6.988E+02, 4.935E+02, 3.643E+02, 3.698E+02, 6.738E-04, 1.332E-02, 4.754E-02, 2.063E-01
 1.080E+03, 8.420E+02, 7.347E+02, 9.715E+02, 7.987E+02, 8.386E+02, 8.540E+02, 7.472E+02, 9.788E+02, 8.057E+02, 8.588E+02, 1.969E+02, 6.527E+01, 3.128E+01, 1.653E+02, 5.561E+01, 2.857E+01, 8.762E+02, 7.328E+02, 1.014E+03, 7.993E+02, 8.441E+02, 8.921E+02, 8.578E+02, 1.011E+03, 9.704E+02, 9.136E+02, 7.595E+02, 7.558E+02, 8.150E+02, 8.100E+02, 8.576E+02, 7.900E+02, 7.314E+02, 1.039E+03, 9.979E+02, 8.229E+02, 8.146E+02, 9.992E+02, 1.052E+03, 1.031E+03, 9.193E+02, 7.981E+02, 4.919E+02, 3.688E+02, 3.739E+02, 5.634E-04, 1.021E-02, 2.701E-02, 2.066E-01
 1.095E+03, 8.468E+02, 7.352E+02, 9.805E+02, 7.998E+02, 8.358E+02, 8.622E+02, 7.463E+02, 9.986E+02, 8.108E+02, 8.572E+02, 1.998E+02, 6.665E+01, 3.176E+01, 1.680E+02, 5.678E+01, 2.896E+01, 8.755E+02, 7.337E+02, 1.009E+03, 8.026E+02, 8.400E+02, 8.789E+02, 8.618E+02, 9.993E+02, 9.958E+02, 9.022E+02, 7.602E+02, 7.574E+02, 8.173E+02, 8.118E+02, 8.591E+02, 7.920E+02, 7.332E+02, 1.032E+03, 1.016E+03, 8.260E+02, 8.207E+02, 1.002E+03, 1.052E+03, 1.044E+03, 8.653E+02, 7.513E+02, 4.851E+02, 3.710E+02, 3.755E+02, 3.518E-04, 1.251E-02, 5.254E-02, 2.062E-01
 1.110E+03, 8.468E+02, 7.351E+02, 9.777E+02, 8.029E+02, 8.328E+02, 8.566E+02, 7.448E+02, 9.843E+02, 8.102E+02, 8.518E+02, 2.027E+02, 6.804E+01, 3.226E+01, 1.706E+02, 5.796E+01, 2.937E+01, 8.641E+02, 7.353E+02, 1.020E+03, 8.077E+02, 8.471E+02, 8.739E+02, 8.570E+02, 1.010E+03, 9.757E+02, 8.969E+02, 7.614E+02, 7.544E+02, 8.205E+02, 8.126E+02, 8.583E+02, 7.926E+02, 7.349E+02, 1.037E+03, 1.001E+03, 8.286E+02, 8.175E+02, 9.808E+02, 9.994E+02, 1.024E+03, 9.188E+02, 8.146E+02, 4.898E+02, 3.739E+02, 3.796E+02, 8.375E-04, 4.243E-03, 1.945E-02, 2.030E-01
 1.125E+03, 8.494E+02, 7.342E+02, 9.706E+02, 7.976E+02, 8.310E+02, 8.568E+02, 7.422E+02, 9.752E+02, 7.998E+02, 8.495E+02, 2.056E+02, 6.943E+01, 3.277E+01, 1.732E+02, 5.915E+01, 2.978E+01, 8.558E+02, 7.344E+02, 1.011E+03, 8.039E+02, 8.431E+02, 8.626E+02, 8.572E+02, 9.967E+02, 9.753E+02, 9.074E+02, 7.605E+02, 7.530E+02, 8.174E+02, 8.068E+02, 8.604E+02, 7.926E+02, 7.339E+02, 1.037E+03, 9.927E+02, 8.210E+02, 8.083E+02, 9.988E+02, 1.033E+03, 1.006E+03, 8.343E+02, 7.134E+02, 4.761E+02, 3.678E+02, 3.759E+02, 2.625E-04, 1.263E-02, 3.364E-02, 2.059E-01
 1.140E+03, 8.511E+02, 7.303E+02, 9.703E+02, 7.950E+02, 8.272E+02, 8.659E+02, 7.402E+02, 9.869E+02, 8.041E+02, 8.454E+02, 2.084E+02, 7.083E+01, 3.329E+01, 1.758E+02, 6.034E+01, 3.020E+01, 8.509E+02, 7.321E+02, 1.008E+03, 7.991E+02, 8.367E+02, 8.724E+02, 8.663E+02, 1.001E+03, 9.801E+02, 8.918E+02, 7.563E+02, 7.495E+02, 8.134E+02, 8.048E+02, 8.532E+02, 7.896E+02, 7.295E+02, 1.032E+03, 1.000E+03, 8.189E+02, 8.129E+02, 1.017E+03, 1.065E+03, 1.021E+03, 8.561E+02, 7.152E+02, 5.149E+02, 3.623E+02, 3.719E+02, 3.674E-03, 4.949E-03, 4.278E-02, 2.036E-01
 1.155E+03, 8.582E+02, 7.302E+02, 9.897E+02, 7.971E+02, 8.308E+02, 8.672E+02, 7.426E+02, 1.012E+03, 8.075E+02, 8.536E+02, 2.112E+02, 7.224E+01, 3.381E+01, 1.784E+02, 6.155E+01, 3.063E+01, 8.612E+02, 7.322E+02, 9.963E+02, 7.989E+02, 8.350E+02, 8.807E+02, 8.660E+02, 9.972E+02, 1.002E+03, 9.104E+02, 7.555E+02, 7.512E+02, 8.127E+02, 8.082E+02, 8.529E+02, 7.898E+02, 7.303E+02, 1.027E+03, 1.027E+03, 8.196E+02, 8.186E+02, 1.010E+03, 1.038E+03, 1.030E+03, 8.817E+02, 7.058E+02, 5.057E+02, 3.662E+02, 3.733E+02, 2.911E-04, 2.132E-03, 3.373E-02, 2.065E-01
 1.170E+03, 8.559E+02, 7.325E+02, 9.825E+02, 7.985E+02, 8.310E+02, 8.615E+02, 7.438E+02, 9.861E+02, 8.054E+02, 8.487E+02, 2.140E+02, 7.366E+01, 3.435E+01, 1.810E+02, 6.276E+01, 3.107E+01, 8.612E+02, 7.355E+02, 9.976E+02, 8.005E+02, 8.435E+02, 8.693E+02, 8.682E+02, 9.975E+02, 9.822E+02, 9.093E+02, 7.586E+02, 7.522E+02, 8.144E+02, 8.093E+02, 8.517E+02, 7.938E+02, 7.330E+02, 1.026E+03, 1.007E+03, 8.191E+02, 8.146E+02, 9.931E+02, 1.031E+03, 1.052E+03, 8.616E+02, 7.340E+02, 4.951E+02, 3.678E+02, 3.721E+02, 3.526E-03, 7.964E-03, 7.247E-02, 2.063E-01
 1.185E+03, 8.487E+02, 7.306E+02, 9.680E+02, 7.945E+02, 8.286E+02, 8.485E+02, 7.406E+02, 9.817E+02, 8.003E+02, 8.476E+02, 2.167E+02, 7.508E+01, 3.489E+01, 1.835E+02, 6.398E+01, 3.151E+01, 8.588E+02, 7.328E+02, 1.003E+03, 7.980E+02, 8.435E+02, 8.760E+02, 8.546E+02, 1.006E+03, 9.796E+02, 9.039E+02, 7.577E+02, 7.497E+02, 8.115E+02, 8.044E+02, 8.448E+02, 7.867E+02, 7.303E+02, 1.030E+03, 9.986E+02, 8.155E+02, 8.088E+02, 1.014E+03, 1.058E+03, 1.029E+03, 8.200E+02, 7.490E+02, 4.885E+02, 3.662E+02, 3.727E+02, 1.667E-03, 8.071E-03, 6.857E-02, 2.048E-01
 1.200E+03, 8.478E+02, 7.324E+02, 9.803E+02, 7.989E+02, 8.337E+02, 8.666E+02, 7.476E+02, 9.990E+02, 8.153E+02, 8.633E+02, 2.195E+02, 7.651E+01, 3.545E+01, 1.860E+02, 6.521E+01, 3.197E+01, 8.574E+02, 7.325E+02, 9.984E+02, 8.043E+02, 8.386E+02, 8.729E+02, 8.643E+02, 1.002E+03, 9.903E+02, 9.012E+02, 7.568E+02, 7.504E+02, 8.157E+02, 8.107E+02, 8.483E+02, 7.886E+02, 7.311E+02, 1.041E+03, 1.017E+03, 8.282E+02, 8.241E+02, 1.050E+03, 1.103E+03, 1.066E+03, 8.694E+02, 7.365E+02, 4.992E+02, 3.768E+02, 3.798E+02, 5.050E-04, 1.079E-02, 2.795E-02, 2.062E-01
 1.215E+03, 8.550E+02, 7.354E+02, 9.863E+02, 8.027E+02, 8.383E+02, 8.679E+02, 7.487E+02, 1.000E+03, 8.121E+02, 8.591E+02, 2.222E+02, 7.795E+01, 3.601E+01, 1.885E+02, 6.644E+01, 3.243E+01, 8.503E+02, 7.350E+02, 9.980E+02, 8.094E+02, 8.439E+02, 8.662E+02, 8.699E+02, 9.879E+02, 9.765E+02, 8.922E+02, 7.569E+02, 7.529E+02, 8.203E+02, 8.145E+02, 8.478E+02, 7.965E+02, 7.345E+02, 1.020E+03, 1.017E+03, 8.298E+02, 8.232E+02, 1.020E+03, 1.046E+03, 1.047E+03, 8.417E+02, 7.163E+02, 5.004E+02, 3.780E+02, 3.823E+02, 3.864E-03, 3.917E-03, 6.378E-02, 2.053E-01
 1.230E+03, 8.598E+02, 7.349E+02, 9.776E+02, 7.983E+02, 8.358E+02, 8.665E+02, 7.458E+02, 9.841E+02, 8.035E+02, 8.564E+02, 2.248E+02, 7.939E+01, 3.658E+01, 1.910E+02, 6.768E+01, 3.290E+01, 8.504E+02, 7.346E+02, 9.998E+02, 8.054E+02, 8.444E+02, 8.716E+02, 8.659E+02, 9.962E+02, 9.755E+02, 8.932E+02, 7.579E+02, 7.529E+02, 8.171E+02, 8.092E+02, 8.496E+02, 7.942E+02, 7.340E+02, 1.016E+03, 1.005E+03, 8.218E+02, 8.138E+02, 9.812E+02, 9.870E+02, 9.975E+02, 8.741E+02, 7.497E+02, 4.748E+02, 3.670E+02, 3.736E+02, 7.562E-03, 2.045E-02, 5.484E-02, 2.057E-01
 1.245E+03, 8.537E+02, 7.341E+02, 9.864E+02, 7.980E+02, 8.379E+02, 8.631E+02, 7.477E+02, 1.011E+03, 8.090E+02, 8.618E+02, 2.275E+02, 8.083E+01, 3.716E+01, 1.934E+02, 6.893E+01, 3.338E+01, 8.562E+02, 7.324E+02, 9.967E+02, 8.006E+02, 8.405E+02, 8.718E+02, 8.705E+02, 1.003E+03, 1.002E+03, 9.155E+02, 7.564E+02, 7.537E+02, 8.135E+02, 8.098E+02, 8.530E+02, 7.858E+02, 7.345E+02, 1.026E+03, 1.020E+03, 8.218E+02, 8.189E+02, 1.014E+03, 1.055E+03, 1.030E+03, 8.802E+02, 7.833E+02, 4.928E+02, 3.680E+02, 3.744E+02, 2.372E-03, 2.985E-04, 4.741E-02, 2.020E-01
 1.260E+03, 8.584E+02, 7.373E+02, 9.870E+02, 8.006E+02, 8.369E+02, 8.751E+02, 7.514E+02, 9.858E+02, 8.123E+02, 8.529E+02, 2.301E+02, 8.228E+01, 3.775E+01, 1.958E+02, 7.018E+01, 3.387E+01, 8.584E+02, 7.362E+02, 1.014E+03, 8.053E+02, 8.502E+02, 8.729E+02, 8.842E+02, 1.016E+03, 9.827E+02, 9.165E+02, 7.604E+02, 7.570E+02, 8.192E+02, 8.121E+02, 8.551E+02, 7.891E+02, 7.370E+02, 1.052E+03, 9.983E+02, 8.302E+02, 8.181E+02, 1.029E+03, 1.083E+03, 1.057E+03, 9.499E+02, 6.959E+02, 4.920E+02, 3.744E+02, 3.810E+02, 1.406E-03, 1.488E-02, 4.247E-02, 2.063E-01
 1.275E+03, 8.586E+02, 7.418E+02, 9.688E+02, 8.051E+02, 8.394E+02, 8.685E+02, 7.582E+02, 9.790E+02, 8.171E+02, 8.623E+02, 2.327E+02, 8.374E+01, 3.834E+01, 1.982E+02, 7.144E+01, 3.436E+01, 8.673E+02, 7.416E+02, 1.025E+03, 8.109E+02, 8.640E+02, 8.824E+02, 8.696E+02, 1.016E+03, 9.758E+02, 9.124E+02, 7.666E+02, 7.623E+02, 8.264E+02, 8.150E+02, 8.568E+02, 7.953E+02, 7.410E+02, 1.050E+03, 1.000E+03, 8.355E+02, 8.246E+02, 1.045E+03, 1.087E+03, 1.081E+03, 9.343E+02, 7.833E+02, 5.133E+02, 3.817E+02, 3.872E+02, 1.844E-03, 9.647E-03, 3.738E-02, 2.057E-01
 1.290E+03, 8.664E+02, 7.463E+02, 9.801E+02, 8.049E+02, 8.509E+02, 8.814E+02, 7.604E+02, 1.004E+03, 8.139E+02, 8.787E+02, 2.353E+02, 8.520E+01, 3.895E+01, 2.006E+02, 7.271E+01, 3.487E+01, 8.674E+02, 7.449E+02, 1.009E+03, 8.111E+02, 8.583E+02, 8.795E+02, 8.813E+02, 1.007E+03, 1.003E+03, 9.192E+02, 7.684E+02, 7.652E+02, 8.255E+02, 8.176E+02, 8.629E+02, 7.997E+02, 7.454E+02, 1.033E+03, 1.027E+03, 8.326E+02, 8.280E+02, 1.009E+03, 1.050E+03, 1.053E+03, 9.021E+02, 7.499E+02, 4.967E+02, 3.842E+02, 3.884E+02, 1.956E-04, 2.635E-03, 3.051E-02, 2.060E-01
 1.305E+03, 8.634E+02, 7.443E+02, 9.883E+02, 8.060E+02, 8.496E+02, 8.668E+02, 7.540E+02, 1.004E+03, 8.173E+02, 8.616E+02, 2.378E+02, 8.666E+01, 3.956E+01, 2.030E+02, 7.397E+01, 3.538E+01, 8.597E+02, 7.434E+02, 1.006E+03, 8.108E+02, 8.498E+02, 8.727E+02, 8.713E+02, 1.011E+03, 9.977E+02, 9.098E+02, 7.671E+02, 7.634E+02, 8.230E+02, 8.195E+02, 8.548E+02, 7.947E+02, 7.448E+02, 1.046E+03, 1.029E+03, 8.302E+02, 8.272E+02, 1.011E+03, 1.056E+03, 1.057E+03, 8.916E+02, 7.422E+02, 4.963E+02, 3.804E+02, 3.844E+02, 4.317E-04, 3.257E-03, 2.394E-02, 2.058E-01
 1.320E+03, 8.498E+02, 7.410E+02, 9.933E+02, 8.074E+02, 8.439E+02, 8.589E+02, 7.512E+02, 1.007E+03, 8.148E+02, 8.634E+02, 2.403E+02, 8.812E+01, 4.018E+01, 2.053E+02, 7.525E+01, 3.589E+01, 8.591E+02, 7.407E+02, 9.942E+02, 8.096E+02, 8.420E+02, 8.741E+02, 8.564E+02, 9.829E+02, 1.004E+03, 8.956E+02, 7.633E+02, 7.597E+02, 8.209E+02, 8.190E+02, 8.526E+02, 7.953E+02, 7.426E+02, 1.024E+03, 1.028E+03, 8.287E+02, 8.280E+02, 1.007E+03, 1.027E+03, 1.027E+03, 8.668E+02, 7.238E+02, 4.938E+02, 3.817E+02, 3.844E+02, 2.498E-03, 2.335E-02, 5.765E-02, 2.057E-01
 1.335E+03, 8.530E+02, 7.400E+02, 9.856E+02, 8.045E+02, 8.361E+02, 8.688E+02, 7.519E+02, 9.910E+02, 8.094E+02, 8.497E+02, 2.428E+02, 8.959E+01, 4.081E+01, 2.076E+02, 7.653E+01, 3.642E+01, 8.574E+02, 7.405E+02, 9.932E+02, 8.095E+02, 8.472E+02, 8.694E+02, 8.678E+02, 9.960E+02, 9.854E+02, 9.092E+02, 7.628E+02, 7.587E+02, 8.197E+02, 8.148E+02, 8.540E+02, 7.930E+02, 7.412E+02, 1.018E+03, 1.011E+03, 8.270E+02, 8.212E+02, 9.897E+02, 1.013E+03, 1.016E+03, 9.174E+02, 7.002E+02, 4.935E+02, 3.770E+02, 3.794E+02, 1.879E-03, 1.729E-02, 5.225E-02, 2.057E-01
 1.350E+03, 8.552E+02, 7.369E+02, 9.757E+02, 7.975E+02, 8.337E+02, 8.681E+02, 7.459E+02, 9.902E+02, 8.071E+02, 8.587E+02, 2.453E+02, 9.106E+01, 4.145E+01, 2.099E+02, 7.781E+01, 3.695E+01, 8.575E+02, 7.394E+02, 1.000E+03, 8.046E+02, 8.376E+02, 8.638E+02, 8.647E+02, 1.002E+03, 9.871E+02, 9.145E+02, 7.609E+02, 7.557E+02, 8.150E+02, 8.083E+02, 8.531E+02, 7.902E+02, 7.376E+02, 1.032E+03, 1.003E+03, 8.235E+02, 8.175E+02, 1.015E+03, 1.060E+03, 9.977E+02, 8.552E+02, 6.941E+02, 4.695E+02, 3.666E+02, 3.732E+02, 2.593E-03, 2.495E-02, 5.167E-02, 2.047E-01
 1.365E+03, 8.610E+02, 7.357E+02, 9.928E+02, 8.028E+02, 8.452E+02, 8.794E+02, 7.502E+02, 1.010E+03, 8.160E+02, 8.693E+02, 2.478E+02, 9.253E+01, 4.209E+01, 2.122E+02, 7.909E+01, 3.749E+01, 8.495E+02, 7.401E+02, 9.912E+02, 8.066E+02, 8.363E+02, 8.642E+02, 8.748E+02, 9.877E+02, 1.007E+03, 9.212E+02, 7.620E+02, 7.557E+02, 8.179E+02, 8.160E+02, 8.456E+02, 7.869E+02, 7.363E+02, 1.034E+03, 1.024E+03, 8.284E+02, 8.278E+02, 1.007E+03, 1.055E+03, 1.033E+03, 8.488E+02, 7.479E+02, 5.021E+02, 3.757E+02, 3.849E+02, 6.511E-04, 9.729E-03, 2.399E-02, 2.047E-01
 1.380E+03, 8.582E+02, 7.371E+02, 1.003E+03, 8.064E+02, 8.495E+02, 8.672E+02, 7.500E+02, 1.021E+03, 8.167E+02, 8.760E+02, 2.502E+02, 9.401E+01, 4.274E+01, 2.145E+02, 8.038E+01, 3.804E+01, 8.496E+02, 7.422E+02, 9.758E+02, 8.040E+02, 8.360E+02, 8.649E+02, 8.740E+02, 9.739E+02, 9.984E+02, 9.065E+02, 7.625E+02, 7.587E+02, 8.141E+02, 8.195E+02, 8.473E+02, 7.979E+02, 7.383E+02, 1.007E+03, 1.029E+03, 8.213E+02, 8.292E+02, 9.986E+02, 1.043E+03, 1.072E+03, 8.973E+02, 6.902E+02, 5.148E+02, 3.749E+02, 3.862E+02, 1.745E-03, 7.671E-03, 3.607E-02, 2.062E-01
 1.395E+03, 8.543E+02, 7.371E+02, 1.005E+03, 8.038E+02, 8.464E+02, 8.608E+02, 7.507E+02, 1.015E+03, 8.135E+02, 8.658E+02, 2.526E+02, 9.548E+01, 4.340E+01, 2.167E+02, 8.167E+01, 3.859E+01, 8.491E+02, 7.402E+02, 9.795E+02, 7.988E+02, 8.325E+02, 8.633E+02, 8.670E+02, 9.972E+02, 9.978E+02, 9.072E+02, 7.586E+02, 7.614E+02, 8.102E+02, 8.175E+02, 8.443E+02, 7.929E+02, 7.391E+02, 1.017E+03, 1.023E+03, 8.181E+02, 8.245E+02, 1.015E+03, 1.049E+03, 1.045E+03, 8.797E+02, 7.384E+02, 5.066E+02, 3.709E+02, 3.816E+02, 5.156E-03, 2.405E-02, 2.224E-02, 2.056E-01
 1.410E+03, 8.486E+02, 7.392E+02, 1.009E+03, 8.070E+02, 8.463E+02, 8.640E+02, 7.554E+02, 1.026E+03, 8.227E+02, 8.681E+02, 2.550E+02, 9.696E+01, 4.406E+01, 2.189E+02, 8.296E+01, 3.915E+01, 8.582E+02, 7.391E+02, 9.921E+02, 8.029E+02, 8.385E+02, 8.795E+02, 8.574E+02, 1.011E+03, 1.007E+03, 9.216E+02, 7.601E+02, 7.610E+02, 8.158E+02, 8.200E+02, 8.465E+02, 7.872E+02, 7.396E+02, 1.028E+03, 1.036E+03, 8.305E+02, 8.323E+02, 1.047E+03, 1.081E+03, 1.068E+03, 8.922E+02, 8.048E+02, 5.100E+02, 3.815E+02, 3.889E+02, 5.896E-03, 6.881E-03, 6.006E-02, 2.055E-01
 1.425E+03, 8.548E+02, 7.416E+02, 1.003E+03, 8.079E+02, 8.448E+02, 8.697E+02, 7.564E+02, 1.006E+03, 8.137E+02, 8.644E+02, 2.573E+02, 9.844E+01, 4.473E+01, 2.211E+02, 8.426E+01, 3.971E+01, 8.653E+02, 7.420E+02, 9.909E+02, 8.061E+02, 8.378E+02, 8.799E+02, 8.754E+02, 9.875E+02, 9.942E+02, 9.131E+02, 7.633E+02, 7.613E+02, 8.172E+02, 8.196E+02, 8.520E+02, 7.994E+02, 7.402E+02, 1.022E+03, 1.028E+03, 8.224E+02, 8.257E+02, 9.943E+02, 1.040E+03, 1.078E+03, 8.372E+02, 7.130E+02, 4.899E+02, 3.796E+02, 3.877E+02, 6.764E-04, 7.992E-03, 3.277E-02, 2.060E-01
 1.440E+03, 8.531E+02, 7.415E+02, 9.934E+02, 7.979E+02, 8.474E+02, 8.624E+02, 7.519E+02, 1.007E+03, 8.018E+02, 8.716E+02, 2.597E+02, 9.992E+01, 4.541E+01, 2.233E+02, 8.556E+01, 4.029E+01, 8.691E+02, 7.446E+02, 9.756E+02, 7.990E+02, 8.371E+02, 8.753E+02, 8.631E+02, 9.941E+02, 9.986E+02, 9.121E+02, 7.653E+02, 7.606E+02, 8.094E+02, 8.119E+02, 8.553E+02, 8.050E+02, 7.390E+02, 1.009E+03, 1.011E+03, 8.154E+02, 8.199E+02, 9.916E+02, 1.058E+03, 1.005E+03, 8.154E+02, 6.901E+02, 4.748E+02, 3.651E+02, 3.735E+02, 6.727E-05, 2.942E-03, 4.225E-02, 2.032E-01
 1.455E+03, 8.501E+02, 7.365E+02, 9.963E+02, 7.957E+02, 8.460E+02, 8.663E+02, 7.478E+02, 1.017E+03, 8.077E+02, 8.629E+02, 2.620E+02, 1.014E+02, 4.610E+01, 2.254E+02, 8.686E+01, 4.087E+01, 8.608E+02, 7.420E+02, 9.726E+02, 7.988E+02, 8.386E+02, 8.678E+02, 8.592E+02, 9.861E+02, 1.014E+03, 9.147E+02, 7.639E+02, 7.562E+02, 8.084E+02, 8.109E+02, 8.474E+02, 7.937E+02, 7.347E+02, 1.010E+03, 1.018E+03, 8.177E+02, 8.200E+02, 1.053E+03, 1.104E+03, 1.015E+03, 8.472E+02, 7.467E+02, 4.782E+02, 3.680E+02, 3.727E+02, 3.005E-04, 8.301E-04, 1.059E-02, 2.036E-01
 1.470E+03, 8.521E+02, 7.370E+02, 1.017E+03, 8.005E+02, 8.437E+02, 8.696E+02, 7.531E+02, 1.036E+03, 8.146E+02, 8.717E+02, 2.643E+02, 1.029E+02, 4.679E+01, 2.276E+02, 8.816E+01, 4.145E+01, 8.525E+02, 7.399E+02, 9.594E+02, 7.980E+02, 8.346E+02, 8.610E+02, 8.673E+02, 9.627E+02, 1.009E+03, 9.116E+02, 7.618E+02, 7.573E+02, 8.061E+02, 8.161E+02, 8.420E+02, 7.914E+02, 7.369E+02, 9.793E+02, 1.038E+03, 8.145E+02, 8.303E+02, 1.070E+03, 1.090E+03, 1.063E+03, 8.877E+02, 7.738E+02, 4.808E+02, 3.730E+02, 3.783E+02, 8.888E-04, 7.009E-03, 1.029E-02, 2.042E-01
 1.485E+03, 8.598E+02, 7.421E+02, 1.010E+03, 8.042E+02, 8.530E+02, 8.784E+02, 7.585E+02, 1.012E+03, 8.185E+02, 8.778E+02, 2.665E+02, 1.044E+02, 4.748E+01, 2.297E+02, 8.947E+01, 4.204E+01, 8.484E+02, 7.442E+02, 9.670E+02, 8.003E+02, 8.498E+02, 8.620E+02, 8.801E+02, 9.849E+02, 1.004E+03, 9.087E+02, 7.635E+02, 7.610E+02, 8.086E+02, 8.197E+02, 8.438E+02, 7.958E+02, 7.429E+02, 1.010E+03, 1.028E+03, 8.244E+02, 8.300E+02, 1.036E+03, 1.076E+03, 1.015E+03, 8.654E+02, 7.168E+02, 5.087E+02, 3.784E+02, 3.788E+02, 6.062E-03, 1.234E-02, 2.911E-02, 2.046E-01
 1.500E+03, 8.642E+02, 7.472E+02, 1.003E+03, 8.133E+02, 8.595E+02, 8.803E+02, 7.653E+02, 1.016E+03, 8.314E+02, 8.822E+02, 2.688E+02, 1.058E+02, 4.819E+01, 2.318E+02, 9.077E+01, 4.264E+01, 8.545E+02, 7.495E+02, 9.942E+02, 8.093E+02, 8.642E+02, 8.675E+02, 8.734E+02, 1.005E+03, 1.008E+03, 9.157E+02, 7.687E+02, 7.664E+02, 8.198E+02, 8.268E+02, 8.444E+02, 8.026E+02, 7.485E+02, 1.031E+03, 1.034E+03, 8.404E+02, 8.417E+02, 1.007E+03, 1.063E+03, 1.038E+03, 8.925E+02, 7.541E+02, 5.037E+02, 3.856E+02, 3.867E+02, 9.221E-03, 3.096E-02, 5.054E-02, 2.054E-01
