s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
Time,PT-RW-Ba-U,PT-RW-Ba-L,PT-RW-Fr-U,PT-RW-Fr-L,PT-RW-Ce,TC-RW-Ba-U,TC-RW-Ba-L,TC-RW-Fr-U,TC-RW-Fr-L,TC-RW-Ce,PT-LW-Ba-U,PT-LW-Fr-U,PT-C-Ba-L,PT-C-Ba-R,PT-C-Fr-L,PT-C-Fr-R,PT-C-Ce,PT-F-Ba-R,PT-F-Fr-R,PT-BW-U,PT-BW-M,PT-BW-L,PT-FW-Le-U,PT-FW-Le-L,TC-Door-1490,TC-Door-1350,TC-Door-1200,TC-Door-1050,TC-Door-0900,TC-Door-0600,TC-Door-0300,TC-Door-0010,TC-Front-0010,TC-Front-0300,TC-Front-0600,TC-Front-0900,TC-Front-1200,TC-Front-1500,TC-Front-1790,TC-Back-0010,TC-Back-0300,TC-Back-0600,TC-Back-0900,TC-Back-1200,TC-Back-1500,TC-Back-1790,O2-Door-100,O2-Door-200,O2-Door-800,CO2-Door-100,CO2-Door-200,CO2-Door-800,CO-Door-100,CO-Door-200,CO-Door-800
 0.000E+00, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.000E+01, 2.076E-01, 2.076E-01, 2.076E-01, 3.864E-04, 3.864E-04, 3.864E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.502E+01, 2.056E+01, 2.056E+01, 2.052E+01, 2.056E+01, 2.137E+01, 3.275E+01, 3.382E+01, 3.071E+01, 3.096E+01, 4.926E+01, 2.059E+01, 2.051E+01, 3.356E+01, 3.118E+01, 3.259E+01, 3.208E+01, 5.831E+01, 2.040E+01, 2.043E+01, 2.044E+01, 2.052E+01, 2.038E+01, 3.161E+01, 3.051E+01, 2.034E+01, 2.038E+01, 2.043E+01, 2.047E+01, 2.048E+01, 2.047E+01, 2.038E+01, 2.023E+01, 2.094E+01, 2.156E+01, 2.267E+01, 2.259E+01, 2.181E+01, 2.122E+01, 2.088E+01, 2.090E+01, 2.158E+01, 2.254E+01, 2.231E+01, 2.172E+01, 2.121E+01, 2.087E+01, 2.076E-01, 2.076E-01, 2.076E-01, 3.864E-04, 3.864E-04, 3.864E-04, 0.000E+00, 0.000E+00, 0.000E+00
 3.002E+01, 4.386E+01, 3.594E+01, 5.887E+01, 3.915E+01, 6.142E+01, 2.625E+02, 1.826E+02, 3.427E+02, 1.928E+02, 3.313E+02, 4.503E+01, 5.679E+01, 2.452E+02, 2.143E+02, 4.040E+02, 4.116E+02, 7.019E+02, 3.677E+01, 4.166E+01, 4.146E+01, 4.005E+01, 3.494E+01, 3.156E+02, 1.935E+02, 1.041E+02, 1.466E+02, 5.877E+01, 4.127E+01, 4.112E+01, 3.355E+01, 3.131E+01, 3.442E+01, 5.467E+01, 5.240E+01, 6.565E+01, 8.237E+01, 1.031E+02, 1.920E+02, 6.325E+02, 4.811E+01, 4.975E+01, 5.818E+01, 6.408E+01, 6.731E+01, 7.292E+01, 3.436E+02, 1.840E-01, 1.756E-01, 2.044E-01, 1.332E-02, 1.791E-02, 2.143E-03, 0.000E+00, 0.000E+00, 0.000E+00
 4.500E+01, 1.480E+02, 8.427E+01, 2.264E+02, 1.062E+02, 1.590E+02, 5.836E+02, 3.640E+02, 6.702E+02, 4.188E+02, 5.412E+02, 1.427E+02, 2.266E+02, 5.525E+02, 5.501E+02, 7.354E+02, 7.048E+02, 7.377E+02, 9.671E+01, 1.253E+02, 1.244E+02, 1.072E+02, 8.488E+01, 6.519E+02, 4.234E+02, 4.008E+02, 5.686E+02, 4.625E+02, 3.474E+02, 2.731E+02, 9.414E+01, 6.078E+01, 9.717E+01, 1.632E+02, 1.266E+02, 1.610E+02, 3.529E+02, 6.278E+02, 7.619E+02, 8.854E+02, 1.356E+02, 1.151E+02, 1.482E+02, 2.207E+02, 3.170E+02, 5.063E+02, 7.359E+02, 1.433E-01, 1.315E-01, 2.022E-01, 3.560E-02, 4.209E-02, 3.349E-03, 0.000E+00, 0.000E+00, 0.000E+00
 6.003E+01, 3.231E+02, 1.567E+02, 4.066E+02, 1.915E+02, 2.807E+02, 6.972E+02, 4.549E+02, 7.085E+02, 4.708E+02, 6.051E+02, 2.859E+02, 4.180E+02, 6.648E+02, 7.178E+02, 7.110E+02, 7.581E+02, 7.519E+02, 1.842E+02, 2.257E+02, 2.702E+02, 2.260E+02, 1.570E+02, 6.916E+02, 4.804E+02, 7.617E+02, 8.176E+02, 6.158E+02, 5.110E+02, 4.127E+02, 1.802E+02, 1.069E+02, 1.418E+02, 2.439E+02, 1.892E+02, 2.617E+02, 4.664E+02, 6.026E+02, 9.386E+02, 9.666E+02, 2.215E+02, 1.897E+02, 3.011E+02, 5.788E+02, 6.550E+02, 7.765E+02, 8.935E+02, 8.325E-02, 9.136E-02, 1.877E-01, 6.822E-02, 6.400E-02, 1.126E-02, 0.000E+00, 0.000E+00, 0.000E+00
 7.501E+01, 4.662E+02, 2.365E+02, 5.508E+02, 2.690E+02, 3.873E+02, 7.174E+02, 5.137E+02, 7.761E+02, 5.236E+02, 6.318E+02, 4.343E+02, 5.498E+02, 7.297E+02, 7.224E+02, 7.865E+02, 8.005E+02, 8.059E+02, 2.762E+02, 3.154E+02, 4.305E+02, 3.671E+02, 2.342E+02, 7.927E+02, 5.338E+02, 1.011E+03, 1.020E+03, 6.919E+02, 6.548E+02, 5.817E+02, 1.822E+02, 1.088E+02, 1.158E+02, 2.115E+02, 2.274E+02, 3.689E+02, 5.589E+02, 6.750E+02, 9.572E+02, 1.116E+03, 2.618E+02, 2.674E+02, 4.599E+02, 6.669E+02, 7.172E+02, 7.876E+02, 1.014E+03, 3.511E-02, 5.422E-02, 1.930E-01, 9.418E-02, 8.417E-02, 8.370E-03, 0.000E+00, 0.000E+00, 0.000E+00
 9.001E+01, 5.988E+02, 3.215E+02, 6.795E+02, 3.518E+02, 4.832E+02, 8.048E+02, 5.804E+02, 8.437E+02, 5.835E+02, 6.922E+02, 5.808E+02, 6.828E+02, 8.208E+02, 8.054E+02, 8.540E+02, 8.524E+02, 8.471E+02, 3.709E+02, 4.057E+02, 5.833E+02, 4.595E+02, 3.161E+02, 8.589E+02, 5.960E+02, 1.029E+03, 1.049E+03, 9.086E+02, 7.627E+02, 5.752E+02, 2.217E+02, 1.257E+02, 1.335E+02, 2.246E+02, 3.063E+02, 4.659E+02, 6.962E+02, 8.910E+02, 1.099E+03, 1.145E+03, 3.330E+02, 3.137E+02, 3.962E+02, 6.205E+02, 7.822E+02, 9.519E+02, 1.083E+03, 1.113E-02, 1.590E-03, 1.876E-01, 1.068E-01, 1.119E-01, 1.135E-02, 0.000E+00, 0.000E+00, 0.000E+00
 1.050E+02, 7.207E+02, 4.255E+02, 7.923E+02, 4.464E+02, 5.820E+02, 8.598E+02, 6.519E+02, 9.085E+02, 6.551E+02, 7.562E+02, 7.152E+02, 7.938E+02, 8.643E+02, 8.544E+02, 9.120E+02, 9.161E+02, 8.924E+02, 4.824E+02, 5.043E+02, 7.217E+02, 5.617E+02, 4.196E+02, 9.121E+02, 6.657E+02, 1.107E+03, 1.088E+03, 9.128E+02, 7.434E+02, 4.974E+02, 2.455E+02, 1.470E+02, 1.493E+02, 2.642E+02, 3.760E+02, 4.784E+02, 6.861E+02, 9.792E+02, 1.128E+03, 1.129E+03, 4.072E+02, 4.055E+02, 4.465E+02, 6.655E+02, 9.170E+02, 9.579E+02, 9.970E+02, 5.521E-04, 5.901E-03, 2.050E-01, 1.093E-01, 1.094E-01, 1.796E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.200E+02, 7.902E+02, 5.155E+02, 8.592E+02, 5.377E+02, 6.670E+02, 8.612E+02, 6.809E+02, 9.231E+02, 6.949E+02, 7.799E+02, 7.724E+02, 8.605E+02, 8.484E+02, 8.458E+02, 9.452E+02, 9.409E+02, 9.216E+02, 5.711E+02, 5.921E+02, 7.663E+02, 6.268E+02, 5.133E+02, 9.265E+02, 7.029E+02, 1.097E+03, 1.121E+03, 9.569E+02, 8.709E+02, 5.854E+02, 2.969E+02, 1.715E+02, 1.750E+02, 2.981E+02, 4.503E+02, 5.283E+02, 7.088E+02, 9.069E+02, 1.146E+03, 1.118E+03, 4.593E+02, 4.442E+02, 4.597E+02, 7.368E+02, 9.063E+02, 9.405E+02, 9.650E+02, 8.467E-04, 9.305E-03, 2.059E-01, 1.100E-01, 1.083E-01, 1.317E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.350E+02, 8.181E+02, 5.863E+02, 9.078E+02, 6.154E+02, 7.291E+02, 8.690E+02, 7.141E+02, 9.714E+02, 7.469E+02, 8.313E+02, 8.073E+02, 9.136E+02, 8.690E+02, 8.624E+02, 9.838E+02, 9.817E+02, 9.112E+02, 6.333E+02, 6.622E+02, 7.902E+02, 6.809E+02, 5.851E+02, 9.863E+02, 7.538E+02, 1.102E+03, 1.176E+03, 9.946E+02, 8.517E+02, 7.686E+02, 3.502E+02, 2.103E+02, 1.957E+02, 3.264E+02, 4.932E+02, 5.789E+02, 7.961E+02, 1.167E+03, 1.201E+03, 1.166E+03, 4.846E+02, 4.698E+02, 4.865E+02, 7.656E+02, 9.036E+02, 8.829E+02, 9.355E+02, 2.360E-03, 2.030E-02, 2.027E-01, 1.101E-01, 1.024E-01, 3.055E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.500E+02, 8.394E+02, 6.411E+02, 9.507E+02, 6.775E+02, 7.837E+02, 8.782E+02, 7.321E+02, 9.867E+02, 7.595E+02, 8.490E+02, 8.383E+02, 9.403E+02, 8.927E+02, 8.831E+02, 9.661E+02, 9.856E+02, 9.130E+02, 6.817E+02, 7.166E+02, 8.212E+02, 7.191E+02, 6.413E+02, 9.680E+02, 7.672E+02, 1.064E+03, 1.127E+03, 9.816E+02, 8.486E+02, 6.956E+02, 2.963E+02, 1.987E+02, 1.973E+02, 3.406E+02, 5.271E+02, 5.770E+02, 8.381E+02, 1.068E+03, 1.199E+03, 1.142E+03, 5.276E+02, 5.188E+02, 5.482E+02, 8.648E+02, 9.343E+02, 9.307E+02, 9.920E+02, 2.022E-03, 2.105E-02, 2.066E-01, 1.109E-01, 1.019E-01, 9.032E-04, 0.000E+00, 0.000E+00, 0.000E+00
 1.650E+02, 8.503E+02, 6.738E+02, 9.655E+02, 7.127E+02, 8.013E+02, 8.827E+02, 7.388E+02, 1.001E+03, 7.809E+02, 8.469E+02, 8.413E+02, 9.415E+02, 8.693E+02, 8.675E+02, 9.888E+02, 1.010E+03, 9.185E+02, 7.086E+02, 7.461E+02, 8.298E+02, 7.391E+02, 6.763E+02, 9.886E+02, 7.897E+02, 1.072E+03, 1.134E+03, 9.978E+02, 8.760E+02, 7.539E+02, 3.629E+02, 2.071E+02, 2.018E+02, 3.346E+02, 5.596E+02, 6.229E+02, 9.360E+02, 1.089E+03, 1.191E+03, 1.163E+03, 5.329E+02, 5.298E+02, 5.306E+02, 7.749E+02, 8.938E+02, 9.169E+02, 9.740E+02, 5.746E-03, 1.433E-02, 2.018E-01, 1.085E-01, 1.046E-01, 3.563E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.800E+02, 8.678E+02, 7.081E+02, 9.938E+02, 7.612E+02, 8.316E+02, 9.059E+02, 7.775E+02, 1.020E+03, 8.248E+02, 8.956E+02, 8.637E+02, 9.965E+02, 9.125E+02, 9.028E+02, 1.030E+03, 1.011E+03, 9.405E+02, 7.375E+02, 7.884E+02, 8.419E+02, 7.625E+02, 7.096E+02, 1.037E+03, 8.364E+02, 1.086E+03, 1.152E+03, 1.105E+03, 9.668E+02, 7.607E+02, 4.161E+02, 2.461E+02, 2.369E+02, 4.006E+02, 5.723E+02, 6.739E+02, 1.030E+03, 1.140E+03, 1.158E+03, 1.130E+03, 5.585E+02, 5.232E+02, 6.064E+02, 9.186E+02, 8.990E+02, 9.685E+02, 9.718E+02, 6.597E-03, 3.030E-02, 2.057E-01, 1.095E-01, 9.690E-02, 1.419E-03, 0.000E+00, 0.000E+00, 0.000E+00
 1.950E+02, 8.854E+02, 7.392E+02, 9.963E+02, 7.838E+02, 8.563E+02, 9.063E+02, 7.852E+02, 1.009E+03, 8.161E+02, 8.831E+02, 9.007E+02, 1.001E+03, 9.199E+02, 9.063E+02, 1.009E+03, 1.003E+03, 9.513E+02, 7.667E+02, 8.053E+02, 8.728E+02, 8.034E+02, 7.389E+02, 1.026E+03, 8.350E+02, 9.851E+02, 1.066E+03, 1.089E+03, 9.168E+02, 7.206E+02, 3.094E+02, 2.256E+02, 2.295E+02, 3.792E+02, 5.866E+02, 6.744E+02, 9.571E+02, 1.172E+03, 1.096E+03, 1.066E+03, 5.883E+02, 5.650E+02, 6.570E+02, 9.184E+02, 9.102E+02, 9.644E+02, 9.506E+02, 3.237E-03, 1.533E-02, 2.066E-01, 1.101E-01, 1.029E-01, 9.379E-04, 0.000E+00, 0.000E+00, 0.000E+00
 2.100E+02, 8.727E+02, 7.459E+02, 9.709E+02, 7.845E+02, 8.503E+02, 8.787E+02, 7.689E+02, 9.786E+02, 8.024E+02, 8.696E+02, 8.895E+02, 9.997E+02, 8.882E+02, 8.799E+02, 1.016E+03, 9.867E+02, 9.332E+02, 7.690E+02, 8.019E+02, 8.694E+02, 8.035E+02, 7.455E+02, 1.016E+03, 8.232E+02, 1.039E+03, 1.080E+03, 1.037E+03, 9.097E+02, 8.757E+02, 3.654E+02, 2.209E+02, 2.193E+02, 3.615E+02, 5.887E+02, 6.934E+02, 1.020E+03, 1.134E+03, 1.166E+03, 1.118E+03, 5.637E+02, 5.419E+02, 5.731E+02, 9.339E+02, 8.916E+02, 9.278E+02, 9.157E+02, 1.542E-02, 4.982E-02, 2.063E-01, 1.046E-01, 8.631E-02, 1.084E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.250E+02, 8.656E+02, 7.489E+02, 9.824E+02, 7.966E+02, 8.559E+02, 8.844E+02, 7.791E+02, 1.015E+03, 8.343E+02, 8.940E+02, 8.892E+02, 1.020E+03, 9.191E+02, 8.810E+02, 1.035E+03, 1.009E+03, 9.398E+02, 7.709E+02, 8.107E+02, 8.668E+02, 8.020E+02, 7.493E+02, 1.060E+03, 8.523E+02, 1.116E+03, 1.163E+03, 1.120E+03, 1.013E+03, 7.298E+02, 3.992E+02, 2.473E+02, 2.421E+02, 3.964E+02, 5.948E+02, 6.876E+02, 1.137E+03, 1.169E+03, 1.119E+03, 1.115E+03, 5.663E+02, 5.543E+02, 5.856E+02, 8.846E+02, 8.844E+02, 9.212E+02, 9.915E+02, 4.365E-03, 1.668E-02, 2.035E-01, 1.103E-01, 1.033E-01, 2.615E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.400E+02, 8.757E+02, 7.633E+02, 9.930E+02, 8.108E+02, 8.691E+02, 9.064E+02, 7.997E+02, 1.006E+03, 8.357E+02, 8.975E+02, 9.037E+02, 1.016E+03, 9.308E+02, 9.016E+02, 1.021E+03, 1.003E+03, 9.552E+02, 7.831E+02, 8.239E+02, 8.902E+02, 8.260E+02, 7.629E+02, 1.054E+03, 8.564E+02, 1.048E+03, 1.091E+03, 1.089E+03, 9.142E+02, 6.729E+02, 3.691E+02, 2.466E+02, 2.446E+02, 3.950E+02, 5.981E+02, 6.864E+02, 1.094E+03, 1.170E+03, 1.109E+03, 1.088E+03, 5.904E+02, 5.666E+02, 6.777E+02, 9.118E+02, 9.149E+02, 9.746E+02, 9.795E+02, 1.889E-03, 1.261E-02, 2.065E-01, 1.102E-01, 1.062E-01, 9.591E-04, 0.000E+00, 0.000E+00, 0.000E+00
 2.550E+02, 8.823E+02, 7.730E+02, 9.827E+02, 8.148E+02, 8.758E+02, 8.974E+02, 7.959E+02, 1.002E+03, 8.339E+02, 9.016E+02, 9.053E+02, 1.025E+03, 9.085E+02, 8.972E+02, 1.043E+03, 1.009E+03, 9.629E+02, 7.917E+02, 8.269E+02, 8.933E+02, 8.299E+02, 7.734E+02, 1.057E+03, 8.634E+02, 1.026E+03, 1.127E+03, 9.967E+02, 8.801E+02, 7.415E+02, 3.600E+02, 2.463E+02, 2.437E+02, 4.030E+02, 6.121E+02, 7.178E+02, 9.725E+02, 1.198E+03, 1.141E+03, 1.053E+03, 5.792E+02, 5.657E+02, 6.013E+02, 9.070E+02, 9.177E+02, 9.667E+02, 9.606E+02, 1.752E-04, 4.929E-03, 2.063E-01, 1.113E-01, 1.102E-01, 1.073E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.700E+02, 8.854E+02, 7.786E+02, 1.004E+03, 8.261E+02, 8.766E+02, 9.030E+02, 8.030E+02, 1.035E+03, 8.548E+02, 9.014E+02, 9.039E+02, 1.055E+03, 9.293E+02, 9.036E+02, 1.060E+03, 1.035E+03, 9.510E+02, 7.964E+02, 8.404E+02, 8.897E+02, 8.242E+02, 7.786E+02, 1.083E+03, 8.733E+02, 1.104E+03, 1.185E+03, 1.153E+03, 9.993E+02, 8.024E+02, 4.211E+02, 2.624E+02, 2.557E+02, 4.123E+02, 6.104E+02, 7.526E+02, 1.121E+03, 1.149E+03, 1.173E+03, 1.135E+03, 5.867E+02, 5.650E+02, 6.237E+02, 9.154E+02, 9.283E+02, 9.416E+02, 9.884E+02, 2.217E-04, 4.790E-03, 2.050E-01, 1.105E-01, 1.085E-01, 1.815E-03, 0.000E+00, 0.000E+00, 0.000E+00
 2.850E+02, 8.883E+02, 7.798E+02, 1.020E+03, 8.359E+02, 8.811E+02, 9.084E+02, 7.987E+02, 1.048E+03, 8.566E+02, 9.065E+02, 9.085E+02, 1.021E+03, 9.186E+02, 9.067E+02, 1.007E+03, 1.033E+03, 9.355E+02, 7.989E+02, 8.496E+02, 8.988E+02, 8.316E+02, 7.808E+02, 1.040E+03, 8.651E+02, 1.064E+03, 1.106E+03, 1.148E+03, 9.419E+02, 8.201E+02, 3.961E+02, 2.623E+02, 2.543E+02, 4.116E+02, 6.185E+02, 7.396E+02, 1.176E+03, 1.076E+03, 1.089E+03, 1.084E+03, 5.955E+02, 5.710E+02, 6.422E+02, 9.083E+02, 9.351E+02, 9.451E+02, 9.685E+02, 4.856E-04, 3.002E-03, 2.054E-01, 1.109E-01, 1.096E-01, 1.546E-03, 0.000E+00, 0.000E+00, 0.000E+00
