m,kW/m2
Tot_Flux-z,Tot_Flux
 2.000E-02, 1.582E+01
 8.098E-02, 2.421E+01
 1.420E-01, 3.212E+01
 2.029E-01, 3.931E+01
 2.639E-01, 4.608E+01
 3.249E-01, 5.215E+01
 3.859E-01, 5.730E+01
 4.468E-01, 6.140E+01
 5.078E-01, 6.452E+01
 5.688E-01, 6.643E+01
 6.298E-01, 6.735E+01
 6.908E-01, 6.699E+01
 7.517E-01, 6.580E+01
 8.127E-01, 6.401E+01
 8.737E-01, 6.170E+01
 9.347E-01, 5.894E+01
 9.957E-01, 5.580E+01
 1.057E+00, 5.250E+01
 1.118E+00, 4.917E+01
 1.179E+00, 4.582E+01
 1.240E+00, 4.245E+01
 1.301E+00, 3.919E+01
 1.362E+00, 3.598E+01
 1.423E+00, 3.284E+01
 1.483E+00, 2.980E+01
 1.544E+00, 2.693E+01
 1.605E+00, 2.433E+01
 1.666E+00, 2.197E+01
 1.727E+00, 1.979E+01
 1.788E+00, 1.783E+01
 1.849E+00, 1.608E+01
 1.910E+00, 1.451E+01
 1.971E+00, 1.305E+01
 2.032E+00, 1.175E+01
 2.093E+00, 1.060E+01
 2.154E+00, 9.559E+00
 2.215E+00, 8.620E+00
 2.276E+00, 7.782E+00
 2.337E+00, 7.072E+00
 2.398E+00, 6.444E+00
 2.459E+00, 5.893E+00
 2.520E+00, 5.001E+00
 2.581E+00, 4.634E+00
 2.642E+00, 4.297E+00
 2.703E+00, 3.997E+00
 2.764E+00, 3.717E+00
 2.825E+00, 3.469E+00
 2.886E+00, 3.248E+00
 2.947E+00, 3.060E+00
 3.008E+00, 2.891E+00
 3.069E+00, 2.739E+00
 3.130E+00, 2.606E+00
 3.191E+00, 2.487E+00
 3.252E+00, 2.383E+00
 3.313E+00, 2.294E+00
 3.374E+00, 2.217E+00
 3.435E+00, 2.152E+00
 3.496E+00, 2.094E+00
 3.557E+00, 2.043E+00
 3.618E+00, 1.997E+00
 3.679E+00, 1.955E+00
 3.740E+00, 1.914E+00
 3.801E+00, 1.875E+00
 3.862E+00, 1.835E+00
 3.923E+00, 1.796E+00
 3.984E+00, 1.756E+00
 4.045E+00, 1.719E+00
 4.106E+00, 1.683E+00
 4.167E+00, 1.648E+00
 4.228E+00, 1.614E+00
 4.288E+00, 1.582E+00
 4.349E+00, 1.550E+00
 4.410E+00, 1.521E+00
 4.471E+00, 1.492E+00
 4.532E+00, 1.464E+00
 4.593E+00, 1.437E+00
 4.654E+00, 1.412E+00
 4.715E+00, 1.387E+00
 4.776E+00, 1.362E+00
 4.837E+00, 1.337E+00
 4.898E+00, 1.312E+00
 4.959E+00, 1.289E+00
 5.020E+00, 1.265E+00
 5.081E+00, 1.242E+00
 5.142E+00, 1.220E+00
 5.203E+00, 1.197E+00
 5.264E+00, 1.175E+00
 5.325E+00, 1.154E+00
 5.386E+00, 1.133E+00
 5.447E+00, 1.113E+00
 5.508E+00, 1.092E+00
 5.569E+00, 1.076E+00
 5.630E+00, 1.055E+00
