s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PRODUCTS,MLR_PROPANE,MLR_PRODUCTS 2,MLR_MMA
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.5605882E-004, 6.1214371E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-3.5605821E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0088468E+000, 2.3165991E+000, 0.0000000E+000,-7.6458663E-001, 3.0182549E-002,-1.8923205E-002, 2.1321097E-004, 0.0000000E+000, 0.0000000E+000, 1.5071981E+000, 1.5634850E+000,-4.2777775E-001,-3.0626258E-069, 5.5009435E-005,-8.4052887E-067, 6.0731970E-014
 4.0028892E+000, 1.0454737E+001, 0.0000000E+000,-3.1716165E+000,-1.7571012E+000,-5.9004327E-001, 3.6141387E-003, 0.0000000E+000, 0.0000000E+000, 4.9381489E+000, 4.9395903E+000,-6.5579293E-001,-2.7371619E-013, 2.3517102E-004,-1.1825414E-003, 1.0708328E-013
 6.0049076E+000, 1.7145381E+001, 0.0000000E+000,-4.9277705E+000,-8.1849121E+000,-1.1388614E+000, 9.6190793E-003, 0.0000000E+000, 0.0000000E+000, 2.9127024E+000, 2.9034559E+000,-6.3649668E-001,-5.6716880E-012, 3.7688447E-004,-4.8077159E-003, 6.5747606E-012
 8.0017252E+000, 2.0784565E+001, 0.0000000E+000,-5.9775310E+000,-1.0975135E+001,-1.2688016E+000, 1.4551805E-002, 0.0000000E+000, 0.0000000E+000, 2.5806465E+000, 2.5776496E+000,-6.2583908E-001,-1.8860700E-010, 4.5845835E-004,-6.1720877E-003, 1.5732451E-010
 1.0002549E+001, 2.3628538E+001, 0.0000000E+000,-6.7751378E+000,-1.4558169E+001,-1.4813605E+000, 1.8169528E-002, 0.0000000E+000, 0.0000000E+000, 8.4752494E-001, 8.3203998E-001,-6.1196854E-001,-4.2895177E-009, 5.1366780E-004,-8.1327848E-003, 2.0221139E-009
 1.2003461E+001, 2.5429755E+001, 0.0000000E+000,-7.2628342E+000,-1.5149787E+001,-1.5731350E+000, 2.1202642E-002, 0.0000000E+000, 0.0000000E+000, 1.4796383E+000, 1.4652017E+000,-6.0952613E-001,-4.4082118E-008, 5.5795033E-004,-8.4924399E-003, 1.7801343E-008
 1.4004862E+001, 2.6658348E+001, 0.0000000E+000,-7.6474545E+000,-1.6849224E+001,-1.6655096E+000, 2.3450711E-002, 0.0000000E+000, 0.0000000E+000, 5.3002165E-001, 5.1961120E-001,-6.0301328E-001,-3.1568422E-007, 5.8125405E-004,-9.3376868E-003, 1.0101770E-007
 1.6004236E+001, 2.8931690E+001, 0.0000000E+000,-8.3358450E+000,-1.6270947E+001,-1.5339076E+000, 2.7822163E-002, 0.0000000E+000, 0.0000000E+000, 2.8122081E+000, 2.8188127E+000,-6.0518680E-001,-1.5379915E-006, 6.3536030E-004,-8.9682676E-003, 5.3973703E-007
 1.8003395E+001, 2.9706026E+001, 0.0000000E+000,-8.5146592E+000,-2.0673769E+001,-2.0005118E+000, 2.9089851E-002, 0.0000000E+000, 0.0000000E+000,-1.4266552E+000,-1.4538241E+000,-5.8819861E-001,-9.1370203E-006, 6.4699992E-004,-1.1440183E-002, 2.2841506E-006
 2.0003460E+001, 2.9975805E+001, 0.0000000E+000,-8.5750366E+000,-2.0355782E+001,-1.8327004E+000, 2.9513129E-002, 0.0000000E+000, 0.0000000E+000,-7.4925321E-001,-7.5820150E-001,-5.8934148E-001,-3.6104660E-005, 6.4699991E-004,-1.1262689E-002, 6.8412817E-006
 2.2001486E+001, 2.9984040E+001, 0.0000000E+000,-8.6548533E+000,-1.8587128E+001,-1.7774733E+000, 2.9118708E-002, 0.0000000E+000, 0.0000000E+000, 1.0017016E+000, 9.9370385E-001,-5.9625370E-001,-8.1201925E-005, 6.4699993E-004,-1.0175647E-002, 1.6553092E-005
 2.4003180E+001, 3.0812938E+001, 0.0000000E+000,-8.8554940E+000,-2.0642222E+001,-1.7589482E+000, 2.9264598E-002, 0.0000000E+000, 0.0000000E+000,-4.0336736E-001,-4.1446181E-001,-5.8829546E-001,-1.9971085E-004, 6.4699993E-004,-1.1143912E-002, 3.0268009E-005
 2.6001982E+001, 3.0675175E+001, 0.0000000E+000,-8.7527831E+000,-2.0139741E+001,-1.7041164E+000, 2.9353780E-002, 0.0000000E+000, 0.0000000E+000, 1.2624328E-001, 1.0788871E-001,-5.9025883E-001,-3.1818646E-004, 6.4699993E-004,-1.0779232E-002, 4.2365593E-005
 2.8000008E+001, 3.0923923E+001, 0.0000000E+000,-8.8888101E+000,-2.0252641E+001,-1.7298779E+000, 2.8958833E-002, 0.0000000E+000, 0.0000000E+000, 9.4758176E-002, 8.1552995E-002,-5.8983973E-001,-3.9910126E-004, 6.4699991E-004,-1.0709889E-002, 4.6571820E-005
 3.0000210E+001, 3.0981172E+001, 0.0000000E+000,-8.9562548E+000,-1.9652162E+001,-1.6951308E+000, 2.9189508E-002, 0.0000000E+000, 0.0000000E+000, 7.0898461E-001, 7.0681364E-001,-5.9227465E-001,-3.9980627E-004, 6.4699995E-004,-1.0256631E-002, 4.8740757E-005
 3.2002018E+001, 3.1294001E+001, 0.0000000E+000,-8.9927606E+000,-2.0591176E+001,-1.8447208E+000, 2.9397454E-002, 0.0000000E+000, 0.0000000E+000,-8.7337948E-002,-1.0525895E-001,-5.8853306E-001,-4.8034742E-004, 6.4699991E-004,-1.0859119E-002, 5.7959561E-005
 3.4001244E+001, 3.1296745E+001, 0.0000000E+000,-9.0404625E+000,-2.0849855E+001,-1.8126907E+000, 2.9214636E-002, 0.0000000E+000, 0.0000000E+000,-3.4627261E-001,-3.7704875E-001,-5.8752381E-001,-5.4618093E-004, 6.4699989E-004,-1.0967905E-002, 6.3564898E-005
 3.6001587E+001, 3.1184843E+001, 0.0000000E+000,-8.9181066E+000,-2.0402309E+001,-1.7319785E+000, 2.9113287E-002, 0.0000000E+000, 0.0000000E+000, 1.7069383E-001, 1.6156217E-001,-5.8918614E-001,-5.6417945E-004, 6.4699990E-004,-1.0656396E-002, 6.2326024E-005
 3.8003094E+001, 3.1428231E+001, 0.0000000E+000,-9.0402130E+000,-2.0137123E+001,-1.5849458E+000, 2.8731336E-002, 0.0000000E+000, 0.0000000E+000, 7.1175494E-001, 6.9468021E-001,-5.9044509E-001,-5.5946193E-004, 6.4699994E-004,-1.0332429E-002, 6.5940935E-005
 4.0004066E+001, 3.1661322E+001, 0.0000000E+000,-9.1408708E+000,-2.0594845E+001,-1.7030795E+000, 2.8747816E-002, 0.0000000E+000, 0.0000000E+000, 2.6011144E-001, 2.5127458E-001,-5.8846304E-001,-6.0432009E-004, 6.4699994E-004,-1.0663056E-002, 7.1854786E-005
 4.2001045E+001, 3.1684585E+001, 0.0000000E+000,-9.1289844E+000,-2.0711362E+001,-1.6181873E+000, 2.8698731E-002, 0.0000000E+000, 0.0000000E+000, 2.7407856E-001, 2.5475000E-001,-5.8808000E-001,-6.8402407E-004, 6.4699993E-004,-1.0662207E-002, 8.2618705E-005
 4.4001831E+001, 3.2201212E+001, 0.0000000E+000,-9.2705046E+000,-2.2561476E+001,-1.6920360E+000, 2.8799328E-002, 0.0000000E+000, 0.0000000E+000,-1.2613021E+000,-1.2940049E+000,-5.8102831E-001,-8.3114459E-004, 6.4699990E-004,-1.1478479E-002, 9.0811842E-005
 4.6000225E+001, 3.1898597E+001, 0.0000000E+000,-9.1719912E+000,-2.1297964E+001,-1.5690265E+000, 2.9043289E-002, 0.0000000E+000, 0.0000000E+000,-9.2905156E-002,-1.1134154E-001,-5.8599587E-001,-8.0224280E-004, 6.4699992E-004,-1.0713148E-002, 8.8822005E-005
 4.8002918E+001, 3.1940429E+001, 0.0000000E+000,-9.2493448E+000,-1.9526786E+001,-1.4004505E+000, 2.8679210E-002, 0.0000000E+000, 0.0000000E+000, 1.8078848E+000, 1.7925269E+000,-5.9268089E-001,-7.2813461E-004, 6.4699994E-004,-9.9247917E-003, 8.6762509E-005
 5.0004559E+001, 3.2117188E+001, 0.0000000E+000,-9.2771482E+000,-2.1247479E+001,-1.5391312E+000, 2.8410274E-002, 0.0000000E+000, 0.0000000E+000, 9.4819024E-002, 8.1840049E-002,-5.8636247E-001,-7.8399653E-004, 6.4699993E-004,-1.0581572E-002, 8.8621612E-005
 5.2001171E+001, 3.2011770E+001, 0.0000000E+000,-9.2403406E+000,-2.2339759E+001,-1.5243780E+000, 2.8828003E-002, 0.0000000E+000, 0.0000000E+000,-1.0554727E+000,-1.0638795E+000,-5.8189628E-001,-8.4860991E-004, 6.4699994E-004,-1.1268086E-002, 9.5482203E-005
 5.4000942E+001, 3.2592624E+001, 0.0000000E+000,-9.3448616E+000,-2.1660660E+001,-1.7412423E+000, 2.9150994E-002, 0.0000000E+000, 0.0000000E+000,-8.6661129E-002,-1.2498874E-001,-5.8451551E-001,-9.1618315E-004, 6.4699990E-004,-1.0910520E-002, 1.0656135E-004
 5.6001480E+001, 3.2773558E+001, 0.0000000E+000,-9.4930868E+000,-2.0494056E+001,-1.4824234E+000, 2.8806038E-002, 0.0000000E+000, 0.0000000E+000, 1.3618198E+000, 1.3327977E+000,-5.8901214E-001,-9.4267978E-004, 6.4699994E-004,-1.0122327E-002, 1.1881816E-004
 5.8001152E+001, 3.2894240E+001, 0.0000000E+000,-9.5194561E+000,-2.2510658E+001,-1.7199309E+000, 2.8716465E-002, 0.0000000E+000, 0.0000000E+000,-7.7410303E-001,-8.2708867E-001,-5.8126086E-001,-1.1371535E-003, 6.4699990E-004,-1.1086434E-002, 1.2703690E-004
 6.0003773E+001, 3.2976966E+001, 0.0000000E+000,-9.5443015E+000,-2.2528399E+001,-1.7048272E+000, 2.9108651E-002, 0.0000000E+000, 0.0000000E+000,-7.2200631E-001,-7.7145264E-001,-5.8115382E-001,-1.2107823E-003, 6.4699993E-004,-1.1057504E-002, 1.3312342E-004
 6.2003750E+001, 3.3400625E+001, 0.0000000E+000,-9.6363747E+000,-2.1098553E+001,-1.5928877E+000, 2.9400435E-002, 0.0000000E+000, 0.0000000E+000, 1.1556483E+000, 1.1022096E+000,-5.8669983E-001,-1.1472212E-003, 6.4699991E-004,-1.0264111E-002, 1.4029593E-004
 6.4001045E+001, 3.3582104E+001, 0.0000000E+000,-9.6635539E+000,-2.3270255E+001,-1.5934843E+000, 2.8799935E-002, 0.0000000E+000, 0.0000000E+000,-8.5417452E-001,-9.1638961E-001,-5.7838664E-001,-1.3805500E-003, 6.4699994E-004,-1.1237776E-002, 1.5306579E-004
 6.6001991E+001, 3.3896928E+001, 0.0000000E+000,-9.8460431E+000,-2.2307140E+001,-1.5677474E+000, 2.8232591E-002, 0.0000000E+000, 0.0000000E+000, 2.5359090E-001, 2.0422948E-001,-5.8208101E-001,-1.4108039E-003, 6.4699993E-004,-1.0610667E-002, 1.6292910E-004
 6.8004776E+001, 3.4405762E+001, 0.0000000E+000,-1.0049876E+001,-2.2153480E+001,-1.6112651E+000, 2.8644532E-002, 0.0000000E+000, 0.0000000E+000, 6.6387835E-001, 6.1978552E-001,-5.8258996E-001,-1.4528744E-003, 6.4699995E-004,-1.0534035E-002, 1.7582645E-004
 7.0001442E+001, 3.4388402E+001, 0.0000000E+000,-9.9294747E+000,-2.3678268E+001,-1.5877345E+000, 2.9199996E-002, 0.0000000E+000, 0.0000000E+000,-7.0783989E-001,-7.7787527E-001,-5.7682585E-001,-1.7179549E-003, 6.4699994E-004,-1.1062110E-002, 1.9156389E-004
 7.2001884E+001, 3.5192518E+001, 0.0000000E+000,-1.0238415E+001,-2.1525098E+001,-1.5675980E+000, 2.8385469E-002, 0.0000000E+000, 0.0000000E+000, 1.9409841E+000, 1.8897930E+000,-5.8509558E-001,-1.6233708E-003, 6.4699995E-004,-9.9329514E-003, 2.0529224E-004
 7.4000000E+001, 3.5235665E+001, 0.0000000E+000,-1.0191188E+001,-2.3788628E+001,-1.6181762E+000, 2.8822830E-002, 0.0000000E+000, 0.0000000E+000,-2.6062140E-001,-3.3350429E-001,-5.7630201E-001,-1.9302236E-003, 6.4699994E-004,-1.0948934E-002, 2.1868950E-004
 7.6002792E+001, 3.5561172E+001, 0.0000000E+000,-1.0385970E+001,-2.4347652E+001,-1.5781478E+000, 2.9110376E-002, 0.0000000E+000, 0.0000000E+000,-6.3640828E-001,-7.2148754E-001,-5.7428662E-001,-2.0628734E-003, 6.4699995E-004,-1.1039874E-002, 2.3396063E-004
 7.8000351E+001, 3.6399301E+001, 0.0000000E+000,-1.0615699E+001,-2.3901279E+001,-1.6721980E+000, 2.8672043E-002, 0.0000000E+000, 0.0000000E+000, 3.3584639E-001, 2.3879599E-001,-5.7583881E-001,-2.1851545E-003, 6.4699993E-004,-1.0787782E-002, 2.4939321E-004
