s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ACROLEIN,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000,-2.7764949E-004,-2.5758458E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.7764952E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0003948E+000, 2.4609322E+001,-8.7630822E+000,-1.1894933E+001,-1.8891454E+000, 4.8134001E-002, 0.0000000E+000, 0.0000000E+000, 2.1354585E+000, 2.1102956E+000, 0.0000000E+000, 9.3394708E-004, 0.0000000E+000
 1.0000517E+001, 3.0077213E+001,-1.0806726E+001,-1.6789697E+001,-2.4211134E+000, 5.9757716E-002, 0.0000000E+000, 0.0000000E+000, 1.7404109E-001, 1.1943469E-001, 0.0000000E+000, 1.0856634E-003, 0.0000000E+000
 1.5000493E+001, 3.1141072E+001,-1.1139137E+001,-1.7749017E+001,-2.3995873E+000, 6.2525230E-002, 0.0000000E+000, 0.0000000E+000,-3.2874401E-002,-8.4144240E-002, 0.0000000E+000, 1.1288731E-003, 0.0000000E+000
 2.0000296E+001, 3.2317550E+001,-1.1598456E+001,-1.8003034E+001,-2.5081073E+000, 6.8315180E-002, 0.0000000E+000, 0.0000000E+000, 3.2720336E-001, 2.7626802E-001, 0.0000000E+000, 1.1714061E-003, 0.0000000E+000
 2.5000586E+001, 3.3748298E+001,-1.1996897E+001,-1.9460384E+001,-2.5688398E+000, 7.3779229E-002, 0.0000000E+000, 0.0000000E+000,-1.4753335E-001,-2.0404374E-001, 0.0000000E+000, 1.2162927E-003, 0.0000000E+000
 3.0000608E+001, 3.3860602E+001,-1.2091249E+001,-1.9222230E+001,-2.6027856E+000, 7.5933829E-002, 0.0000000E+000, 0.0000000E+000, 7.1031105E-002, 2.0271282E-002, 0.0000000E+000, 1.2214134E-003, 0.0000000E+000
 3.5000111E+001, 3.5177512E+001,-1.2660558E+001,-1.9876514E+001,-2.5134670E+000, 8.6015833E-002, 0.0000000E+000, 0.0000000E+000, 2.4520920E-001, 2.1298935E-001, 0.0000000E+000, 1.2730108E-003, 0.0000000E+000
 4.0000168E+001, 3.9116881E+001,-1.3915251E+001,-2.2649405E+001,-2.7598353E+000, 1.1078991E-001, 0.0000000E+000, 0.0000000E+000,-5.4409215E-002,-9.6819898E-002, 0.0000000E+000, 1.4217159E-003, 0.0000000E+000
 4.5000275E+001, 4.5270531E+001,-1.5984142E+001,-2.6179984E+001,-2.9822725E+000, 1.4716695E-001, 0.0000000E+000, 0.0000000E+000, 2.3181725E-001, 2.7129943E-001, 0.0000000E+000, 1.6562525E-003, 0.0000000E+000
 5.0000122E+001, 5.2060873E+001,-1.8152570E+001,-3.0371352E+001,-3.3711520E+000, 1.8754100E-001, 0.0000000E+000, 0.0000000E+000, 2.3168200E-001, 3.5333930E-001, 0.0000000E+000, 1.9326105E-003, 0.0000000E+000
 5.5000454E+001, 5.7087341E+001,-2.0020527E+001,-3.3976381E+001,-3.4299775E+000, 2.1691707E-001, 0.0000000E+000, 0.0000000E+000,-3.8656245E-001,-1.2262740E-001, 0.0000000E+000, 2.1430905E-003, 0.0000000E+000
 6.0000744E+001, 6.0878928E+001,-2.1140132E+001,-3.5733190E+001,-3.3757930E+000, 2.4402171E-001, 0.0000000E+000, 0.0000000E+000, 5.0773198E-001, 8.7383392E-001, 0.0000000E+000, 2.3413199E-003, 0.0000000E+000
 6.5000206E+001, 6.4218619E+001,-2.2353639E+001,-3.7318126E+001,-3.6619617E+000, 2.7277604E-001, 0.0000000E+000, 0.0000000E+000, 5.5618859E-001, 1.1576684E+000, 0.0000000E+000, 2.5632751E-003, 0.0000000E+000
 7.0000389E+001, 6.7360152E+001,-2.3267114E+001,-4.0506873E+001,-3.6481002E+000, 3.0045649E-001, 0.0000000E+000, 0.0000000E+000,-4.9550621E-001, 2.3852032E-001, 0.0000000E+000, 2.7898544E-003, 0.0000000E+000
 7.5000252E+001, 7.3302697E+001,-2.5531486E+001,-4.3885882E+001,-3.6772586E+000, 3.3928425E-001, 0.0000000E+000, 0.0000000E+000,-2.3386787E-001, 5.4735531E-001, 0.0000000E+000, 3.0347182E-003, 0.0000000E+000
