s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ACROLEIN,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000,-2.2735940E-004, 7.3709218E-012, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.2735939E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0004478E+000, 2.3619892E+001,-8.8209639E+000,-1.0327078E+001,-2.6644108E+000, 2.8808257E-002, 0.0000000E+000, 0.0000000E+000, 1.8721890E+000, 1.8362478E+000, 0.0000000E+000, 9.3364228E-004, 0.0000000E+000
 1.0000343E+001, 3.0395975E+001,-1.1446023E+001,-1.4733406E+001,-3.6962420E+000, 3.4847951E-002, 0.0000000E+000, 0.0000000E+000, 6.2146913E-001, 5.5515211E-001, 0.0000000E+000, 1.1020016E-003, 0.0000000E+000
 1.5000161E+001, 3.2523953E+001,-1.2179385E+001,-1.6844688E+001,-3.9019328E+000, 4.2287316E-002, 0.0000000E+000, 0.0000000E+000,-2.8315443E-001,-3.5976522E-001, 0.0000000E+000, 1.1715553E-003, 0.0000000E+000
 2.0000284E+001, 3.5070899E+001,-1.3015972E+001,-1.8047752E+001,-4.1007116E+000, 5.8628078E-002, 0.0000000E+000, 0.0000000E+000, 3.6634633E-002,-3.4908532E-002, 0.0000000E+000, 1.2735167E-003, 0.0000000E+000
 2.5000015E+001, 3.9187468E+001,-1.4604988E+001,-1.9812651E+001,-4.5321618E+000, 8.6753404E-002, 0.0000000E+000, 0.0000000E+000, 3.8578696E-001, 3.2442021E-001, 0.0000000E+000, 1.4246122E-003, 0.0000000E+000
 3.0000137E+001, 4.4242315E+001,-1.6352101E+001,-2.3459923E+001,-4.7597291E+000, 1.1534562E-001, 0.0000000E+000, 0.0000000E+000,-1.8489349E-001,-2.1409307E-001, 0.0000000E+000, 1.6208485E-003, 0.0000000E+000
 3.5000267E+001, 5.0252845E+001,-1.8464727E+001,-2.6418226E+001,-5.1708651E+000, 1.5275592E-001, 0.0000000E+000, 0.0000000E+000, 2.0900830E-001, 3.5178299E-001, 0.0000000E+000, 1.8948931E-003, 0.0000000E+000
 4.0000072E+001, 5.9004330E+001,-2.1775578E+001,-3.1196151E+001,-5.6019848E+000, 1.9363880E-001, 0.0000000E+000, 0.0000000E+000, 4.5009073E-001, 6.2425463E-001, 0.0000000E+000, 2.2481649E-003, 0.0000000E+000
 4.5000103E+001, 6.3854154E+001,-2.3285746E+001,-3.5077372E+001,-5.3881111E+000, 2.3327289E-001, 0.0000000E+000, 0.0000000E+000,-1.0151507E-001, 3.3619695E-001, 0.0000000E+000, 2.6205190E-003, 0.0000000E+000
 5.0000160E+001, 7.0069891E+001,-2.5491439E+001,-3.7747438E+001,-6.0866844E+000, 2.7730689E-001, 0.0000000E+000, 0.0000000E+000, 4.1085912E-001, 1.0216370E+000, 0.0000000E+000, 2.9835128E-003, 0.0000000E+000
 5.5000195E+001, 7.4344628E+001,-2.6862730E+001,-4.0576894E+001,-6.4057793E+000, 3.2489064E-001, 0.0000000E+000, 0.0000000E+000,-5.6797567E-002, 8.2411566E-001, 0.0000000E+000, 3.3511102E-003, 0.0000000E+000
 6.0000153E+001, 8.3661094E+001,-3.0166470E+001,-4.5850455E+001,-6.7427126E+000, 4.0546850E-001, 0.0000000E+000, 0.0000000E+000, 1.6351826E-001, 1.3069258E+000, 0.0000000E+000, 3.9787987E-003, 0.0000000E+000
 6.5000351E+001, 8.6717573E+001,-3.1075590E+001,-4.7885863E+001,-6.7744059E+000, 4.8638571E-001, 0.0000000E+000, 0.0000000E+000,-8.9846111E-002, 1.4680991E+000, 0.0000000E+000, 4.6343056E-003, 0.0000000E+000
 7.0000282E+001, 9.9071385E+001,-3.5381633E+001,-5.4876578E+001,-7.1457051E+000, 5.9616232E-001, 0.0000000E+000, 0.0000000E+000, 4.1887966E-001, 2.2636320E+000, 0.0000000E+000, 5.4796690E-003, 0.0000000E+000
 7.5000366E+001, 9.7260734E+001,-3.4505740E+001,-5.4418418E+001,-6.8793705E+000, 6.7031961E-001, 0.0000000E+000, 0.0000000E+000,-2.0647187E-001, 2.1275260E+000, 0.0000000E+000, 6.2195472E-003, 0.0000000E+000
 8.0000145E+001, 1.0564816E+002,-3.7461450E+001,-5.8560442E+001,-7.2892508E+000, 7.6646959E-001, 0.0000000E+000, 0.0000000E+000, 4.7737879E-001, 3.1034825E+000, 0.0000000E+000, 6.9395974E-003, 0.0000000E+000
 8.5000107E+001, 1.1499525E+002,-4.0636121E+001,-6.4759099E+001,-7.4847198E+000, 8.4814531E-001, 0.0000000E+000, 0.0000000E+000,-7.1979761E-002, 2.9634542E+000, 0.0000000E+000, 7.7984235E-003, 0.0000000E+000
 9.0000122E+001, 1.1873533E+002,-4.1898344E+001,-6.6922883E+001,-7.3555497E+000, 9.0342930E-001, 0.0000000E+000, 0.0000000E+000, 2.0431067E-001, 3.4619860E+000, 0.0000000E+000, 8.4240022E-003, 0.0000000E+000
