s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PRODUCTS,MLR_PROPANE,MLR_PRODUCTS 2,MLR_MMA
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4915687E-003, 3.0288589E-009, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.4915657E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0036244E+000, 2.3265827E+000, 0.0000000E+000,-6.6059716E-001, 4.0617467E-002,-3.7939638E-002, 2.0552456E-004, 0.0000000E+000, 0.0000000E+000, 1.6308873E+000, 1.6688689E+000,-4.3599217E-001,-1.1029629E-124, 5.4232787E-005,-5.8175868E-122, 6.1349117E-014
 4.0022321E+000, 1.0470504E+001, 0.0000000E+000,-3.0256844E+000,-1.7511432E+000,-7.7433228E-001, 3.4907756E-003, 0.0000000E+000, 0.0000000E+000, 4.9087413E+000, 4.9228349E+000,-6.5591903E-001,-2.0651754E-013, 2.3475205E-004,-1.0795503E-003, 1.4067385E-013
 6.0020866E+000, 1.6954605E+001, 0.0000000E+000,-4.9217219E+000,-7.4767962E+000,-1.3445287E+000, 9.0744684E-003, 0.0000000E+000, 0.0000000E+000, 3.1986670E+000, 3.2206324E+000,-6.3918286E-001,-1.1018516E-011, 3.7672337E-004,-4.4584602E-003, 2.3348692E-011
 8.0007162E+000, 2.0801717E+001, 0.0000000E+000,-6.0706798E+000,-1.1601058E+001,-1.5928239E+000, 1.3398916E-002, 0.0000000E+000, 0.0000000E+000, 1.5332413E+000, 1.5505545E+000,-6.2323690E-001,-1.1894322E-009, 4.5832980E-004,-6.7374679E-003, 7.0304760E-010
 1.0001637E+001, 2.3270529E+001, 0.0000000E+000,-6.8164497E+000,-1.2840900E+001,-1.7201979E+000, 1.6732083E-002, 0.0000000E+000, 0.0000000E+000, 1.8868406E+000, 1.9097133E+000,-6.1835927E-001,-1.7933718E-008, 5.1361347E-004,-7.4061724E-003, 1.0488327E-008
 1.2000341E+001, 2.5394849E+001, 0.0000000E+000,-7.4457317E+000,-1.6143575E+001,-1.8129364E+000, 1.9792206E-002, 0.0000000E+000, 0.0000000E+000,-6.5048331E-003, 1.2398585E-002,-6.0549700E-001,-2.6028316E-007, 5.5790122E-004,-9.2551451E-003, 9.0926702E-008
 1.4000743E+001, 2.6896148E+001, 0.0000000E+000,-7.8424003E+000,-1.6010585E+001,-1.8910915E+000, 2.1387868E-002, 0.0000000E+000, 0.0000000E+000, 1.1606056E+000, 1.1734584E+000,-6.0601297E-001,-1.7771574E-006, 5.8118837E-004,-9.1222152E-003, 5.2492018E-007
 1.6000492E+001, 2.8802066E+001, 0.0000000E+000,-8.4287305E+000,-1.8354857E+001,-1.8861140E+000, 2.5995102E-002, 0.0000000E+000, 0.0000000E+000, 1.2704113E-001, 1.5835891E-001,-5.9698173E-001,-9.9836150E-006, 6.3523069E-004,-1.0298366E-002, 2.5955351E-006
