s,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 7.4000003E+001, 3.7432910E+001, 2.6226752E+001, 3.0625129E+001, 2.7397217E+001, 8.2687604E+000, 3.3267601E+001, 2.7546629E+001, 1.5923358E+001, 5.6279836E+000, 2.5699979E+001, 1.7178478E+001, 1.0983464E+001, 4.2193498E+000, 1.7789290E+001, 1.2313266E+001, 8.2911414E+000, 3.7300468E+000, 1.2167453E+001, 9.1965455E+000, 6.2899302E+000, 3.0775129E+000, 7.7092991E+000, 6.7291171E+000, 5.0805607E+000, 2.4329467E+000, 5.1523497E+000, 4.6592598E+000, 3.8375102E+000, 2.0996873E+000, 1.1620865E+000, 1.2173455E+000, 1.0357674E+000, 8.1963473E-001, 6.1305672E-001, 4.4183449E-001
 7.6002789E+001, 4.1965347E+001, 2.6940723E+001, 3.1058717E+001, 2.5611083E+001, 7.7495106E+000, 3.6861323E+001, 3.0945769E+001, 1.5169100E+001, 5.9743998E+000, 2.9293758E+001, 1.7737379E+001, 9.8860180E+000, 3.9525184E+000, 1.8627041E+001, 1.1455432E+001, 6.7377216E+000, 2.8529215E+000, 1.1993472E+001, 7.9717066E+000, 4.7974670E+000, 1.9960282E+000, 8.0480339E+000, 5.5150092E+000, 3.4581149E+000, 1.5681345E+000, 5.6568980E+000, 4.1336565E+000, 2.7439873E+000, 1.3782185E+000, 1.1704701E+000, 1.2353444E+000, 1.0517451E+000, 8.4350022E-001, 6.2971833E-001, 4.5435569E-001
 7.8000350E+001, 3.8514314E+001, 2.8347741E+001, 3.2891734E+001, 2.7763298E+001, 7.3548652E+000, 3.8202611E+001, 3.1665348E+001, 1.5286733E+001, 5.6142572E+000, 3.0568528E+001, 2.0823994E+001, 1.1492407E+001, 4.3463720E+000, 1.9876380E+001, 1.3859179E+001, 8.0738220E+000, 3.1320845E+000, 1.3229431E+001, 9.9928919E+000, 6.0457481E+000, 2.3646745E+000, 8.8983713E+000, 7.3348692E+000, 4.8799760E+000, 1.9676954E+000, 6.0990811E+000, 5.3783187E+000, 3.9199873E+000, 1.7500780E+000, 1.1759819E+000, 1.2454898E+000, 1.0682160E+000, 8.5299783E-001, 6.4103102E-001, 4.6202907E-001
 8.0000657E+001, 3.9386018E+001, 2.5714285E+001, 3.0987620E+001, 2.9058328E+001, 8.0242247E+000, 3.5759400E+001, 3.3586765E+001, 1.8131761E+001, 6.0670142E+000, 3.0370428E+001, 2.0401452E+001, 1.1770283E+001, 4.4034288E+000, 2.0051797E+001, 1.2916840E+001, 8.1223844E+000, 3.0679233E+000, 1.3029497E+001, 8.4697786E+000, 5.7245258E+000, 2.1211569E+000, 8.9164583E+000, 6.1036273E+000, 4.2510342E+000, 1.6979268E+000, 6.6852374E+000, 4.7674844E+000, 3.4735301E+000, 1.6020244E+000, 1.1853683E+000, 1.2537918E+000, 1.0756329E+000, 8.6436341E-001, 6.5209271E-001, 4.7371894E-001
 8.2002773E+001, 3.2619205E+001, 2.6428974E+001, 3.0777793E+001, 2.8545665E+001, 7.6565622E+000, 3.6751311E+001, 3.3371235E+001, 1.7315934E+001, 5.8640762E+000, 3.0940607E+001, 2.0484443E+001, 1.2469203E+001, 4.8207191E+000, 1.8502412E+001, 1.1799104E+001, 8.0165324E+000, 3.5436803E+000, 1.1109340E+001, 7.4951202E+000, 5.6255930E+000, 2.8789462E+000, 7.0778673E+000, 5.4177836E+000, 4.3080220E+000, 2.0669013E+000, 5.1040714E+000, 4.0453352E+000, 3.1600012E+000, 1.7510510E+000, 1.2077622E+000, 1.2938589E+000, 1.1242383E+000, 8.9973244E-001, 6.7447863E-001, 4.8484256E-001
 8.4003295E+001, 3.3283909E+001, 2.7303332E+001, 2.8539539E+001, 2.5480827E+001, 7.4973192E+000, 3.7184600E+001, 2.9817086E+001, 1.5690383E+001, 5.6008407E+000, 3.2235327E+001, 2.1076187E+001, 1.2670960E+001, 4.4843654E+000, 1.9812827E+001, 1.3913461E+001, 9.5626576E+000, 4.0063684E+000, 1.2585577E+001, 9.0762457E+000, 6.5256237E+000, 2.9843389E+000, 8.4136840E+000, 6.0264708E+000, 4.6767062E+000, 2.2318676E+000, 6.1262094E+000, 4.3795072E+000, 3.3538454E+000, 1.9592506E+000, 1.2008710E+000, 1.2870712E+000, 1.1219796E+000, 8.9785029E-001, 6.8092726E-001, 4.9600891E-001
 8.6001208E+001, 4.6790290E+001, 2.6547238E+001, 3.1316915E+001, 2.9254522E+001, 8.1267708E+000, 3.6099806E+001, 2.9230287E+001, 1.7603149E+001, 6.3844559E+000, 2.9097618E+001, 1.7828743E+001, 1.1763694E+001, 4.4734699E+000, 1.8228318E+001, 1.1945899E+001, 8.6336845E+000, 3.6026295E+000, 1.2229448E+001, 8.0881266E+000, 6.4957172E+000, 3.2518342E+000, 7.7566377E+000, 5.3935964E+000, 4.7645605E+000, 2.5546087E+000, 5.2208881E+000, 3.8529348E+000, 3.4112036E+000, 2.0363033E+000, 1.2347113E+000, 1.3146694E+000, 1.1376552E+000, 9.2062780E-001, 6.9802562E-001, 5.0645493E-001
 8.8003709E+001, 3.9958603E+001, 2.6204065E+001, 2.8601079E+001, 2.6844168E+001, 7.5698854E+000, 3.7111738E+001, 3.0810037E+001, 1.8353627E+001, 6.8178039E+000, 3.2870439E+001, 1.9302027E+001, 1.1710326E+001, 5.1250378E+000, 1.9824704E+001, 1.1757468E+001, 7.5131797E+000, 3.4804470E+000, 1.3161000E+001, 8.0501088E+000, 5.1086279E+000, 2.2759373E+000, 9.3673756E+000, 5.8416021E+000, 3.9245394E+000, 1.6606328E+000, 7.0431847E+000, 4.6316069E+000, 3.3374823E+000, 1.3356569E+000, 1.2450914E+000, 1.3443352E+000, 1.1767285E+000, 9.4368273E-001, 7.1372685E-001, 5.1921010E-001
 9.0002648E+001, 3.4495068E+001, 2.4989884E+001, 2.8382804E+001, 2.5127342E+001, 7.6847282E+000, 3.5369340E+001, 2.7822710E+001, 1.5446386E+001, 5.7692111E+000, 3.1156724E+001, 1.9353771E+001, 1.1987772E+001, 5.1749912E+000, 2.1423155E+001, 1.3752637E+001, 8.7791494E+000, 4.2232004E+000, 1.4360685E+001, 8.9415697E+000, 5.9711570E+000, 2.9094200E+000, 9.4500716E+000, 6.3222917E+000, 4.4959369E+000, 2.1919428E+000, 6.7097179E+000, 4.9862709E+000, 3.6936736E+000, 1.8821749E+000, 1.2492533E+000, 1.3467071E+000, 1.1867380E+000, 9.7066797E-001, 7.3715932E-001, 5.3647428E-001
 9.2000693E+001, 4.5550775E+001, 2.6970794E+001, 3.0157479E+001, 2.7232174E+001, 8.3380417E+000, 3.5204878E+001, 2.9543310E+001, 1.8443436E+001, 6.7896424E+000, 3.0771982E+001, 1.9930919E+001, 1.2495593E+001, 5.6267149E+000, 1.9669954E+001, 1.2643308E+001, 8.5024864E+000, 4.2087106E+000, 1.2577467E+001, 8.4199970E+000, 5.9916677E+000, 2.8127091E+000, 7.9142394E+000, 5.5949184E+000, 4.2235289E+000, 1.9508696E+000, 5.3640549E+000, 3.8103459E+000, 3.0337194E+000, 1.4363509E+000, 1.2876845E+000, 1.3864027E+000, 1.2216257E+000, 9.9499263E-001, 7.5039630E-001, 5.4159769E-001
 9.4003637E+001, 3.7470555E+001, 2.6417605E+001, 2.8998746E+001, 2.5212671E+001, 7.7237202E+000, 3.6496933E+001, 3.0112821E+001, 1.6748964E+001, 6.0694916E+000, 3.4840523E+001, 2.0139743E+001, 1.0937768E+001, 4.4428109E+000, 2.4073685E+001, 1.3856642E+001, 7.9332652E+000, 3.2668229E+000, 1.5906444E+001, 9.8197481E+000, 6.3241652E+000, 2.6607827E+000, 1.0083634E+001, 7.4919819E+000, 5.1880667E+000, 2.4325837E+000, 6.6472557E+000, 5.5908932E+000, 4.1840458E+000, 1.9751296E+000, 1.2648550E+000, 1.3656104E+000, 1.2128167E+000, 9.8825648E-001, 7.5691194E-001, 5.5715602E-001
 9.6002358E+001, 4.2597758E+001, 2.6047323E+001, 2.9609722E+001, 2.5746646E+001, 8.2819421E+000, 3.6646180E+001, 3.0286853E+001, 1.7001284E+001, 6.7378940E+000, 3.2163083E+001, 2.0727589E+001, 1.2169864E+001, 5.0028958E+000, 2.2924921E+001, 1.4689448E+001, 9.0434982E+000, 3.5804573E+000, 1.6421734E+001, 1.0769488E+001, 7.1449739E+000, 2.9830771E+000, 1.1656681E+001, 8.0694157E+000, 5.6458108E+000, 2.7613465E+000, 8.2378218E+000, 6.0762269E+000, 4.4550843E+000, 2.6248820E+000, 1.2799060E+000, 1.3883210E+000, 1.2378406E+000, 1.0169166E+000, 7.8404943E-001, 5.7766901E-001
 9.8003844E+001, 4.3826070E+001, 2.5829256E+001, 2.8887323E+001, 2.7099963E+001, 7.9885081E+000, 3.6907932E+001, 3.2270186E+001, 1.8202374E+001, 6.0840010E+000, 3.5457248E+001, 2.2983395E+001, 1.3040431E+001, 5.3253425E+000, 2.5917331E+001, 1.6189339E+001, 9.5749718E+000, 3.8162640E+000, 1.8089668E+001, 1.1830205E+001, 7.5655589E+000, 3.1207323E+000, 1.1527137E+001, 8.1940238E+000, 5.4000432E+000, 2.3910154E+000, 7.6330728E+000, 5.6873623E+000, 3.7976885E+000, 1.8087190E+000, 1.3082918E+000, 1.4231581E+000, 1.2722943E+000, 1.0455921E+000, 7.9825120E-001, 5.8187515E-001
 1.0000248E+002, 3.8739452E+001, 2.7206724E+001, 3.0931039E+001, 2.5920963E+001, 8.4234896E+000, 3.7497895E+001, 3.3701515E+001, 1.7500227E+001, 6.2171596E+000, 3.4642855E+001, 2.4878521E+001, 1.3600430E+001, 4.8078629E+000, 2.3635346E+001, 1.6551114E+001, 1.1179286E+001, 4.7763610E+000, 1.5239025E+001, 1.0857686E+001, 7.9892480E+000, 4.2352483E+000, 1.0276541E+001, 7.5488304E+000, 5.5139071E+000, 3.5354738E+000, 7.2696403E+000, 5.5798925E+000, 3.9802811E+000, 2.4944572E+000, 1.3378665E+000, 1.4542448E+000, 1.3028685E+000, 1.0582495E+000, 8.0932054E-001, 5.8961196E-001
 1.0200015E+002, 4.1696300E+001, 2.6468289E+001, 3.0863648E+001, 2.6676564E+001, 8.2340661E+000, 3.9066136E+001, 3.3018827E+001, 1.8601431E+001, 6.5313203E+000, 3.6135917E+001, 2.2735500E+001, 1.3330509E+001, 5.0893744E+000, 2.5752780E+001, 1.5582184E+001, 1.0129523E+001, 4.4833004E+000, 1.6180589E+001, 1.0696298E+001, 7.3661091E+000, 3.5970775E+000, 1.0439937E+001, 7.4474072E+000, 5.4518472E+000, 2.8246613E+000, 6.9205362E+000, 5.3953681E+000, 4.0926780E+000, 2.1024386E+000, 1.3678458E+000, 1.4932520E+000, 1.3434324E+000, 1.1059708E+000, 8.4438283E-001, 6.1745528E-001
 1.0400311E+002, 5.0610250E+001, 3.0009745E+001, 3.2866674E+001, 2.8440848E+001, 8.5905330E+000, 3.9590754E+001, 3.2808446E+001, 1.7488061E+001, 6.4511875E+000, 3.6884429E+001, 2.4882483E+001, 1.3530945E+001, 5.2461930E+000, 2.8251142E+001, 1.8541520E+001, 1.1147339E+001, 4.3412189E+000, 1.8685380E+001, 1.3994115E+001, 9.5650460E+000, 3.9817667E+000, 1.1670860E+001, 9.8793292E+000, 8.1160872E+000, 4.0167386E+000, 7.6632662E+000, 6.5966458E+000, 6.1408948E+000, 3.9612957E+000, 1.4080900E+000, 1.5256872E+000, 1.3662877E+000, 1.1282523E+000, 8.6641643E-001, 6.3509274E-001
 1.0600256E+002, 4.3515676E+001, 2.7922890E+001, 3.1081015E+001, 2.7720335E+001, 8.2823266E+000, 3.9602757E+001, 3.3925708E+001, 1.9990442E+001, 6.6195646E+000, 3.6813810E+001, 2.6003157E+001, 1.5105865E+001, 5.2155185E+000, 2.8001858E+001, 1.8766791E+001, 1.2052293E+001, 4.6610241E+000, 1.9139292E+001, 1.3048093E+001, 9.0135871E+000, 4.3419381E+000, 1.3195765E+001, 9.2134438E+000, 6.5507921E+000, 3.8334937E+000, 9.2269883E+000, 6.3173933E+000, 4.5539802E+000, 3.0379753E+000, 1.4213920E+000, 1.5585981E+000, 1.4094299E+000, 1.1610034E+000, 8.9811704E-001, 6.6415678E-001
 1.0800167E+002, 5.0745470E+001, 2.6760603E+001, 2.9454255E+001, 2.5706782E+001, 8.4589694E+000, 3.9832192E+001, 3.0932789E+001, 1.8883194E+001, 7.1908885E+000, 3.5873040E+001, 2.4169746E+001, 1.4654658E+001, 6.3611937E+000, 2.6814975E+001, 1.7496269E+001, 1.1469111E+001, 5.4580650E+000, 1.8083380E+001, 1.2327006E+001, 8.1135349E+000, 4.1223267E+000, 1.1838809E+001, 8.7317867E+000, 6.0910158E+000, 2.9915534E+000, 7.9939655E+000, 6.3182587E+000, 4.7302825E+000, 2.3780451E+000, 1.4443460E+000, 1.5961374E+000, 1.4653743E+000, 1.2273322E+000, 9.5281395E-001, 7.0410358E-001
 1.1000286E+002, 5.0629828E+001, 2.6500424E+001, 2.7779443E+001, 2.4592852E+001, 7.7539609E+000, 3.9328992E+001, 3.1968044E+001, 1.8598075E+001, 6.6571542E+000, 3.7167535E+001, 2.7859696E+001, 1.6080340E+001, 5.8522759E+000, 3.1605514E+001, 2.3062550E+001, 1.4899601E+001, 5.4329734E+000, 2.2016525E+001, 1.6913130E+001, 1.2032187E+001, 5.1036223E+000, 1.4682341E+001, 1.1513789E+001, 8.4957991E+000, 4.4100155E+000, 9.9957440E+000, 8.2724458E+000, 6.0438903E+000, 3.4621119E+000, 1.4409492E+000, 1.6013975E+000, 1.4859157E+000, 1.2631778E+000, 9.9366541E-001, 7.4192766E-001
 1.1200378E+002, 4.7989341E+001, 2.6956576E+001, 2.7757573E+001, 2.2428539E+001, 7.5371740E+000, 3.8368178E+001, 2.8812888E+001, 1.7180997E+001, 6.2429106E+000, 3.5953235E+001, 2.3491862E+001, 1.4419144E+001, 5.3806099E+000, 3.0885737E+001, 1.7162094E+001, 1.0855999E+001, 4.5854672E+000, 2.3281079E+001, 1.3286987E+001, 8.0683629E+000, 3.4287254E+000, 1.8341539E+001, 1.0684532E+001, 6.6875531E+000, 2.7679609E+000, 1.3286682E+001, 8.2673087E+000, 5.5487820E+000, 2.3888163E+000, 1.4443580E+000, 1.6011230E+000, 1.4848303E+000, 1.2695050E+000, 1.0178472E+000, 7.7918996E-001
 1.1400201E+002, 6.9657036E+001, 2.5829277E+001, 2.8625373E+001, 2.6756191E+001, 8.4454655E+000, 3.8053396E+001, 3.0089900E+001, 1.7601135E+001, 7.3885896E+000, 3.5283176E+001, 2.3748837E+001, 1.3422730E+001, 5.9993413E+000, 2.9988990E+001, 1.8207618E+001, 1.1495652E+001, 4.7369592E+000, 2.2918547E+001, 1.5686944E+001, 1.0187267E+001, 4.3730485E+000, 1.6735415E+001, 1.2563719E+001, 8.7630690E+000, 4.0457642E+000, 1.1832098E+001, 9.4320994E+000, 7.0269788E+000, 3.7753043E+000, 1.4956891E+000, 1.6623693E+000, 1.5477575E+000, 1.3314914E+000, 1.0635908E+000, 8.0103616E-001
 1.1600061E+002, 4.4032148E+001, 2.8344363E+001, 3.1338613E+001, 2.5249758E+001, 8.1524806E+000, 3.9814235E+001, 3.0209553E+001, 1.5606599E+001, 5.9476403E+000, 3.7550269E+001, 2.4888599E+001, 1.2581355E+001, 5.0165640E+000, 3.2698372E+001, 2.0119679E+001, 1.1836663E+001, 4.8674404E+000, 2.4947001E+001, 1.6485215E+001, 9.9646828E+000, 5.1234933E+000, 1.8554534E+001, 1.2646319E+001, 8.0732661E+000, 4.1231150E+000, 1.2480404E+001, 8.9356171E+000, 6.0114631E+000, 3.2661834E+000, 1.4934417E+000, 1.6598365E+000, 1.5615823E+000, 1.3484635E+000, 1.0876098E+000, 8.3266829E-001
 1.1800141E+002, 5.7421656E+001, 2.8228112E+001, 3.2013872E+001, 2.8281433E+001, 8.2147404E+000, 4.1609896E+001, 3.2235048E+001, 1.8300416E+001, 6.9400460E+000, 3.7606744E+001, 2.7099918E+001, 1.5024675E+001, 5.7518346E+000, 3.1908739E+001, 2.0677334E+001, 1.2666226E+001, 4.7999213E+000, 2.3657887E+001, 1.6981394E+001, 1.0821054E+001, 3.9014308E+000, 1.8394071E+001, 1.3387862E+001, 9.2214008E+000, 3.4057265E+000, 1.3183606E+001, 1.0143057E+001, 7.7707917E+000, 3.2116382E+000, 1.5249485E+000, 1.6988595E+000, 1.5920667E+000, 1.3712615E+000, 1.1030399E+000, 8.4586194E-001
 1.2000079E+002, 5.0226772E+001, 2.5670148E+001, 2.9605390E+001, 2.6528700E+001, 8.0997609E+000, 3.9195560E+001, 3.1786247E+001, 1.9562508E+001, 6.9607466E+000, 3.5392202E+001, 2.6631923E+001, 1.6006930E+001, 5.9084334E+000, 3.3141162E+001, 2.2467997E+001, 1.4622105E+001, 5.6659783E+000, 2.6701742E+001, 1.9063707E+001, 1.2505949E+001, 5.2808677E+000, 2.0855257E+001, 1.4318236E+001, 9.8561721E+000, 4.8708400E+000, 1.5287681E+001, 1.1455394E+001, 8.0635282E+000, 4.2152275E+000, 1.5543866E+000, 1.7388222E+000, 1.6473577E+000, 1.4522139E+000, 1.1760855E+000, 9.0125734E-001
 1.2200250E+002, 6.6512791E+001, 2.9037362E+001, 2.9439656E+001, 2.5566711E+001, 8.5594031E+000, 4.2146071E+001, 3.1668815E+001, 1.9269732E+001, 6.9631246E+000, 3.7505486E+001, 2.6695573E+001, 1.4678324E+001, 5.7730610E+000, 3.1719960E+001, 2.0527938E+001, 1.2277998E+001, 4.7975046E+000, 2.4514564E+001, 1.5903658E+001, 1.0688880E+001, 4.1519348E+000, 1.9324337E+001, 1.1448397E+001, 8.0520299E+000, 3.7172081E+000, 1.4736684E+001, 8.9589838E+000, 6.1950194E+000, 3.0567244E+000, 1.5944931E+000, 1.7770692E+000, 1.6692581E+000, 1.4496111E+000, 1.1775060E+000, 9.0725028E-001
 1.2400055E+002, 5.6172625E+001, 2.7567991E+001, 2.9412684E+001, 2.4801459E+001, 8.4561594E+000, 4.2382865E+001, 3.3038811E+001, 1.8292532E+001, 6.9848305E+000, 3.7390092E+001, 2.8564006E+001, 1.6529279E+001, 6.4020317E+000, 3.2550553E+001, 2.2644106E+001, 1.5304102E+001, 6.7170792E+000, 2.4905705E+001, 1.7783785E+001, 1.3465630E+001, 7.5313938E+000, 1.9693272E+001, 1.4244005E+001, 1.0689388E+001, 6.1531347E+000, 1.4746024E+001, 1.1112399E+001, 8.4596074E+000, 5.2248325E+000, 1.6147091E+000, 1.8227431E+000, 1.7484936E+000, 1.5453869E+000, 1.2740331E+000, 9.9185963E-001
 1.2600185E+002, 6.6178144E+001, 2.7928200E+001, 3.1060055E+001, 2.6383589E+001, 8.6380782E+000, 4.2723005E+001, 3.3083685E+001, 1.8404352E+001, 6.9861272E+000, 3.8118033E+001, 2.5096123E+001, 1.3684015E+001, 5.9628688E+000, 3.4644278E+001, 1.9210289E+001, 1.1298990E+001, 5.2063987E+000, 2.8248646E+001, 1.5896418E+001, 9.5941076E+000, 4.2234031E+000, 2.3429196E+001, 1.3673391E+001, 8.0005287E+000, 3.8062254E+000, 1.8128637E+001, 1.1247987E+001, 6.6697002E+000, 3.2163679E+000, 1.6182563E+000, 1.8165872E+000, 1.7406314E+000, 1.5479308E+000, 1.2982708E+000, 1.0278883E+000
 1.2800193E+002, 5.8974081E+001, 2.8630866E+001, 3.1397990E+001, 2.6815216E+001, 8.3275642E+000, 4.0917183E+001, 3.2225126E+001, 1.9837632E+001, 7.3820326E+000, 3.6526944E+001, 2.6964447E+001, 1.5013000E+001, 6.1358120E+000, 3.4613186E+001, 2.2457596E+001, 1.3511901E+001, 5.5215136E+000, 3.1165742E+001, 2.1482370E+001, 1.2945694E+001, 5.5994410E+000, 2.7117495E+001, 2.0035340E+001, 1.1957011E+001, 5.0665492E+000, 2.0597657E+001, 1.6219667E+001, 1.0470795E+001, 4.3603598E+000, 1.6488783E+000, 1.8598145E+000, 1.7971520E+000, 1.6255730E+000, 1.3615928E+000, 1.0677215E+000
 1.3000231E+002, 6.8977569E+001, 2.8188887E+001, 3.0110835E+001, 2.6209831E+001, 8.1007163E+000, 4.2180104E+001, 3.3153856E+001, 2.0020528E+001, 6.8252293E+000, 3.7032778E+001, 2.7033558E+001, 1.4834770E+001, 5.8817033E+000, 3.3031022E+001, 2.0537589E+001, 1.2503059E+001, 5.6411661E+000, 2.7460638E+001, 1.7354433E+001, 1.1114622E+001, 5.1515738E+000, 2.3274860E+001, 1.5495719E+001, 1.0405026E+001, 4.9065873E+000, 1.9402613E+001, 1.4782958E+001, 1.0697866E+001, 4.3380583E+000, 1.6622099E+000, 1.8821142E+000, 1.8282152E+000, 1.6464529E+000, 1.3932573E+000, 1.1170631E+000
 1.3200262E+002, 6.1480033E+001, 2.7931869E+001, 3.2245151E+001, 2.6972953E+001, 8.4143622E+000, 4.2850169E+001, 3.0050261E+001, 1.7171620E+001, 6.7274666E+000, 3.7375967E+001, 2.4011907E+001, 1.3164448E+001, 5.4510776E+000, 3.5647713E+001, 2.1305923E+001, 1.2293836E+001, 5.0190949E+000, 3.0560860E+001, 2.0114256E+001, 1.2301740E+001, 5.0376964E+000, 2.4679661E+001, 1.8074800E+001, 1.2058179E+001, 5.2163551E+000, 2.0484026E+001, 1.4882270E+001, 1.0555861E+001, 4.7897271E+000, 1.6825996E+000, 1.9074350E+000, 1.8684663E+000, 1.7020393E+000, 1.4582870E+000, 1.1776157E+000
 1.3400204E+002, 6.4480910E+001, 2.6513314E+001, 2.9654263E+001, 2.7343690E+001, 8.8887946E+000, 4.1216175E+001, 3.0568714E+001, 1.8529503E+001, 6.7249270E+000, 3.6955600E+001, 2.5597294E+001, 1.4182438E+001, 5.6475897E+000, 3.4508442E+001, 2.1826917E+001, 1.2890267E+001, 5.0111940E+000, 3.1632588E+001, 1.9849822E+001, 1.2321839E+001, 4.6631745E+000, 2.7435747E+001, 1.8617420E+001, 1.1720058E+001, 4.5824954E+000, 2.3438492E+001, 1.6336909E+001, 1.0573851E+001, 4.4718751E+000, 1.6855633E+000, 1.9049977E+000, 1.8529543E+000, 1.6890058E+000, 1.4444077E+000, 1.1681496E+000
 1.3600296E+002, 7.7434214E+001, 2.9808663E+001, 3.0980861E+001, 2.5278423E+001, 8.5680662E+000, 4.4982224E+001, 3.3784562E+001, 2.0524159E+001, 7.2412930E+000, 4.0553749E+001, 2.8057650E+001, 1.6041595E+001, 6.1921828E+000, 3.6149443E+001, 2.2987406E+001, 1.3473024E+001, 5.1508382E+000, 3.2513478E+001, 2.1613250E+001, 1.3619321E+001, 4.8990883E+000, 2.7977774E+001, 2.0451708E+001, 1.3670569E+001, 4.7612902E+000, 2.4282795E+001, 1.7862402E+001, 1.2285477E+001, 4.8829271E+000, 1.7547490E+000, 1.9911311E+000, 1.9338993E+000, 1.7410923E+000, 1.4871177E+000, 1.2024718E+000
 1.3800239E+002, 7.5241038E+001, 2.6886893E+001, 2.9470139E+001, 2.7227173E+001, 8.9020676E+000, 4.2178294E+001, 3.4109486E+001, 2.2073965E+001, 7.9238607E+000, 3.5186778E+001, 2.8250891E+001, 1.8304350E+001, 7.9650804E+000, 3.2200434E+001, 2.3560465E+001, 1.6005394E+001, 7.6391096E+000, 2.9976593E+001, 2.1188313E+001, 1.5015319E+001, 7.1575967E+000, 2.6401962E+001, 2.0502095E+001, 1.4525500E+001, 6.8904447E+000, 2.1264547E+001, 1.6660201E+001, 1.2002176E+001, 5.9105731E+000, 1.7588519E+000, 2.0139980E+000, 1.9959887E+000, 1.8611440E+000, 1.6081804E+000, 1.2977059E+000
 1.4000297E+002, 7.5214607E+001, 2.7940532E+001, 3.1389272E+001, 2.8137888E+001, 9.0558462E+000, 4.4955358E+001, 3.5855191E+001, 2.1409206E+001, 7.6750163E+000, 4.0295393E+001, 2.9040278E+001, 1.5541254E+001, 6.6814943E+000, 3.6201342E+001, 2.3622078E+001, 1.3064495E+001, 5.2137031E+000, 3.2795167E+001, 2.0557792E+001, 1.1958720E+001, 4.7031946E+000, 2.8212149E+001, 1.9207604E+001, 1.1680407E+001, 4.5423456E+000, 2.4796128E+001, 1.7338651E+001, 1.1279134E+001, 4.7211636E+000, 1.7629874E+000, 2.0053710E+000, 1.9672725E+000, 1.8066483E+000, 1.5682995E+000, 1.2914828E+000
 1.4200217E+002, 7.5465139E+001, 2.8205756E+001, 2.9785703E+001, 2.5513277E+001, 8.4967720E+000, 4.5721612E+001, 3.2862060E+001, 1.8240551E+001, 6.9278794E+000, 4.0540875E+001, 2.8097432E+001, 1.4623747E+001, 5.5681828E+000, 3.5284448E+001, 2.3462174E+001, 1.2791274E+001, 4.9200839E+000, 3.5325067E+001, 2.2898750E+001, 1.3181633E+001, 4.6680724E+000, 3.3400269E+001, 2.3867915E+001, 1.4442792E+001, 5.1123511E+000, 2.8952090E+001, 2.1776119E+001, 1.3622679E+001, 5.4523979E+000, 1.7777318E+000, 2.0242819E+000, 1.9988525E+000, 1.8506488E+000, 1.6214818E+000, 1.3528459E+000
 1.4400331E+002, 7.7943042E+001, 2.8500185E+001, 3.0657391E+001, 2.6206006E+001, 8.5334756E+000, 4.5455808E+001, 3.5777779E+001, 2.0074110E+001, 7.3419885E+000, 4.1067985E+001, 3.0974962E+001, 1.6565355E+001, 6.2727548E+000, 3.7639671E+001, 2.8195170E+001, 1.7418223E+001, 6.9754605E+000, 3.4788071E+001, 2.5194296E+001, 1.8126349E+001, 8.1372020E+000, 3.0293994E+001, 2.2532912E+001, 1.6332374E+001, 8.1496907E+000, 2.4717774E+001, 1.8694901E+001, 1.4006949E+001, 7.7245813E+000, 1.8357082E+000, 2.1037581E+000, 2.1010570E+000, 1.9636234E+000, 1.7251894E+000, 1.4239148E+000
 1.4600200E+002, 7.8759144E+001, 2.8659995E+001, 2.9403765E+001, 2.5289128E+001, 8.6834904E+000, 4.4802962E+001, 3.4623573E+001, 2.0937251E+001, 7.7508450E+000, 3.9163778E+001, 3.0562440E+001, 1.8611063E+001, 6.8995553E+000, 3.5122216E+001, 2.4745148E+001, 1.5579778E+001, 6.2933299E+000, 3.3981772E+001, 2.2244692E+001, 1.5037088E+001, 6.0640782E+000, 2.9184585E+001, 2.0618962E+001, 1.5411957E+001, 6.8229232E+000, 2.4956146E+001, 1.8486134E+001, 1.3564359E+001, 6.4676099E+000, 1.8591308E+000, 2.1348645E+000, 2.1436266E+000, 2.0290890E+000, 1.8089466E+000, 1.5138300E+000
 1.4800116E+002, 8.8200300E+001, 2.8454644E+001, 2.9356338E+001, 2.4844359E+001, 8.6739411E+000, 4.7410909E+001, 3.2595339E+001, 1.8205917E+001, 7.1717280E+000, 4.1521519E+001, 2.5235772E+001, 1.3681273E+001, 6.0092720E+000, 3.7120364E+001, 2.3040237E+001, 1.3011600E+001, 5.5793992E+000, 3.5563101E+001, 2.3291767E+001, 1.3549002E+001, 5.4415003E+000, 3.2010907E+001, 2.3152649E+001, 1.4694648E+001, 5.7052295E+000, 2.8087580E+001, 2.1821965E+001, 1.4514609E+001, 5.8263395E+000, 1.8681109E+000, 2.1418847E+000, 2.1495327E+000, 2.0139505E+000, 1.7905156E+000, 1.5053499E+000
