m,m/s,C
z,u,T
 2.0000000E-001, 4.2262140E+000, 1.5747439E+001
 7.2203390E-001, 4.8471344E+000, 1.5306319E+001
 1.2440678E+000, 4.9607276E+000, 1.5187372E+001
 1.7661017E+000, 5.0461402E+000, 1.5100610E+001
 2.2881356E+000, 5.1186495E+000, 1.5029773E+001
 2.8101695E+000, 5.1754146E+000, 1.4969698E+001
 3.3322034E+000, 5.2274915E+000, 1.4920514E+001
 3.8542373E+000, 5.2700739E+000, 1.4876741E+001
 4.3762712E+000, 5.3049164E+000, 1.4835118E+001
 4.8983051E+000, 5.3256950E+000, 1.4794982E+001
 5.4203390E+000, 5.3256950E+000, 1.4794982E+001
 5.9423729E+000, 5.3667742E+000, 1.4756777E+001
 6.4644068E+000, 5.4193470E+000, 1.4721094E+001
 6.9864407E+000, 5.4193470E+000, 1.4721094E+001
 7.5084746E+000, 5.4542138E+000, 1.4685443E+001
 8.0305085E+000, 5.4542138E+000, 1.4685443E+001
 8.5525424E+000, 5.4917584E+000, 1.4651313E+001
 9.0745763E+000, 5.5731559E+000, 1.4622105E+001
 9.5966102E+000, 5.5731559E+000, 1.4622105E+001
 1.0118644E+001, 5.6111330E+000, 1.4591788E+001
 1.0640678E+001, 5.6111330E+000, 1.4591788E+001
 1.1162712E+001, 5.5920303E+000, 1.4561163E+001
 1.1684746E+001, 5.5920303E+000, 1.4561163E+001
 1.2206780E+001, 5.6508050E+000, 1.4533328E+001
 1.2728814E+001, 5.6508050E+000, 1.4533328E+001
 1.3250847E+001, 5.7440090E+000, 1.4507275E+001
 1.3772881E+001, 5.7440090E+000, 1.4507275E+001
 1.4294915E+001, 5.7440090E+000, 1.4507275E+001
 1.4816949E+001, 5.7381231E+000, 1.4481029E+001
 1.5338983E+001, 5.7381231E+000, 1.4481029E+001
 1.5861017E+001, 5.7216616E+000, 1.4454373E+001
 1.6383051E+001, 5.7216616E+000, 1.4454373E+001
 1.6905085E+001, 5.8048754E+000, 1.4428186E+001
 1.7427119E+001, 5.8048754E+000, 1.4428186E+001
 1.7949153E+001, 5.8048754E+000, 1.4428186E+001
 1.8471186E+001, 5.8813162E+000, 1.4401534E+001
 1.8993220E+001, 5.8813162E+000, 1.4401534E+001
 1.9515254E+001, 5.9309003E+000, 1.4377122E+001
 2.0037288E+001, 5.9309003E+000, 1.4377122E+001
 2.0559322E+001, 5.9309003E+000, 1.4377122E+001
 2.1081356E+001, 5.9754965E+000, 1.4354251E+001
 2.1603390E+001, 5.9754965E+000, 1.4354251E+001
 2.2125424E+001, 5.9754965E+000, 1.4354251E+001
 2.2647458E+001, 6.0408672E+000, 1.4332493E+001
 2.3169492E+001, 6.0408672E+000, 1.4332493E+001
 2.3691525E+001, 6.0408672E+000, 1.4332493E+001
 2.4213559E+001, 6.0747208E+000, 1.4309552E+001
 2.4735593E+001, 6.0747208E+000, 1.4309552E+001
 2.5257627E+001, 6.0747208E+000, 1.4309552E+001
 2.5779661E+001, 6.1621004E+000, 1.4286764E+001
 2.6301695E+001, 6.1621004E+000, 1.4286764E+001
 2.6823729E+001, 6.1621004E+000, 1.4286764E+001
 2.7345763E+001, 6.2358577E+000, 1.4264201E+001
 2.7867797E+001, 6.2358577E+000, 1.4264201E+001
 2.8389831E+001, 6.2358577E+000, 1.4264201E+001
 2.8911864E+001, 6.3065839E+000, 1.4242741E+001
 2.9433898E+001, 6.3065839E+000, 1.4242741E+001
 2.9955932E+001, 6.3065839E+000, 1.4242741E+001
 3.0477966E+001, 6.2276624E+000, 1.4222949E+001
 3.1000000E+001, 6.2276624E+000, 1.4222949E+001
