m,m/s,C
z,u,T
 2.0000000E-001, 1.8104793E+000, 2.9055146E+001
 7.2203390E-001, 3.5830408E+000, 3.0012897E+001
 1.2440678E+000, 4.0436470E+000, 3.0333945E+001
 1.7661017E+000, 4.4024912E+000, 3.0582059E+001
 2.2881356E+000, 4.6909799E+000, 3.0780941E+001
 2.8101695E+000, 4.9452752E+000, 3.0947395E+001
 3.3322034E+000, 5.1483470E+000, 3.1088938E+001
 3.8542373E+000, 5.3203977E+000, 3.1200826E+001
 4.3762712E+000, 5.4873366E+000, 3.1297532E+001
 4.8983051E+000, 5.6686000E+000, 3.1384398E+001
 5.4203390E+000, 5.6686000E+000, 3.1384398E+001
 5.9423729E+000, 5.8595756E+000, 3.1459923E+001
 6.4644068E+000, 6.0452634E+000, 3.1534209E+001
 6.9864407E+000, 6.0452634E+000, 3.1534209E+001
 7.5084746E+000, 6.2327423E+000, 3.1599508E+001
 8.0305085E+000, 6.2327423E+000, 3.1599508E+001
 8.5525424E+000, 6.3980406E+000, 3.1653556E+001
 9.0745763E+000, 6.5659645E+000, 3.1706168E+001
 9.5966102E+000, 6.5659645E+000, 3.1706168E+001
 1.0118644E+001, 6.7351909E+000, 3.1764461E+001
 1.0640678E+001, 6.7351909E+000, 3.1764461E+001
 1.1162712E+001, 6.9175625E+000, 3.1821950E+001
 1.1684746E+001, 6.9175625E+000, 3.1821950E+001
 1.2206780E+001, 7.1021462E+000, 3.1879456E+001
 1.2728814E+001, 7.1021462E+000, 3.1879456E+001
 1.3250847E+001, 7.2663310E+000, 3.1936276E+001
 1.3772881E+001, 7.2663310E+000, 3.1936276E+001
 1.4294915E+001, 7.2663310E+000, 3.1936276E+001
 1.4816949E+001, 7.4132884E+000, 3.1990138E+001
 1.5338983E+001, 7.4132884E+000, 3.1990138E+001
 1.5861017E+001, 7.6057867E+000, 3.2041514E+001
 1.6383051E+001, 7.6057867E+000, 3.2041514E+001
 1.6905085E+001, 7.7889855E+000, 3.2094754E+001
 1.7427119E+001, 7.7889855E+000, 3.2094754E+001
 1.7949153E+001, 7.7889855E+000, 3.2094754E+001
 1.8471186E+001, 7.9821491E+000, 3.2151554E+001
 1.8993220E+001, 7.9821491E+000, 3.2151554E+001
 1.9515254E+001, 8.1657310E+000, 3.2215588E+001
 2.0037288E+001, 8.1657310E+000, 3.2215588E+001
 2.0559322E+001, 8.1657310E+000, 3.2215588E+001
 2.1081356E+001, 8.3554355E+000, 3.2275574E+001
 2.1603390E+001, 8.3554355E+000, 3.2275574E+001
 2.2125424E+001, 8.3554355E+000, 3.2275574E+001
 2.2647458E+001, 8.5051082E+000, 3.2332954E+001
 2.3169492E+001, 8.5051082E+000, 3.2332954E+001
 2.3691525E+001, 8.5051082E+000, 3.2332954E+001
 2.4213559E+001, 8.6274397E+000, 3.2382467E+001
 2.4735593E+001, 8.6274397E+000, 3.2382467E+001
 2.5257627E+001, 8.6274397E+000, 3.2382467E+001
 2.5779661E+001, 8.7926584E+000, 3.2425583E+001
 2.6301695E+001, 8.7926584E+000, 3.2425583E+001
 2.6823729E+001, 8.7926584E+000, 3.2425583E+001
 2.7345763E+001, 8.9165821E+000, 3.2464570E+001
 2.7867797E+001, 8.9165821E+000, 3.2464570E+001
 2.8389831E+001, 8.9165821E+000, 3.2464570E+001
 2.8911864E+001, 8.9668659E+000, 3.2497805E+001
 2.9433898E+001, 8.9668659E+000, 3.2497805E+001
 2.9955932E+001, 8.9668659E+000, 3.2497805E+001
 3.0477966E+001, 9.0114630E+000, 3.2522974E+001
 3.1000000E+001, 9.0114630E+000, 3.2522974E+001
