m,m/s,C
z,u,T
 2.0000000E-001, 2.7534463E+000, 2.3653955E+001
 7.2203390E-001, 3.7047906E+000, 2.3918920E+001
 1.2440678E+000, 3.9765045E+000, 2.4018238E+001
 1.7661017E+000, 4.1712622E+000, 2.4090907E+001
 2.2881356E+000, 4.3710859E+000, 2.4143345E+001
 2.8101695E+000, 4.5741971E+000, 2.4188380E+001
 3.3322034E+000, 4.7415837E+000, 2.4223403E+001
 3.8542373E+000, 4.8734270E+000, 2.4248385E+001
 4.3762712E+000, 4.9951939E+000, 2.4269593E+001
 4.8983051E+000, 5.1139961E+000, 2.4286168E+001
 5.4203390E+000, 5.1139961E+000, 2.4286168E+001
 5.9423729E+000, 5.2154758E+000, 2.4300199E+001
 6.4644068E+000, 5.3453228E+000, 2.4315659E+001
 6.9864407E+000, 5.3453228E+000, 2.4315659E+001
 7.5084746E+000, 5.5038934E+000, 2.4329119E+001
 8.0305085E+000, 5.5038934E+000, 2.4329119E+001
 8.5525424E+000, 5.6397056E+000, 2.4341344E+001
 9.0745763E+000, 5.7812272E+000, 2.4351943E+001
 9.5966102E+000, 5.7812272E+000, 2.4351943E+001
 1.0118644E+001, 5.9310020E+000, 2.4360504E+001
 1.0640678E+001, 5.9310020E+000, 2.4360504E+001
 1.1162712E+001, 6.0660134E+000, 2.4368112E+001
 1.1684746E+001, 6.0660134E+000, 2.4368112E+001
 1.2206780E+001, 6.2142233E+000, 2.4375973E+001
 1.2728814E+001, 6.2142233E+000, 2.4375973E+001
 1.3250847E+001, 6.3205388E+000, 2.4382405E+001
 1.3772881E+001, 6.3205388E+000, 2.4382405E+001
 1.4294915E+001, 6.3205388E+000, 2.4382405E+001
 1.4816949E+001, 6.4454872E+000, 2.4387275E+001
 1.5338983E+001, 6.4454872E+000, 2.4387275E+001
 1.5861017E+001, 6.6092413E+000, 2.4391114E+001
 1.6383051E+001, 6.6092413E+000, 2.4391114E+001
 1.6905085E+001, 6.7459080E+000, 2.4395761E+001
 1.7427119E+001, 6.7459080E+000, 2.4395761E+001
 1.7949153E+001, 6.7459080E+000, 2.4395761E+001
 1.8471186E+001, 6.9342522E+000, 2.4399644E+001
 1.8993220E+001, 6.9342522E+000, 2.4399644E+001
 1.9515254E+001, 7.0587989E+000, 2.4402322E+001
 2.0037288E+001, 7.0587989E+000, 2.4402322E+001
 2.0559322E+001, 7.0587989E+000, 2.4402322E+001
 2.1081356E+001, 7.1480626E+000, 2.4405049E+001
 2.1603390E+001, 7.1480626E+000, 2.4405049E+001
 2.2125424E+001, 7.1480626E+000, 2.4405049E+001
 2.2647458E+001, 7.2935064E+000, 2.4406422E+001
 2.3169492E+001, 7.2935064E+000, 2.4406422E+001
 2.3691525E+001, 7.2935064E+000, 2.4406422E+001
 2.4213559E+001, 7.3658682E+000, 2.4407066E+001
 2.4735593E+001, 7.3658682E+000, 2.4407066E+001
 2.5257627E+001, 7.3658682E+000, 2.4407066E+001
 2.5779661E+001, 7.5335901E+000, 2.4406611E+001
 2.6301695E+001, 7.5335901E+000, 2.4406611E+001
 2.6823729E+001, 7.5335901E+000, 2.4406611E+001
 2.7345763E+001, 7.6803652E+000, 2.4403748E+001
 2.7867797E+001, 7.6803652E+000, 2.4403748E+001
 2.8389831E+001, 7.6803652E+000, 2.4403748E+001
 2.8911864E+001, 7.7688525E+000, 2.4399523E+001
 2.9433898E+001, 7.7688525E+000, 2.4399523E+001
 2.9955932E+001, 7.7688525E+000, 2.4399523E+001
 3.0477966E+001, 7.6309499E+000, 2.4394766E+001
 3.1000000E+001, 7.6309499E+000, 2.4394766E+001
