m,m/s,C
z,u,T
 2.0000000E-001, 1.0609288E+000, 3.2671614E+001
 7.2203390E-001, 1.4582901E+000, 3.2808604E+001
 1.2440678E+000, 1.5950432E+000, 3.2855520E+001
 1.7661017E+000, 1.7232171E+000, 3.2893743E+001
 2.2881356E+000, 1.8401157E+000, 3.2922365E+001
 2.8101695E+000, 1.9278640E+000, 3.2944424E+001
 3.3322034E+000, 2.0079097E+000, 3.2963271E+001
 3.8542373E+000, 2.0913671E+000, 3.2980570E+001
 4.3762712E+000, 2.1690391E+000, 3.2997965E+001
 4.8983051E+000, 2.2568760E+000, 3.3013757E+001
 5.4203390E+000, 2.2568760E+000, 3.3013757E+001
 5.9423729E+000, 2.3452958E+000, 3.3028549E+001
 6.4644068E+000, 2.4224131E+000, 3.3044561E+001
 6.9864407E+000, 2.4224131E+000, 3.3044561E+001
 7.5084746E+000, 2.5100354E+000, 3.3060073E+001
 8.0305085E+000, 2.5100354E+000, 3.3060073E+001
 8.5525424E+000, 2.6014389E+000, 3.3077000E+001
 9.0745763E+000, 2.7165241E+000, 3.3093566E+001
 9.5966102E+000, 2.7165241E+000, 3.3093566E+001
 1.0118644E+001, 2.8191515E+000, 3.3108174E+001
 1.0640678E+001, 2.8191515E+000, 3.3108174E+001
 1.1162712E+001, 2.9175225E+000, 3.3123103E+001
 1.1684746E+001, 2.9175225E+000, 3.3123103E+001
 1.2206780E+001, 3.0214515E+000, 3.3137422E+001
 1.2728814E+001, 3.0214515E+000, 3.3137422E+001
 1.3250847E+001, 3.1462088E+000, 3.3154828E+001
 1.3772881E+001, 3.1462088E+000, 3.3154828E+001
 1.4294915E+001, 3.1462088E+000, 3.3154828E+001
 1.4816949E+001, 3.2427653E+000, 3.3171914E+001
 1.5338983E+001, 3.2427653E+000, 3.3171914E+001
 1.5861017E+001, 3.3601116E+000, 3.3189853E+001
 1.6383051E+001, 3.3601116E+000, 3.3189853E+001
 1.6905085E+001, 3.5007901E+000, 3.3208381E+001
 1.7427119E+001, 3.5007901E+000, 3.3208381E+001
 1.7949153E+001, 3.5007901E+000, 3.3208381E+001
 1.8471186E+001, 3.6311472E+000, 3.3228982E+001
 1.8993220E+001, 3.6311472E+000, 3.3228982E+001
 1.9515254E+001, 3.7525104E+000, 3.3249552E+001
 2.0037288E+001, 3.7525104E+000, 3.3249552E+001
 2.0559322E+001, 3.7525104E+000, 3.3249552E+001
 2.1081356E+001, 3.8331548E+000, 3.3268344E+001
 2.1603390E+001, 3.8331548E+000, 3.3268344E+001
 2.2125424E+001, 3.8331548E+000, 3.3268344E+001
 2.2647458E+001, 3.9489687E+000, 3.3287559E+001
 2.3169492E+001, 3.9489687E+000, 3.3287559E+001
 2.3691525E+001, 3.9489687E+000, 3.3287559E+001
 2.4213559E+001, 4.0413094E+000, 3.3307503E+001
 2.4735593E+001, 4.0413094E+000, 3.3307503E+001
 2.5257627E+001, 4.0413094E+000, 3.3307503E+001
 2.5779661E+001, 4.1135016E+000, 3.3327920E+001
 2.6301695E+001, 4.1135016E+000, 3.3327920E+001
 2.6823729E+001, 4.1135016E+000, 3.3327920E+001
 2.7345763E+001, 4.1759105E+000, 3.3346741E+001
 2.7867797E+001, 4.1759105E+000, 3.3346741E+001
 2.8389831E+001, 4.1759105E+000, 3.3346741E+001
 2.8911864E+001, 4.2022085E+000, 3.3361530E+001
 2.9433898E+001, 4.2022085E+000, 3.3361530E+001
 2.9955932E+001, 4.2022085E+000, 3.3361530E+001
 3.0477966E+001, 4.1739284E+000, 3.3371143E+001
 3.1000000E+001, 4.1739284E+000, 3.3371143E+001
