m,m/s,C
z,u,T
 2.0000000E-001, 4.1656372E+000, 3.6673465E+001
 7.2203390E-001, 5.0656718E+000, 3.5207265E+001
 1.2440678E+000, 5.2163084E+000, 3.4836071E+001
 1.7661017E+000, 5.3149374E+000, 3.4578215E+001
 2.2881356E+000, 5.4004951E+000, 3.4389382E+001
 2.8101695E+000, 5.4557057E+000, 3.4251032E+001
 3.3322034E+000, 5.4935353E+000, 3.4146408E+001
 3.8542373E+000, 5.5283624E+000, 3.4060638E+001
 4.3762712E+000, 5.5579305E+000, 3.3983542E+001
 4.8983051E+000, 5.5997985E+000, 3.3918945E+001
 5.4203390E+000, 5.5997985E+000, 3.3918945E+001
 5.9423729E+000, 5.6309320E+000, 3.3854131E+001
 6.4644068E+000, 5.6300167E+000, 3.3796928E+001
 6.9864407E+000, 5.6300167E+000, 3.3796928E+001
 7.5084746E+000, 5.6293559E+000, 3.3762208E+001
 8.0305085E+000, 5.6293559E+000, 3.3762208E+001
 8.5525424E+000, 5.6385721E+000, 3.3727667E+001
 9.0745763E+000, 5.6413923E+000, 3.3691538E+001
 9.5966102E+000, 5.6413923E+000, 3.3691538E+001
 1.0118644E+001, 5.6494092E+000, 3.3650407E+001
 1.0640678E+001, 5.6494092E+000, 3.3650407E+001
 1.1162712E+001, 5.6401715E+000, 3.3598882E+001
 1.1684746E+001, 5.6401715E+000, 3.3598882E+001
 1.2206780E+001, 5.6346192E+000, 3.3547612E+001
 1.2728814E+001, 5.6346192E+000, 3.3547612E+001
 1.3250847E+001, 5.6232457E+000, 3.3518899E+001
 1.3772881E+001, 5.6232457E+000, 3.3518899E+001
 1.4294915E+001, 5.6232457E+000, 3.3518899E+001
 1.4816949E+001, 5.6336799E+000, 3.3493254E+001
 1.5338983E+001, 5.6336799E+000, 3.3493254E+001
 1.5861017E+001, 5.6327331E+000, 3.3463519E+001
 1.6383051E+001, 5.6327331E+000, 3.3463519E+001
 1.6905085E+001, 5.6394154E+000, 3.3426595E+001
 1.7427119E+001, 5.6394154E+000, 3.3426595E+001
 1.7949153E+001, 5.6394154E+000, 3.3426595E+001
 1.8471186E+001, 5.6544515E+000, 3.3383691E+001
 1.8993220E+001, 5.6544515E+000, 3.3383691E+001
 1.9515254E+001, 5.6408079E+000, 3.3343592E+001
 2.0037288E+001, 5.6408079E+000, 3.3343592E+001
 2.0559322E+001, 5.6408079E+000, 3.3343592E+001
 2.1081356E+001, 5.6443983E+000, 3.3305790E+001
 2.1603390E+001, 5.6443983E+000, 3.3305790E+001
 2.2125424E+001, 5.6443983E+000, 3.3305790E+001
 2.2647458E+001, 5.6428117E+000, 3.3264472E+001
 2.3169492E+001, 5.6428117E+000, 3.3264472E+001
 2.3691525E+001, 5.6428117E+000, 3.3264472E+001
 2.4213559E+001, 5.6719176E+000, 3.3224882E+001
 2.4735593E+001, 5.6719176E+000, 3.3224882E+001
 2.5257627E+001, 5.6719176E+000, 3.3224882E+001
 2.5779661E+001, 5.7005793E+000, 3.3188468E+001
 2.6301695E+001, 5.7005793E+000, 3.3188468E+001
 2.6823729E+001, 5.7005793E+000, 3.3188468E+001
 2.7345763E+001, 5.7071659E+000, 3.3152212E+001
 2.7867797E+001, 5.7071659E+000, 3.3152212E+001
 2.8389831E+001, 5.7071659E+000, 3.3152212E+001
 2.8911864E+001, 5.7874873E+000, 3.3117482E+001
 2.9433898E+001, 5.7874873E+000, 3.3117482E+001
 2.9955932E+001, 5.7874873E+000, 3.3117482E+001
 3.0477966E+001, 5.8060796E+000, 3.3074555E+001
 3.1000000E+001, 5.8060796E+000, 3.3074555E+001
