s,%,%,%,%,%,%,%,m/s,m/s
 9.599E+02, 3.722E+00, 7.592E+00, 1.242E+01, 1.480E+01, 1.634E+01, 1.747E+01, 1.780E+01, 2.931E-01, 2.379E-01
 1.020E+03, 4.291E+00, 8.301E+00, 1.323E+01, 1.562E+01, 1.714E+01, 1.826E+01, 1.860E+01, 2.948E-01, 2.362E-01
 1.080E+03, 4.878E+00, 9.007E+00, 1.403E+01, 1.642E+01, 1.794E+01, 1.903E+01, 1.936E+01, 2.965E-01, 2.345E-01
 1.140E+03, 5.489E+00, 9.724E+00, 1.480E+01, 1.720E+01, 1.871E+01, 1.978E+01, 2.012E+01, 2.982E-01, 2.329E-01
 1.200E+03, 6.112E+00, 1.043E+01, 1.557E+01, 1.798E+01, 1.946E+01, 2.053E+01, 2.084E+01, 2.999E-01, 2.312E-01
 1.260E+03, 6.748E+00, 1.114E+01, 1.633E+01, 1.873E+01, 2.021E+01, 2.126E+01, 2.156E+01, 3.017E-01, 2.294E-01
 1.320E+03, 7.397E+00, 1.185E+01, 1.707E+01, 1.947E+01, 2.094E+01, 2.197E+01, 2.229E+01, 3.033E-01, 2.278E-01
 1.380E+03, 8.058E+00, 1.255E+01, 1.781E+01, 2.020E+01, 2.164E+01, 2.268E+01, 2.299E+01, 3.049E-01, 2.261E-01
 1.440E+03, 8.734E+00, 1.326E+01, 1.851E+01, 2.091E+01, 2.236E+01, 2.336E+01, 2.368E+01, 3.066E-01, 2.244E-01
 1.500E+03, 9.410E+00, 1.396E+01, 1.922E+01, 2.162E+01, 2.305E+01, 2.405E+01, 2.435E+01, 3.083E-01, 2.228E-01
 1.560E+03, 1.009E+01, 1.466E+01, 1.993E+01, 2.230E+01, 2.373E+01, 2.472E+01, 2.502E+01, 3.100E-01, 2.211E-01
 1.620E+03, 1.078E+01, 1.535E+01, 2.061E+01, 2.298E+01, 2.440E+01, 2.538E+01, 2.569E+01, 3.116E-01, 2.194E-01
 1.680E+03, 1.148E+01, 1.604E+01, 2.130E+01, 2.365E+01, 2.506E+01, 2.602E+01, 2.633E+01, 3.133E-01, 2.178E-01
 1.740E+03, 1.218E+01, 1.673E+01, 2.196E+01, 2.431E+01, 2.571E+01, 2.669E+01, 2.697E+01, 3.149E-01, 2.162E-01
 1.800E+03, 1.289E+01, 1.742E+01, 2.262E+01, 2.496E+01, 2.636E+01, 2.731E+01, 2.760E+01, 3.166E-01, 2.145E-01
 1.860E+03, 1.359E+01, 1.810E+01, 2.328E+01, 2.561E+01, 2.699E+01, 2.794E+01, 2.822E+01, 3.183E-01, 2.127E-01
 1.920E+03, 1.429E+01, 1.878E+01, 2.393E+01, 2.624E+01, 2.762E+01, 2.855E+01, 2.884E+01, 3.199E-01, 2.112E-01
 1.980E+03, 1.500E+01, 1.945E+01, 2.457E+01, 2.687E+01, 2.823E+01, 2.916E+01, 2.944E+01, 3.216E-01, 2.095E-01
 2.040E+03, 1.571E+01, 2.013E+01, 2.520E+01, 2.749E+01, 2.885E+01, 2.976E+01, 3.005E+01, 3.233E-01, 2.078E-01
 2.100E+03, 1.641E+01, 2.079E+01, 2.582E+01, 2.810E+01, 2.946E+01, 3.035E+01, 3.064E+01, 3.250E-01, 2.061E-01
 2.160E+03, 1.712E+01, 2.145E+01, 2.645E+01, 2.870E+01, 3.005E+01, 3.094E+01, 3.123E+01, 3.267E-01, 2.044E-01
 2.220E+03, 1.781E+01, 2.212E+01, 2.706E+01, 2.930E+01, 3.064E+01, 3.153E+01, 3.181E+01, 3.283E-01, 2.028E-01
 2.280E+03, 1.851E+01, 2.277E+01, 2.767E+01, 2.989E+01, 3.122E+01, 3.211E+01, 3.239E+01, 3.300E-01, 2.011E-01
 2.340E+03, 1.921E+01, 2.342E+01, 2.827E+01, 3.047E+01, 3.179E+01, 3.268E+01, 3.296E+01, 3.317E-01, 1.994E-01
 2.400E+03, 1.990E+01, 2.406E+01, 2.886E+01, 3.105E+01, 3.237E+01, 3.324E+01, 3.352E+01, 3.334E-01, 1.977E-01
 2.460E+03, 2.060E+01, 2.470E+01, 2.945E+01, 3.162E+01, 3.293E+01, 3.380E+01, 3.408E+01, 3.351E-01, 1.960E-01
 2.520E+03, 2.128E+01, 2.534E+01, 3.003E+01, 3.219E+01, 3.349E+01, 3.435E+01, 3.464E+01, 3.368E-01, 1.943E-01
 2.580E+03, 2.197E+01, 2.597E+01, 3.061E+01, 3.275E+01, 3.405E+01, 3.490E+01, 3.518E+01, 3.385E-01, 1.926E-01
 2.640E+03, 2.264E+01, 2.660E+01, 3.118E+01, 3.331E+01, 3.460E+01, 3.545E+01, 3.573E+01, 3.402E-01, 1.908E-01
 2.700E+03, 2.332E+01, 2.722E+01, 3.175E+01, 3.386E+01, 3.514E+01, 3.599E+01, 3.626E+01, 3.420E-01, 1.891E-01
 2.760E+03, 2.399E+01, 2.784E+01, 3.232E+01, 3.441E+01, 3.568E+01, 3.652E+01, 3.679E+01, 3.437E-01, 1.874E-01
 2.820E+03, 2.465E+01, 2.845E+01, 3.288E+01, 3.495E+01, 3.622E+01, 3.705E+01, 3.732E+01, 3.454E-01, 1.857E-01
 2.880E+03, 2.531E+01, 2.906E+01, 3.343E+01, 3.549E+01, 3.674E+01, 3.757E+01, 3.785E+01, 3.471E-01, 1.839E-01
 2.940E+03, 2.597E+01, 2.967E+01, 3.398E+01, 3.602E+01, 3.727E+01, 3.809E+01, 3.836E+01, 3.489E-01, 1.821E-01
 3.000E+03, 2.662E+01, 3.026E+01, 3.453E+01, 3.654E+01, 3.779E+01, 3.860E+01, 3.887E+01, 3.507E-01, 1.804E-01
 3.060E+03, 2.727E+01, 3.086E+01, 3.506E+01, 3.707E+01, 3.830E+01, 3.911E+01, 3.938E+01, 3.524E-01, 1.786E-01
 3.120E+03, 2.791E+01, 3.145E+01, 3.560E+01, 3.758E+01, 3.881E+01, 3.962E+01, 3.989E+01, 3.542E-01, 1.768E-01
 3.180E+03, 2.855E+01, 3.203E+01, 3.613E+01, 3.810E+01, 3.932E+01, 4.012E+01, 4.039E+01, 3.560E-01, 1.751E-01
 3.240E+03, 2.917E+01, 3.261E+01, 3.666E+01, 3.861E+01, 3.982E+01, 4.063E+01, 4.089E+01, 3.578E-01, 1.733E-01
 3.300E+03, 2.980E+01, 3.318E+01, 3.718E+01, 3.911E+01, 4.032E+01, 4.111E+01, 4.138E+01, 3.596E-01, 1.715E-01
 3.360E+03, 3.043E+01, 3.375E+01, 3.770E+01, 3.961E+01, 4.082E+01, 4.160E+01, 4.187E+01, 3.614E-01, 1.697E-01
 3.420E+03, 3.104E+01, 3.432E+01, 3.821E+01, 4.011E+01, 4.130E+01, 4.209E+01, 4.235E+01, 3.633E-01, 1.678E-01
 3.480E+03, 3.165E+01, 3.488E+01, 3.873E+01, 4.060E+01, 4.179E+01, 4.257E+01, 4.283E+01, 3.650E-01, 1.660E-01
 3.540E+03, 3.226E+01, 3.544E+01, 3.922E+01, 4.109E+01, 4.227E+01, 4.304E+01, 4.331E+01, 3.669E-01, 1.642E-01
 3.600E+03, 3.286E+01, 3.599E+01, 3.973E+01, 4.157E+01, 4.275E+01, 4.352E+01, 4.378E+01, 3.679E-01, 1.616E-01
 3.660E+03, 3.351E+01, 3.608E+01, 3.957E+01, 4.152E+01, 4.295E+01, 4.362E+01, 4.400E+01, 2.062E-01,-2.064E-01
 3.720E+03, 3.395E+01, 3.584E+01, 3.887E+01, 4.097E+01, 4.270E+01, 4.353E+01, 4.389E+01, 2.068E-01,-2.068E-01
 3.780E+03, 3.417E+01, 3.570E+01, 3.837E+01, 4.047E+01, 4.243E+01, 4.339E+01, 4.381E+01, 2.058E-01,-2.059E-01
 3.840E+03, 3.439E+01, 3.561E+01, 3.800E+01, 4.005E+01, 4.213E+01, 4.323E+01, 4.371E+01, 2.045E-01,-2.045E-01
 3.900E+03, 3.453E+01, 3.555E+01, 3.773E+01, 3.971E+01, 4.185E+01, 4.305E+01, 4.360E+01, 2.034E-01,-2.035E-01
 3.960E+03, 3.460E+01, 3.551E+01, 3.752E+01, 3.942E+01, 4.158E+01, 4.286E+01, 4.347E+01, 2.026E-01,-2.026E-01
 4.020E+03, 3.463E+01, 3.548E+01, 3.734E+01, 3.917E+01, 4.133E+01, 4.267E+01, 4.333E+01, 2.019E-01,-2.019E-01
 4.080E+03, 3.464E+01, 3.543E+01, 3.719E+01, 3.895E+01, 4.109E+01, 4.247E+01, 4.319E+01, 2.012E-01,-2.012E-01
 4.140E+03, 3.462E+01, 3.538E+01, 3.706E+01, 3.876E+01, 4.088E+01, 4.228E+01, 4.303E+01, 2.006E-01,-2.006E-01
 4.200E+03, 3.458E+01, 3.532E+01, 3.695E+01, 3.859E+01, 4.068E+01, 4.209E+01, 4.287E+01, 2.000E-01,-2.000E-01
 4.260E+03, 3.454E+01, 3.526E+01, 3.683E+01, 3.844E+01, 4.049E+01, 4.191E+01, 4.270E+01, 1.996E-01,-1.996E-01
 4.320E+03, 3.449E+01, 3.519E+01, 3.672E+01, 3.829E+01, 4.031E+01, 4.173E+01, 4.253E+01, 1.992E-01,-1.992E-01
 4.380E+03, 3.442E+01, 3.512E+01, 3.662E+01, 3.815E+01, 4.014E+01, 4.156E+01, 4.236E+01, 1.987E-01,-1.987E-01
 4.440E+03, 3.436E+01, 3.505E+01, 3.651E+01, 3.802E+01, 3.998E+01, 4.139E+01, 4.219E+01, 1.983E-01,-1.983E-01
 4.500E+03, 3.428E+01, 3.497E+01, 3.641E+01, 3.789E+01, 3.982E+01, 4.122E+01, 4.202E+01, 1.978E-01,-1.978E-01
 4.560E+03, 3.420E+01, 3.489E+01, 3.632E+01, 3.777E+01, 3.967E+01, 4.105E+01, 4.185E+01, 1.973E-01,-1.973E-01
 4.620E+03, 3.412E+01, 3.481E+01, 3.622E+01, 3.765E+01, 3.952E+01, 4.089E+01, 4.168E+01, 1.969E-01,-1.969E-01
 4.680E+03, 3.403E+01, 3.472E+01, 3.612E+01, 3.753E+01, 3.938E+01, 4.073E+01, 4.152E+01, 1.967E-01,-1.967E-01
 4.740E+03, 3.395E+01, 3.463E+01, 3.602E+01, 3.741E+01, 3.924E+01, 4.058E+01, 4.136E+01, 1.963E-01,-1.963E-01
 4.800E+03, 3.386E+01, 3.454E+01, 3.592E+01, 3.729E+01, 3.910E+01, 4.042E+01, 4.119E+01, 1.960E-01,-1.960E-01
 4.860E+03, 3.378E+01, 3.445E+01, 3.581E+01, 3.717E+01, 3.896E+01, 4.027E+01, 4.104E+01, 1.956E-01,-1.956E-01
 4.920E+03, 3.369E+01, 3.436E+01, 3.571E+01, 3.706E+01, 3.883E+01, 4.012E+01, 4.088E+01, 1.952E-01,-1.952E-01
 4.980E+03, 3.360E+01, 3.427E+01, 3.561E+01, 3.694E+01, 3.869E+01, 3.997E+01, 4.072E+01, 1.948E-01,-1.948E-01
 5.040E+03, 3.351E+01, 3.418E+01, 3.550E+01, 3.683E+01, 3.856E+01, 3.983E+01, 4.057E+01, 1.944E-01,-1.944E-01
 5.100E+03, 3.342E+01, 3.408E+01, 3.540E+01, 3.671E+01, 3.843E+01, 3.968E+01, 4.042E+01, 1.940E-01,-1.940E-01
 5.160E+03, 3.333E+01, 3.399E+01, 3.530E+01, 3.660E+01, 3.830E+01, 3.954E+01, 4.027E+01, 1.937E-01,-1.937E-01
 5.220E+03, 3.324E+01, 3.390E+01, 3.520E+01, 3.649E+01, 3.817E+01, 3.940E+01, 4.012E+01, 1.933E-01,-1.933E-01
 5.280E+03, 3.314E+01, 3.380E+01, 3.510E+01, 3.638E+01, 3.804E+01, 3.926E+01, 3.997E+01, 1.930E-01,-1.930E-01
 5.340E+03, 3.305E+01, 3.371E+01, 3.500E+01, 3.626E+01, 3.792E+01, 3.912E+01, 3.983E+01, 1.926E-01,-1.926E-01
 5.400E+03, 3.296E+01, 3.361E+01, 3.489E+01, 3.615E+01, 3.779E+01, 3.899E+01, 3.969E+01, 1.923E-01,-1.923E-01
 5.460E+03, 3.287E+01, 3.352E+01, 3.479E+01, 3.604E+01, 3.767E+01, 3.885E+01, 3.954E+01, 1.919E-01,-1.919E-01
 5.520E+03, 3.277E+01, 3.342E+01, 3.469E+01, 3.593E+01, 3.754E+01, 3.872E+01, 3.940E+01, 1.915E-01,-1.915E-01
 5.580E+03, 3.268E+01, 3.333E+01, 3.459E+01, 3.582E+01, 3.742E+01, 3.858E+01, 3.927E+01, 1.912E-01,-1.912E-01
 5.640E+03, 3.259E+01, 3.323E+01, 3.448E+01, 3.571E+01, 3.730E+01, 3.845E+01, 3.913E+01, 1.909E-01,-1.909E-01
 5.700E+03, 3.249E+01, 3.314E+01, 3.438E+01, 3.560E+01, 3.718E+01, 3.832E+01, 3.899E+01, 1.905E-01,-1.905E-01
 5.760E+03, 3.240E+01, 3.304E+01, 3.428E+01, 3.549E+01, 3.706E+01, 3.819E+01, 3.886E+01, 1.901E-01,-1.901E-01
 5.820E+03, 3.231E+01, 3.295E+01, 3.418E+01, 3.538E+01, 3.694E+01, 3.807E+01, 3.873E+01, 1.898E-01,-1.898E-01
 5.880E+03, 3.221E+01, 3.285E+01, 3.408E+01, 3.527E+01, 3.682E+01, 3.794E+01, 3.859E+01, 1.895E-01,-1.895E-01
 5.940E+03, 3.212E+01, 3.275E+01, 3.398E+01, 3.516E+01, 3.670E+01, 3.781E+01, 3.846E+01, 1.891E-01,-1.891E-01
 6.000E+03, 3.203E+01, 3.266E+01, 3.387E+01, 3.506E+01, 3.658E+01, 3.769E+01, 3.833E+01, 1.887E-01,-1.887E-01
 6.060E+03, 3.193E+01, 3.256E+01, 3.378E+01, 3.495E+01, 3.647E+01, 3.757E+01, 3.821E+01, 1.884E-01,-1.884E-01
 6.120E+03, 3.184E+01, 3.247E+01, 3.367E+01, 3.484E+01, 3.635E+01, 3.744E+01, 3.808E+01, 1.880E-01,-1.880E-01
 6.180E+03, 3.174E+01, 3.237E+01, 3.357E+01, 3.474E+01, 3.624E+01, 3.732E+01, 3.795E+01, 1.877E-01,-1.877E-01
 6.240E+03, 3.165E+01, 3.228E+01, 3.347E+01, 3.463E+01, 3.612E+01, 3.720E+01, 3.783E+01, 1.874E-01,-1.874E-01
 6.300E+03, 3.156E+01, 3.218E+01, 3.338E+01, 3.452E+01, 3.601E+01, 3.708E+01, 3.770E+01, 1.870E-01,-1.870E-01
 6.360E+03, 3.147E+01, 3.209E+01, 3.328E+01, 3.442E+01, 3.589E+01, 3.696E+01, 3.758E+01, 1.867E-01,-1.867E-01
 6.420E+03, 3.137E+01, 3.199E+01, 3.318E+01, 3.431E+01, 3.578E+01, 3.684E+01, 3.746E+01, 1.864E-01,-1.864E-01
 6.480E+03, 3.128E+01, 3.190E+01, 3.308E+01, 3.421E+01, 3.567E+01, 3.672E+01, 3.734E+01, 1.860E-01,-1.860E-01
 6.540E+03, 3.119E+01, 3.181E+01, 3.298E+01, 3.411E+01, 3.556E+01, 3.661E+01, 3.722E+01, 1.857E-01,-1.857E-01
 6.600E+03, 3.110E+01, 3.171E+01, 3.288E+01, 3.400E+01, 3.545E+01, 3.649E+01, 3.710E+01, 1.854E-01,-1.854E-01
 6.660E+03, 3.101E+01, 3.162E+01, 3.278E+01, 3.390E+01, 3.534E+01, 3.637E+01, 3.698E+01, 1.850E-01,-1.850E-01
 6.720E+03, 3.091E+01, 3.153E+01, 3.269E+01, 3.380E+01, 3.523E+01, 3.626E+01, 3.686E+01, 1.847E-01,-1.847E-01
 6.780E+03, 3.082E+01, 3.144E+01, 3.259E+01, 3.370E+01, 3.512E+01, 3.615E+01, 3.674E+01, 1.843E-01,-1.843E-01
 6.840E+03, 3.073E+01, 3.134E+01, 3.249E+01, 3.360E+01, 3.501E+01, 3.603E+01, 3.663E+01, 1.841E-01,-1.841E-01
 6.900E+03, 3.064E+01, 3.125E+01, 3.240E+01, 3.349E+01, 3.490E+01, 3.592E+01, 3.651E+01, 1.837E-01,-1.837E-01
 6.960E+03, 3.055E+01, 3.116E+01, 3.230E+01, 3.339E+01, 3.480E+01, 3.581E+01, 3.640E+01, 1.834E-01,-1.834E-01
 7.020E+03, 3.047E+01, 3.107E+01, 3.220E+01, 3.329E+01, 3.469E+01, 3.570E+01, 3.628E+01, 1.831E-01,-1.831E-01
 7.080E+03, 3.038E+01, 3.098E+01, 3.211E+01, 3.319E+01, 3.458E+01, 3.559E+01, 3.617E+01, 1.827E-01,-1.827E-01
 7.140E+03, 3.029E+01, 3.089E+01, 3.201E+01, 3.309E+01, 3.448E+01, 3.548E+01, 3.606E+01, 1.824E-01,-1.824E-01
 7.200E+03, 3.020E+01, 3.080E+01, 3.192E+01, 3.299E+01, 3.437E+01, 3.537E+01, 3.594E+01, 1.821E-01,-1.821E-01
 7.200E+03, 3.015E+01, 3.075E+01, 3.187E+01, 3.295E+01, 3.432E+01, 3.531E+01, 3.589E+01, 1.820E-01,-1.820E-01
