s,%,%,%,%,%,%,%,m/s,m/s
 9.599E+02, 4.738E-02, 1.612E-01, 5.059E-01, 1.088E+00, 2.622E+00, 5.387E+00, 9.390E+00, 7.018E-02, 5.329E-02
 1.020E+03, 6.436E-02, 2.036E-01, 6.034E-01, 1.252E+00, 2.894E+00, 5.760E+00, 9.806E+00, 7.140E-02, 5.207E-02
 1.080E+03, 8.489E-02, 2.514E-01, 7.082E-01, 1.421E+00, 3.168E+00, 6.125E+00, 1.021E+01, 7.266E-02, 5.081E-02
 1.140E+03, 1.092E-01, 3.047E-01, 8.193E-01, 1.596E+00, 3.441E+00, 6.483E+00, 1.060E+01, 7.396E-02, 4.951E-02
 1.200E+03, 1.376E-01, 3.633E-01, 9.361E-01, 1.775E+00, 3.716E+00, 6.834E+00, 1.098E+01, 7.529E-02, 4.818E-02
 1.260E+03, 1.700E-01, 4.271E-01, 1.058E+00, 1.959E+00, 3.989E+00, 7.177E+00, 1.135E+01, 7.666E-02, 4.682E-02
 1.320E+03, 2.068E-01, 4.960E-01, 1.186E+00, 2.145E+00, 4.261E+00, 7.512E+00, 1.170E+01, 7.804E-02, 4.543E-02
 1.380E+03, 2.478E-01, 5.698E-01, 1.318E+00, 2.335E+00, 4.531E+00, 7.840E+00, 1.205E+01, 7.945E-02, 4.402E-02
 1.440E+03, 2.934E-01, 6.485E-01, 1.455E+00, 2.527E+00, 4.799E+00, 8.161E+00, 1.239E+01, 8.088E-02, 4.260E-02
 1.500E+03, 3.434E-01, 7.318E-01, 1.595E+00, 2.721E+00, 5.064E+00, 8.477E+00, 1.271E+01, 8.232E-02, 4.116E-02
 1.560E+03, 3.978E-01, 8.196E-01, 1.738E+00, 2.917E+00, 5.328E+00, 8.787E+00, 1.303E+01, 8.377E-02, 3.970E-02
 1.620E+03, 4.567E-01, 9.115E-01, 1.885E+00, 3.113E+00, 5.589E+00, 9.091E+00, 1.335E+01, 8.523E-02, 3.824E-02
 1.680E+03, 5.201E-01, 1.008E+00, 2.034E+00, 3.311E+00, 5.848E+00, 9.390E+00, 1.365E+01, 8.671E-02, 3.677E-02
 1.740E+03, 5.878E-01, 1.108E+00, 2.186E+00, 3.509E+00, 6.105E+00, 9.684E+00, 1.396E+01, 8.819E-02, 3.528E-02
 1.800E+03, 6.598E-01, 1.212E+00, 2.341E+00, 3.708E+00, 6.360E+00, 9.973E+00, 1.425E+01, 8.968E-02, 3.379E-02
 1.860E+03, 7.361E-01, 1.319E+00, 2.497E+00, 3.907E+00, 6.612E+00, 1.026E+01, 1.454E+01, 9.118E-02, 3.230E-02
 1.920E+03, 8.165E-01, 1.430E+00, 2.656E+00, 4.107E+00, 6.862E+00, 1.054E+01, 1.483E+01, 9.268E-02, 3.079E-02
 1.980E+03, 9.011E-01, 1.545E+00, 2.816E+00, 4.307E+00, 7.109E+00, 1.081E+01, 1.511E+01, 9.419E-02, 2.929E-02
 2.040E+03, 9.896E-01, 1.662E+00, 2.979E+00, 4.507E+00, 7.354E+00, 1.109E+01, 1.538E+01, 9.570E-02, 2.777E-02
 2.100E+03, 1.082E+00, 1.783E+00, 3.142E+00, 4.707E+00, 7.597E+00, 1.135E+01, 1.565E+01, 9.722E-02, 2.626E-02
 2.160E+03, 1.178E+00, 1.907E+00, 3.308E+00, 4.907E+00, 7.838E+00, 1.162E+01, 1.591E+01, 9.874E-02, 2.474E-02
 2.220E+03, 1.278E+00, 2.033E+00, 3.475E+00, 5.107E+00, 8.077E+00, 1.188E+01, 1.617E+01, 1.003E-01, 2.321E-02
 2.280E+03, 1.382E+00, 2.163E+00, 3.643E+00, 5.307E+00, 8.313E+00, 1.213E+01, 1.643E+01, 1.018E-01, 2.169E-02
 2.340E+03, 1.489E+00, 2.295E+00, 3.812E+00, 5.507E+00, 8.547E+00, 1.239E+01, 1.668E+01, 1.033E-01, 2.016E-02
 2.400E+03, 1.599E+00, 2.429E+00, 3.982E+00, 5.706E+00, 8.780E+00, 1.263E+01, 1.693E+01, 1.048E-01, 1.862E-02
 2.460E+03, 1.713E+00, 2.566E+00, 4.153E+00, 5.905E+00, 9.010E+00, 1.288E+01, 1.717E+01, 1.064E-01, 1.709E-02
 2.520E+03, 1.830E+00, 2.706E+00, 4.326E+00, 6.103E+00, 9.238E+00, 1.312E+01, 1.742E+01, 1.079E-01, 1.556E-02
 2.580E+03, 1.950E+00, 2.847E+00, 4.499E+00, 6.301E+00, 9.464E+00, 1.336E+01, 1.765E+01, 1.095E-01, 1.402E-02
 2.640E+03, 2.073E+00, 2.991E+00, 4.673E+00, 6.499E+00, 9.688E+00, 1.360E+01, 1.789E+01, 1.110E-01, 1.248E-02
 2.700E+03, 2.199E+00, 3.137E+00, 4.847E+00, 6.697E+00, 9.911E+00, 1.384E+01, 1.812E+01, 1.125E-01, 1.095E-02
 2.760E+03, 2.328E+00, 3.285E+00, 5.023E+00, 6.894E+00, 1.013E+01, 1.407E+01, 1.834E+01, 1.141E-01, 9.408E-03
 2.820E+03, 2.459E+00, 3.434E+00, 5.199E+00, 7.091E+00, 1.035E+01, 1.429E+01, 1.856E+01, 1.156E-01, 7.869E-03
 2.880E+03, 2.593E+00, 3.586E+00, 5.376E+00, 7.287E+00, 1.057E+01, 1.452E+01, 1.878E+01, 1.171E-01, 6.329E-03
 2.940E+03, 2.729E+00, 3.739E+00, 5.553E+00, 7.483E+00, 1.078E+01, 1.474E+01, 1.899E+01, 1.187E-01, 4.789E-03
 3.000E+03, 2.868E+00, 3.894E+00, 5.731E+00, 7.678E+00, 1.100E+01, 1.496E+01, 1.920E+01, 1.202E-01, 3.248E-03
 3.060E+03, 3.009E+00, 4.051E+00, 5.909E+00, 7.873E+00, 1.121E+01, 1.517E+01, 1.940E+01, 1.218E-01, 1.708E-03
 3.120E+03, 3.153E+00, 4.209E+00, 6.088E+00, 8.067E+00, 1.142E+01, 1.538E+01, 1.960E+01, 1.233E-01, 1.813E-04
 3.180E+03, 3.298E+00, 4.368E+00, 6.267E+00, 8.259E+00, 1.162E+01, 1.559E+01, 1.980E+01, 1.247E-01,-1.268E-03
 3.240E+03, 3.446E+00, 4.529E+00, 6.447E+00, 8.450E+00, 1.183E+01, 1.580E+01, 1.999E+01, 1.261E-01,-2.675E-03
 3.300E+03, 3.595E+00, 4.692E+00, 6.626E+00, 8.639E+00, 1.203E+01, 1.600E+01, 2.018E+01, 1.275E-01,-3.986E-03
 3.360E+03, 3.747E+00, 4.855E+00, 6.805E+00, 8.826E+00, 1.223E+01, 1.620E+01, 2.036E+01, 1.287E-01,-5.212E-03
 3.420E+03, 3.900E+00, 5.020E+00, 6.985E+00, 9.012E+00, 1.243E+01, 1.639E+01, 2.055E+01, 1.299E-01,-6.451E-03
 3.480E+03, 4.055E+00, 5.186E+00, 7.165E+00, 9.197E+00, 1.262E+01, 1.659E+01, 2.073E+01, 1.312E-01,-7.691E-03
 3.540E+03, 4.212E+00, 5.353E+00, 7.344E+00, 9.380E+00, 1.281E+01, 1.678E+01, 2.091E+01, 1.324E-01,-8.933E-03
 3.600E+03, 4.370E+00, 5.521E+00, 7.522E+00, 9.562E+00, 1.300E+01, 1.697E+01, 2.109E+01, 1.336E-01,-1.018E-02
 3.660E+03, 4.530E+00, 5.689E+00, 7.699E+00, 9.743E+00, 1.319E+01, 1.715E+01, 2.127E+01, 1.349E-01,-1.143E-02
 3.720E+03, 4.691E+00, 5.858E+00, 7.876E+00, 9.923E+00, 1.338E+01, 1.734E+01, 2.144E+01, 1.361E-01,-1.265E-02
 3.780E+03, 4.854E+00, 6.028E+00, 8.052E+00, 1.010E+01, 1.356E+01, 1.752E+01, 2.162E+01, 1.373E-01,-1.384E-02
 3.840E+03, 5.018E+00, 6.198E+00, 8.227E+00, 1.028E+01, 1.375E+01, 1.770E+01, 2.180E+01, 1.385E-01,-1.500E-02
 3.900E+03, 5.183E+00, 6.369E+00, 8.401E+00, 1.046E+01, 1.393E+01, 1.789E+01, 2.197E+01, 1.396E-01,-1.612E-02
 3.960E+03, 5.348E+00, 6.539E+00, 8.575E+00, 1.063E+01, 1.411E+01, 1.807E+01, 2.214E+01, 1.407E-01,-1.721E-02
 4.020E+03, 5.515E+00, 6.710E+00, 8.748E+00, 1.081E+01, 1.429E+01, 1.824E+01, 2.232E+01, 1.417E-01,-1.826E-02
 4.080E+03, 5.683E+00, 6.881E+00, 8.920E+00, 1.098E+01, 1.447E+01, 1.842E+01, 2.249E+01, 1.428E-01,-1.929E-02
 4.140E+03, 5.851E+00, 7.052E+00, 9.092E+00, 1.116E+01, 1.465E+01, 1.860E+01, 2.266E+01, 1.438E-01,-2.033E-02
 4.200E+03, 6.020E+00, 7.224E+00, 9.262E+00, 1.133E+01, 1.483E+01, 1.877E+01, 2.283E+01, 1.449E-01,-2.138E-02
 4.260E+03, 6.190E+00, 7.397E+00, 9.433E+00, 1.150E+01, 1.500E+01, 1.895E+01, 2.300E+01, 1.459E-01,-2.243E-02
 4.320E+03, 6.360E+00, 7.568E+00, 9.603E+00, 1.168E+01, 1.518E+01, 1.912E+01, 2.317E+01, 1.469E-01,-2.347E-02
 4.380E+03, 6.531E+00, 7.740E+00, 9.773E+00, 1.185E+01, 1.535E+01, 1.930E+01, 2.333E+01, 1.480E-01,-2.451E-02
 4.440E+03, 6.702E+00, 7.912E+00, 9.943E+00, 1.202E+01, 1.553E+01, 1.947E+01, 2.349E+01, 1.490E-01,-2.555E-02
 4.500E+03, 6.874E+00, 8.084E+00, 1.011E+01, 1.219E+01, 1.570E+01, 1.964E+01, 2.365E+01, 1.500E-01,-2.657E-02
 4.560E+03, 7.046E+00, 8.257E+00, 1.028E+01, 1.236E+01, 1.587E+01, 1.980E+01, 2.381E+01, 1.510E-01,-2.749E-02
 4.620E+03, 7.218E+00, 8.429E+00, 1.045E+01, 1.253E+01, 1.604E+01, 1.997E+01, 2.397E+01, 1.518E-01,-2.837E-02
 4.680E+03, 7.390E+00, 8.601E+00, 1.061E+01, 1.270E+01, 1.621E+01, 2.013E+01, 2.412E+01, 1.528E-01,-2.930E-02
 4.740E+03, 7.562E+00, 8.773E+00, 1.078E+01, 1.287E+01, 1.638E+01, 2.030E+01, 2.428E+01, 1.537E-01,-3.024E-02
 4.800E+03, 7.735E+00, 8.945E+00, 1.095E+01, 1.304E+01, 1.655E+01, 2.046E+01, 2.443E+01, 1.546E-01,-3.117E-02
 4.860E+03, 7.908E+00, 9.117E+00, 1.111E+01, 1.320E+01, 1.672E+01, 2.062E+01, 2.458E+01, 1.556E-01,-3.209E-02
 4.920E+03, 8.081E+00, 9.289E+00, 1.128E+01, 1.337E+01, 1.688E+01, 2.078E+01, 2.473E+01, 1.565E-01,-3.300E-02
 4.980E+03, 8.255E+00, 9.460E+00, 1.144E+01, 1.353E+01, 1.705E+01, 2.094E+01, 2.488E+01, 1.574E-01,-3.391E-02
 5.040E+03, 8.428E+00, 9.632E+00, 1.161E+01, 1.370E+01, 1.721E+01, 2.110E+01, 2.503E+01, 1.583E-01,-3.480E-02
 5.100E+03, 8.602E+00, 9.803E+00, 1.177E+01, 1.386E+01, 1.737E+01, 2.125E+01, 2.518E+01, 1.592E-01,-3.568E-02
 5.160E+03, 8.775E+00, 9.974E+00, 1.193E+01, 1.402E+01, 1.753E+01, 2.141E+01, 2.532E+01, 1.600E-01,-3.654E-02
 5.220E+03, 8.948E+00, 1.015E+01, 1.210E+01, 1.419E+01, 1.770E+01, 2.157E+01, 2.547E+01, 1.609E-01,-3.739E-02
 5.280E+03, 9.122E+00, 1.032E+01, 1.226E+01, 1.435E+01, 1.786E+01, 2.172E+01, 2.561E+01, 1.617E-01,-3.822E-02
 5.340E+03, 9.295E+00, 1.049E+01, 1.242E+01, 1.451E+01, 1.801E+01, 2.187E+01, 2.576E+01, 1.625E-01,-3.906E-02
 5.400E+03, 9.469E+00, 1.066E+01, 1.258E+01, 1.467E+01, 1.817E+01, 2.202E+01, 2.590E+01, 1.634E-01,-3.989E-02
 5.460E+03, 9.642E+00, 1.082E+01, 1.274E+01, 1.483E+01, 1.833E+01, 2.218E+01, 2.604E+01, 1.642E-01,-4.075E-02
 5.520E+03, 9.815E+00, 1.099E+01, 1.290E+01, 1.499E+01, 1.849E+01, 2.232E+01, 2.618E+01, 1.651E-01,-4.159E-02
 5.580E+03, 9.987E+00, 1.116E+01, 1.306E+01, 1.515E+01, 1.864E+01, 2.247E+01, 2.631E+01, 1.659E-01,-4.239E-02
 5.640E+03, 1.016E+01, 1.133E+01, 1.322E+01, 1.531E+01, 1.880E+01, 2.262E+01, 2.645E+01, 1.667E-01,-4.318E-02
 5.700E+03, 1.033E+01, 1.150E+01, 1.338E+01, 1.546E+01, 1.895E+01, 2.277E+01, 2.659E+01, 1.674E-01,-4.396E-02
 5.760E+03, 1.050E+01, 1.166E+01, 1.354E+01, 1.562E+01, 1.910E+01, 2.291E+01, 2.672E+01, 1.682E-01,-4.469E-02
 5.820E+03, 1.068E+01, 1.183E+01, 1.369E+01, 1.578E+01, 1.926E+01, 2.306E+01, 2.686E+01, 1.689E-01,-4.546E-02
 5.880E+03, 1.085E+01, 1.200E+01, 1.385E+01, 1.593E+01, 1.941E+01, 2.320E+01, 2.699E+01, 1.697E-01,-4.626E-02
 5.940E+03, 1.102E+01, 1.216E+01, 1.401E+01, 1.609E+01, 1.956E+01, 2.334E+01, 2.713E+01, 1.705E-01,-4.703E-02
 6.000E+03, 1.119E+01, 1.232E+01, 1.416E+01, 1.624E+01, 1.971E+01, 2.348E+01, 2.726E+01, 1.713E-01,-4.779E-02
 6.060E+03, 1.136E+01, 1.249E+01, 1.432E+01, 1.640E+01, 1.986E+01, 2.363E+01, 2.739E+01, 1.720E-01,-4.854E-02
 6.120E+03, 1.153E+01, 1.265E+01, 1.448E+01, 1.655E+01, 2.001E+01, 2.377E+01, 2.752E+01, 1.727E-01,-4.927E-02
 6.180E+03, 1.170E+01, 1.281E+01, 1.463E+01, 1.670E+01, 2.015E+01, 2.391E+01, 2.764E+01, 1.735E-01,-4.999E-02
 6.240E+03, 1.187E+01, 1.297E+01, 1.478E+01, 1.685E+01, 2.030E+01, 2.404E+01, 2.777E+01, 1.742E-01,-5.072E-02
 6.300E+03, 1.204E+01, 1.314E+01, 1.494E+01, 1.700E+01, 2.045E+01, 2.418E+01, 2.789E+01, 1.749E-01,-5.144E-02
 6.360E+03, 1.220E+01, 1.330E+01, 1.509E+01, 1.715E+01, 2.059E+01, 2.431E+01, 2.801E+01, 1.756E-01,-5.216E-02
 6.420E+03, 1.237E+01, 1.346E+01, 1.524E+01, 1.730E+01, 2.073E+01, 2.445E+01, 2.814E+01, 1.764E-01,-5.289E-02
 6.480E+03, 1.254E+01, 1.362E+01, 1.539E+01, 1.745E+01, 2.088E+01, 2.458E+01, 2.826E+01, 1.771E-01,-5.361E-02
 6.540E+03, 1.271E+01, 1.378E+01, 1.554E+01, 1.760E+01, 2.102E+01, 2.471E+01, 2.838E+01, 1.778E-01,-5.431E-02
 6.600E+03, 1.287E+01, 1.393E+01, 1.569E+01, 1.774E+01, 2.116E+01, 2.485E+01, 2.851E+01, 1.785E-01,-5.498E-02
 6.660E+03, 1.304E+01, 1.409E+01, 1.584E+01, 1.789E+01, 2.130E+01, 2.498E+01, 2.863E+01, 1.791E-01,-5.564E-02
 6.720E+03, 1.321E+01, 1.425E+01, 1.599E+01, 1.804E+01, 2.144E+01, 2.511E+01, 2.875E+01, 1.798E-01,-5.632E-02
 6.780E+03, 1.337E+01, 1.440E+01, 1.613E+01, 1.818E+01, 2.158E+01, 2.524E+01, 2.887E+01, 1.805E-01,-5.701E-02
 6.840E+03, 1.354E+01, 1.455E+01, 1.628E+01, 1.833E+01, 2.172E+01, 2.537E+01, 2.899E+01, 1.812E-01,-5.770E-02
 6.900E+03, 1.370E+01, 1.471E+01, 1.643E+01, 1.847E+01, 2.185E+01, 2.550E+01, 2.912E+01, 1.818E-01,-5.837E-02
 6.960E+03, 1.386E+01, 1.486E+01, 1.657E+01, 1.861E+01, 2.199E+01, 2.563E+01, 2.924E+01, 1.824E-01,-5.898E-02
 7.020E+03, 1.402E+01, 1.501E+01, 1.672E+01, 1.876E+01, 2.213E+01, 2.576E+01, 2.935E+01, 1.831E-01,-5.962E-02
 7.080E+03, 1.418E+01, 1.516E+01, 1.687E+01, 1.890E+01, 2.227E+01, 2.588E+01, 2.947E+01, 1.838E-01,-6.030E-02
 7.140E+03, 1.434E+01, 1.531E+01, 1.702E+01, 1.904E+01, 2.240E+01, 2.601E+01, 2.959E+01, 1.844E-01,-6.095E-02
 7.200E+03, 1.450E+01, 1.546E+01, 1.716E+01, 1.919E+01, 2.254E+01, 2.614E+01, 2.971E+01, 1.850E-01,-6.153E-02
 7.260E+03, 1.466E+01, 1.561E+01, 1.730E+01, 1.933E+01, 2.267E+01, 2.626E+01, 2.982E+01, 1.856E-01,-6.216E-02
 7.320E+03, 1.482E+01, 1.576E+01, 1.744E+01, 1.947E+01, 2.281E+01, 2.639E+01, 2.994E+01, 1.863E-01,-6.280E-02
 7.380E+03, 1.498E+01, 1.590E+01, 1.758E+01, 1.960E+01, 2.294E+01, 2.652E+01, 3.006E+01, 1.869E-01,-6.345E-02
 7.440E+03, 1.514E+01, 1.605E+01, 1.773E+01, 1.974E+01, 2.307E+01, 2.664E+01, 3.018E+01, 1.875E-01,-6.406E-02
 7.500E+03, 1.529E+01, 1.620E+01, 1.787E+01, 1.988E+01, 2.320E+01, 2.677E+01, 3.030E+01, 1.881E-01,-6.467E-02
 7.560E+03, 1.545E+01, 1.634E+01, 1.801E+01, 2.001E+01, 2.333E+01, 2.689E+01, 3.041E+01, 1.888E-01,-6.528E-02
 7.620E+03, 1.560E+01, 1.649E+01, 1.815E+01, 2.015E+01, 2.347E+01, 2.702E+01, 3.053E+01, 1.893E-01,-6.587E-02
 7.680E+03, 1.575E+01, 1.663E+01, 1.829E+01, 2.029E+01, 2.360E+01, 2.714E+01, 3.065E+01, 1.900E-01,-6.648E-02
 7.740E+03, 1.590E+01, 1.677E+01, 1.843E+01, 2.043E+01, 2.373E+01, 2.726E+01, 3.076E+01, 1.906E-01,-6.708E-02
 7.800E+03, 1.606E+01, 1.692E+01, 1.857E+01, 2.056E+01, 2.386E+01, 2.738E+01, 3.087E+01, 1.912E-01,-6.769E-02
 7.860E+03, 1.621E+01, 1.706E+01, 1.871E+01, 2.070E+01, 2.399E+01, 2.750E+01, 3.099E+01, 1.918E-01,-6.828E-02
 7.920E+03, 1.636E+01, 1.720E+01, 1.885E+01, 2.083E+01, 2.412E+01, 2.762E+01, 3.110E+01, 1.924E-01,-6.889E-02
 7.980E+03, 1.651E+01, 1.734E+01, 1.898E+01, 2.097E+01, 2.425E+01, 2.775E+01, 3.121E+01, 1.931E-01,-6.962E-02
 8.040E+03, 1.666E+01, 1.747E+01, 1.912E+01, 2.110E+01, 2.437E+01, 2.787E+01, 3.133E+01, 1.937E-01,-7.024E-02
 8.100E+03, 1.681E+01, 1.761E+01, 1.925E+01, 2.123E+01, 2.450E+01, 2.799E+01, 3.144E+01, 1.943E-01,-7.078E-02
 8.160E+03, 1.696E+01, 1.775E+01, 1.938E+01, 2.136E+01, 2.463E+01, 2.811E+01, 3.155E+01, 1.949E-01,-7.139E-02
 8.220E+03, 1.710E+01, 1.788E+01, 1.952E+01, 2.149E+01, 2.475E+01, 2.823E+01, 3.167E+01, 1.954E-01,-7.197E-02
 8.280E+03, 1.725E+01, 1.802E+01, 1.965E+01, 2.162E+01, 2.488E+01, 2.835E+01, 3.178E+01, 1.960E-01,-7.256E-02
 8.340E+03, 1.739E+01, 1.816E+01, 1.978E+01, 2.175E+01, 2.500E+01, 2.847E+01, 3.189E+01, 1.966E-01,-7.312E-02
 8.400E+03, 1.754E+01, 1.829E+01, 1.991E+01, 2.188E+01, 2.513E+01, 2.859E+01, 3.200E+01, 1.971E-01,-7.367E-02
 8.460E+03, 1.768E+01, 1.842E+01, 2.005E+01, 2.201E+01, 2.525E+01, 2.870E+01, 3.211E+01, 1.977E-01,-7.424E-02
 8.520E+03, 1.782E+01, 1.856E+01, 2.018E+01, 2.214E+01, 2.538E+01, 2.882E+01, 3.221E+01, 1.983E-01,-7.479E-02
 8.580E+03, 1.797E+01, 1.869E+01, 2.031E+01, 2.227E+01, 2.550E+01, 2.893E+01, 3.232E+01, 1.988E-01,-7.535E-02
 8.640E+03, 1.810E+01, 1.883E+01, 2.044E+01, 2.239E+01, 2.562E+01, 2.905E+01, 3.243E+01, 1.994E-01,-7.591E-02
 8.700E+03, 1.824E+01, 1.896E+01, 2.057E+01, 2.252E+01, 2.574E+01, 2.916E+01, 3.253E+01, 2.000E-01,-7.648E-02
 8.760E+03, 1.838E+01, 1.909E+01, 2.070E+01, 2.265E+01, 2.586E+01, 2.928E+01, 3.263E+01, 2.005E-01,-7.701E-02
 8.820E+03, 1.852E+01, 1.922E+01, 2.083E+01, 2.277E+01, 2.598E+01, 2.939E+01, 3.274E+01, 2.010E-01,-7.754E-02
 8.880E+03, 1.866E+01, 1.935E+01, 2.095E+01, 2.290E+01, 2.610E+01, 2.950E+01, 3.284E+01, 2.016E-01,-7.809E-02
 8.940E+03, 1.879E+01, 1.948E+01, 2.108E+01, 2.302E+01, 2.622E+01, 2.961E+01, 3.295E+01, 2.021E-01,-7.864E-02
 9.000E+03, 1.892E+01, 1.961E+01, 2.121E+01, 2.315E+01, 2.634E+01, 2.972E+01, 3.305E+01, 2.027E-01,-7.918E-02
 9.060E+03, 1.906E+01, 1.974E+01, 2.133E+01, 2.327E+01, 2.646E+01, 2.983E+01, 3.315E+01, 2.032E-01,-7.975E-02
 9.120E+03, 1.919E+01, 1.987E+01, 2.146E+01, 2.339E+01, 2.658E+01, 2.994E+01, 3.325E+01, 2.037E-01,-8.027E-02
 9.180E+03, 1.932E+01, 1.999E+01, 2.158E+01, 2.351E+01, 2.669E+01, 3.005E+01, 3.335E+01, 2.043E-01,-8.080E-02
 9.240E+03, 1.945E+01, 2.012E+01, 2.171E+01, 2.364E+01, 2.681E+01, 3.016E+01, 3.345E+01, 2.047E-01,-8.127E-02
 9.300E+03, 1.959E+01, 2.025E+01, 2.183E+01, 2.375E+01, 2.692E+01, 3.027E+01, 3.355E+01, 2.052E-01,-8.177E-02
 9.360E+03, 1.972E+01, 2.038E+01, 2.195E+01, 2.387E+01, 2.704E+01, 3.038E+01, 3.365E+01, 2.058E-01,-8.229E-02
 9.420E+03, 1.984E+01, 2.050E+01, 2.207E+01, 2.399E+01, 2.715E+01, 3.048E+01, 3.375E+01, 2.063E-01,-8.280E-02
 9.480E+03, 1.997E+01, 2.063E+01, 2.219E+01, 2.411E+01, 2.726E+01, 3.059E+01, 3.385E+01, 2.068E-01,-8.332E-02
 9.540E+03, 2.010E+01, 2.075E+01, 2.231E+01, 2.423E+01, 2.738E+01, 3.070E+01, 3.395E+01, 2.073E-01,-8.381E-02
 9.600E+03, 2.023E+01, 2.087E+01, 2.243E+01, 2.435E+01, 2.749E+01, 3.080E+01, 3.404E+01, 2.078E-01,-8.432E-02
 9.660E+03, 2.035E+01, 2.099E+01, 2.255E+01, 2.446E+01, 2.760E+01, 3.091E+01, 3.414E+01, 2.083E-01,-8.480E-02
 9.720E+03, 2.048E+01, 2.112E+01, 2.267E+01, 2.458E+01, 2.771E+01, 3.101E+01, 3.424E+01, 2.088E-01,-8.530E-02
 9.780E+03, 2.060E+01, 2.124E+01, 2.279E+01, 2.469E+01, 2.782E+01, 3.111E+01, 3.434E+01, 2.093E-01,-8.579E-02
 9.840E+03, 2.073E+01, 2.136E+01, 2.291E+01, 2.481E+01, 2.793E+01, 3.122E+01, 3.443E+01, 2.098E-01,-8.628E-02
 9.900E+03, 2.085E+01, 2.148E+01, 2.302E+01, 2.492E+01, 2.804E+01, 3.132E+01, 3.453E+01, 2.102E-01,-8.676E-02
 9.960E+03, 2.097E+01, 2.160E+01, 2.314E+01, 2.504E+01, 2.815E+01, 3.142E+01, 3.462E+01, 2.107E-01,-8.723E-02
 1.002E+04, 2.110E+01, 2.171E+01, 2.326E+01, 2.515E+01, 2.826E+01, 3.152E+01, 3.472E+01, 2.112E-01,-8.771E-02
 1.008E+04, 2.121E+01, 2.183E+01, 2.337E+01, 2.526E+01, 2.837E+01, 3.162E+01, 3.481E+01, 2.116E-01,-8.817E-02
 1.014E+04, 2.134E+01, 2.195E+01, 2.348E+01, 2.537E+01, 2.847E+01, 3.173E+01, 3.491E+01, 2.121E-01,-8.864E-02
 1.020E+04, 2.145E+01, 2.206E+01, 2.360E+01, 2.549E+01, 2.858E+01, 3.183E+01, 3.500E+01, 2.126E-01,-8.910E-02
 1.026E+04, 2.158E+01, 2.218E+01, 2.371E+01, 2.559E+01, 2.869E+01, 3.193E+01, 3.509E+01, 2.130E-01,-8.955E-02
 1.032E+04, 2.169E+01, 2.229E+01, 2.382E+01, 2.571E+01, 2.879E+01, 3.203E+01, 3.519E+01, 2.135E-01,-9.001E-02
