s,%,%,%,%,%,%,%,m/s,m/s,m/s,m/s
 8.399E+02, 2.311E+00, 5.638E+00, 1.011E+01, 1.246E+01, 1.411E+01, 1.534E+01, 1.563E+01, 7.620E-01, 7.385E-01,-2.125E-01,-2.190E-01
 8.999E+02, 2.718E+00, 6.235E+00, 1.086E+01, 1.325E+01, 1.491E+01, 1.608E+01, 1.639E+01, 7.840E-01, 7.597E-01,-2.339E-01,-2.409E-01
 9.599E+02, 3.134E+00, 6.815E+00, 1.161E+01, 1.402E+01, 1.566E+01, 1.683E+01, 1.714E+01, 8.043E-01, 7.794E-01,-2.536E-01,-2.612E-01
 1.020E+03, 3.557E+00, 7.393E+00, 1.232E+01, 1.475E+01, 1.639E+01, 1.754E+01, 1.784E+01, 8.238E-01, 7.987E-01,-2.727E-01,-2.808E-01
 1.080E+03, 3.982E+00, 7.962E+00, 1.301E+01, 1.548E+01, 1.710E+01, 1.822E+01, 1.855E+01, 8.420E-01, 8.161E-01,-2.903E-01,-2.989E-01
 1.140E+03, 4.413E+00, 8.517E+00, 1.369E+01, 1.617E+01, 1.780E+01, 1.890E+01, 1.921E+01, 8.598E-01, 8.334E-01,-3.076E-01,-3.166E-01
 1.200E+03, 4.839E+00, 9.062E+00, 1.434E+01, 1.685E+01, 1.847E+01, 1.957E+01, 1.985E+01, 8.767E-01, 8.499E-01,-3.240E-01,-3.336E-01
 1.260E+03, 5.265E+00, 9.599E+00, 1.498E+01, 1.752E+01, 1.913E+01, 2.021E+01, 2.049E+01, 8.928E-01, 8.651E-01,-3.395E-01,-3.495E-01
 1.320E+03, 5.683E+00, 1.014E+01, 1.559E+01, 1.816E+01, 1.976E+01, 2.083E+01, 2.109E+01, 9.083E-01, 8.803E-01,-3.547E-01,-3.650E-01
 1.380E+03, 6.102E+00, 1.065E+01, 1.620E+01, 1.879E+01, 2.037E+01, 2.143E+01, 2.170E+01, 9.233E-01, 8.942E-01,-3.689E-01,-3.797E-01
 1.440E+03, 6.504E+00, 1.116E+01, 1.679E+01, 1.939E+01, 2.099E+01, 2.201E+01, 2.228E+01, 9.374E-01, 9.081E-01,-3.827E-01,-3.938E-01
 1.500E+03, 6.909E+00, 1.165E+01, 1.735E+01, 1.998E+01, 2.157E+01, 2.259E+01, 2.285E+01, 9.509E-01, 9.208E-01,-3.956E-01,-4.071E-01
 1.560E+03, 7.304E+00, 1.212E+01, 1.792E+01, 2.056E+01, 2.214E+01, 2.315E+01, 2.340E+01, 9.639E-01, 9.334E-01,-4.083E-01,-4.201E-01
 1.620E+03, 7.689E+00, 1.260E+01, 1.846E+01, 2.112E+01, 2.269E+01, 2.370E+01, 2.392E+01, 9.765E-01, 9.458E-01,-4.206E-01,-4.327E-01
 1.680E+03, 8.059E+00, 1.305E+01, 1.899E+01, 2.167E+01, 2.324E+01, 2.422E+01, 2.446E+01, 9.888E-01, 9.574E-01,-4.324E-01,-4.448E-01
 1.740E+03, 8.423E+00, 1.349E+01, 1.950E+01, 2.220E+01, 2.376E+01, 2.474E+01, 2.497E+01, 1.000E+00, 9.689E-01,-4.439E-01,-4.566E-01
 1.800E+03, 8.779E+00, 1.393E+01, 2.000E+01, 2.272E+01, 2.428E+01, 2.524E+01, 2.546E+01, 1.012E+00, 9.796E-01,-4.547E-01,-4.678E-01
 1.860E+03, 9.127E+00, 1.435E+01, 2.048E+01, 2.322E+01, 2.478E+01, 2.574E+01, 2.594E+01, 1.023E+00, 9.905E-01,-4.657E-01,-4.790E-01
 1.920E+03, 9.460E+00, 1.475E+01, 2.096E+01, 2.370E+01, 2.526E+01, 2.621E+01, 2.641E+01, 1.033E+00, 1.001E+00,-4.758E-01,-4.893E-01
 1.980E+03, 9.781E+00, 1.515E+01, 2.142E+01, 2.419E+01, 2.574E+01, 2.666E+01, 2.687E+01, 1.043E+00, 1.010E+00,-4.855E-01,-4.992E-01
 2.040E+03, 1.009E+01, 1.554E+01, 2.187E+01, 2.465E+01, 2.621E+01, 2.712E+01, 2.731E+01, 1.053E+00, 1.020E+00,-4.951E-01,-5.091E-01
 2.100E+03, 1.039E+01, 1.591E+01, 2.231E+01, 2.511E+01, 2.665E+01, 2.754E+01, 2.775E+01, 1.063E+00, 1.029E+00,-5.043E-01,-5.185E-01
 2.160E+03, 1.069E+01, 1.627E+01, 2.273E+01, 2.553E+01, 2.709E+01, 2.797E+01, 2.817E+01, 1.072E+00, 1.037E+00,-5.131E-01,-5.274E-01
 2.220E+03, 1.098E+01, 1.662E+01, 2.314E+01, 2.595E+01, 2.751E+01, 2.840E+01, 2.858E+01, 1.081E+00, 1.046E+00,-5.217E-01,-5.363E-01
 2.280E+03, 1.126E+01, 1.696E+01, 2.354E+01, 2.636E+01, 2.793E+01, 2.879E+01, 2.898E+01, 1.090E+00, 1.054E+00,-5.301E-01,-5.448E-01
 2.340E+03, 1.152E+01, 1.730E+01, 2.392E+01, 2.676E+01, 2.833E+01, 2.918E+01, 2.936E+01, 1.098E+00, 1.062E+00,-5.381E-01,-5.530E-01
 2.400E+03, 1.178E+01, 1.762E+01, 2.430E+01, 2.716E+01, 2.872E+01, 2.957E+01, 2.974E+01, 1.106E+00, 1.070E+00,-5.458E-01,-5.608E-01
 2.460E+03, 1.203E+01, 1.793E+01, 2.466E+01, 2.754E+01, 2.910E+01, 2.994E+01, 3.010E+01, 1.113E+00, 1.077E+00,-5.532E-01,-5.685E-01
 2.520E+03, 1.227E+01, 1.822E+01, 2.502E+01, 2.790E+01, 2.947E+01, 3.030E+01, 3.046E+01, 1.121E+00, 1.084E+00,-5.604E-01,-5.758E-01
 2.580E+03, 1.250E+01, 1.852E+01, 2.536E+01, 2.827E+01, 2.983E+01, 3.065E+01, 3.080E+01, 1.128E+00, 1.091E+00,-5.677E-01,-5.833E-01
 2.640E+03, 1.272E+01, 1.879E+01, 2.569E+01, 2.862E+01, 3.018E+01, 3.098E+01, 3.114E+01, 1.135E+00, 1.098E+00,-5.743E-01,-5.900E-01
 2.700E+03, 1.293E+01, 1.907E+01, 2.602E+01, 2.896E+01, 3.052E+01, 3.131E+01, 3.147E+01, 1.142E+00, 1.105E+00,-5.810E-01,-5.969E-01
 2.760E+03, 1.313E+01, 1.933E+01, 2.633E+01, 2.929E+01, 3.085E+01, 3.163E+01, 3.179E+01, 1.148E+00, 1.111E+00,-5.871E-01,-6.031E-01
 2.820E+03, 1.332E+01, 1.958E+01, 2.664E+01, 2.960E+01, 3.118E+01, 3.194E+01, 3.210E+01, 1.155E+00, 1.117E+00,-5.933E-01,-6.094E-01
 2.880E+03, 1.351E+01, 1.982E+01, 2.693E+01, 2.992E+01, 3.149E+01, 3.224E+01, 3.239E+01, 1.161E+00, 1.123E+00,-5.992E-01,-6.154E-01
 2.940E+03, 1.369E+01, 2.006E+01, 2.722E+01, 3.022E+01, 3.179E+01, 3.254E+01, 3.268E+01, 1.167E+00, 1.128E+00,-6.048E-01,-6.212E-01
 3.000E+03, 1.386E+01, 2.029E+01, 2.749E+01, 3.051E+01, 3.208E+01, 3.282E+01, 3.296E+01, 1.172E+00, 1.134E+00,-6.104E-01,-6.270E-01
 3.060E+03, 1.403E+01, 2.051E+01, 2.776E+01, 3.080E+01, 3.237E+01, 3.310E+01, 3.323E+01, 1.178E+00, 1.139E+00,-6.158E-01,-6.325E-01
 3.120E+03, 1.419E+01, 2.072E+01, 2.803E+01, 3.107E+01, 3.265E+01, 3.336E+01, 3.350E+01, 1.183E+00, 1.144E+00,-6.208E-01,-6.376E-01
 3.180E+03, 1.434E+01, 2.093E+01, 2.828E+01, 3.134E+01, 3.291E+01, 3.362E+01, 3.376E+01, 1.188E+00, 1.149E+00,-6.259E-01,-6.429E-01
 3.240E+03, 1.449E+01, 2.113E+01, 2.852E+01, 3.159E+01, 3.317E+01, 3.387E+01, 3.400E+01, 1.193E+00, 1.154E+00,-6.306E-01,-6.478E-01
 3.300E+03, 1.463E+01, 2.132E+01, 2.876E+01, 3.184E+01, 3.342E+01, 3.411E+01, 3.425E+01, 1.198E+00, 1.159E+00,-6.351E-01,-6.526E-01
 3.360E+03, 1.477E+01, 2.151E+01, 2.898E+01, 3.208E+01, 3.367E+01, 3.434E+01, 3.448E+01, 1.203E+00, 1.163E+00,-6.396E-01,-6.572E-01
 3.420E+03, 1.490E+01, 2.168E+01, 2.920E+01, 3.232E+01, 3.391E+01, 3.458E+01, 3.470E+01, 1.207E+00, 1.167E+00,-6.440E-01,-6.617E-01
 3.480E+03, 1.502E+01, 2.185E+01, 2.942E+01, 3.255E+01, 3.413E+01, 3.480E+01, 3.493E+01, 1.211E+00, 1.172E+00,-6.482E-01,-6.660E-01
 3.540E+03, 1.514E+01, 2.202E+01, 2.962E+01, 3.277E+01, 3.436E+01, 3.500E+01, 3.514E+01, 1.216E+00, 1.175E+00,-6.521E-01,-6.700E-01
 3.600E+03, 1.525E+01, 2.217E+01, 2.982E+01, 3.298E+01, 3.457E+01, 3.522E+01, 3.535E+01, 1.219E+00, 1.179E+00,-6.569E-01,-6.748E-01
 3.660E+03, 1.523E+01, 2.192E+01, 2.913E+01, 3.252E+01, 3.452E+01, 3.520E+01, 3.545E+01, 9.480E-01, 8.952E-01,-9.151E-01,-9.279E-01
 3.720E+03, 1.491E+01, 2.122E+01, 2.783E+01, 3.142E+01, 3.400E+01, 3.502E+01, 3.536E+01, 9.386E-01, 8.858E-01,-9.059E-01,-9.184E-01
 3.780E+03, 1.456E+01, 2.051E+01, 2.677E+01, 3.041E+01, 3.339E+01, 3.475E+01, 3.526E+01, 9.294E-01, 8.761E-01,-8.965E-01,-9.089E-01
 3.840E+03, 1.419E+01, 1.984E+01, 2.584E+01, 2.950E+01, 3.275E+01, 3.442E+01, 3.512E+01, 9.200E-01, 8.663E-01,-8.870E-01,-8.992E-01
 3.900E+03, 1.382E+01, 1.922E+01, 2.500E+01, 2.865E+01, 3.209E+01, 3.403E+01, 3.492E+01, 9.109E-01, 8.567E-01,-8.777E-01,-8.897E-01
 3.960E+03, 1.345E+01, 1.863E+01, 2.424E+01, 2.786E+01, 3.144E+01, 3.361E+01, 3.469E+01, 9.016E-01, 8.471E-01,-8.683E-01,-8.802E-01
 4.020E+03, 1.309E+01, 1.808E+01, 2.352E+01, 2.712E+01, 3.080E+01, 3.316E+01, 3.440E+01, 8.922E-01, 8.376E-01,-8.590E-01,-8.707E-01
 4.080E+03, 1.275E+01, 1.757E+01, 2.286E+01, 2.642E+01, 3.018E+01, 3.269E+01, 3.409E+01, 8.829E-01, 8.282E-01,-8.497E-01,-8.612E-01
 4.140E+03, 1.242E+01, 1.708E+01, 2.224E+01, 2.576E+01, 2.957E+01, 3.221E+01, 3.374E+01, 8.737E-01, 8.189E-01,-8.406E-01,-8.519E-01
 4.200E+03, 1.210E+01, 1.661E+01, 2.165E+01, 2.513E+01, 2.898E+01, 3.172E+01, 3.337E+01, 8.645E-01, 8.097E-01,-8.315E-01,-8.426E-01
 4.260E+03, 1.179E+01, 1.618E+01, 2.109E+01, 2.454E+01, 2.840E+01, 3.123E+01, 3.297E+01, 8.553E-01, 8.007E-01,-8.225E-01,-8.334E-01
 4.320E+03, 1.150E+01, 1.576E+01, 2.057E+01, 2.397E+01, 2.784E+01, 3.074E+01, 3.256E+01, 8.462E-01, 7.919E-01,-8.135E-01,-8.244E-01
 4.380E+03, 1.122E+01, 1.537E+01, 2.006E+01, 2.342E+01, 2.730E+01, 3.025E+01, 3.213E+01, 8.372E-01, 7.832E-01,-8.048E-01,-8.154E-01
 4.440E+03, 1.095E+01, 1.499E+01, 1.959E+01, 2.290E+01, 2.677E+01, 2.976E+01, 3.169E+01, 8.283E-01, 7.746E-01,-7.961E-01,-8.066E-01
 4.500E+03, 1.070E+01, 1.463E+01, 1.913E+01, 2.240E+01, 2.626E+01, 2.928E+01, 3.125E+01, 8.195E-01, 7.662E-01,-7.876E-01,-7.980E-01
 4.560E+03, 1.046E+01, 1.429E+01, 1.870E+01, 2.192E+01, 2.576E+01, 2.879E+01, 3.080E+01, 8.108E-01, 7.580E-01,-7.792E-01,-7.895E-01
 4.620E+03, 1.023E+01, 1.396E+01, 1.828E+01, 2.145E+01, 2.527E+01, 2.832E+01, 3.035E+01, 8.023E-01, 7.499E-01,-7.709E-01,-7.811E-01
 4.680E+03, 1.000E+01, 1.365E+01, 1.788E+01, 2.101E+01, 2.479E+01, 2.785E+01, 2.989E+01, 7.938E-01, 7.419E-01,-7.628E-01,-7.729E-01
 4.740E+03, 9.793E+00, 1.335E+01, 1.750E+01, 2.058E+01, 2.433E+01, 2.738E+01, 2.944E+01, 7.856E-01, 7.342E-01,-7.548E-01,-7.648E-01
 4.800E+03, 9.592E+00, 1.307E+01, 1.713E+01, 2.016E+01, 2.388E+01, 2.692E+01, 2.899E+01, 7.774E-01, 7.265E-01,-7.470E-01,-7.568E-01
 4.860E+03, 9.399E+00, 1.280E+01, 1.678E+01, 1.977E+01, 2.344E+01, 2.647E+01, 2.854E+01, 7.695E-01, 7.190E-01,-7.393E-01,-7.491E-01
 4.920E+03, 9.215E+00, 1.253E+01, 1.644E+01, 1.938E+01, 2.302E+01, 2.603E+01, 2.809E+01, 7.616E-01, 7.117E-01,-7.318E-01,-7.414E-01
 4.980E+03, 9.038E+00, 1.228E+01, 1.611E+01, 1.900E+01, 2.260E+01, 2.559E+01, 2.765E+01, 7.539E-01, 7.045E-01,-7.244E-01,-7.339E-01
 5.040E+03, 8.870E+00, 1.204E+01, 1.580E+01, 1.864E+01, 2.220E+01, 2.516E+01, 2.721E+01, 7.463E-01, 6.975E-01,-7.171E-01,-7.266E-01
 5.100E+03, 8.708E+00, 1.181E+01, 1.549E+01, 1.829E+01, 2.180E+01, 2.474E+01, 2.677E+01, 7.386E-01, 6.907E-01,-7.099E-01,-7.193E-01
 5.160E+03, 8.554E+00, 1.159E+01, 1.520E+01, 1.796E+01, 2.142E+01, 2.433E+01, 2.634E+01, 7.313E-01, 6.840E-01,-7.029E-01,-7.123E-01
 5.220E+03, 8.405E+00, 1.138E+01, 1.492E+01, 1.763E+01, 2.104E+01, 2.392E+01, 2.592E+01, 7.242E-01, 6.773E-01,-6.961E-01,-7.053E-01
 5.280E+03, 8.263E+00, 1.117E+01, 1.465E+01, 1.731E+01, 2.067E+01, 2.352E+01, 2.551E+01, 7.172E-01, 6.708E-01,-6.893E-01,-6.985E-01
 5.340E+03, 8.126E+00, 1.098E+01, 1.438E+01, 1.700E+01, 2.032E+01, 2.313E+01, 2.510E+01, 7.103E-01, 6.644E-01,-6.827E-01,-6.919E-01
 5.400E+03, 7.995E+00, 1.079E+01, 1.413E+01, 1.670E+01, 1.997E+01, 2.275E+01, 2.469E+01, 7.036E-01, 6.582E-01,-6.763E-01,-6.854E-01
 5.460E+03, 7.868E+00, 1.060E+01, 1.388E+01, 1.641E+01, 1.963E+01, 2.238E+01, 2.430E+01, 6.969E-01, 6.521E-01,-6.699E-01,-6.790E-01
 5.520E+03, 7.747E+00, 1.043E+01, 1.365E+01, 1.613E+01, 1.930E+01, 2.201E+01, 2.391E+01, 6.904E-01, 6.461E-01,-6.637E-01,-6.727E-01
 5.580E+03, 7.630E+00, 1.026E+01, 1.342E+01, 1.586E+01, 1.898E+01, 2.165E+01, 2.352E+01, 6.841E-01, 6.402E-01,-6.576E-01,-6.665E-01
 5.640E+03, 7.517E+00, 1.009E+01, 1.319E+01, 1.559E+01, 1.866E+01, 2.130E+01, 2.315E+01, 6.778E-01, 6.344E-01,-6.516E-01,-6.605E-01
 5.700E+03, 7.408E+00, 9.933E+00, 1.298E+01, 1.534E+01, 1.836E+01, 2.095E+01, 2.278E+01, 6.717E-01, 6.288E-01,-6.458E-01,-6.546E-01
 5.760E+03, 7.303E+00, 9.779E+00, 1.277E+01, 1.508E+01, 1.806E+01, 2.062E+01, 2.241E+01, 6.656E-01, 6.232E-01,-6.400E-01,-6.488E-01
 5.820E+03, 7.201E+00, 9.630E+00, 1.256E+01, 1.484E+01, 1.777E+01, 2.029E+01, 2.206E+01, 6.597E-01, 6.178E-01,-6.344E-01,-6.431E-01
 5.880E+03, 7.103E+00, 9.486E+00, 1.237E+01, 1.460E+01, 1.748E+01, 1.996E+01, 2.171E+01, 6.539E-01, 6.125E-01,-6.288E-01,-6.375E-01
 5.940E+03, 7.008E+00, 9.347E+00, 1.217E+01, 1.437E+01, 1.720E+01, 1.965E+01, 2.137E+01, 6.483E-01, 6.073E-01,-6.234E-01,-6.320E-01
 6.000E+03, 6.916E+00, 9.212E+00, 1.199E+01, 1.415E+01, 1.693E+01, 1.934E+01, 2.103E+01, 6.427E-01, 6.021E-01,-6.180E-01,-6.267E-01
 6.060E+03, 6.827E+00, 9.081E+00, 1.181E+01, 1.393E+01, 1.667E+01, 1.904E+01, 2.070E+01, 6.372E-01, 5.971E-01,-6.128E-01,-6.214E-01
 6.120E+03, 6.741E+00, 8.954E+00, 1.163E+01, 1.372E+01, 1.641E+01, 1.874E+01, 2.038E+01, 6.318E-01, 5.922E-01,-6.077E-01,-6.162E-01
 6.180E+03, 6.658E+00, 8.830E+00, 1.146E+01, 1.351E+01, 1.616E+01, 1.845E+01, 2.006E+01, 6.265E-01, 5.873E-01,-6.026E-01,-6.112E-01
 6.240E+03, 6.577E+00, 8.710E+00, 1.129E+01, 1.331E+01, 1.591E+01, 1.816E+01, 1.975E+01, 6.214E-01, 5.826E-01,-5.977E-01,-6.062E-01
 6.300E+03, 6.498E+00, 8.594E+00, 1.113E+01, 1.311E+01, 1.567E+01, 1.789E+01, 1.945E+01, 6.163E-01, 5.779E-01,-5.928E-01,-6.013E-01
 6.360E+03, 6.422E+00, 8.481E+00, 1.097E+01, 1.292E+01, 1.543E+01, 1.762E+01, 1.915E+01, 6.113E-01, 5.733E-01,-5.880E-01,-5.965E-01
 6.420E+03, 6.347E+00, 8.371E+00, 1.082E+01, 1.273E+01, 1.520E+01, 1.735E+01, 1.886E+01, 6.064E-01, 5.688E-01,-5.834E-01,-5.918E-01
 6.480E+03, 6.275E+00, 8.264E+00, 1.067E+01, 1.255E+01, 1.498E+01, 1.709E+01, 1.858E+01, 6.016E-01, 5.644E-01,-5.787E-01,-5.871E-01
 6.540E+03, 6.205E+00, 8.159E+00, 1.053E+01, 1.237E+01, 1.476E+01, 1.683E+01, 1.830E+01, 5.968E-01, 5.601E-01,-5.742E-01,-5.826E-01
 6.600E+03, 6.136E+00, 8.058E+00, 1.038E+01, 1.220E+01, 1.455E+01, 1.659E+01, 1.802E+01, 5.922E-01, 5.558E-01,-5.698E-01,-5.781E-01
 6.660E+03, 6.070E+00, 7.959E+00, 1.024E+01, 1.203E+01, 1.434E+01, 1.634E+01, 1.776E+01, 5.876E-01, 5.516E-01,-5.654E-01,-5.737E-01
 6.720E+03, 6.005E+00, 7.862E+00, 1.011E+01, 1.186E+01, 1.413E+01, 1.610E+01, 1.749E+01, 5.831E-01, 5.475E-01,-5.611E-01,-5.694E-01
 6.780E+03, 5.942E+00, 7.768E+00, 9.977E+00, 1.170E+01, 1.393E+01, 1.587E+01, 1.724E+01, 5.787E-01, 5.434E-01,-5.569E-01,-5.652E-01
 6.840E+03, 5.880E+00, 7.677E+00, 9.849E+00, 1.154E+01, 1.374E+01, 1.564E+01, 1.698E+01, 5.744E-01, 5.395E-01,-5.528E-01,-5.610E-01
 6.900E+03, 5.820E+00, 7.587E+00, 9.723E+00, 1.139E+01, 1.354E+01, 1.542E+01, 1.674E+01, 5.701E-01, 5.356E-01,-5.487E-01,-5.569E-01
 6.960E+03, 5.761E+00, 7.500E+00, 9.600E+00, 1.124E+01, 1.336E+01, 1.520E+01, 1.649E+01, 5.659E-01, 5.317E-01,-5.447E-01,-5.529E-01
 7.020E+03, 5.703E+00, 7.414E+00, 9.480E+00, 1.109E+01, 1.317E+01, 1.498E+01, 1.626E+01, 5.618E-01, 5.280E-01,-5.408E-01,-5.489E-01
 7.080E+03, 5.647E+00, 7.331E+00, 9.363E+00, 1.095E+01, 1.299E+01, 1.477E+01, 1.603E+01, 5.578E-01, 5.242E-01,-5.369E-01,-5.450E-01
 7.140E+03, 5.592E+00, 7.249E+00, 9.248E+00, 1.080E+01, 1.282E+01, 1.457E+01, 1.580E+01, 5.538E-01, 5.206E-01,-5.331E-01,-5.412E-01
 7.200E+03, 5.538E+00, 7.170E+00, 9.136E+00, 1.067E+01, 1.265E+01, 1.437E+01, 1.558E+01, 5.498E-01, 5.170E-01,-5.293E-01,-5.374E-01
 7.200E+03, 5.512E+00, 7.131E+00, 9.081E+00, 1.060E+01, 1.256E+01, 1.427E+01, 1.547E+01, 5.480E-01, 5.149E-01,-5.274E-01,-5.355E-01
