s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,"O2Rear_FDS_RI=10","CO2Rear_FDS_RI=10","CORear_FDS_RI=10","UHRear_FDS_RI=10","H2ORear_FDS_RI=10","O2Front_FDS_RI=10","CO2Front_FDS_RI=10","COFront_FDS_RI=10","UHFront_FDS_RI=10","H2OFront_FDS_RI=10","TRSampA_FDS_RI=10","TRSampBB_FDS_RI=10","TFSampA_FDS_RI=10","TFSampBB_FDS_RI=10","ITER_RI=10"
 0.0000000E+000, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0000000E+001, 1.9999623E+001, 2.0000000E+001, 1.9999500E+001, 0.0000000E+000
 1.0012317E+001, 1.9976651E-001, 4.0344068E-003, 7.0559150E-008, 3.2825874E-008, 1.5490060E-002, 1.9551981E-001, 5.9568567E-003, 3.0621685E-007, 1.9297184E-007, 1.9321330E-002, 8.5859584E+001, 4.5099935E+001, 8.4044921E+001, 5.0932990E+001, 5.9853319E-001
 2.0013694E+001, 1.7576527E-001, 1.4901243E-002, 3.2693021E-008, 1.5359798E-008, 3.7142651E-002, 1.6465002E-001, 1.9933471E-002, 2.9113504E-007, 1.7610999E-007, 4.7170373E-002, 3.0029050E+002, 2.3296945E+002, 2.7503451E+002, 2.0908816E+002, 1.0000000E+000
 3.0006761E+001, 1.5063784E-001, 2.6277914E-002, 4.4969606E-008, 2.3595677E-008, 5.9811260E-002, 1.4345108E-001, 2.9530385E-002, 1.2610544E-006, 2.4371019E-007, 6.6295556E-002, 3.8413161E+002, 3.4470022E+002, 3.5467270E+002, 3.1997958E+002, 1.0000000E+000
 4.0015100E+001, 1.4163348E-001, 3.0354760E-002, 1.8500418E-008, 7.9129206E-009, 6.7934497E-002, 1.4884482E-001, 2.7089711E-002, 5.6298833E-008, 2.6770290E-008, 6.1428838E-002, 4.1066627E+002, 3.8317249E+002, 4.0478860E+002, 3.7788366E+002, 1.0000000E+000
 5.0000999E+001, 1.3980055E-001, 3.1184643E-002, 1.3062087E-008, 3.8850875E-009, 6.9588063E-002, 1.4349348E-001, 2.9501185E-002, 9.8499732E-006, 2.5403967E-006, 6.6262722E-002, 4.0496031E+002, 3.8481383E+002, 4.0598119E+002, 3.7957795E+002, 1.0000000E+000
 6.0011506E+001, 1.3723552E-001, 3.2345809E-002, 1.5872635E-007, 9.0814171E-008, 7.1902173E-002, 1.4291370E-001, 2.9774632E-002, 4.3749528E-007, 2.0861904E-007, 6.6779799E-002, 4.2415329E+002, 3.9115431E+002, 4.0923948E+002, 3.9774685E+002, 1.0000000E+000
 7.0007642E+001, 1.3047924E-001, 3.5404569E-002, 3.4280847E-007, 1.3436703E-007, 7.7997445E-002, 1.4437694E-001, 2.9112312E-002, 2.9002133E-007, 1.1008336E-007, 6.5459660E-002, 4.4295171E+002, 4.1696637E+002, 3.9156549E+002, 3.8140004E+002, 1.0000000E+000
 8.0004760E+001, 1.3291722E-001, 3.4301089E-002, 5.2210052E-008, 2.0111006E-008, 7.5797849E-002, 1.4396200E-001, 2.9299297E-002, 1.0334909E-006, 4.6726948E-007, 6.5834429E-002, 4.4002678E+002, 4.1825483E+002, 3.9483659E+002, 3.8262914E+002, 1.0000000E+000
 9.0005676E+001, 1.2695780E-001, 3.6999314E-002, 2.0244451E-008, 1.3156477E-008, 8.1174101E-002, 1.4122976E-001, 3.0535554E-002, 1.7071054E-006, 7.1234154E-007, 6.8299720E-002, 4.5055898E+002, 4.2450811E+002, 4.1461761E+002, 3.9856699E+002, 1.0000000E+000
 1.0000112E+002, 1.2924116E-001, 3.5965224E-002, 2.5597345E-007, 9.5051163E-008, 7.9114322E-002, 1.3807439E-001, 3.1964472E-002, 1.4383616E-006, 8.6887710E-007, 7.1146114E-002, 4.4227077E+002, 4.1986010E+002, 4.1234750E+002, 3.9968511E+002, 1.0000000E+000
 1.1000164E+002, 1.2860756E-001, 3.6252379E-002, 1.1223524E-008, 4.3242196E-009, 7.9685770E-002, 1.4291638E-001, 2.9770533E-002, 2.9291880E-006, 6.8076041E-007, 6.6778986E-002, 4.4788104E+002, 4.2692923E+002, 4.1146566E+002, 4.0348605E+002, 1.0000000E+000
 1.2000000E+002, 1.3059235E-001, 3.5353742E-002, 1.5049604E-008, 5.5463951E-009, 7.7895204E-002, 1.5025747E-001, 2.6449734E-002, 3.8377455E-007, 1.5339884E-007, 6.0154620E-002, 4.5078124E+002, 4.2797558E+002, 3.9630861E+002, 3.8625607E+002, 1.0000000E+000
