s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,"O2Rear_FDS_RI=5","CO2Rear_FDS_RI=5","CORear_FDS_RI=5","UHRear_FDS_RI=5","H2ORear_FDS_RI=5","O2Front_FDS_RI=5","CO2Front_FDS_RI=5","COFront_FDS_RI=5","UHFront_FDS_RI=5","H2OFront_FDS_RI=5","TRSampA_FDS_RI=5","TRSampBB_FDS_RI=5","TFSampA_FDS_RI=5","TFSampBB_FDS_RI=5","ITER_RI=5"
 0.0000000E+000, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0000000E+001, 1.9999908E+001, 2.0000000E+001, 1.9999873E+001, 0.0000000E+000
 1.0003046E+001, 1.6959463E-001, 1.7684743E-002, 8.1976192E-006, 1.0780963E-005, 4.2712943E-002, 1.5116542E-001, 2.5565021E-002, 3.9112066E-004, 3.0133715E-004, 5.9543442E-002, 3.0621348E+002, 1.8279709E+002, 4.4031134E+002, 3.3042215E+002, 7.1481503E-001
 2.0011396E+001, 8.8156540E-002, 5.4535335E-002, 2.6668820E-005, 1.3354860E-005, 1.1619408E-001, 4.9257047E-002, 6.2011833E-002, 8.0756432E-003, 1.0229750E-002, 1.5478498E-001, 6.4034818E+002, 5.7780915E+002, 8.9254283E+002, 8.0349061E+002, 1.0000000E+000
 3.0024571E+001, 1.7094636E-002, 8.2546593E-002, 3.6067122E-003, 9.0119704E-004, 1.8257363E-001, 3.3737064E-002, 6.6631003E-002, 1.0503484E-002, 6.4359635E-003, 1.7118693E-001, 7.6849792E+002, 7.0695835E+002, 8.6174033E+002, 8.4790706E+002, 1.0000000E+000
 4.0014441E+001, 2.2366279E-003, 8.4908478E-002, 7.0223439E-003, 5.9151135E-003, 1.9732928E-001, 3.6314052E-002, 6.2099547E-002, 1.2640479E-002, 1.6278977E-002, 1.6839528E-001, 7.1484212E+002, 7.0268599E+002, 8.7288799E+002, 8.4662368E+002, 1.0000000E+000
 5.0009780E+001, 2.2793306E-005, 8.1689228E-002, 1.0330617E-002, 1.0703365E-002, 2.0064888E-001, 2.7601178E-002, 6.8011938E-002, 1.1123643E-002, 1.3745238E-002, 1.7571546E-001, 7.1266113E+002, 6.9779863E+002, 9.8766214E+002, 9.2899063E+002, 1.0000000E+000
 6.0003403E+001, 1.3108426E-003, 8.2691012E-002, 9.2179888E-003, 7.3448069E-003, 1.9938426E-001, 1.2459342E-002, 6.7096552E-002, 1.7969027E-002, 1.3447876E-002, 1.9410910E-001, 7.9052539E+002, 7.5271069E+002, 1.0184698E+003, 9.6133695E+002, 1.0000000E+000
 7.0001403E+001, 1.9293949E-003, 8.6703604E-002, 5.7659626E-003, 3.5378915E-003, 1.9721360E-001, 1.8201801E-002, 6.1906627E-002, 1.9047796E-002, 2.7851934E-002, 1.8684635E-001, 8.0305835E+002, 7.7324186E+002, 1.0854158E+003, 1.0098570E+003, 1.0000000E+000
 8.0002774E+001, 1.1370253E-003, 8.5309614E-002, 7.0869513E-003, 6.1597159E-003, 1.9831754E-001, 6.2346328E-003, 6.0976950E-002, 2.4351247E-002, 3.1086366E-002, 2.0063165E-001, 8.2896615E+002, 7.9729470E+002, 1.0984284E+003, 1.0229093E+003, 1.0000000E+000
 9.0008359E+001, 6.9065862E-003, 8.5145466E-002, 5.0430754E-003, 4.8955036E-003, 1.9196403E-001, 2.5539569E-003, 5.4694183E-002, 2.9762477E-002, 4.9969557E-002, 2.0395235E-001, 8.5644760E+002, 8.3083970E+002, 1.0822191E+003, 1.0134295E+003, 1.0000000E+000
 1.0000931E+002, 5.0518302E-002, 7.1083630E-002, 4.4429770E-004, 1.9293280E-004, 1.5039934E-001, 5.6734830E-003, 5.6309427E-002, 2.7685359E-002, 4.2972007E-002, 2.0108892E-001, 8.5446070E+002, 8.3164592E+002, 1.1093327E+003, 1.0279223E+003, 1.0000000E+000
 1.1001808E+002, 2.5832588E-002, 7.7425310E-002, 4.5005392E-003, 2.4542615E-003, 1.7499725E-001, 3.3907617E-003, 5.2479575E-002, 3.0616021E-002, 5.9106616E-002, 2.0199218E-001, 8.7629119E+002, 8.5216467E+002, 1.0868030E+003, 1.0330284E+003, 1.0000000E+000
 1.2000000E+002, 1.9366052E-002, 8.2816187E-002, 2.4851924E-003, 6.8710138E-004, 1.7980040E-001, 1.0551845E-002, 6.3092455E-002, 2.1666324E-002, 2.0383936E-002, 1.9699769E-001, 9.3039540E+002, 8.8134866E+002, 1.0884471E+003, 1.0287004E+003, 1.0000000E+000
