s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,"O2Rear_FDS_RI=10","CO2Rear_FDS_RI=10","CORear_FDS_RI=10","UHRear_FDS_RI=10","H2ORear_FDS_RI=10","O2Front_FDS_RI=10","CO2Front_FDS_RI=10","COFront_FDS_RI=10","UHFront_FDS_RI=10","H2OFront_FDS_RI=10","TRSampA_FDS_RI=10","TRSampBB_FDS_RI=10","TFSampA_FDS_RI=10","TFSampBB_FDS_RI=10","ITER_RI=10"
 0.0000000E+000, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0000000E+001, 1.9999623E+001, 2.0000000E+001, 1.9999500E+001, 0.0000000E+000
 1.0004039E+001, 1.1484439E-001, 3.8146992E-002, 3.5593202E-003, 2.9804700E-003, 9.3949807E-002, 9.4870042E-002, 3.1413072E-002, 1.4611812E-002, 3.6692707E-002, 1.1292050E-001, 4.4277414E+002, 2.9836073E+002, 5.7916966E+002, 4.4613461E+002, 5.6109550E-001
 2.0007448E+001, 2.9558659E-002, 6.6225113E-002, 1.1181763E-002, 2.2576027E-002, 1.7226096E-001, 4.3867025E-003, 5.6937352E-002, 2.3387743E-002, 9.4316284E-002, 1.8926606E-001, 6.3276454E+002, 6.3491381E+002, 9.7525669E+002, 9.2630297E+002, 7.0339914E-001
 3.0003357E+001, 2.3434996E-002, 6.0744697E-002, 1.4630622E-002, 6.8337795E-002, 1.7118495E-001, 3.2529268E-003, 5.6114138E-002, 2.4009730E-002, 1.0096208E-001, 1.8941306E-001, 6.4883212E+002, 6.3179235E+002, 9.6092688E+002, 8.9892487E+002, 7.0416111E-001
 4.0007538E+001, 1.2501397E-002, 6.2971002E-002, 1.6387032E-002, 7.5988798E-002, 1.8075089E-001, 3.3375384E-003, 4.9280938E-002, 2.5396090E-002, 1.5616256E-001, 1.7948039E-001, 6.8582312E+002, 6.7127936E+002, 9.9603889E+002, 9.3676199E+002, 8.5527969E-001
 5.0006315E+001, 9.9650920E-003, 6.0985439E-002, 1.7447944E-002, 9.6365224E-002, 1.7977575E-001, 3.1983522E-003, 4.7025759E-002, 2.5863127E-002, 1.7506686E-001, 1.7622520E-001, 7.1345202E+002, 7.0160434E+002, 1.0259569E+003, 9.6480681E+002, 9.5831694E-001
 6.0005375E+001, 6.6860172E-003, 6.2898611E-002, 1.8152365E-002, 8.3335034E-002, 1.8576518E-001, 1.5900005E-003, 4.1669077E-002, 2.6556710E-002, 2.3110651E-001, 1.6718244E-001, 7.2969275E+002, 7.2673753E+002, 9.7035959E+002, 9.4242783E+002, 9.0654177E-001
 7.0001941E+001, 3.9810454E-003, 6.2621921E-002, 1.9881962E-002, 7.8369197E-002, 1.9035861E-001, 2.0707540E-003, 3.7919982E-002, 2.7240987E-002, 2.6023221E-001, 1.6151593E-001, 7.5521041E+002, 7.4988484E+002, 1.0014552E+003, 9.6428334E+002, 9.8015793E-001
 8.0004828E+001, 3.8224509E-003, 6.5113583E-002, 1.8622355E-002, 6.7946349E-002, 1.9168123E-001, 1.7894064E-004, 4.2318275E-002, 2.9379743E-002, 1.9695488E-001, 1.7706728E-001, 7.8541363E+002, 7.7688215E+002, 1.0011692E+003, 9.7245610E+002, 1.0000000E+000
 9.0002812E+001, 2.6329550E-003, 6.4099295E-002, 1.9406744E-002, 7.4923130E-002, 1.9192464E-001, 3.0929927E-004, 4.6702807E-002, 2.7239762E-002, 1.7572910E-001, 1.7964216E-001, 7.9701859E+002, 7.9286622E+002, 1.0834074E+003, 1.0198977E+003, 1.0000000E+000
 1.0000430E+002, 2.0525750E-003, 6.4940645E-002, 1.9727685E-002, 6.4929218E-002, 1.9462332E-001, 1.0265880E-003, 3.9331259E-002, 2.9231222E-002, 2.2629894E-001, 1.7045825E-001, 8.0221611E+002, 8.0068111E+002, 1.0299461E+003, 9.9589275E+002, 9.0574059E-001
 1.1000167E+002, 2.0347864E-003, 6.3677301E-002, 1.9948195E-002, 7.5726827E-002, 1.9267679E-001, 4.5963936E-004, 4.2512447E-002, 2.7620439E-002, 2.1476966E-001, 1.7212596E-001, 8.0066141E+002, 7.9787072E+002, 1.0345242E+003, 9.9932818E+002, 1.0000000E+000
 1.2000000E+002, 1.5246458E-003, 6.4434549E-002, 1.9879151E-002, 7.0989205E-002, 1.9401705E-001, 3.8119393E-004, 4.0512936E-002, 2.8755629E-002, 2.2261973E-001, 1.7143572E-001, 8.2153733E+002, 8.1751554E+002, 1.0740938E+003, 1.0351326E+003, 9.6171658E-001
