s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,"O2Rear_FDS_RI=5","CO2Rear_FDS_RI=5","CORear_FDS_RI=5","UHRear_FDS_RI=5","H2ORear_FDS_RI=5","O2Front_FDS_RI=5","CO2Front_FDS_RI=5","COFront_FDS_RI=5","UHFront_FDS_RI=5","H2OFront_FDS_RI=5","TRSampA_FDS_RI=5","TRSampBB_FDS_RI=5","TFSampA_FDS_RI=5","TFSampBB_FDS_RI=5","ITER_RI=5"
 0.0000000E+000, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0000000E+001, 1.9999908E+001, 2.0000000E+001, 1.9999873E+001, 0.0000000E+000
 1.0019005E+001, 1.1758058E-001, 3.8355975E-002, 2.4804762E-003, 6.6602069E-004, 9.1197485E-002, 1.1078332E-001, 3.6503204E-002, 6.3252408E-003, 6.4859727E-003, 9.8816508E-002, 4.6701639E+002, 3.1400394E+002, 6.2409452E+002, 4.6656001E+002, 7.3633131E-001
 2.0001369E+001, 5.2566722E-003, 8.1680901E-002, 8.1171504E-003, 1.2402003E-002, 1.9408296E-001, 1.4491430E-003, 5.4710593E-002, 2.6535214E-002, 9.4007075E-002, 1.9412636E-001, 7.9187495E+002, 7.5577551E+002, 9.8112674E+002, 9.3299913E+002, 1.0000000E+000
 3.0010728E+001, 2.7414680E-005, 7.7544471E-002, 1.2745992E-002, 2.5423581E-002, 1.9941350E-001, 6.2083314E-003, 5.6448670E-002, 2.4615247E-002, 7.5956989E-002, 1.9205412E-001, 7.1331621E+002, 7.0641787E+002, 1.0532252E+003, 9.7299692E+002, 1.0000000E+000
 4.0010771E+001, 4.2101937E-005, 7.6530101E-002, 1.3586874E-002, 2.5949449E-002, 1.9987165E-001, 4.6473404E-003, 5.6196669E-002, 2.4102318E-002, 9.2289902E-002, 1.8991555E-001, 7.2351700E+002, 7.1753794E+002, 1.0790057E+003, 1.0075597E+003, 1.0000000E+000
 5.0001655E+001, 1.5361292E-005, 7.0952057E-002, 1.6421592E-002, 5.0933345E-002, 1.9694228E-001, 5.3768786E-003, 6.2434965E-002, 1.9806030E-002, 7.4574679E-002, 1.8979012E-001, 7.3972269E+002, 7.3420621E+002, 1.0757474E+003, 1.0062783E+003, 1.0000000E+000
 6.0010837E+001, 3.5015816E-006, 6.8485870E-002, 1.8232515E-002, 5.5255194E-002, 1.9734399E-001, 5.6065307E-003, 5.4660206E-002, 2.4651507E-002, 9.7333024E-002, 1.8843833E-001, 7.6958501E+002, 7.6520493E+002, 1.0687231E+003, 1.0120252E+003, 1.0000000E+000
 7.0006805E+001, 6.0477355E-006, 6.5503727E-002, 2.0049948E-002, 6.4890498E-002, 1.9669726E-001, 8.4205359E-003, 5.5317279E-002, 2.2308820E-002, 1.0514344E-001, 1.8277110E-001, 7.9301183E+002, 7.9013385E+002, 1.0904357E+003, 1.0339570E+003, 1.0000000E+000
 8.0002940E+001, 8.4287063E-005, 7.0274016E-002, 1.8201836E-002, 3.6311979E-002, 2.0095751E-001, 4.1112576E-003, 6.3672882E-002, 2.0954978E-002, 5.3682408E-002, 1.9580541E-001, 8.2170382E+002, 8.1115537E+002, 1.0587212E+003, 1.0114042E+003, 1.0000000E+000
 9.0002264E+001, 1.9083102E-004, 7.2001346E-002, 1.6942590E-002, 3.2704023E-002, 2.0070745E-001, 6.3860118E-003, 6.6181984E-002, 1.8043137E-002, 5.1338054E-002, 1.9222331E-001, 8.1776210E+002, 8.1975676E+002, 1.0672965E+003, 1.0099881E+003, 1.0000000E+000
 1.0000884E+002, 2.5257650E-004, 6.6854265E-002, 1.8586954E-002, 6.7056703E-002, 1.9505171E-001, 1.5871990E-003, 5.9639509E-002, 2.2798570E-002, 8.6236351E-002, 1.9297054E-001, 8.3007221E+002, 8.2748276E+002, 1.0632270E+003, 1.0277847E+003, 1.0000000E+000
 1.1000017E+002, 1.6859753E-004, 6.7944397E-002, 1.9193628E-002, 4.8605247E-002, 1.9915293E-001, 2.0107387E-003, 5.6554513E-002, 2.5581814E-002, 8.3296334E-002, 1.9506474E-001, 9.0330627E+002, 8.8190109E+002, 1.0640542E+003, 1.0340766E+003, 1.0000000E+000
 1.2000000E+002, 6.4944453E-006, 6.6496745E-002, 1.9906413E-002, 5.6108939E-002, 1.9831745E-001, 9.2192123E-004, 4.8184708E-002, 2.9587015E-002, 1.2880367E-001, 1.8987634E-001, 8.7285047E+002, 8.7463256E+002, 1.1063400E+003, 1.0598121E+003, 1.0000000E+000
