s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,"O2Rear_FDS_RI=10","CO2Rear_FDS_RI=10","CORear_FDS_RI=10","UHRear_FDS_RI=10","H2ORear_FDS_RI=10","O2Front_FDS_RI=10","CO2Front_FDS_RI=10","COFront_FDS_RI=10","UHFront_FDS_RI=10","H2OFront_FDS_RI=10","TRSampA_FDS_RI=10","TRSampBB_FDS_RI=10","TFSampA_FDS_RI=10","TFSampBB_FDS_RI=10","ITER_RI=10"
 0.0000000E+000, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0000000E+001, 1.9999623E+001, 2.0000000E+001, 1.9999500E+001, 0.0000000E+000
 1.0001617E+001, 1.9145999E-001, 7.6985148E-003, 8.0509033E-005, 5.4064205E-005, 2.3028118E-002, 1.9356333E-001, 6.7568430E-003, 7.1143163E-005, 5.4421810E-005, 2.1124129E-002, 1.2587398E+002, 6.7370647E+001, 1.1562369E+002, 6.5545374E+001, 0.0000000E+000
 2.0009690E+001, 1.6167964E-001, 2.1057740E-002, 1.8373873E-004, 1.2288607E-004, 4.9951366E-002, 1.4921202E-001, 2.6655036E-002, 2.2383851E-004, 1.4249617E-004, 6.1222526E-002, 3.8728973E+002, 3.0354626E+002, 3.4830206E+002, 2.7927561E+002, 0.0000000E+000
 3.0008157E+001, 1.2487089E-001, 3.7616346E-002, 2.7278486E-004, 1.8066256E-004, 8.3207732E-002, 1.1999277E-001, 3.9801968E-002, 2.9449067E-004, 1.6229045E-004, 8.7626929E-002, 4.7945836E+002, 4.3782234E+002, 4.8162243E+002, 4.2469786E+002, 0.0000000E+000
 4.0001138E+001, 1.1753151E-001, 4.0962492E-002, 2.5537712E-004, 1.4532271E-004, 8.9823948E-002, 1.2716885E-001, 3.6615036E-002, 2.4111963E-004, 1.4849771E-004, 8.1119303E-002, 4.9017562E+002, 4.6181018E+002, 4.5374106E+002, 4.5136838E+002, 0.0000000E+000
 5.0015748E+001, 1.1342611E-001, 4.2802201E-002, 2.7282369E-004, 1.3658963E-004, 9.3541245E-002, 1.2606416E-001, 3.7093887E-002, 2.5847109E-004, 1.6483723E-004, 8.2124555E-002, 4.7693687E+002, 4.5404242E+002, 4.6629648E+002, 4.4629591E+002, 0.0000000E+000
 6.0002663E+001, 1.1756718E-001, 4.0950885E-002, 2.5252088E-004, 1.3169541E-004, 8.9792487E-002, 1.2992972E-001, 3.5374868E-002, 2.3225548E-004, 1.5122018E-004, 7.8622010E-002, 4.5972517E+002, 4.4038406E+002, 4.8593174E+002, 4.6124840E+002, 0.0000000E+000
 7.0013463E+001, 1.1141496E-001, 4.3680230E-002, 2.9912274E-004, 1.6383737E-004, 9.5368224E-002, 1.2031183E-001, 3.9539126E-002, 3.9560883E-004, 1.9594416E-004, 8.7401569E-002, 4.9523980E+002, 4.6921676E+002, 5.0289372E+002, 4.8204906E+002, 0.0000000E+000
 8.0011942E+001, 1.1231496E-001, 4.3266563E-002, 3.0499138E-004, 1.5853741E-004, 9.4561341E-002, 1.2680220E-001, 3.6759129E-002, 2.5935431E-004, 1.6055128E-004, 8.1460174E-002, 4.9667709E+002, 4.7523681E+002, 4.9063814E+002, 4.8861411E+002, 0.0000000E+000
 9.0009065E+001, 1.1175222E-001, 4.3540102E-002, 2.8990612E-004, 1.4193326E-004, 9.5061957E-002, 1.2344183E-001, 3.8289547E-002, 2.5151153E-004, 1.6007332E-004, 8.4486450E-002, 4.9138893E+002, 4.7153242E+002, 4.7470108E+002, 4.6849570E+002, 0.0000000E+000
 1.0000206E+002, 1.0095498E-001, 4.8336680E-002, 3.6796670E-004, 1.7413645E-004, 1.0484966E-001, 1.3135258E-001, 3.4728761E-002, 2.3367798E-004, 1.5413857E-004, 7.7338789E-002, 5.0537085E+002, 4.8521305E+002, 4.7146340E+002, 4.6711631E+002, 0.0000000E+000
 1.1000164E+002, 9.6711783E-002, 5.0224294E-002, 3.9766674E-004, 1.7091289E-004, 1.0869855E-001, 1.2561014E-001, 3.7074515E-002, 4.5165067E-004, 2.1604373E-004, 8.2656061E-002, 5.0751542E+002, 4.8728261E+002, 4.5679793E+002, 4.5567231E+002, 0.0000000E+000
 1.2000000E+002, 9.7465773E-002, 4.9892417E-002, 3.8750856E-004, 1.9285997E-004, 1.0800711E-001, 1.3163870E-001, 3.4577206E-002, 2.5202687E-004, 1.6582992E-004, 7.7090907E-002, 5.2614143E+002, 4.9997969E+002, 4.7625190E+002, 4.7048535E+002, 0.0000000E+000
