s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,"O2Rear_FDS_RI=5","CO2Rear_FDS_RI=5","CORear_FDS_RI=5","UHRear_FDS_RI=5","H2ORear_FDS_RI=5","O2Front_FDS_RI=5","CO2Front_FDS_RI=5","COFront_FDS_RI=5","UHFront_FDS_RI=5","H2OFront_FDS_RI=5","TRSampA_FDS_RI=5","TRSampBB_FDS_RI=5","TFSampA_FDS_RI=5","TFSampBB_FDS_RI=5","ITER_RI=5"
 0.0000000E+000, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0000000E+001, 1.9999908E+001, 2.0000000E+001, 1.9999873E+001, 0.0000000E+000
 1.0016964E+001, 1.7977060E-001, 1.2868578E-002, 1.7813691E-004, 1.7247917E-004, 3.3617148E-002, 1.7926801E-001, 1.2876759E-002, 3.6338791E-004, 2.6048616E-004, 3.4179865E-002, 2.6468674E+002, 1.5241778E+002, 1.9567753E+002, 1.3387847E+002, 1.2658578E-002
 2.0002351E+001, 1.1524721E-001, 4.1649753E-002, 5.4732693E-004, 2.9727524E-004, 9.2054385E-002, 1.0524343E-001, 4.4890277E-002, 1.6535970E-003, 5.9767524E-004, 1.0177602E-001, 5.1126238E+002, 4.6155802E+002, 5.8331916E+002, 4.8846063E+002, 2.3298155E-001
 3.0015328E+001, 6.2689066E-002, 6.4752379E-002, 1.1303047E-003, 6.0823163E-004, 1.3980680E-001, 8.4458885E-002, 5.5527143E-002, 6.0426096E-004, 2.7031171E-004, 1.1987410E-001, 6.0886719E+002, 5.6945579E+002, 6.7579323E+002, 6.6219476E+002, 1.9772154E-001
 4.0013321E+001, 5.0148915E-002, 6.9501690E-002, 1.9200310E-003, 9.1105067E-004, 1.5159995E-001, 6.9301630E-002, 6.0410561E-002, 2.2853441E-003, 9.4644265E-004, 1.3456398E-001, 6.0079318E+002, 5.8259569E+002, 7.0728389E+002, 6.8441387E+002, 2.0031922E-001
 5.0008258E+001, 3.7942416E-002, 7.3913642E-002, 2.8602747E-003, 1.3706039E-003, 1.6316422E-001, 6.0807766E-002, 5.9115717E-002, 6.4840444E-003, 4.7234333E-003, 1.4435515E-001, 6.2407084E+002, 6.0564426E+002, 7.2000072E+002, 7.1603927E+002, 2.8060449E-001
 6.0001418E+001, 2.0028772E-002, 8.1157853E-002, 3.6351544E-003, 1.1962438E-003, 1.7988829E-001, 3.6013653E-002, 6.8059983E-002, 8.4515764E-003, 5.1452711E-003, 1.6798429E-001, 6.7945559E+002, 6.4885041E+002, 9.1186719E+002, 8.3506121E+002, 1.0000000E+000
 7.0005060E+001, 2.0058472E-002, 8.2388974E-002, 2.5193213E-003, 1.4791073E-003, 1.7904404E-001, 4.9340931E-002, 6.6720235E-002, 4.6063634E-003, 1.8284989E-003, 1.5398404E-001, 7.4479585E+002, 6.9918234E+002, 8.2003070E+002, 8.0187277E+002, 6.5413868E-001
 8.0001666E+001, 2.0500777E-002, 8.3320249E-002, 1.6053653E-003, 5.2396355E-004, 1.7820773E-001, 7.2550166E-002, 5.7371049E-002, 3.5418893E-003, 2.3974948E-003, 1.3220755E-001, 7.5064877E+002, 7.1284954E+002, 7.4853939E+002, 7.5058620E+002, 4.5842355E-001
 9.0011060E+001, 3.2411101E-002, 7.9109433E-002, 5.9963147E-004, 1.4457933E-004, 1.6685023E-001, 7.7475322E-002, 5.5076630E-002, 3.6496342E-003, 1.7809836E-003, 1.2795859E-001, 7.2813673E+002, 7.0475767E+002, 7.7985049E+002, 7.8800715E+002, 4.8155305E-001
 1.0001540E+002, 2.5467117E-002, 8.0535358E-002, 2.0249872E-003, 1.1404692E-003, 1.7389331E-001, 9.4044074E-002, 5.0444256E-002, 1.2305404E-003, 5.8325538E-004, 1.1159336E-001, 6.6828497E+002, 6.6521578E+002, 7.5368617E+002, 7.4802301E+002, 3.4818389E-001
 1.1001783E+002, 3.1082900E-002, 7.9299167E-002, 9.4985480E-004, 2.7799654E-004, 1.6826155E-001, 9.5501577E-002, 5.0381344E-002, 7.2211411E-004, 3.9563739E-004, 1.0996795E-001, 6.7077325E+002, 6.6242491E+002, 7.7424372E+002, 7.6464559E+002, 4.4873523E-001
 1.2000000E+002, 3.5894298E-002, 7.7717327E-002, 4.4123906E-004, 9.7115561E-005, 1.6360899E-001, 8.6572981E-002, 5.4465799E-002, 6.9701819E-004, 2.5429897E-004, 1.1803336E-001, 6.8838337E+002, 6.7696302E+002, 7.6959602E+002, 7.6724363E+002, 4.6619005E-001
