s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,"O2Rear_FDS_RI=20","CO2Rear_FDS_RI=20","CORear_FDS_RI=20","UHRear_FDS_RI=20","H2ORear_FDS_RI=20","O2Front_FDS_RI=20","CO2Front_FDS_RI=20","COFront_FDS_RI=20","UHFront_FDS_RI=20","H2OFront_FDS_RI=20","TRSampA_FDS_RI=20","TRSampBB_FDS_RI=20","TFSampA_FDS_RI=20","TFSampBB_FDS_RI=20","ITER_RI=20"
 0.0000000E+000, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0000000E+001, 1.9999650E+001, 2.0000000E+001, 1.9999717E+001, 0.0000000E+000
 1.0004878E+001, 2.0208587E-001, 2.9843776E-003, 5.7910600E-010, 2.5440598E-010, 1.3397619E-002, 1.9966970E-001, 4.0783148E-003, 7.7079118E-009, 3.3227595E-009, 1.5577363E-002, 5.7691714E+001, 3.1763158E+001, 4.7986371E+001, 3.1180468E+001, 3.5971427E-001
 2.0005330E+001, 1.8236983E-001, 1.1911006E-002, 1.3497608E-010, 5.8137131E-011, 3.1184361E-002, 1.7958631E-001, 1.3171272E-002, 4.0531196E-011, 1.8754489E-011, 3.3695502E-002, 2.0831260E+002, 1.4668203E+002, 1.9385161E+002, 1.4366410E+002, 1.0000000E+000
 3.0003970E+001, 1.6435929E-001, 2.0065450E-002, 9.0357664E-011, 4.3787551E-011, 4.7432489E-002, 1.6138925E-001, 2.1410161E-002, 1.3116064E-009, 5.1179052E-010, 5.0111896E-002, 3.0675297E+002, 2.6937686E+002, 2.8171495E+002, 2.3960806E+002, 1.0000000E+000
 4.0000848E+001, 1.5456920E-001, 2.4498010E-002, 1.4154303E-010, 5.6435644E-011, 5.6264583E-002, 1.5244284E-001, 2.5460736E-002, 3.9577742E-010, 2.5982573E-010, 5.8182862E-002, 3.3911066E+002, 3.1115486E+002, 3.3226958E+002, 3.1077985E+002, 1.0000000E+000
 5.0006046E+001, 1.5447663E-001, 2.4539922E-002, 1.2711942E-010, 3.7213649E-011, 5.6348094E-002, 1.6470362E-001, 1.9909550E-002, 9.5188143E-012, 4.5952774E-012, 4.7121851E-002, 3.6171420E+002, 3.3964242E+002, 3.3254765E+002, 3.1817966E+002, 1.0000000E+000
 6.0003107E+001, 1.5719355E-001, 2.3309808E-002, 2.8833162E-011, 1.4440645E-011, 5.3897032E-002, 1.6405366E-001, 2.0203828E-002, 4.4366637E-011, 1.9190995E-011, 4.7708213E-002, 3.2875064E+002, 3.1835943E+002, 3.1118577E+002, 3.0160971E+002, 1.0000000E+000
 7.0003950E+001, 1.5587634E-001, 2.3906190E-002, 1.0174401E-011, 4.0102163E-012, 5.5085352E-002, 1.6350536E-001, 2.0452075E-002, 8.8826776E-011, 3.8731930E-011, 4.8202858E-002, 3.5788058E+002, 3.3243223E+002, 3.0882619E+002, 2.9787347E+002, 1.0000000E+000
 8.0002659E+001, 1.5272162E-001, 2.5334518E-002, 1.2457643E-011, 4.7644077E-012, 5.7931364E-002, 1.6586522E-001, 1.9383624E-002, 7.0505245E-010, 5.4415959E-010, 4.6073920E-002, 3.4442755E+002, 3.3019588E+002, 3.2499010E+002, 3.0839656E+002, 1.0000000E+000
 9.0006304E+001, 1.4931384E-001, 2.6877423E-002, 9.2965255E-012, 4.1048916E-012, 6.1005678E-002, 1.5799122E-001, 2.2948652E-002, 1.9016184E-009, 3.8851450E-010, 5.3177417E-002, 3.6750798E+002, 3.4330454E+002, 3.1772129E+002, 3.0703087E+002, 1.0000000E+000
 1.0000720E+002, 1.4993987E-001, 2.6593984E-002, 1.1315218E-011, 4.5816671E-012, 6.0440913E-002, 1.6292780E-001, 2.0713570E-002, 1.9774611E-009, 7.1728413E-010, 4.8723907E-002, 3.6753379E+002, 3.4768577E+002, 3.3525785E+002, 3.2247197E+002, 1.0000000E+000
 1.1000013E+002, 1.4902409E-001, 2.7008612E-002, 6.1809888E-010, 3.4277141E-010, 6.1267081E-002, 1.5526908E-001, 2.4181130E-002, 9.0492898E-010, 3.6149330E-010, 5.5633185E-002, 3.6388732E+002, 3.5104415E+002, 3.4457311E+002, 3.2766008E+002, 1.0000000E+000
 1.2000000E+002, 1.4822472E-001, 2.7370534E-002, 4.5171114E-010, 1.8755176E-010, 6.1988228E-002, 1.6143756E-001, 2.1388293E-002, 3.1454708E-010, 1.1190965E-010, 5.0068320E-002, 3.9306519E+002, 3.6465964E+002, 3.5189912E+002, 3.3701674E+002, 1.0000000E+000
