s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,"O2Rear_FDS_RI=20","CO2Rear_FDS_RI=20","CORear_FDS_RI=20","UHRear_FDS_RI=20","H2ORear_FDS_RI=20","O2Front_FDS_RI=20","CO2Front_FDS_RI=20","COFront_FDS_RI=20","UHFront_FDS_RI=20","H2OFront_FDS_RI=20","TRSampA_FDS_RI=20","TRSampBB_FDS_RI=20","TFSampA_FDS_RI=20","TFSampBB_FDS_RI=20","ITER_RI=20"
 0.0000000E+000, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0000000E+001, 1.9999650E+001, 2.0000000E+001, 1.9999717E+001, 0.0000000E+000
 1.0005802E+001, 1.4299544E-001, 2.8746020E-002, 6.9105455E-004, 2.1674724E-003, 6.6753580E-002, 1.4738244E-001, 2.6585768E-002, 8.5453123E-004, 2.0377476E-003, 6.2932908E-002, 3.4572948E+002, 2.0641331E+002, 4.4689833E+002, 3.0576060E+002, 2.2395781E-001
 2.0002211E+001, 6.6579633E-002, 6.0823926E-002, 2.0324343E-003, 1.2665137E-002, 1.3455344E-001, 4.4991132E-002, 6.4671710E-002, 5.0864535E-003, 3.8565748E-002, 1.5104629E-001, 6.6024793E+002, 6.1966726E+002, 8.3888492E+002, 7.6778272E+002, 2.7770385E-001
 3.0001850E+001, 4.4978303E-002, 6.4824776E-002, 5.4013100E-003, 3.3210370E-002, 1.5232100E-001, 4.3061319E-002, 6.7396182E-002, 4.7147020E-003, 2.3460169E-002, 1.5548966E-001, 6.2240023E+002, 6.0911846E+002, 8.6179224E+002, 7.9496693E+002, 2.1836944E-001
 4.0001158E+001, 4.1097058E-002, 6.3512950E-002, 6.5806448E-003, 5.1472882E-002, 1.5305379E-001, 3.4268196E-002, 6.5137432E-002, 7.5006367E-003, 5.5909607E-002, 1.5897445E-001, 6.3845827E+002, 6.1158593E+002, 9.0764657E+002, 8.3416011E+002, 1.8985591E-001
 5.0002988E+001, 4.4388257E-002, 6.4944886E-002, 4.9810983E-003, 3.9833897E-002, 1.5127003E-001, 3.4520799E-002, 6.6617153E-002, 6.6569222E-003, 4.9211656E-002, 1.5948117E-001, 6.4077546E+002, 6.2950096E+002, 9.0333329E+002, 8.3630410E+002, 4.6556461E-001
 6.0001911E+001, 4.1412762E-002, 6.5218767E-002, 5.1427593E-003, 4.9244481E-002, 1.5222304E-001, 4.8290417E-002, 6.2093121E-002, 6.0743056E-003, 3.8135236E-002, 1.4882880E-001, 6.7942347E+002, 6.5859165E+002, 8.8929211E+002, 8.4539926E+002, 2.2801300E-001
 7.0000187E+001, 3.8845351E-002, 6.5114317E-002, 5.7880336E-003, 5.4872036E-002, 1.5387857E-001, 2.4835640E-002, 6.4687510E-002, 1.0038598E-002, 7.5268563E-002, 1.6542867E-001, 6.6973725E+002, 6.5798127E+002, 1.0002828E+003, 8.9321139E+002, 4.3939324E-001
 8.0001626E+001, 3.5004108E-002, 6.5714481E-002, 6.5726157E-003, 5.7466269E-002, 1.5737208E-001, 3.4155280E-002, 6.7445121E-002, 6.4721303E-003, 4.4428257E-002, 1.6062086E-001, 6.8457900E+002, 6.7566907E+002, 9.6328200E+002, 9.1131678E+002, 2.5643431E-001
 9.0002954E+001, 3.6764894E-002, 6.7410304E-002, 5.2986472E-003, 4.6442040E-002, 1.5707103E-001, 3.2193246E-002, 6.5842781E-002, 8.2422165E-003, 4.9444871E-002, 1.6261805E-001, 6.8984767E+002, 6.8523502E+002, 9.7533893E+002, 9.0622716E+002, 2.8802968E-001
 1.0000402E+002, 3.5175451E-002, 6.6895375E-002, 5.8438000E-003, 5.2935020E-002, 1.5760654E-001, 2.5727224E-002, 6.6201243E-002, 9.1439444E-003, 6.5762839E-002, 1.6587365E-001, 7.2259206E+002, 7.0857770E+002, 9.8097381E+002, 9.1872650E+002, 2.5035151E-001
 1.1000431E+002, 3.5287817E-002, 6.7622599E-002, 5.5500700E-003, 4.8241505E-002, 1.5822311E-001, 2.7433718E-002, 7.0335739E-002, 7.8992958E-003, 2.8833897E-002, 1.7071137E-001, 7.3317136E+002, 7.2382700E+002, 1.0431214E+003, 9.6248450E+002, 4.3572761E-001
 1.2000000E+002, 3.5094269E-002, 6.6480424E-002, 6.3826611E-003, 5.1217954E-002, 1.5838385E-001, 2.9998183E-002, 6.4924554E-002, 9.5137765E-003, 5.4349011E-002, 1.6450700E-001, 7.2584936E+002, 7.2211563E+002, 1.0247326E+003, 9.6478812E+002, 2.6182606E-001
