s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,"O2Rear_FDS_RI=5","CO2Rear_FDS_RI=5","CORear_FDS_RI=5","UHRear_FDS_RI=5","H2ORear_FDS_RI=5","O2Front_FDS_RI=5","CO2Front_FDS_RI=5","COFront_FDS_RI=5","UHFront_FDS_RI=5","H2OFront_FDS_RI=5","TRSampA_FDS_RI=5","TRSampBB_FDS_RI=5","TFSampA_FDS_RI=5","TFSampBB_FDS_RI=5","ITER_RI=5"
 0.0000000E+000, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0000000E+001, 1.9999908E+001, 2.0000000E+001, 1.9999873E+001, 0.0000000E+000
 1.0022448E+001, 1.3728609E-001, 2.9784581E-002, 2.1233881E-003, 1.2627168E-003, 7.3059584E-002, 1.1464017E-001, 3.8611936E-002, 3.2995063E-003, 2.1711212E-003, 9.4114995E-002, 3.9824871E+002, 2.3746155E+002, 6.4273948E+002, 4.9089852E+002, 7.3123341E-001
 2.0021337E+001, 8.7739810E-003, 7.5519453E-002, 1.1375200E-002, 2.1472486E-002, 1.9135986E-001, 4.6617876E-003, 5.9796249E-002, 2.3384851E-002, 6.2773868E-002, 1.9518904E-001, 7.8599054E+002, 7.4412444E+002, 9.9110517E+002, 9.3236585E+002, 1.0000000E+000
 3.0001725E+001, 2.0534957E-004, 8.2945968E-002, 8.8804027E-003, 1.4014793E-002, 1.9884564E-001, 2.6495436E-003, 5.4724656E-002, 2.7094530E-002, 8.1361145E-002, 1.9590034E-001, 7.6146649E+002, 7.4623761E+002, 1.0542447E+003, 9.8025349E+002, 1.0000000E+000
 4.0006719E+001, 7.0969499E-006, 7.6278219E-002, 1.3291606E-002, 3.2343728E-002, 1.9845015E-001, 1.6518234E-002, 6.0595821E-002, 1.9826545E-002, 4.0402778E-002, 1.8644074E-001, 7.0634845E+002, 7.0836868E+002, 1.0563226E+003, 9.8478002E+002, 1.0000000E+000
 5.0007610E+001, 4.5039759E-005, 7.3992178E-002, 1.4801789E-002, 3.8146794E-002, 1.9831164E-001, 1.1775777E-002, 6.4927024E-002, 1.7920083E-002, 4.0276437E-002, 1.8944177E-001, 7.2713943E+002, 7.2520573E+002, 1.0481302E+003, 9.9081832E+002, 1.0000000E+000
 6.0004580E+001, 2.1554942E-005, 7.3281498E-002, 1.6152179E-002, 2.9497240E-002, 2.0094792E-001, 4.6332945E-003, 6.7607487E-002, 1.8719759E-002, 3.6490226E-002, 1.9717249E-001, 7.7311073E+002, 7.6454021E+002, 1.0726377E+003, 1.0112791E+003, 1.0000000E+000
 7.0010067E+001, 1.2938857E-004, 7.1075013E-002, 1.7513263E-002, 3.5921300E-002, 2.0052299E-001, 1.0768313E-002, 6.5875761E-002, 1.7487548E-002, 4.0278532E-002, 1.9005482E-001, 8.0980710E+002, 7.9523085E+002, 1.0437996E+003, 9.9997242E+002, 1.0000000E+000
 8.0014015E+001, 9.0288647E-005, 7.0316008E-002, 1.8344159E-002, 3.4122529E-002, 2.0147779E-001, 9.7518797E-003, 6.6216458E-002, 1.7669164E-002, 3.9353301E-002, 1.9127691E-001, 8.1460074E+002, 8.1404811E+002, 1.0675841E+003, 1.0095972E+003, 1.0000000E+000
 9.0017848E+001, 5.9093742E-004, 7.1254805E-002, 1.7777338E-002, 2.8622157E-002, 2.0171547E-001, 1.5868610E-003, 6.3092135E-002, 2.1877047E-002, 6.0807231E-002, 1.9731815E-001, 8.4828787E+002, 8.3966438E+002, 1.0212727E+003, 9.9858710E+002, 1.0000000E+000
 1.0001811E+002, 4.8311609E-005, 6.6755551E-002, 2.0057447E-002, 5.1348011E-002, 1.9931464E-001, 1.2415320E-002, 6.6855710E-002, 1.6079362E-002, 3.8994980E-002, 1.8785841E-001, 8.5271114E+002, 8.4645356E+002, 1.0751024E+003, 1.0271612E+003, 1.0000000E+000
 1.1001236E+002, 5.2265941E-006, 6.7525194E-002, 1.9732641E-002, 4.7325215E-002, 1.9991896E-001, 4.2976348E-003, 6.4627006E-002, 2.0644293E-002, 4.6437139E-002, 1.9684303E-001, 8.5542352E+002, 8.5565519E+002, 1.0814603E+003, 1.0326296E+003, 1.0000000E+000
 1.2000000E+002, 1.1368605E-004, 7.0648109E-002, 1.8479674E-002, 2.8861243E-002, 2.0257892E-001, 2.0039772E-003, 6.2273155E-002, 2.3396019E-002, 4.9159658E-002, 2.0025882E-001, 9.0509491E+002, 8.8683262E+002, 1.1273121E+003, 1.0658659E+003, 1.0000000E+000
