s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,"O2Rear_FDS_RI=5","CO2Rear_FDS_RI=5","CORear_FDS_RI=5","UHRear_FDS_RI=5","H2ORear_FDS_RI=5","O2Front_FDS_RI=5","CO2Front_FDS_RI=5","COFront_FDS_RI=5","UHFront_FDS_RI=5","H2OFront_FDS_RI=5","TRSampA_FDS_RI=5","TRSampBB_FDS_RI=5","TFSampA_FDS_RI=5","TFSampBB_FDS_RI=5","ITER_RI=5"
 0.0000000E+000, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0000000E+001, 1.9999908E+001, 2.0000000E+001, 1.9999873E+001, 0.0000000E+000
 1.0011160E+001, 2.0424982E-001, 2.0046219E-003, 4.7859589E-009, 4.1566772E-009, 1.1445420E-002, 2.0002352E-001, 3.9181028E-003, 2.0106845E-008, 2.9761740E-008, 1.5258169E-002, 5.7342881E+001, 3.3392674E+001, 8.9912363E+001, 5.3635436E+001, 5.9335940E-001
 2.0020908E+001, 1.9266794E-001, 7.2484333E-003, 4.1980572E-009, 4.1618093E-009, 2.1893969E-002, 1.9095900E-001, 8.0221282E-003, 3.9290513E-008, 3.4058498E-008, 2.3435697E-002, 1.8725760E+002, 1.3518803E+002, 1.6503320E+002, 1.3594649E+002, 1.0000000E+000
 3.0010943E+001, 1.7996526E-001, 1.2999684E-002, 9.7652630E-009, 9.2992781E-009, 3.3353634E-002, 1.8187633E-001, 1.2134371E-002, 5.6234624E-008, 5.9828249E-008, 3.1629592E-002, 2.7915309E+002, 2.3933479E+002, 2.3690040E+002, 2.0538357E+002, 1.0000000E+000
 4.0022903E+001, 1.7534833E-001, 1.5090055E-002, 2.6572838E-009, 2.5635947E-009, 3.7518780E-002, 1.7573100E-001, 1.4916771E-002, 2.4609874E-008, 2.2238559E-008, 3.7173566E-002, 2.8830107E+002, 2.7067255E+002, 2.9177714E+002, 2.6224869E+002, 1.0000000E+000
 5.0023889E+001, 1.7284763E-001, 1.6222268E-002, 4.7127236E-009, 7.1201193E-009, 3.9774776E-002, 1.7666036E-001, 1.4495983E-002, 3.0389894E-008, 3.9009502E-008, 3.6335143E-002, 2.9216351E+002, 2.7565412E+002, 2.9097559E+002, 2.7948958E+002, 1.0000000E+000
 6.0005776E+001, 1.7418494E-001, 1.5616787E-002, 5.0190554E-009, 5.9754330E-009, 3.8568326E-002, 1.7695150E-001, 1.4364160E-002, 3.8805623E-008, 4.3413860E-008, 3.6072504E-002, 2.8230808E+002, 2.6940315E+002, 2.8237188E+002, 2.7341648E+002, 1.0000000E+000
 7.0031539E+001, 1.7281131E-001, 1.6238697E-002, 1.6302101E-008, 1.9680350E-008, 3.9807544E-002, 1.7762730E-001, 1.4058157E-002, 5.7536781E-008, 7.6935396E-008, 3.5462833E-002, 3.1759291E+002, 2.8755053E+002, 2.8131918E+002, 2.6474589E+002, 1.0000000E+000
 8.0019977E+001, 1.7108975E-001, 1.7018166E-002, 5.2711125E-009, 4.9769380E-009, 4.1360641E-002, 1.7541958E-001, 1.5057677E-002, 9.7027610E-008, 9.1640585E-008, 3.7454542E-002, 3.0061305E+002, 2.8947165E+002, 2.8846062E+002, 2.7638415E+002, 1.0000000E+000
 9.0024442E+001, 1.7022183E-001, 1.7411125E-002, 2.8086469E-009, 3.4450717E-009, 4.2143625E-002, 1.7543812E-001, 1.5049328E-002, 6.1903356E-008, 6.9152492E-008, 3.7437803E-002, 3.0667472E+002, 2.8927330E+002, 2.9674514E+002, 2.8542646E+002, 1.0000000E+000
 1.0002050E+002, 1.7221987E-001, 1.6506495E-002, 1.5812152E-009, 1.6888060E-009, 4.0341102E-002, 1.7952356E-001, 1.3199543E-002, 1.0967697E-007, 1.2236261E-007, 3.3752156E-002, 2.9520229E+002, 2.8703295E+002, 2.6884380E+002, 2.6256864E+002, 1.0000000E+000
 1.1002708E+002, 1.6954830E-001, 1.7716069E-002, 7.0545457E-009, 6.6995851E-009, 4.2751254E-002, 1.7180419E-001, 1.6694368E-002, 2.6963972E-007, 2.4372720E-007, 4.0716239E-002, 3.2396402E+002, 3.0035979E+002, 3.0857991E+002, 2.8580607E+002, 1.0000000E+000
 1.2000000E+002, 1.6889995E-001, 1.8009611E-002, 9.0290269E-009, 1.1225273E-008, 4.3336156E-002, 1.7358845E-001, 1.5886539E-002, 2.6155458E-007, 2.4698496E-007, 3.9106576E-002, 3.3563619E+002, 3.1123786E+002, 3.0443095E+002, 2.9037332E+002, 1.0000000E+000
