s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,"O2Rear_FDS_RI=10","CO2Rear_FDS_RI=10","CORear_FDS_RI=10","UHRear_FDS_RI=10","H2ORear_FDS_RI=10","O2Front_FDS_RI=10","CO2Front_FDS_RI=10","COFront_FDS_RI=10","UHFront_FDS_RI=10","H2OFront_FDS_RI=10","TRSampA_FDS_RI=10","TRSampBB_FDS_RI=10","TFSampA_FDS_RI=10","TFSampBB_FDS_RI=10","ITER_RI=10"
 0.0000000E+000, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0000000E+001, 1.9999623E+001, 2.0000000E+001, 1.9999500E+001, 0.0000000E+000
 1.0011127E+001, 2.0137568E-001, 3.2679798E-003, 3.0490612E-005, 3.3923103E-005, 1.4052498E-002, 2.0039482E-001, 3.7102999E-003, 3.2017903E-005, 3.4289870E-005, 1.4938351E-002, 6.8145892E+001, 3.3638436E+001, 5.1151263E+001, 3.3690918E+001, 0.0000000E+000
 2.0001312E+001, 1.8523199E-001, 1.0511565E-002, 8.4661983E-005, 7.5260116E-005, 2.8645365E-002, 1.8402562E-001, 1.1049775E-002, 9.1157544E-005, 8.1464699E-005, 2.9736910E-002, 2.0865629E+002, 1.6090135E+002, 1.8761027E+002, 1.3006470E+002, 0.0000000E+000
 3.0008545E+001, 1.7191097E-001, 1.6501361E-002, 1.1887621E-004, 1.0115229E-004, 4.0681171E-002, 1.7203662E-001, 1.6416647E-002, 1.4124711E-004, 1.2585041E-004, 4.0578256E-002, 3.0252853E+002, 2.6330089E+002, 2.8723843E+002, 2.5013414E+002, 0.0000000E+000
 4.0004410E+001, 1.6569295E-001, 1.9290850E-002, 1.4000490E-004, 1.1919798E-004, 4.6301626E-002, 1.6865855E-001, 1.7944109E-002, 1.4297006E-004, 1.2616115E-004, 4.3626885E-002, 3.1361588E+002, 2.9194044E+002, 3.0930468E+002, 2.8735984E+002, 0.0000000E+000
 5.0001779E+001, 1.6563823E-001, 1.9312466E-002, 1.4253227E-004, 1.2215246E-004, 4.6352138E-002, 1.6983674E-001, 1.7402432E-002, 1.4927731E-004, 1.3734282E-004, 4.2566109E-002, 3.1156308E+002, 2.9835974E+002, 2.9973789E+002, 2.8717665E+002, 0.0000000E+000
 6.0005161E+001, 1.6431339E-001, 1.9903161E-002, 1.4996165E-004, 1.2928385E-004, 4.7551015E-002, 1.6667213E-001, 1.8829549E-002, 1.5433378E-004, 1.3659721E-004, 4.5424647E-002, 3.1347869E+002, 2.9843839E+002, 3.0468586E+002, 2.9018023E+002, 0.0000000E+000
 7.0002705E+001, 1.6286628E-001, 2.0556886E-002, 1.5112491E-004, 1.3083717E-004, 4.8857018E-002, 1.6382136E-001, 2.0125982E-002, 1.4974551E-004, 1.3136678E-004, 4.7994343E-002, 3.3795154E+002, 3.0993536E+002, 3.3492036E+002, 3.0737475E+002, 0.0000000E+000
 8.0002430E+001, 1.6166904E-001, 2.1096843E-002, 1.5287146E-004, 1.3203962E-004, 4.9938057E-002, 1.6707306E-001, 1.8650193E-002, 1.5212154E-004, 1.4029759E-004, 4.5060712E-002, 3.3337905E+002, 3.1670371E+002, 3.3370991E+002, 3.1729345E+002, 0.0000000E+000
 9.0013116E+001, 1.6276851E-001, 2.0603512E-002, 1.4909693E-004, 1.3031125E-004, 4.8943937E-002, 1.6966693E-001, 1.7481778E-002, 1.4610452E-004, 1.4954363E-004, 4.2714749E-002, 3.2940287E+002, 3.1292461E+002, 3.1479636E+002, 3.0415787E+002, 0.0000000E+000
 1.0001204E+002, 1.6171279E-001, 2.1080635E-002, 1.4973707E-004, 1.3170623E-004, 4.9896507E-002, 1.6523911E-001, 1.9480303E-002, 1.5174941E-004, 1.4722048E-004, 4.6713596E-002, 3.3444114E+002, 3.1817326E+002, 3.1934040E+002, 3.0788425E+002, 0.0000000E+000
 1.1001697E+002, 1.5856456E-001, 2.2502770E-002, 1.5292069E-004, 1.2780531E-004, 5.2739613E-002, 1.6851563E-001, 1.8007093E-002, 1.4321356E-004, 1.4148629E-004, 4.3752987E-002, 3.3744961E+002, 3.1919376E+002, 3.1285903E+002, 3.0193782E+002, 0.0000000E+000
 1.2000000E+002, 1.5794505E-001, 2.2783595E-002, 1.5269540E-004, 1.2694736E-004, 5.3298511E-002, 1.6587492E-001, 1.9184088E-002, 1.5887932E-004, 1.4956895E-004, 4.6144411E-002, 3.5854902E+002, 3.3456407E+002, 3.4186774E+002, 3.1720593E+002, 0.0000000E+000
