s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,"O2Rear_FDS_RI=20","CO2Rear_FDS_RI=20","CORear_FDS_RI=20","UHRear_FDS_RI=20","H2ORear_FDS_RI=20","O2Front_FDS_RI=20","CO2Front_FDS_RI=20","COFront_FDS_RI=20","UHFront_FDS_RI=20","H2OFront_FDS_RI=20","TRSampA_FDS_RI=20","TRSampBB_FDS_RI=20","TFSampA_FDS_RI=20","TFSampBB_FDS_RI=20","ITER_RI=20"
 0.0000000E+000, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0000000E+001, 1.9999650E+001, 2.0000000E+001, 1.9999717E+001, 0.0000000E+000
 1.0003410E+001, 1.0567566E-001, 4.4005064E-002, 2.2045430E-003, 1.2519449E-003, 1.0163433E-001, 8.8507190E-002, 3.1984494E-002, 1.3747860E-002, 7.1554215E-002, 1.1124796E-001, 3.7806385E+002, 2.3758167E+002, 6.6109213E+002, 5.0225249E+002, 6.7246748E-001
 2.0000546E+001, 2.3347091E-002, 7.6439331E-002, 4.6050623E-003, 2.3540318E-002, 1.7318419E-001, 6.2181038E-003, 6.4801477E-002, 1.4086338E-002, 1.1446837E-001, 1.7731721E-001, 6.8891705E+002, 6.7585092E+002, 9.2663156E+002, 8.8838445E+002, 1.0000000E+000
 3.0001129E+001, 5.1070450E-006, 7.7143526E-002, 1.0357550E-002, 5.8575829E-002, 1.9131418E-001, 1.6598302E-003, 6.7276931E-002, 1.6163139E-002, 8.5067688E-002, 1.8860183E-001, 6.8431880E+002, 6.7274570E+002, 9.7300826E+002, 9.0198543E+002, 1.0000000E+000
 4.0003832E+001, 8.0416223E-009, 7.1112589E-002, 1.3849463E-002, 8.0324543E-002, 1.8944730E-001, 1.3199893E-003, 6.1537819E-002, 1.7837809E-002, 1.2724551E-001, 1.8179763E-001, 6.8805600E+002, 6.8020244E+002, 9.7305460E+002, 9.2725789E+002, 1.0000000E+000
 5.0001698E+001, 2.8199335E-008, 6.5565476E-002, 1.5413829E-002, 1.2017170E-001, 1.8271729E-001, 3.8706127E-003, 6.3263240E-002, 1.6820728E-002, 1.0902532E-001, 1.8236779E-001, 6.9380956E+002, 6.9041834E+002, 9.9778480E+002, 9.4886793E+002, 1.0000000E+000
 6.0002221E+001, 7.7780298E-008, 6.1886611E-002, 1.6996711E-002, 1.4002158E-001, 1.7991354E-001, 4.6920011E-003, 6.0760819E-002, 1.6755743E-002, 1.3235884E-001, 1.7701583E-001, 7.1171008E+002, 7.0872662E+002, 1.0181418E+003, 9.5697136E+002, 1.0000000E+000
 7.0000848E+001, 2.6293704E-008, 6.2704535E-002, 1.7945661E-002, 1.1992160E-001, 1.8449544E-001, 5.6626790E-004, 6.3243098E-002, 1.9002692E-002, 9.8761383E-002, 1.8884778E-001, 7.4220689E+002, 7.3895110E+002, 9.5916518E+002, 9.4229951E+002, 1.0000000E+000
 8.0000987E+001, 5.6704588E-011, 6.0851913E-002, 1.8614739E-002, 1.3146193E-001, 1.8269389E-001, 1.8920801E-003, 5.4567739E-002, 2.0570082E-002, 1.6532866E-001, 1.7569443E-001, 7.5923729E+002, 7.5639325E+002, 1.0280286E+003, 9.7914181E+002, 1.0000000E+000
 9.0002659E+001, 3.2291176E-011, 6.1643316E-002, 1.8691967E-002, 1.2215432E-001, 1.8456822E-001, 3.8166224E-004, 5.3049164E-002, 1.9655096E-002, 1.9967318E-001, 1.6971061E-001, 7.6324319E+002, 7.6096244E+002, 1.0450646E+003, 9.7964458E+002, 1.0000000E+000
 1.0000351E+002, 6.0105139E-011, 5.8059784E-002, 1.8702248E-002, 1.5995905E-001, 1.7717653E-001, 9.4895814E-004, 5.5479615E-002, 2.0246616E-002, 1.6409733E-001, 1.7656532E-001, 7.7388442E+002, 7.7158585E+002, 1.0315606E+003, 9.9694416E+002, 1.0000000E+000
 1.1000261E+002, 1.7562219E-011, 5.3644400E-002, 1.8867002E-002, 2.0470552E-001, 1.6853179E-001, 2.6641332E-004, 5.5233752E-002, 2.1652045E-002, 1.5302265E-001, 1.8030837E-001, 7.7799143E+002, 7.7775687E+002, 1.1105070E+003, 1.0322663E+003, 1.0000000E+000
 1.2000000E+002, 1.9198391E-011, 5.3604892E-002, 1.9044302E-002, 2.0298565E-001, 1.6898948E-001, 6.6628625E-004, 5.5687625E-002, 1.9680991E-002, 1.7007106E-001, 1.7526491E-001, 7.8825469E+002, 7.8875115E+002, 1.0317511E+003, 9.8697252E+002, 1.0000000E+000
