s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,"O2Rear_FDS_RI=5","CO2Rear_FDS_RI=5","CORear_FDS_RI=5","UHRear_FDS_RI=5","H2ORear_FDS_RI=5","O2Front_FDS_RI=5","CO2Front_FDS_RI=5","COFront_FDS_RI=5","UHFront_FDS_RI=5","H2OFront_FDS_RI=5","TRSampA_FDS_RI=5","TRSampBB_FDS_RI=5","TFSampA_FDS_RI=5","TFSampBB_FDS_RI=5","ITER_RI=5"
 0.0000000E+000, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0000000E+001, 1.9999908E+001, 2.0000000E+001, 1.9999873E+001, 0.0000000E+000
 1.0006106E+001, 1.8625116E-001, 1.0148746E-002, 4.1964507E-006, 1.7782729E-006, 2.7685351E-002, 1.8731261E-001, 9.6557770E-003, 1.4326596E-005, 1.0720902E-005, 2.6732935E-002, 1.7745341E+002, 9.5501821E+001, 2.3570723E+002, 1.6854739E+002, 6.8050865E-001
 2.0030912E+001, 1.3514618E-001, 3.3283253E-002, 7.2955282E-006, 4.2822132E-006, 7.3791121E-002, 1.2431435E-001, 3.8031097E-002, 1.4051321E-004, 5.2866745E-005, 8.3644481E-002, 5.1491925E+002, 4.3840279E+002, 5.1883369E+002, 4.4526044E+002, 1.0000000E+000
 3.0008032E+001, 1.0838845E-001, 4.5403697E-002, 2.6348060E-006, 9.2649809E-007, 9.7927959E-002, 1.1488007E-001, 4.2381165E-002, 7.3302419E-005, 3.1396772E-005, 9.2113881E-002, 5.5468417E+002, 5.1600451E+002, 5.7435043E+002, 5.5097716E+002, 1.0000000E+000
 4.0008901E+001, 9.6042096E-002, 5.0995288E-002, 1.2151425E-006, 4.9573342E-007, 1.0906529E-001, 1.1385745E-001, 4.2840238E-002, 7.7020099E-005, 2.8103902E-005, 9.3039610E-002, 5.5104312E+002, 5.2290935E+002, 5.6342612E+002, 5.4488188E+002, 1.0000000E+000
 5.0012007E+001, 8.0880180E-002, 5.7796760E-002, 5.5700221E-005, 1.2733909E-005, 1.2277836E-001, 9.1921556E-002, 5.2309283E-002, 4.6927935E-004, 1.9465182E-004, 1.1306430E-001, 5.7798757E+002, 5.4814245E+002, 6.7306742E+002, 6.1820107E+002, 1.0000000E+000
 6.0018956E+001, 7.0938763E-002, 6.2343171E-002, 1.6609203E-005, 4.2492395E-006, 1.3172193E-001, 1.0169604E-001, 4.8077098E-002, 3.0530333E-004, 1.2601055E-004, 1.0414773E-001, 6.2378186E+002, 5.8506787E+002, 6.8596200E+002, 6.5760252E+002, 1.0000000E+000
 7.0020890E+001, 8.4906901E-002, 5.6035609E-002, 2.2665249E-006, 1.0135298E-006, 1.1911147E-001, 1.0862892E-001, 4.5059500E-002, 2.0152016E-004, 9.3338153E-005, 9.7828778E-002, 6.2260669E+002, 5.9193222E+002, 6.4763738E+002, 6.1710184E+002, 1.0000000E+000
 8.0028202E+001, 7.6491205E-002, 5.9846612E-002, 1.6703625E-006, 6.1742081E-007, 1.2670333E-001, 1.1414038E-001, 4.2602245E-002, 1.7181317E-004, 4.8155300E-005, 9.2845184E-002, 6.1871784E+002, 5.9249829E+002, 6.0157505E+002, 6.1460050E+002, 1.0000000E+000
 9.0019186E+001, 8.3587009E-002, 5.6629974E-002, 5.0313643E-006, 1.8350528E-006, 1.2030394E-001, 1.2230171E-001, 3.8724786E-002, 3.2840983E-004, 8.9698010E-005, 8.5581300E-002, 5.7390409E+002, 5.6373881E+002, 6.2300125E+002, 6.1966148E+002, 1.0000000E+000
 1.0001668E+002, 9.4669910E-002, 5.1616774E-002, 1.0385056E-006, 3.4324666E-007, 1.1030311E-001, 1.0501738E-001, 4.6779088E-002, 1.2985525E-004, 6.3880770E-005, 1.0104372E-001, 6.0281455E+002, 5.7549937E+002, 6.8309087E+002, 6.4632705E+002, 1.0000000E+000
 1.1001463E+002, 8.9160578E-002, 5.4111774E-002, 5.2689445E-007, 1.9466867E-007, 1.1527301E-001, 1.1893679E-001, 4.0415359E-002, 1.8426851E-004, 5.9519818E-005, 8.8524406E-002, 6.1945841E+002, 5.9546545E+002, 6.0065736E+002, 6.1702060E+002, 1.0000000E+000
 1.2000000E+002, 8.9081041E-002, 5.4146449E-002, 1.6407079E-006, 9.1186432E-007, 1.1534538E-001, 1.1662766E-001, 4.1332590E-002, 2.9365644E-004, 9.7855400E-005, 9.0674785E-002, 5.9917756E+002, 5.8194119E+002, 5.6976749E+002, 5.7697431E+002, 1.0000000E+000
