s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,"O2Rear_FDS_RI=20","CO2Rear_FDS_RI=20","CORear_FDS_RI=20","UHRear_FDS_RI=20","H2ORear_FDS_RI=20","O2Front_FDS_RI=20","CO2Front_FDS_RI=20","COFront_FDS_RI=20","UHFront_FDS_RI=20","H2OFront_FDS_RI=20","TRSampA_FDS_RI=20","TRSampBB_FDS_RI=20","TFSampA_FDS_RI=20","TFSampBB_FDS_RI=20","ITER_RI=20"
 0.0000000E+000, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0000000E+001, 1.9999650E+001, 2.0000000E+001, 1.9999717E+001, 0.0000000E+000
 1.0002666E+001, 1.2724907E-001, 3.5436243E-002, 1.0022194E-003, 3.0627455E-003, 8.0996418E-002, 1.3565820E-001, 2.7272005E-002, 3.9650744E-003, 1.3448726E-002, 7.3401111E-002, 3.8680856E+002, 2.5129513E+002, 5.1016274E+002, 3.5415699E+002, 1.8795207E-001
 2.0001797E+001, 5.3750131E-002, 6.1539085E-002, 4.8263440E-003, 3.2884723E-002, 1.4407857E-001, 3.5620580E-002, 6.2689694E-002, 7.7741960E-003, 7.2037360E-002, 1.5478491E-001, 6.1822081E+002, 6.0293381E+002, 8.7458006E+002, 8.2907517E+002, 2.6516455E-001
 3.0004420E+001, 4.7003145E-002, 6.1767721E-002, 5.9834966E-003, 4.8843090E-002, 1.4783247E-001, 4.4942525E-002, 6.5545077E-002, 4.5960736E-003, 3.5468199E-002, 1.5136144E-001, 6.1876480E+002, 6.0127695E+002, 8.4927542E+002, 7.8053192E+002, 3.6231423E-001
 4.0004227E+001, 3.9257766E-002, 5.9822839E-002, 7.4562072E-003, 8.8785492E-002, 1.4800870E-001, 3.1678244E-002, 6.6550140E-002, 6.7112006E-003, 6.2888168E-002, 1.5940603E-001, 6.3102060E+002, 6.1517822E+002, 8.9624747E+002, 8.2304822E+002, 2.6481857E-001
 5.0004970E+001, 3.3768709E-002, 6.2402411E-002, 7.4543383E-003, 8.7809424E-002, 1.5315038E-001, 2.5947292E-002, 6.0329660E-002, 1.1247560E-002, 1.0148706E-001, 1.6012032E-001, 6.5319163E+002, 6.3889764E+002, 9.4696865E+002, 8.8602225E+002, 2.5441318E-001
 6.0000408E+001, 3.3171143E-002, 6.4461741E-002, 6.5385487E-003, 7.9920006E-002, 1.5460802E-001, 2.5507226E-002, 6.5834381E-002, 9.4644609E-003, 6.6834978E-002, 1.6608120E-001, 6.6069216E+002, 6.5689850E+002, 1.0176890E+003, 9.1297434E+002, 5.7042769E-001
 7.0002251E+001, 3.1514305E-002, 6.3761573E-002, 6.6514429E-003, 9.3909056E-002, 1.5344206E-001, 2.0138612E-002, 6.3792691E-002, 1.1499143E-002, 8.9635667E-002, 1.6785184E-001, 6.7745725E+002, 6.6879197E+002, 1.0067612E+003, 9.4024941E+002, 2.2116958E-001
 8.0005039E+001, 2.8632301E-002, 6.3376636E-002, 7.5049653E-003, 1.0150167E-001, 1.5513905E-001, 2.8318728E-002, 6.5009956E-002, 8.9664151E-003, 6.8093701E-002, 1.6295832E-001, 6.9854705E+002, 6.9095205E+002, 1.0106687E+003, 9.2580995E+002, 2.6910728E-001
 9.0003615E+001, 2.9271850E-002, 6.5709003E-002, 6.6857017E-003, 8.3630036E-002, 1.5750017E-001, 2.2317893E-002, 6.0724583E-002, 1.1550622E-002, 1.1104497E-001, 1.6173099E-001, 7.1645624E+002, 7.1069933E+002, 1.0157114E+003, 9.5194978E+002, 1.6082898E-001
 1.0000352E+002, 2.9340916E-002, 6.5361096E-002, 6.7208335E-003, 8.6557724E-002, 1.5688889E-001, 1.7661326E-002, 6.3029677E-002, 1.3095011E-002, 9.0338681E-002, 1.7103908E-001, 7.3568332E+002, 7.2796368E+002, 1.0951488E+003, 9.9325869E+002, 4.2566449E-001
 1.1000103E+002, 2.8516731E-002, 6.5830197E-002, 6.8559219E-003, 8.3913250E-002, 1.5824223E-001, 1.8406401E-002, 6.2638217E-002, 1.2463777E-002, 9.8523403E-002, 1.6833397E-001, 7.4090837E+002, 7.3836057E+002, 1.0212182E+003, 9.5713684E+002, 3.2739643E-001
 1.2000000E+002, 2.9109927E-002, 6.8935948E-002, 5.5691192E-003, 6.3716071E-002, 1.6078098E-001, 1.8664406E-002, 6.7403082E-002, 1.0970900E-002, 6.4857144E-002, 1.7367038E-001, 7.5999320E+002, 7.5515858E+002, 1.0729911E+003, 9.8838680E+002, 3.7566504E-001
