s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,"O2Rear_FDS_RI=20","CO2Rear_FDS_RI=20","CORear_FDS_RI=20","UHRear_FDS_RI=20","H2ORear_FDS_RI=20","O2Front_FDS_RI=20","CO2Front_FDS_RI=20","COFront_FDS_RI=20","UHFront_FDS_RI=20","H2OFront_FDS_RI=20","TRSampA_FDS_RI=20","TRSampBB_FDS_RI=20","TFSampA_FDS_RI=20","TFSampBB_FDS_RI=20","ITER_RI=20"
 0.0000000E+000, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0000000E+001, 1.9999650E+001, 2.0000000E+001, 1.9999717E+001, 0.0000000E+000
 1.0004629E+001, 1.4472127E-001, 2.6991940E-002, 1.5699381E-003, 1.8643858E-003, 6.5856214E-002, 1.6235188E-001, 1.9494496E-002, 1.1462628E-003, 1.8402293E-003, 4.9666198E-002, 2.6562182E+002, 1.5638285E+002, 2.1979832E+002, 1.5251735E+002, 5.6459565E-001
 2.0002988E+001, 8.5999628E-002, 5.5500082E-002, 3.7367512E-005, 9.4015087E-006, 1.1814801E-001, 8.0703797E-002, 5.6725745E-002, 9.3484944E-004, 1.5923165E-003, 1.2322880E-001, 5.9126950E+002, 5.2650494E+002, 6.2531594E+002, 5.4820072E+002, 1.0000000E+000
 3.0005847E+001, 8.2939708E-003, 8.9621312E-002, 8.9726197E-004, 8.6734644E-004, 1.8866922E-001, 4.8744383E-002, 6.9308889E-002, 2.5417666E-003, 2.1849577E-003, 1.5304236E-001, 6.9001426E+002, 6.4201634E+002, 7.3782156E+002, 7.0546693E+002, 1.0000000E+000
 4.0004198E+001, 4.7391983E-003, 8.7465235E-002, 3.8156732E-003, 5.5299466E-003, 1.9295687E-001, 4.0530420E-002, 6.8914433E-002, 5.6293634E-003, 8.4893308E-003, 1.6132752E-001, 6.6820125E+002, 6.5079593E+002, 7.9114903E+002, 7.3804895E+002, 1.0000000E+000
 5.0002253E+001, 7.1026318E-003, 8.6713745E-002, 3.5454568E-003, 5.4165430E-003, 1.9066235E-001, 1.8899354E-002, 7.7706196E-002, 6.6341727E-003, 6.9769500E-003, 1.8182415E-001, 6.9891779E+002, 6.6242328E+002, 8.7569506E+002, 8.2339231E+002, 1.0000000E+000
 6.0001894E+001, 3.5207427E-003, 9.0074621E-002, 2.2489976E-003, 2.6428860E-003, 1.9355110E-001, 2.8453964E-002, 7.1159515E-002, 7.7849639E-003, 1.6604499E-002, 1.7210627E-001, 6.9285320E+002, 6.7278660E+002, 8.2402888E+002, 8.0546143E+002, 1.0000000E+000
 7.0002935E+001, 1.0355717E-002, 8.6577240E-002, 2.4258098E-003, 4.7738493E-003, 1.8708867E-001, 3.6681490E-002, 6.7758623E-002, 7.6056879E-003, 1.5334969E-002, 1.6480986E-001, 7.0254474E+002, 6.8067084E+002, 8.4171799E+002, 8.2245402E+002, 1.0000000E+000
 8.0004484E+001, 1.8981412E-003, 8.9579995E-002, 3.2296609E-003, 3.8281450E-003, 1.9545273E-001, 3.5097020E-002, 6.8669343E-002, 7.6468697E-003, 1.2792062E-002, 1.6676508E-001, 7.0085142E+002, 6.7809638E+002, 7.8207826E+002, 7.9263158E+002, 1.0000000E+000
 9.0001221E+001, 4.8420565E-003, 8.8830810E-002, 2.7550295E-003, 3.3736298E-003, 1.9256168E-001, 4.6819548E-002, 6.4092488E-002, 6.4560295E-003, 1.9419001E-002, 1.5407938E-001, 7.2855487E+002, 6.9984780E+002, 8.9323433E+002, 8.3632236E+002, 1.0000000E+000
 1.0000233E+002, 8.0157754E-003, 8.9923677E-002, 7.3767587E-004, 9.2461437E-004, 1.8879999E-001, 3.5493761E-002, 7.0498007E-002, 5.8983068E-003, 1.2621488E-002, 1.6524630E-001, 7.3554668E+002, 7.0970905E+002, 8.2455791E+002, 8.2208302E+002, 1.0000000E+000
 1.1000275E+002, 6.9629076E-004, 8.7955509E-002, 4.8693751E-003, 7.0084121E-003, 1.9703447E-001, 4.6181386E-002, 6.8296073E-002, 4.0121230E-003, 7.4561808E-003, 1.5532717E-001, 7.0461583E+002, 7.0107302E+002, 9.0138689E+002, 8.6293747E+002, 1.0000000E+000
 1.2000000E+002, 7.4523951E-005, 8.5775284E-002, 6.5586967E-003, 1.2692695E-002, 1.9763672E-001, 3.7292337E-002, 6.9730170E-002, 5.8716744E-003, 1.2450621E-002, 1.6363897E-001, 7.3268139E+002, 7.1012912E+002, 9.5499179E+002, 9.0267208E+002, 1.0000000E+000
