s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,"O2Rear_FDS_RI=10","CO2Rear_FDS_RI=10","CORear_FDS_RI=10","UHRear_FDS_RI=10","H2ORear_FDS_RI=10","O2Front_FDS_RI=10","CO2Front_FDS_RI=10","COFront_FDS_RI=10","UHFront_FDS_RI=10","H2OFront_FDS_RI=10","TRSampA_FDS_RI=10","TRSampBB_FDS_RI=10","TFSampA_FDS_RI=10","TFSampBB_FDS_RI=10","ITER_RI=10"
 0.0000000E+000, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0000000E+001, 1.9999623E+001, 2.0000000E+001, 1.9999500E+001, 0.0000000E+000
 1.0014499E+001, 1.5730820E-001, 2.2948869E-002, 2.6018053E-004, 1.3338990E-004, 5.3945199E-002, 1.8063294E-001, 1.2616107E-002, 6.7396670E-005, 4.7688535E-005, 3.2787984E-002, 2.8898262E+002, 1.8059899E+002, 1.6177414E+002, 1.0581778E+002, 6.5156473E-001
 2.0010631E+001, 7.7362400E-002, 5.8845419E-002, 5.0030081E-004, 4.0970798E-004, 1.2617788E-001, 6.0222848E-002, 6.1083919E-002, 5.0708060E-003, 3.7365471E-003, 1.4411075E-001, 6.4329058E+002, 5.6509506E+002, 6.5520797E+002, 5.4972313E+002, 1.0000000E+000
 3.0010475E+001, 2.4777073E-002, 8.2483035E-002, 6.2895913E-004, 6.6706370E-004, 1.7365501E-001, 3.2621574E-002, 7.0469363E-002, 7.5001187E-003, 7.3725280E-003, 1.6995871E-001, 6.7252586E+002, 6.3447940E+002, 7.7161078E+002, 7.1949563E+002, 1.0000000E+000
 4.0008158E+001, 8.8061937E-003, 8.6641203E-002, 3.1589241E-003, 2.6818374E-003, 1.8939669E-001, 3.2536474E-002, 7.2642647E-002, 5.7209565E-003, 6.2324440E-003, 1.6904347E-001, 7.2027839E+002, 6.8238623E+002, 7.2979566E+002, 7.1663857E+002, 1.0000000E+000
 5.0004909E+001, 4.5619475E-003, 8.8210618E-002, 3.5302480E-003, 1.9319587E-003, 1.9362599E-001, 4.8838070E-002, 6.4497396E-002, 6.3091158E-003, 7.2320462E-003, 1.5454313E-001, 6.6936443E+002, 6.5436592E+002, 7.4981879E+002, 7.2568781E+002, 1.0000000E+000
 6.0010198E+001, 8.6435363E-004, 8.7302007E-002, 5.6324930E-003, 3.9175431E-003, 1.9800896E-001, 3.0263301E-002, 7.1524839E-002, 7.6372511E-003, 5.8485894E-003, 1.7247813E-001, 6.8950308E+002, 6.6373785E+002, 7.9070149E+002, 7.6860865E+002, 1.0000000E+000
 7.0001470E+001, 3.3123532E-004, 8.1612775E-002, 1.0293433E-002, 1.0482867E-002, 2.0038838E-001, 3.3846159E-002, 6.9842185E-002, 7.5933297E-003, 7.0183612E-003, 1.6898693E-001, 6.7331723E+002, 6.6239747E+002, 8.2966825E+002, 8.0081931E+002, 1.0000000E+000
 8.0001190E+001, 6.0195433E-003, 8.8119594E-002, 3.1018336E-003, 1.0766113E-003, 1.9218582E-001, 6.6946388E-002, 6.0337491E-002, 3.0594315E-003, 3.6717996E-003, 1.3668407E-001, 7.1440280E+002, 6.9351119E+002, 7.7480536E+002, 7.6910198E+002, 1.0000000E+000
 9.0012818E+001, 2.2316084E-005, 8.5988723E-002, 6.8444465E-003, 7.2380102E-003, 1.9894651E-001, 4.8772054E-002, 6.7370371E-002, 4.2204140E-003, 2.3275292E-003, 1.5413599E-001, 6.5930563E+002, 6.5996130E+002, 7.5255475E+002, 7.5115520E+002, 1.0000000E+000
 1.0001078E+002, 6.9088398E-003, 8.4559258E-002, 5.5644744E-003, 4.8017925E-003, 1.9233645E-001, 5.6699248E-002, 6.6030216E-002, 2.2330469E-003, 2.4893816E-003, 1.4559548E-001, 6.9504461E+002, 6.7749890E+002, 7.8859071E+002, 7.7185196E+002, 1.0000000E+000
 1.1000594E+002, 1.3913013E-002, 8.6371637E-002, 1.5577126E-003, 3.7131271E-004, 1.8414818E-001, 6.3604599E-002, 6.4007535E-002, 1.3770735E-003, 1.1287458E-003, 1.3904752E-001, 7.2442896E+002, 7.1382057E+002, 7.7339788E+002, 7.6975154E+002, 1.0000000E+000
 1.2000000E+002, 2.3590075E-003, 8.5192158E-002, 6.8296090E-003, 4.6502869E-003, 1.9733478E-001, 5.1573190E-002, 6.6213586E-002, 3.9633628E-003, 4.2475836E-003, 1.5105762E-001, 7.0601374E+002, 7.0466996E+002, 8.6304276E+002, 8.1326066E+002, 1.0000000E+000
