s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,"O2Rear_FDS_RI=5","CO2Rear_FDS_RI=5","CORear_FDS_RI=5","UHRear_FDS_RI=5","H2ORear_FDS_RI=5","O2Front_FDS_RI=5","CO2Front_FDS_RI=5","COFront_FDS_RI=5","UHFront_FDS_RI=5","H2OFront_FDS_RI=5","TRSampA_FDS_RI=5","TRSampBB_FDS_RI=5","TFSampA_FDS_RI=5","TFSampBB_FDS_RI=5","ITER_RI=5"
 0.0000000E+000, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0000000E+001, 1.9999908E+001, 2.0000000E+001, 1.9999873E+001, 0.0000000E+000
 1.0012912E+001, 1.9577703E-001, 5.7810965E-003, 4.7632905E-005, 5.7135069E-005, 1.9110457E-002, 1.9210018E-001, 7.3909993E-003, 9.1444773E-005, 1.0911091E-004, 2.2447262E-002, 1.1871828E+002, 6.6479300E+001, 1.7008381E+002, 1.1741102E+002, 0.0000000E+000
 2.0012956E+001, 1.6857179E-001, 1.7914807E-002, 1.9892074E-004, 1.7736081E-004, 4.3733346E-002, 1.6418499E-001, 1.9834954E-002, 2.5053570E-004, 2.5371105E-004, 4.7711191E-002, 3.8239512E+002, 2.9342570E+002, 3.4518466E+002, 2.7914255E+002, 0.0000000E+000
 3.0025792E+001, 1.4342947E-001, 2.9187959E-002, 2.9169538E-004, 2.2581380E-004, 6.6469268E-002, 1.4812688E-001, 2.7079071E-002, 2.7208617E-004, 2.7273094E-004, 6.2208948E-002, 4.3068367E+002, 3.9897721E+002, 4.5415237E+002, 4.1072612E+002, 0.0000000E+000
 4.0004838E+001, 1.3711768E-001, 3.2059910E-002, 2.7855259E-004, 2.3373163E-004, 7.2152899E-002, 1.4671347E-001, 2.7739794E-002, 2.5257556E-004, 2.8795418E-004, 6.3467741E-002, 4.4016026E+002, 4.1865809E+002, 4.2955309E+002, 4.3134727E+002, 0.0000000E+000
 5.0005863E+001, 1.3362033E-001, 3.3643479E-002, 2.7831827E-004, 2.3536788E-004, 7.5307534E-002, 1.4630047E-001, 2.7929074E-002, 2.4996875E-004, 2.9516163E-004, 6.3837138E-002, 4.3573659E+002, 4.1618072E+002, 4.3348880E+002, 4.1139778E+002, 0.0000000E+000
 6.0005635E+001, 1.3029419E-001, 3.5119459E-002, 3.0306217E-004, 2.5411450E-004, 7.8321429E-002, 1.4370162E-001, 2.9107916E-002, 2.4793835E-004, 2.9649713E-004, 6.6180033E-002, 4.6342406E+002, 4.3212871E+002, 4.6893521E+002, 4.3649720E+002, 3.1725114E-003
 7.0030172E+001, 1.2857511E-001, 3.5894639E-002, 3.0516086E-004, 2.6216278E-004, 7.9872151E-002, 1.4606106E-001, 2.8045761E-002, 2.4354210E-004, 2.8489380E-004, 6.4050740E-002, 4.8698551E+002, 4.5429775E+002, 4.2949900E+002, 4.2929231E+002, 0.0000000E+000
 8.0005896E+001, 1.2256551E-001, 3.8591326E-002, 3.2708791E-004, 2.5407448E-004, 8.5310245E-002, 1.4338146E-001, 2.9242170E-002, 2.5829769E-004, 2.8484340E-004, 6.6478219E-002, 4.9202512E+002, 4.6527756E+002, 4.5186852E+002, 4.3102994E+002, 0.0000000E+000
 9.0030751E+001, 1.2627423E-001, 3.6965424E-002, 2.8159391E-004, 2.3897401E-004, 8.1936318E-002, 1.4531908E-001, 2.8356741E-002, 2.6496476E-004, 2.9074988E-004, 6.4733604E-002, 5.0064065E+002, 4.7300843E+002, 4.8302733E+002, 4.6535421E+002, 0.0000000E+000
 1.0003369E+002, 1.2852910E-001, 3.5944461E-002, 2.8059961E-004, 2.5149875E-004, 7.9898971E-002, 1.4724143E-001, 2.7501137E-002, 2.5130077E-004, 2.9927636E-004, 6.2988355E-002, 5.0589065E+002, 4.7330358E+002, 4.8595215E+002, 4.6462156E+002, 2.7199689E-002
 1.1001890E+002, 1.2806708E-001, 3.6178214E-002, 2.5976007E-004, 2.4274208E-004, 8.0303258E-002, 1.4633558E-001, 2.7918069E-002, 2.4676331E-004, 2.8206291E-004, 6.3805842E-002, 4.9975887E+002, 4.7476732E+002, 4.8223804E+002, 4.6738518E+002, 0.0000000E+000
 1.2000000E+002, 1.2753284E-001, 3.6432064E-002, 2.5021284E-004, 2.3119958E-004, 8.0780959E-002, 1.5006041E-001, 2.6240421E-002, 2.3785367E-004, 2.9627465E-004, 6.0436628E-002, 4.9454357E+002, 4.7639137E+002, 4.3350580E+002, 4.4631486E+002, 0.0000000E+000
