s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,
Time,"O2Rear_FDS_RI=5","CO2Rear_FDS_RI=5","CORear_FDS_RI=5","UHRear_FDS_RI=5","H2ORear_FDS_RI=5","O2Front_FDS_RI=5","CO2Front_FDS_RI=5","COFront_FDS_RI=5","UHFront_FDS_RI=5","H2OFront_FDS_RI=5","TRSampA_FDS_RI=5","TRSampBB_FDS_RI=5","TFSampA_FDS_RI=5","TFSampBB_FDS_RI=5","ITER_RI=5"
 0.0000000E+000, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0782285E-001, 3.8690337E-004, 0.0000000E+000, 0.0000000E+000, 8.2220226E-003, 2.0000000E+001, 1.9999908E+001, 2.0000000E+001, 1.9999873E+001, 0.0000000E+000
 1.0001907E+001, 1.4841250E-001, 2.3548735E-002, 3.1321703E-003, 1.7805765E-003, 6.3609573E-002, 1.3605799E-001, 3.0642531E-002, 1.8661502E-003, 1.1691396E-003, 7.4010131E-002, 3.5537691E+002, 2.0522661E+002, 5.8393771E+002, 4.3715429E+002, 7.1702661E-001
 2.0003851E+001, 3.4497405E-002, 7.3419635E-002, 4.5922841E-003, 2.2221323E-003, 1.6728841E-001, 2.6494520E-002, 6.3872218E-002, 1.4472773E-002, 2.2477540E-002, 1.7729225E-001, 7.3737971E+002, 6.9353081E+002, 9.3097260E+002, 8.6729148E+002, 1.0000000E+000
 3.0005782E+001, 1.0539392E-003, 8.3713848E-002, 8.0161283E-003, 1.2243000E-002, 1.9783655E-001, 9.7193375E-003, 6.2803002E-002, 2.0936907E-002, 3.6232877E-002, 1.9414878E-001, 7.6477032E+002, 7.3663851E+002, 1.0598688E+003, 9.7974179E+002, 1.0000000E+000
 4.0020592E+001, 1.8899113E-005, 8.0129510E-002, 1.1156518E-002, 1.7270999E-002, 1.9993113E-001, 1.0102446E-002, 6.1925903E-002, 2.0702614E-002, 4.6505646E-002, 1.9163267E-001, 7.0954763E+002, 7.0562181E+002, 1.0160857E+003, 9.6720016E+002, 1.0000000E+000
 5.0005322E+001, 1.9394555E-005, 7.5479481E-002, 1.4516552E-002, 2.5967433E-002, 2.0052357E-001, 1.4247368E-002, 6.3104990E-002, 1.8568773E-002, 3.9894682E-002, 1.8772979E-001, 7.4812659E+002, 7.3084494E+002, 1.0462663E+003, 9.8308320E+002, 1.0000000E+000
 6.0005185E+001, 6.6421758E-004, 8.2474742E-002, 9.5432972E-003, 8.8097018E-003, 1.9990310E-001, 1.3642050E-002, 6.6641462E-002, 1.6884930E-002, 2.5669865E-002, 1.8990975E-001, 7.8454954E+002, 7.6988829E+002, 1.0336606E+003, 9.8434461E+002, 1.0000000E+000
 7.0015611E+001, 2.0017577E-004, 7.7050542E-002, 1.3582271E-002, 1.9739013E-002, 2.0094133E-001, 2.6920533E-002, 7.1398957E-002, 8.6938230E-003, 1.0458813E-002, 1.7531315E-001, 7.8388361E+002, 7.8153910E+002, 1.0370777E+003, 9.8381872E+002, 1.0000000E+000
 8.0002553E+001, 5.6846923E-005, 7.5894585E-002, 1.4622443E-002, 2.0117506E-002, 2.0170698E-001, 8.1933683E-003, 6.7207371E-002, 1.8031116E-002, 3.1969136E-002, 1.9437527E-001, 8.0481145E+002, 8.0399165E+002, 1.0824321E+003, 1.0230223E+003, 1.0000000E+000
 9.0018398E+001, 6.2508587E-005, 7.4386884E-002, 1.5835767E-002, 2.1416935E-002, 2.0227625E-001, 6.0015261E-003, 6.6345815E-002, 1.9577454E-002, 3.2944549E-002, 1.9721786E-001, 8.1654370E+002, 8.1342530E+002, 1.0885040E+003, 1.0263632E+003, 1.0000000E+000
 1.0001115E+002, 1.9319508E-004, 7.1417029E-002, 1.7862780E-002, 2.7780838E-002, 2.0229730E-001, 2.1045515E-002, 6.6951502E-002, 1.4341258E-002, 1.7583874E-002, 1.8307596E-001, 8.2674367E+002, 8.2707212E+002, 1.0581740E+003, 1.0126998E+003, 1.0000000E+000
 1.1001117E+002, 1.5366314E-004, 7.3534122E-002, 1.6500150E-002, 2.1994254E-002, 2.0253479E-001, 1.3022858E-002, 7.0102530E-002, 1.4716310E-002, 1.8155451E-002, 1.9045785E-001, 8.7875628E+002, 8.6091449E+002, 1.0967839E+003, 1.0389022E+003, 1.0000000E+000
 1.2000000E+002, 5.7680281E-003, 7.6742661E-002, 1.2435131E-002, 1.0149160E-002, 1.9701166E-001, 1.7042557E-002, 7.0321101E-002, 1.2620998E-002, 2.1846216E-002, 1.8467812E-001, 9.6136642E+002, 9.0850451E+002, 1.0856371E+003, 1.0321247E+003, 1.0000000E+000
