s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANOL,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.6897531E-006, 6.1808293E-012, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.6897469E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0012772E+000, 3.9809465E+000, 0.0000000E+000,-9.7460649E-001,-8.1818691E-001,-2.3139655E-001, 1.1080997E-003, 0.0000000E+000, 0.0000000E+000, 1.9347702E+000, 1.9578646E+000, 0.0000000E+000, 1.9886099E-004, 0.0000000E+000, 0.0000000E+000
 4.0003099E+000, 1.9575477E+001, 0.0000000E+000,-4.3248238E+000,-1.2893357E+001,-6.0438776E-001, 7.1331020E-003, 0.0000000E+000, 0.0000000E+000, 1.7186452E+000, 1.7600411E+000, 0.0000000E+000, 1.0179837E-003, 0.0000000E+000, 0.0000000E+000
 6.0005603E+000, 3.1114889E+001, 0.0000000E+000,-6.8165426E+000,-2.3790212E+001,-5.7357974E-001, 9.0066848E-003, 0.0000000E+000, 0.0000000E+000,-1.0935174E-001,-5.6438913E-002, 0.0000000E+000, 1.5544236E-003, 0.0000000E+000, 0.0000000E+000
 8.0000963E+000, 3.8229251E+001, 0.0000000E+000,-8.3564139E+000,-2.7755407E+001,-5.8416361E-001, 9.6183017E-003, 0.0000000E+000, 0.0000000E+000, 1.4788190E+000, 1.5428852E+000, 0.0000000E+000, 1.8109948E-003, 0.0000000E+000, 0.0000000E+000
 1.0000908E+001, 4.0312881E+001, 0.0000000E+000,-8.8089434E+000,-3.0750184E+001,-5.5847011E-001, 9.7154800E-003, 0.0000000E+000, 0.0000000E+000, 1.4853301E-001, 2.0499871E-001, 0.0000000E+000, 1.9507898E-003, 0.0000000E+000, 0.0000000E+000
 1.2000854E+001, 4.0610220E+001, 0.0000000E+000,-8.9447244E+000,-3.1118071E+001,-5.3642129E-001, 9.1869336E-003, 0.0000000E+000, 0.0000000E+000,-4.6078397E-002, 2.0190249E-002, 0.0000000E+000, 1.9575577E-003, 0.0000000E+000, 0.0000000E+000
 1.4000402E+001, 4.2748695E+001, 0.0000000E+000,-9.3871837E+000,-3.2332307E+001,-5.2118870E-001, 9.7772106E-003, 0.0000000E+000, 0.0000000E+000, 4.1778100E-001, 5.1779286E-001, 0.0000000E+000, 2.0883042E-003, 0.0000000E+000, 0.0000000E+000
 1.6000389E+001, 4.4181921E+001, 0.0000000E+000,-9.6637439E+000,-3.3441362E+001,-5.3001183E-001, 1.0005191E-002, 0.0000000E+000, 0.0000000E+000, 4.8307630E-001, 5.5680911E-001, 0.0000000E+000, 2.1216507E-003, 0.0000000E+000, 0.0000000E+000
 1.8001070E+001, 4.5048956E+001, 0.0000000E+000,-9.8200412E+000,-3.5669574E+001,-5.1184928E-001, 9.9243836E-003, 0.0000000E+000, 0.0000000E+000,-1.0339321E+000,-9.4258386E-001, 0.0000000E+000, 2.1931919E-003, 0.0000000E+000, 0.0000000E+000
 2.0000561E+001, 4.5731652E+001, 0.0000000E+000,-9.9613191E+000,-3.4321311E+001,-4.9172909E-001, 9.9170756E-003, 0.0000000E+000, 0.0000000E+000, 8.5622765E-001, 9.6720952E-001, 0.0000000E+000, 2.2329688E-003, 0.0000000E+000, 0.0000000E+000
 2.2001080E+001, 4.7035273E+001, 0.0000000E+000,-1.0230819E+001,-3.8024185E+001,-5.1651098E-001, 1.0326331E-002, 0.0000000E+000, 0.0000000E+000,-1.8072745E+000,-1.7259158E+000, 0.0000000E+000, 2.2804990E-003, 0.0000000E+000, 0.0000000E+000
 2.4000948E+001, 4.6592892E+001, 0.0000000E+000,-1.0187666E+001,-3.3584884E+001,-5.2010967E-001, 9.8422188E-003, 0.0000000E+000, 0.0000000E+000, 2.1957984E+000, 2.3100755E+000, 0.0000000E+000, 2.2490142E-003, 0.0000000E+000, 0.0000000E+000
 2.6000788E+001, 3.4759908E+001, 0.0000000E+000,-7.6149790E+000,-2.8662116E+001,-5.8665643E-001, 8.4311228E-003, 0.0000000E+000, 0.0000000E+000,-2.1542384E+000,-2.0954114E+000, 0.0000000E+000, 1.5037743E-003, 0.0000000E+000, 0.0000000E+000
 2.8000702E+001, 2.5632235E+001, 0.0000000E+000,-5.6715681E+000,-1.8979788E+001,-6.1636606E-001, 8.1462251E-003, 0.0000000E+000, 0.0000000E+000, 3.3080983E-001, 3.7265951E-001, 0.0000000E+000, 1.2121905E-003, 0.0000000E+000, 0.0000000E+000
 3.0001440E+001, 2.5119275E+001, 0.0000000E+000,-5.5166438E+000,-1.9631243E+001,-6.1723633E-001, 8.0949577E-003, 0.0000000E+000, 0.0000000E+000,-6.8675022E-001,-6.3775328E-001, 0.0000000E+000, 1.1854197E-003, 0.0000000E+000, 0.0000000E+000
 3.2000961E+001, 2.4753448E+001, 0.0000000E+000,-5.4330791E+000,-1.8551302E+001,-6.2147585E-001, 7.8485543E-003, 0.0000000E+000, 0.0000000E+000, 1.0887969E-001, 1.5543925E-001, 0.0000000E+000, 1.1711446E-003, 0.0000000E+000, 0.0000000E+000
 3.4000427E+001, 2.5099462E+001, 0.0000000E+000,-5.5215929E+000,-1.8379288E+001,-6.1606252E-001, 7.8685118E-003, 0.0000000E+000, 0.0000000E+000, 5.4574288E-001, 5.9038665E-001, 0.0000000E+000, 1.1816416E-003, 0.0000000E+000, 0.0000000E+000
 3.6001083E+001, 2.3973268E+001, 0.0000000E+000,-5.2846617E+000,-1.7797744E+001,-6.0822138E-001, 7.6770190E-003, 0.0000000E+000, 0.0000000E+000, 2.3720386E-001, 2.9031827E-001, 0.0000000E+000, 1.1462947E-003, 0.0000000E+000, 0.0000000E+000
 3.8001099E+001, 2.4357354E+001, 0.0000000E+000,-5.3681219E+000,-1.9389306E+001,-6.1488453E-001, 7.8379134E-003, 0.0000000E+000, 0.0000000E+000,-1.0560883E+000,-1.0071206E+000, 0.0000000E+000, 1.1572153E-003, 0.0000000E+000, 0.0000000E+000
 4.0000122E+001, 2.5294114E+001, 0.0000000E+000,-5.5821961E+000,-1.8290047E+001,-6.2846340E-001, 8.1128694E-003, 0.0000000E+000, 0.0000000E+000, 7.6504196E-001, 8.0151997E-001, 0.0000000E+000, 1.1904016E-003, 0.0000000E+000, 0.0000000E+000
 4.2000462E+001, 2.4090652E+001, 0.0000000E+000,-5.3011447E+000,-1.8591097E+001,-6.0612035E-001, 7.7709410E-003, 0.0000000E+000, 0.0000000E+000,-4.5301435E-001,-3.9993853E-001, 0.0000000E+000, 1.1487477E-003, 0.0000000E+000, 0.0000000E+000
 4.4000488E+001, 2.4873149E+001, 0.0000000E+000,-5.4342112E+000,-1.8380243E+001,-6.0453038E-001, 7.9790629E-003, 0.0000000E+000, 0.0000000E+000, 3.8861967E-001, 4.6214343E-001, 0.0000000E+000, 1.1706247E-003, 0.0000000E+000, 0.0000000E+000
 4.6001324E+001, 2.4396415E+001, 0.0000000E+000,-5.3777263E+000,-1.9053267E+001,-6.1217186E-001, 7.8470876E-003, 0.0000000E+000, 0.0000000E+000,-6.6513900E-001,-6.3890310E-001, 0.0000000E+000, 1.1641956E-003, 0.0000000E+000, 0.0000000E+000
 4.8000439E+001, 2.5625950E+001, 0.0000000E+000,-5.6010947E+000,-1.8777735E+001,-6.1321680E-001, 8.1469339E-003, 0.0000000E+000, 0.0000000E+000, 6.0055729E-001, 6.4204987E-001, 0.0000000E+000, 1.2109925E-003, 0.0000000E+000, 0.0000000E+000
 5.0000031E+001, 2.4671269E+001, 0.0000000E+000,-5.4229268E+000,-1.7895830E+001,-6.1196196E-001, 7.7628943E-003, 0.0000000E+000, 0.0000000E+000, 6.9799256E-001, 7.4831278E-001, 0.0000000E+000, 1.1697751E-003, 0.0000000E+000, 0.0000000E+000
