cm,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,K,K,K,K,K,K,K,K,K,K,K,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,C,C,C,C,C,C,C,C,C,C,C,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*m/s,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,m/s*C,cm,K,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
r,Up2,Up4,Up6,Up8,Up10,Up12,Up14,Up16,Up18,Up20,Up30,Wp2,Wp4,Wp6,Wp8,Wp10,Wp12,Wp14,Wp16,Wp18,Wp20,Wp30,Tp2,Tp4,Tp6,Tp8,Tp10,Tp12,Tp14,Tp16,Tp18,Tp20,Tp30,Urms2,Urms4,Urms6,Urms8,Urms10,Urms12,Urms14,Urms16,Urms18,Urms20,Urms30,Wrms2,Wrms4,Wrms6,Wrms8,Wrms10,Wrms12,Wrms14,Wrms16,Wrms18,Wrms20,Wrms30,Trms2,Trms4,Trms6,Trms8,Trms10,Trms12,Trms14,Trms16,Trms18,Trms20,Trms30,UW2,UW4,UW6,UW8,UW10,UW12,UW14,UW16,UW18,UW20,UW30,TW2,TW4,TW6,TW8,TW10,TW12,TW14,TW16,TW18,TW20,TW30,TU2,TU4,TU6,TU8,TU10,TU12,TU14,TU16,TU18,TU20,TU30,z,T_CL,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2
-4.0000000E+000,-2.5261521E-001,-2.3507726E-001,-1.9225854E-001,-1.5083352E-001,-1.3010953E-001,-7.4507561E-002,-4.2187902E-002,-1.6245708E-002, 4.0320215E-003, 1.6672601E-002, 3.3282830E-002, 3.3042024E-001, 7.3149960E-001, 1.0916893E+000, 1.4005838E+000, 1.6642729E+000, 1.8906165E+000, 2.0716485E+000, 2.2159835E+000, 2.3306911E+000, 2.4272066E+000, 2.7062200E+000, 1.0812760E+003, 1.1847763E+003, 1.1961324E+003, 1.1825310E+003, 1.1745990E+003, 1.1432889E+003, 1.1190096E+003, 1.0900268E+003, 1.0626124E+003, 1.0369181E+003, 8.9969581E+002, 2.2557606E-001, 2.4609538E-001, 2.5855139E-001, 2.7389695E-001, 2.8094428E-001, 3.1282367E-001, 3.3773266E-001, 3.6294996E-001, 3.9224383E-001, 4.2588876E-001, 5.6378528E-001, 1.8503326E-001, 3.0507460E-001, 4.5479169E-001, 5.9128489E-001, 7.0887104E-001, 7.9843938E-001, 8.7813437E-001, 9.4947710E-001, 1.0145136E+000, 1.0700007E+000, 1.2462375E+000, 2.0332887E+002, 2.1881652E+002, 2.3330431E+002, 2.5152194E+002, 2.6076500E+002, 2.7660358E+002, 2.8767973E+002, 2.9708999E+002, 3.0573812E+002, 3.1091616E+002, 3.0884336E+002,-1.7838159E-002,-2.3101753E-002,-2.6597664E-002,-1.6605948E-002,-8.8333035E-003, 2.7195941E-002, 5.3639086E-002, 8.5168810E-002, 1.1961852E-001, 1.5796089E-001, 2.5006080E-001, 1.8014588E+001, 3.8757461E+001, 7.0628830E+001, 1.0711404E+002, 1.2474319E+002, 1.6251383E+002, 1.8713347E+002, 2.1183925E+002, 2.3559965E+002, 2.5465964E+002, 3.0217510E+002,-1.3518518E+001,-4.6566357E+000,-1.6758567E+000, 4.7869243E+000, 8.1848871E+000, 2.0489798E+001, 2.8219356E+001, 3.6460508E+001, 4.4438484E+001, 5.3098367E+001, 6.9749138E+001, 1.0000000E+000, 8.5566777E+002, 8.6309546E-003, 2.7830560E-002, 3.9918382E-002, 4.4484616E-001, 1.3927614E-001, 0.0000000E+000
-3.0000000E+000,-1.5554072E-001,-1.5326915E-001,-1.2924719E-001,-1.0528885E-001,-9.1800111E-002,-5.2411493E-002,-2.9390366E-002,-8.8267901E-003, 8.3163001E-003, 1.8378812E-002, 2.2311906E-002, 2.6664641E-001, 6.8587525E-001, 1.0917513E+000, 1.4432782E+000, 1.7427568E+000, 1.9912110E+000, 2.1958117E+000, 2.3593845E+000, 2.4917685E+000, 2.5951597E+000, 2.8498611E+000, 9.9472863E+002, 1.1352659E+003, 1.1954682E+003, 1.2119406E+003, 1.2152477E+003, 1.2066268E+003, 1.1893931E+003, 1.1657541E+003, 1.1393444E+003, 1.1122347E+003, 9.4365622E+002, 2.1796671E-001, 2.3938567E-001, 2.5220338E-001, 2.6873387E-001, 2.7728701E-001, 3.1211527E-001, 3.3761989E-001, 3.6189068E-001, 3.8720097E-001, 4.1595511E-001, 5.5971433E-001, 1.6890599E-001, 2.5297154E-001, 3.6575300E-001, 4.8842141E-001, 6.0542932E-001, 7.1950154E-001, 8.2324918E-001, 9.1689957E-001, 9.9167232E-001, 1.0589969E+000, 1.2670772E+000, 1.9559073E+002, 2.0248202E+002, 2.0103461E+002, 2.0868505E+002, 2.1317340E+002, 2.3296700E+002, 2.4527588E+002, 2.5904130E+002, 2.7269040E+002, 2.8489580E+002, 3.0041162E+002,-1.5519390E-002,-1.7558309E-002,-2.0816538E-002,-1.6248967E-002,-1.1836309E-002, 8.1961655E-003, 2.9469429E-002, 5.4252695E-002, 8.2381554E-002, 1.1012545E-001, 1.8727783E-001, 1.7315028E+001, 2.4023208E+001, 3.4355022E+001, 5.5629572E+001, 6.6730142E+001, 1.0698444E+002, 1.3595871E+002, 1.6663487E+002, 1.9425487E+002, 2.1996241E+002, 2.9464222E+002,-1.2332404E+001,-5.8191811E+000,-2.8570918E+000, 2.8362235E-001, 2.8977607E+000, 9.9222019E+000, 1.6581129E+001, 2.3678832E+001, 3.1799670E+001, 3.9186427E+001, 5.3720134E+001, 3.0000000E+000, 1.0529770E+003, 1.5483847E-002, 3.7139481E-002, 4.6052345E-002, 2.8920764E-001, 1.7128959E-001, 0.0000000E+000
-2.0000000E+000,-1.5554072E-001,-1.5326915E-001,-1.2924719E-001,-1.0528885E-001,-9.1800111E-002,-5.2411493E-002,-2.9390366E-002,-8.8267901E-003, 8.3163001E-003, 1.8378812E-002, 2.2311906E-002, 2.6664641E-001, 6.8587525E-001, 1.0917513E+000, 1.4432782E+000, 1.7427568E+000, 1.9912110E+000, 2.1958117E+000, 2.3593845E+000, 2.4917685E+000, 2.5951597E+000, 2.8498611E+000, 9.9472863E+002, 1.1352659E+003, 1.1954682E+003, 1.2119406E+003, 1.2152477E+003, 1.2066268E+003, 1.1893931E+003, 1.1657541E+003, 1.1393444E+003, 1.1122347E+003, 9.4365622E+002, 2.1796671E-001, 2.3938567E-001, 2.5220338E-001, 2.6873387E-001, 2.7728701E-001, 3.1211527E-001, 3.3761989E-001, 3.6189068E-001, 3.8720097E-001, 4.1595511E-001, 5.5971433E-001, 1.6890599E-001, 2.5297154E-001, 3.6575300E-001, 4.8842141E-001, 6.0542932E-001, 7.1950154E-001, 8.2324918E-001, 9.1689957E-001, 9.9167232E-001, 1.0589969E+000, 1.2670772E+000, 1.9559073E+002, 2.0248202E+002, 2.0103461E+002, 2.0868505E+002, 2.1317340E+002, 2.3296700E+002, 2.4527588E+002, 2.5904130E+002, 2.7269040E+002, 2.8489580E+002, 3.0041162E+002,-1.5519390E-002,-1.7558309E-002,-2.0816538E-002,-1.6248967E-002,-1.1836309E-002, 8.1961655E-003, 2.9469429E-002, 5.4252695E-002, 8.2381554E-002, 1.1012545E-001, 1.8727783E-001, 1.7315028E+001, 2.4023208E+001, 3.4355022E+001, 5.5629572E+001, 6.6730142E+001, 1.0698444E+002, 1.3595871E+002, 1.6663487E+002, 1.9425487E+002, 2.1996241E+002, 2.9464222E+002,-1.2332404E+001,-5.8191811E+000,-2.8570918E+000, 2.8362235E-001, 2.8977607E+000, 9.9222019E+000, 1.6581129E+001, 2.3678832E+001, 3.1799670E+001, 3.9186427E+001, 5.3720134E+001, 5.0000000E+000, 1.1604981E+003, 2.2680821E-002, 4.3540542E-002, 4.5438683E-002, 2.0311816E-001, 1.8354162E-001, 0.0000000E+000
-1.0000000E+000,-5.6032753E-002,-5.6771912E-002,-5.1527677E-002,-4.4259836E-002,-3.9846585E-002,-2.1717978E-002,-1.0648332E-002,-1.0319113E-003, 8.9397073E-003, 1.6336302E-002, 7.1488485E-003, 2.1319252E-001, 6.3578153E-001, 1.0517858E+000, 1.4277826E+000, 1.7565069E+000, 2.0326108E+000, 2.2715681E+000, 2.4676334E+000, 2.6130149E+000, 2.7234251E+000, 2.9630953E+000, 9.3545721E+002, 1.0709828E+003, 1.1485932E+003, 1.1922520E+003, 1.2068750E+003, 1.2331430E+003, 1.2358339E+003, 1.2226936E+003, 1.1998846E+003, 1.1687960E+003, 9.7757380E+002, 2.0957358E-001, 2.3217720E-001, 2.4676554E-001, 2.6413924E-001, 2.7582370E-001, 3.1430394E-001, 3.3960414E-001, 3.6219997E-001, 3.8736848E-001, 4.0998896E-001, 5.5200157E-001, 1.5670954E-001, 2.1943829E-001, 3.1257363E-001, 4.1560783E-001, 5.1873962E-001, 6.3558097E-001, 7.3398943E-001, 8.2473543E-001, 9.2351430E-001, 1.0114144E+000, 1.2726400E+000, 1.8308145E+002, 1.9164122E+002, 1.9077118E+002, 1.8566393E+002, 1.8593830E+002, 1.9650570E+002, 2.0480096E+002, 2.1512679E+002, 2.3148721E+002, 2.4923533E+002, 2.8763661E+002,-8.5269975E-003,-1.0035924E-002,-1.2402338E-002,-1.3129542E-002,-1.1208255E-002,-1.2628472E-003, 9.1387850E-003, 2.1994081E-002, 3.6521495E-002, 5.2860356E-002, 9.5985172E-002, 1.6284077E+001, 1.8963323E+001, 2.4536827E+001, 3.0915463E+001, 3.5198804E+001, 6.0846994E+001, 7.9895222E+001, 1.0521091E+002, 1.3763718E+002, 1.7338864E+002, 2.7927665E+002,-5.4961304E+000,-3.2994902E+000,-1.1254799E+000,-1.0092586E-001, 1.0168010E+000, 4.3731528E+000, 7.7251527E+000, 1.1629486E+001, 1.5550483E+001, 2.0428276E+001, 2.8832201E+001, 7.0000000E+000, 1.2137369E+003, 3.0558375E-002, 4.7630929E-002, 4.2070095E-002, 1.5260774E-001, 1.8543062E-001, 0.0000000E+000
-1.0000000E-002, 2.0857196E-002, 2.2249934E-002, 1.9008937E-002, 1.5346243E-002, 1.2776670E-002, 7.5029788E-003, 6.9335213E-003, 3.5334860E-003, 2.3565305E-003, 3.8695398E-003,-1.4606016E-002, 1.9680194E-001, 6.1829701E-001, 1.0355188E+000, 1.4190638E+000, 1.7624311E+000, 2.0607322E+000, 2.3071199E+000, 2.5139914E+000, 2.6775900E+000, 2.7925744E+000, 3.0138093E+000, 9.1252423E+002, 1.0534382E+003, 1.1350421E+003, 1.1897582E+003, 1.2106716E+003, 1.2478294E+003, 1.2534853E+003, 1.2481562E+003, 1.2289440E+003, 1.1963050E+003, 9.9261946E+002, 2.0039097E-001, 2.2230348E-001, 2.3750224E-001, 2.5986194E-001, 2.7289952E-001, 3.1410465E-001, 3.3961575E-001, 3.6721952E-001, 3.9165605E-001, 4.1414661E-001, 5.4605915E-001, 1.4505583E-001, 2.0839105E-001, 2.8989170E-001, 3.8577933E-001, 4.8173000E-001, 5.7756275E-001, 6.8580614E-001, 7.8124410E-001, 8.7351615E-001, 9.7225725E-001, 1.2745247E+000, 1.6725280E+002, 1.8930681E+002, 1.9174126E+002, 1.8738106E+002, 1.8331363E+002, 1.7741407E+002, 1.8449837E+002, 1.9534003E+002, 2.0975793E+002, 2.2983961E+002, 2.8086678E+002, 1.5642322E-003, 7.7211874E-005,-2.1871147E-003,-6.1700978E-003,-7.2291059E-003,-5.9809238E-003,-6.6510019E-003,-5.5979646E-003,-6.6406071E-003,-6.8967513E-003, 1.1227275E-002, 1.3307791E+001, 1.7907145E+001, 2.0936494E+001, 2.4452982E+001, 2.5834241E+001, 3.8068201E+001, 5.8544592E+001, 8.1282766E+001, 1.1045858E+002, 1.4939656E+002, 2.7199080E+002, 2.9895056E+000, 3.7870166E+000, 4.4833654E+000, 1.6734041E+000, 1.0329322E+000, 1.8524824E+000, 6.6548893E-001,-4.0318143E-002,-3.2829609E-001, 4.2933906E-002, 2.7256980E+000, 9.0000000E+000, 1.2335610E+003, 3.8676102E-002, 4.9709179E-002, 3.8525876E-002, 1.1964942E-001, 1.8282050E-001, 0.0000000E+000
 1.0000000E+000,-2.0804279E-001,-1.9366082E-001,-1.6764956E-001,-1.4348054E-001,-1.3117413E-001,-8.8103995E-002,-6.3160682E-002,-4.2441943E-002,-2.4090456E-002,-1.3112486E-002, 2.1973809E-002, 2.9439237E-001, 7.0382824E-001, 1.1021507E+000, 1.4587553E+000, 1.7641412E+000, 2.0137923E+000, 2.2100543E+000, 2.3593641E+000, 2.4807489E+000, 2.5812778E+000, 2.8327492E+000, 1.0178452E+003, 1.1495723E+003, 1.2069793E+003, 1.2308997E+003, 1.2351654E+003, 1.2211274E+003, 1.1981043E+003, 1.1719325E+003, 1.1425363E+003, 1.1120507E+003, 9.4303951E+002, 2.1813563E-001, 2.2955074E-001, 2.4414534E-001, 2.6561588E-001, 2.7843463E-001, 3.1260968E-001, 3.3817538E-001, 3.6479295E-001, 3.9036557E-001, 4.2043108E-001, 5.4953605E-001, 1.8296339E-001, 2.6555852E-001, 3.7149134E-001, 4.8678772E-001, 6.0304563E-001, 7.1192374E-001, 8.2028582E-001, 9.2890302E-001, 1.0180159E+000, 1.0898075E+000, 1.2899254E+000, 1.9646896E+002, 2.0533815E+002, 1.9855338E+002, 2.0296034E+002, 2.0716775E+002, 2.2831620E+002, 2.4590197E+002, 2.6219551E+002, 2.7297092E+002, 2.8310616E+002, 2.9570774E+002,-1.4119674E-002,-1.2870043E-002,-1.1193586E-002,-5.8452446E-003,-3.4980422E-003, 1.6177524E-002, 3.8417308E-002, 6.6339154E-002, 8.9964292E-002, 1.1265349E-001, 1.7005490E-001, 2.0956606E+001, 2.7747772E+001, 3.8176336E+001, 5.5872276E+001, 6.6233943E+001, 1.0538693E+002, 1.3932984E+002, 1.7370066E+002, 2.0391883E+002, 2.3011887E+002, 2.9270087E+002,-1.7739568E+001,-1.2133445E+001,-6.6060495E+000,-1.9780453E+000,-3.3046951E-001, 7.5410324E+000, 1.4554328E+001, 2.3320930E+001, 3.0072775E+001, 3.6975702E+001, 3.9642954E+001, 1.1000000E+001, 1.2400722E+003, 4.6235005E-002, 5.0849825E-002, 3.5274529E-002, 9.5541922E-002, 1.7885093E-001, 0.0000000E+000
 2.0000000E+000,-3.0092805E-001,-2.7420763E-001,-2.3134551E-001,-1.9022359E-001,-1.6837624E-001,-1.0647961E-001,-7.6079640E-002,-5.0901429E-002,-3.2295324E-002,-1.8997313E-002, 2.3102856E-002, 3.4500990E-001, 7.3783154E-001, 1.1053531E+000, 1.4266531E+000, 1.6897003E+000, 1.8914840E+000, 2.0493382E+000, 2.1808763E+000, 2.2908621E+000, 2.3858642E+000, 2.6365357E+000, 1.0918459E+003, 1.1917897E+003, 1.2154479E+003, 1.2090744E+003, 1.1968176E+003, 1.1469927E+003, 1.1125869E+003, 1.0814712E+003, 1.0536530E+003, 1.0270007E+003, 8.8751483E+002, 2.1960658E-001, 2.3317571E-001, 2.5335804E-001, 2.7314658E-001, 2.8320647E-001, 3.1228492E-001, 3.4253467E-001, 3.7038281E-001, 4.0118516E-001, 4.2911105E-001, 5.4709621E-001, 1.9905781E-001, 3.2244249E-001, 4.5695641E-001, 5.8667118E-001, 7.0137924E-001, 8.1048022E-001, 9.0658322E-001, 9.8259298E-001, 1.0443848E+000, 1.0948348E+000, 1.2799843E+000, 2.0346080E+002, 2.1611321E+002, 2.2965546E+002, 2.4823578E+002, 2.5650392E+002, 2.7455508E+002, 2.8557904E+002, 2.9360358E+002, 2.9854753E+002, 3.0275661E+002, 2.9802326E+002,-1.2351718E-002,-1.6037676E-002,-1.6190246E-002,-6.2581819E-003, 1.6954716E-004, 3.2839011E-002, 6.4394661E-002, 9.6542242E-002, 1.2638391E-001, 1.5794573E-001, 2.3613895E-001, 2.2243681E+001, 4.2582256E+001, 7.2445242E+001, 1.0521057E+002, 1.2106202E+002, 1.6828665E+002, 1.9689748E+002, 2.2112253E+002, 2.3985610E+002, 2.5567775E+002, 2.9591618E+002,-1.5871730E+001,-7.3498737E+000,-2.3093597E+000, 3.0936886E+000, 5.9930111E+000, 1.6553917E+001, 2.5735592E+001, 3.5233303E+001, 4.3603400E+001, 5.1283051E+001, 5.2499613E+001, 1.3000000E+001, 1.2402208E+003, 5.3776315E-002, 5.1405572E-002, 3.2030375E-002, 7.6560120E-002, 1.7368881E-001, 0.0000000E+000
 3.0000000E+000,-3.7484157E-001,-3.3082582E-001,-2.6891758E-001,-2.1180431E-001,-1.8346288E-001,-1.1606790E-001,-8.6330915E-002,-6.3275806E-002,-4.3146074E-002,-2.3521744E-002, 1.9471532E-002, 3.6968375E-001, 7.4449395E-001, 1.0753524E+000, 1.3490473E+000, 1.5612958E+000, 1.7304232E+000, 1.8631628E+000, 1.9750495E+000, 2.0736830E+000, 2.1467479E+000, 2.4168327E+000, 1.1388409E+003, 1.1969750E+003, 1.1829471E+003, 1.1378463E+003, 1.1136849E+003, 1.0445525E+003, 1.0074039E+003, 9.7797820E+002, 9.5059201E+002, 9.2518236E+002, 8.2231603E+002, 2.2213837E-001, 2.4172017E-001, 2.6042753E-001, 2.7719562E-001, 2.8658235E-001, 3.2095879E-001, 3.5024503E-001, 3.7610812E-001, 4.0623385E-001, 4.3031165E-001, 5.4561234E-001, 2.3534585E-001, 3.8597429E-001, 5.2898769E-001, 6.5680124E-001, 7.7019933E-001, 8.5916038E-001, 9.3251320E-001, 9.8701290E-001, 1.0264426E+000, 1.0735457E+000, 1.2161850E+000, 2.2161848E+002, 2.5435087E+002, 2.7451881E+002, 2.9141983E+002, 2.9571668E+002, 3.0321070E+002, 3.0758532E+002, 3.1036950E+002, 3.0963866E+002, 3.0873317E+002, 2.8793659E+002,-1.3071589E-002,-2.0608152E-002,-1.8210822E-002,-3.0511032E-003, 7.8863805E-003, 5.3339906E-002, 8.9036539E-002, 1.2353770E-001, 1.5683127E-001, 1.8622126E-001, 2.5657081E-001, 3.3485212E+001, 7.3197119E+001, 1.1414707E+002, 1.5367799E+002, 1.7143154E+002, 2.0958064E+002, 2.2932064E+002, 2.4270949E+002, 2.5127704E+002, 2.6036920E+002, 2.6922214E+002,-1.0614942E+001,-4.0940218E+000, 1.5192078E-001, 8.1989666E+000, 1.1745460E+001, 2.5143845E+001, 3.4405129E+001, 4.3218406E+001, 5.1232358E+001, 5.6216065E+001, 5.8866457E+001, 1.5000000E+001, 1.2281633E+003, 6.2502434E-002, 5.1133510E-002, 2.8522301E-002, 6.0888357E-002, 1.6632980E-001, 0.0000000E+000
 4.0000000E+000,-4.2797940E-001,-3.6793875E-001,-2.9145317E-001,-2.2524202E-001,-1.9564859E-001,-1.2947633E-001,-9.8535416E-002,-7.4393460E-002,-5.2581317E-002,-3.1436899E-002, 1.0876820E-002, 3.8127903E-001, 7.1952366E-001, 1.0033304E+000, 1.2326151E+000, 1.4075139E+000, 1.5501272E+000, 1.6673666E+000, 1.7575504E+000, 1.8275746E+000, 1.8938305E+000, 2.1688779E+000, 1.1595360E+003, 1.1590622E+003, 1.1089393E+003, 1.0427852E+003, 1.0134101E+003, 9.3976680E+002, 8.9981650E+002, 8.6640311E+002, 8.3934967E+002, 8.1727119E+002, 7.4702622E+002, 2.2866914E-001, 2.4597186E-001, 2.6528965E-001, 2.8559431E-001, 2.9518927E-001, 3.3336902E-001, 3.6068005E-001, 3.8178417E-001, 4.0495526E-001, 4.2958364E-001, 5.3940571E-001, 2.6699556E-001, 4.3630793E-001, 5.7814657E-001, 6.9570891E-001, 7.8786410E-001, 8.5692348E-001, 9.0729087E-001, 9.5131682E-001, 9.9315054E-001, 1.0268363E+000, 1.1325066E+000, 2.5415102E+002, 2.9601671E+002, 3.0943770E+002, 3.1501793E+002, 3.1528676E+002, 3.2001359E+002, 3.1863220E+002, 3.1435424E+002, 3.0826151E+002, 3.0173150E+002, 2.7055202E+002,-1.7306049E-002,-2.7294436E-002,-2.2850652E-002,-3.6108612E-003, 9.3995989E-003, 6.2311456E-002, 9.9040280E-002, 1.3395482E-001, 1.6502162E-001, 1.9104136E-001, 2.5844862E-001, 5.1332157E+001, 1.0487854E+002, 1.4790910E+002, 1.8201249E+002, 1.9351787E+002, 2.2211241E+002, 2.3281510E+002, 2.4057135E+002, 2.4379557E+002, 2.4363917E+002, 2.3206354E+002,-7.6022480E+000,-6.8664045E+000,-1.6891681E+000, 8.1649720E+000, 1.3430362E+001, 2.8836649E+001, 3.8377206E+001, 4.7387253E+001, 5.3716131E+001, 5.6737002E+001, 6.0512545E+001, 1.7000000E+001, 1.2066131E+003, 7.1704176E-002, 5.0264816E-002, 2.5025802E-002, 4.8046307E-002, 1.5778362E-001, 0.0000000E+000
